SentenceID,CodeSwitchStatus,NumberOfWords,Surprisal1,Surprisal2,Surprisal3,Surprisal4,Surprisal5,Surprisal6,Surprisal7,Surprisal8,Surprisal9,Surprisal10,Surprisal11,Surprisal12,Surprisal13,Surprisal14,Surprisal15,Surprisal16,Surprisal17,Surprisal18,Surprisal19,Surprisal20,Surprisal21,Surprisal22,Surprisal23,Surprisal24,Surprisal25,Surprisal26,Surprisal27,Surprisal28,Surprisal29,Surprisal30,Surprisal31,Surprisal32,Surprisal33,Surprisal34,Surprisal35,Surprisal36,Surprisal37,Surprisal38,Surprisal39,Surprisal40,Surprisal41,Surprisal42,Surprisal43,Surprisal44,Surprisal45,Surprisal46,Surprisal47,Surprisal48,Surprisal49,Surprisal50,Surprisal51,Surprisal52,Surprisal53,Surprisal54,Surprisal55,Surprisal56,Surprisal57,Surprisal58,Surprisal59,Surprisal60,IndicesOfCodeSwitchedWordInTranslation,IndicesOfPunctuationInTranslation,CorpusName
879,1,5,-4.215509,-3.401215,-2.781056,-5.367229,-3.755728,-3.396706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4],,cmucssa
880,1,17,-2.791026,-5.695485,-2.147275,-5.646606,-0.5049582,-0.6478175,-0.2891772,-1.795301,-0.3283531,-3.66463,-1.839242,-5.459677,-3.746245,-5.542916,-4.062761,-3.349127,-1.034899,-0.347692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[13_14_15_16],[4_6_8_12_15_16],cmucssa
881,1,28,-6.326181,-4.406836,-2.189527,#NAME?,-2.104872,-5.824587,-4.794884,-2.851207,-3.907355,-3.956526,-5.090031,-0.8004504,-8.250972,-2.751626,-5.100725,-0.5556167,-4.580718,-3.466707,-4.020619,-3.03075,-5.167724,-2.71101,-3.818049,-1.645753,-3.949267,-1.497779,-2.359387,-0.7080181,-0.4368242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_3_4_5_6_12_13_14_15],[2_3_4_11_13_15_26_27],cmucssa
882,1,10,-2.949325,-2.601368,#NAME?,-5.243498,-1.059009,-5.371221,-2.23444,-3.746978,-1.709078,-1.119376,-0.6264194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5],[4_9],cmucssa
883,1,6,-5.688997,-4.478161,-1.962407,-4.728121,-8.352074,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_5],[2_5],cmucssa
884,1,3,-5.976814,-4.795738,-1.106924,-0.4616359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[2],cmucssa
885,1,9,-5.637844,-3.195263,-3.42335,-3.595524,-1.364868,-5.344311,-3.939991,-3.362691,-1.233552,-0.6419315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[4_8],cmucssa
886,1,6,-4.366777,-4.6344,-2.711747,-4.687068,-4.553077,-0.328867,-1.070551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[5],cmucssa
887,1,13,-3.527254,-1.742613,-5.089607,-5.461766,-3.524714,-2.297104,-0.8728712,-4.178074,-0.4266303,-5.349871,-1.212796,-6.79648,-4.155993,-1.035246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[11_12],[12],cmucssa
888,1,15,-5.415995,-3.115186,-1.635233,-0.9528666,-6.649992,-0.8059883,-4.92201,-1.937989,-2.447441,-1.967356,-4.103953,-1.386777,-5.797201,-1.678413,-1.42435,-0.4870295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5],[5_14],cmucssa
889,1,8,-7.042348,-5.332663,-4.812468,-3.53085,-4.531465,-2.933994,#NAME?,-3.135041,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_6_7],[5_7],cmucssa
890,1,7,-1.464192,-5.264282,-5.480785,-3.284703,-0.8089939,-3.863244,-0.8367215,-0.5881106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_5_6],[6],cmucssa
891,1,11,-5.976814,-5.304675,-4.082415,-3.168281,-0.2552725,-4.48986,-0.5792918,-2.553705,-3.306568,-3.200032,-0.6939341,-0.4068164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],[6_10],cmucssa
892,1,26,-5.512905,-6.181467,-5.705364,-1.081215,-2.180125,-1.354857,-5.503237,-3.309845,-3.50789,-1.502383,-4.477396,-0.6959645,-5.700706,-5.889836,-0.9867338,-5.137661,-1.854252,-4.460245,-0.7918166,-5.637429,-1.914328,-4.830525,-3.82753,-0.7527016,-4.333952,-1.343963,-0.509306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],[3_11_14_18_25],cmucssa
893,1,6,-7.042348,-4.078015,-6.667515,-6.628469,-6.100521,-0.8237057,-0.4979049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],[5],cmucssa
894,1,15,-5.269867,-3.95667,-3.734898,-1.475477,-4.026839,-3.77677,-2.117415,-5.011467,-1.231957,-3.670433,-4.73502,-5.092467,-1.537699,-4.638316,-0.8293038,-0.4115709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[13_14],[8_14],cmucssa
895,1,11,-2.715695,-4.139023,-1.475477,-4.026839,-5.438033,-5.518126,-2.792665,-5.428504,-0.7312335,-5.337202,-0.7998705,-0.7896999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5],[8_10],cmucssa
896,1,16,-4.652567,-3.015644,-5.485369,-5.118742,-5.875146,-1.756192,-2.460569,-6.380018,-1.729289,-1.802955,-1.956868,-4.639057,-2.640367,-2.395089,-3.939088,-1.929604,-0.39794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_7_11],[2_9_15],cmucssa
897,1,6,-5.445959,-3.24584,-0.6587775,#NAME?,-5.156933,-3.693944,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[2_3_5],cmucssa
898,1,17,-6.45112,-2.797969,-3.304173,-4.698745,-3.645263,-3.383542,-1.350056,-1.817565,-2.669746,-0.7024305,-4.424304,-3.305773,-0.9769615,-0.9863015,-5.58157,-4.49967,-1.28392,-0.5703306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_3_4_5_6_10_11_12_13],[1_6_16],cmucssa
899,1,17,-6.100998,-3.24629,-3.234934,-0.3950922,-1.819692,-4.0852,-3.128628,-6.104282,-5.655152,-0.6509902,-5.624045,-5.725512,-3.070645,-1.820754,-7.111112,-5.056231,-3.309078,-1.125723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_5_6],[1_9_16],cmucssa
900,1,25,-3.547939,-2.764861,-7.141381,-4.256519,-1.460124,-4.244442,-1.081082,-2.8587,-4.083006,-5.29422,-0.8009901,-4.460518,-5.011741,-3.589232,-3.630337,-1.824462,-2.888454,-4.871436,-6.333724,-3.697776,-2.339693,-1.687232,-5.492051,-4.137822,-1.050222,-0.5282738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_17],[6_15_24],cmucssa
901,1,16,-2.541127,-4.667659,#NAME?,-4.176386,#NAME?,-5.073657,-0.4746102,-4.570295,-2.929528,-1.883705,-3.987361,-5.771267,-2.792665,-4.450145,-2.046105,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_3_4],[1_2_3_4_14_15],cmucssa
902,1,9,-5.512905,-1.228798,-2.116913,-6.010131,-1.115698,-7.358614,-0.4906797,-7.033504,-0.8857802,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_3_4_5_6_7_8],[4_6_8],cmucssa
903,1,19,-5.415995,-4.684756,-2.873678,-4.526033,-3.450214,-1.350056,-3.579672,-3.562819,-2.500404,-0.7455674,-0.8461139,-6.275155,-3.655953,-6.984549,-2.580595,-5.322546,-2.600646,-4.256135,-1.20569,-0.5383909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[12_13_14],[2_5_18],cmucssa
904,1,6,-5.976814,-3.84639,-4.922875,-3.933539,-3.98346,-0.9366772,-0.4589439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[5],cmucssa
905,1,11,-2.949325,-1.634161,-5.003014,-2.388448,-0.629897,-4.764038,-3.358052,-3.95385,-0.5849295,-5.383593,-0.7085153,-0.4140695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6],[10],cmucssa
906,1,13,-5.886802,-1.31969,-2.298112,-5.192371,-2.975519,-0.9360827,-3.312679,-0.388583,-4.76777,-0.7998947,-2.384516,-5.540351,-1.409219,-0.350248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3],[9_12],cmucssa
907,1,11,-4.114965,-2.504958,-3.212769,-5.413448,-2.525165,-5.742221,-2.91562,-4.101774,-1.28311,-4.416754,-0.296882,-0.5128034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3],[10],cmucssa
908,1,9,-5.688997,-4.478161,-3.94958,-2.366898,-2.998013,-0.7907404,-6.137881,-2.933994,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[7_8],cmucssa
909,1,7,-5.512905,-4.075258,-3.34785,-1.00447,-6.566783,-4.638225,-1.04212,-0.5881106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[1_6],cmucssa
910,1,10,-5.637844,-2.209787,-7.59834,-0.4906797,-6.662773,-1.115698,-2.393577,-5.26728,-2.009045,-0.9286445,-0.4362263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4_5],[3_5_9],cmucssa
911,1,12,-2.62365,-1.570496,-1.144055,-2.30378,-2.529841,-3.758317,-5.301709,-1.314033,-3.640095,-6.067423,-5.64149,-1.50985,-0.4694344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[8_9_10_11],[7_11],cmucssa
912,1,11,-4.772542,-1.793902,-5.264765,-1.115698,-7.358614,-3.228391,-0.9032488,-3.776424,-4.217246,-2.272268,-0.9286445,-0.4362263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_3_4_5_6],[3_5_6_10],cmucssa
913,1,4,-6.258925,-1.917965,-6.776963,-3.566646,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[3],cmucssa
914,1,13,-7.042348,-1.927382,-3.34785,-1.00447,-6.566783,-4.638225,-0.5435368,-2.484141,-0.7594977,-2.304713,-0.4839057,-4.290241,-1.107018,-0.6297314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6],[1_6_12],cmucssa
915,1,9,-6.100998,-1.115698,-7.358614,-2.254195,-4.429139,-1.20926,-4.673234,-5.893006,-3.304733,-1.847712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2],[1_5_8],cmucssa
916,1,14,-4.813935,-2.389885,-5.910038,-1.042625,-1.526893,-2.9051,-2.721564,-5.449477,-1.061551,-3.020143,-2.9051,-2.721564,-6.515011,-6.495191,-1.89393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4_5_6_7_8_9_10_11_12_13],[1_3_8],cmucssa
917,1,5,-3.370151,-1.017816,-6.290077,-3.218899,-0.6328061,-0.5019448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2],[4],cmucssa
918,1,9,-3.527254,-2.296368,-1.683702,-5.336437,-3.532109,-4.507545,-2.380663,-3.498574,-1.804916,-1.070078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_5],[8],cmucssa
919,1,9,-3.527254,-2.296368,-1.683702,-5.336437,-3.532109,-4.507545,-2.380663,-3.498574,-1.804916,-1.070078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3_5_7_8],[8],cmucssa
920,1,9,-3.527254,-2.296368,-1.683702,-5.336437,-3.532109,-4.507545,-2.380663,-3.498574,-1.804916,-1.070078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3_5_7_8],[8],cmucssa
921,1,9,-4.884516,-5.743924,-3.272605,-2.081272,-3.678079,-2.286637,-2.529841,-5.891377,-1.169046,-0.4516741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3],[8],cmucssa
922,1,9,-5.512905,-5.384092,#NAME?,-1.197862,-2.969795,-2.451673,-3.531771,-3.208675,-0.6939341,-0.4068164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_2_3],[3_8],cmucssa
923,1,5,-5.512905,-5.86381,-4.79283,-2.402601,-1.661305,-0.2912702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[4],cmucssa
924,1,5,-6.530301,-3.878984,-5.788536,-6.176804,-4.533384,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[1_4],cmucssa
925,1,18,-5.512905,-4.684902,-6.232052,-0.9622114,-5.875133,-3.211471,-4.987144,-1.160882,-2.362249,-4.952258,-0.7998947,-2.384873,-2.8525,-5.128599,-0.1978347,-2.902905,-5.533973,-2.26556,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[13_14],[3_7_10_14_17],cmucssa
926,1,27,-2.896955,-2.695131,-0.5954697,-3.375618,-5.336548,-5.965881,-3.572927,-2.045587,-4.056513,-1.130991,-3.828725,-3.101467,-0.4988647,-4.508268,-1.44281,-5.547284,-4.202903,-6.309165,-4.078015,-4.225216,-1.159386,-2.560096,-4.407493,-2.239276,-3.684936,-3.49126,-1.985443,-0.5091888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[13_14_15_17_18],[9_14_20_26],cmucssa
927,1,17,-3.529129,-3.632541,-7.043919,-2.744706,-6.065041,-5.308922,-5.811013,-0.9292351,-3.177392,-0.3878136,-7.2024,-2.744706,-6.065041,-6.44507,-1.696226,-6.286966,-1.370628,-0.4983106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_12_13_14],[7_16],cmucssa
928,1,10,-2.675791,-5.510592,-0.9051419,-2.785233,-3.17753,-4.119545,-0.1918855,-3.604869,-1.919258,-1.084403,-0.4190113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2],[2_9],cmucssa
929,1,8,-6.258925,-2.549052,-6.418449,-1.358116,-1.042933,-4.11789,-5.038104,-1.137055,-0.3495196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2],[4_7],cmucssa
930,1,8,-5.415995,-2.824323,-3.578964,-4.949504,-2.951627,-3.930708,-0.6238034,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6_7],[6],cmucssa
931,1,18,-2.772477,-0.2660908,-0.9724376,-2.67354,-1.518245,-0.5488145,-3.191759,-1.034919,-3.323604,-4.531448,-1.966486,-5.416351,-5.57337,-0.8138319,-2.759595,-0.8886713,-3.880768,-1.203928,-0.2656519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_4_5_16_17],[0_5_13_17],cmucssa
932,1,3,-3.881124,-4.731706,-6.594397,-2.411027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2],,cmucssa
933,1,11,-2.715695,-1.17829,-5.503237,-6.969985,-2.552037,-3.144287,-4.772645,-2.156152,-3.071204,-1.03848,-1.737104,-0.4870295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3],[10],cmucssa
934,1,2,-5.637844,-1.564161,-1.06923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[1],cmucssa
935,1,12,-2.626321,-4.251999,-4.006996,-5.175317,-2.655204,-4.814003,-3.571279,-1.635885,-2.103424,-3.106996,-5.120189,-1.220016,-0.6419315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2],[7_11],cmucssa
936,1,6,-5.688997,-4.478161,-3.260532,-5.699602,-3.903271,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_5],[2_4_5],cmucssa
937,1,26,-5.512905,-6.181467,-5.705364,-1.081215,-2.180125,-1.354857,-5.503237,-3.309845,-3.50789,-1.502383,-4.477396,-0.6959645,-5.700706,-5.889836,-0.9867338,-5.137661,-1.854252,-4.460245,-0.7918166,-5.637429,-1.914328,-4.830525,-3.82753,-0.7527016,-4.333952,-1.343963,-0.509306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],[3_11_14_18_25],cmucssa
938,1,5,-4.55466,-7.369845,-6.628469,-6.100521,-0.8237057,-0.4979049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[4],cmucssa
939,1,12,-4.705596,-1.505352,#NAME?,-3.279408,-3.926188,-0.5556167,-2.891236,-3.277568,-0.5049582,-2.530071,-3.418178,-4.32604,-1.010298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_6],[8_11],cmucssa
940,1,9,-5.211875,-3.949695,-3.825188,-5.588156,-5.580676,-0.8368108,-2.825397,#NAME?,-3.135041,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_7_8],[5_8],cmucssa
941,1,13,-5.073573,-1.546351,-3.955346,-3.95144,-1.465964,-4.662006,-0.844027,-4.546674,-1.822822,-2.497659,-1.838999,-1.541552,-0.7897726,-0.457254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[6_12],cmucssa
942,1,5,-2.715695,-7.577939,-0.9757918,-6.8207,-3.632442,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3_4],[2_4],cmucssa
943,1,4,-5.361638,-2.40071,-7.392509,-1.729015,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[3],cmucssa
944,1,3,-5.445959,-3.24584,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[2],cmucssa
945,1,18,-4.374603,-2.309071,-0.2436772,-3.543807,-6.000082,-5.834668,-3.981897,-3.427069,-1.052941,-6.024292,-3.141065,-0.629897,-4.759385,-2.447793,-2.426047,-3.245321,-3.24884,-3.461881,-0.2684461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5],[2_11_17],cmucssa
946,1,7,-4.217338,-6.402346,-4.140941,-3.072012,-4.135213,-3.141065,-3.66925,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],[6],cmucssa
947,1,16,-5.291057,-2.683456,-0.09691001,-2.652119,-4.325308,-6.733925,-5.150759,-1.280226,-4.830209,-2.997502,-5.225296,-2.582988,-4.325308,-7.195807,-1.912659,-4.383747,-4.001914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6_7_13_14_15],[7_14],cmucssa
948,1,15,-2.949325,-1.728947,-3.90522,-0.9000635,-3.865889,-3.806295,-2.626955,-1.012486,-2.122921,-3.337208,-2.233733,-2.37366,-5.169468,-4.049935,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[12_13_14],[3_11_13_14],cmucssa
949,1,9,-2.927257,-1.338494,-7.124942,-0.7472747,-4.9836,-5.176203,-5.967835,-5.083996,-1.843664,-0.4296966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[3_8],cmucssa
950,1,7,-5.637844,-1.885276,-5.870168,-7.577134,-4.624989,-5.761518,-1.258997,-0.4978059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3],[6],cmucssa
951,1,20,-3.991114,-0.9382151,-1.683986,-6.566783,-4.094157,-5.412004,-1.45719,-3.680639,-3.220126,-3.33431,-0.07918125,-2.964592,-3.156572,-4.880144,-3.389388,-3.424154,-2.47196,-5.325229,-5.886326,-0.1915589,-0.7910393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[13_15],[6_19],cmucssa
952,1,8,-7.042348,-2.830257,-4.703452,-5.537246,-7.174306,-2.113019,-3.251604,-4.064095,-0.629897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4_6_7],[7],cmucssa
953,1,4,-6.910512,-3.465512,-2.280407,-4.515361,-3.632008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],,cmucssa
954,1,9,-6.100998,-1.783384,-2.294847,-3.706128,-6.642818,-1.380211,-3.681722,-2.741679,-0.7383841,-0.3495196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_5],[5_8],cmucssa
955,1,10,-5.269867,-5.499402,-4.016349,-3.35282,-5.090018,#NAME?,-1.197862,-5.454892,-3.268377,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[7_8_9],[3_5_6_8_9],cmucssa
956,1,16,-4.237978,-3.170878,-2.437864,-6.683071,-5.150759,-1.280226,-5.525889,-5.40317,-2.824531,-2.40673,-0.8461308,-3.118888,-5.497774,-5.759418,-3.856972,-1.137055,-0.3495196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4_5],[5_10_15],cmucssa
957,1,23,-4.160723,-2.840332,-1.546788,-4.025657,-3.497127,-0.8444755,-5.402054,-4.420498,-7.362353,-1.294716,-0.1876399,-4.271197,-3.277568,-0.5049582,-3.261226,-3.396508,-0.1704874,-1.348257,-0.6696473,-5.810086,-4.371167,-4.24185,-2.515432,-1.266821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[21_22],[13_18_22],cmucssa
958,1,6,-5.886802,-0.3216881,-6.811379,-3.72793,-3.755728,-5.562631,-3.747365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4],[1],cmucssa
959,1,11,-6.910512,-3.808527,-2.522131,-3.734898,-0.9000635,-3.865889,-4.923836,-3.961403,#NAME?,-3.330667,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_6_7_8_9_10],[4_7_8_9_10],cmucssa
960,1,15,-4.302052,-0.4771213,-1.034762,-5.503237,-4.206861,-0.4771213,-2.714008,-3.717031,-3.571265,-2.196145,-5.520374,-0.6661775,-5.338536,-5.536187,-0.2502018,-0.328325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5],[5_9_11_14],cmucssa
961,1,12,-5.114965,-4.622126,-4.915004,-5.471318,-3.179046,-0.7766016,-5.809692,-5.522908,-4.035604,-8.50514,-4.260586,-0.5745816,-0.1121194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[9_10_11],[2_5_8_11],cmucssa
962,1,8,-4.461753,-4.809867,-5.645233,-0.7634636,-4.656314,-3.838881,-4.428019,-2.014535,-0.4771213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[3_7],cmucssa
963,1,6,-4.43675,-4.844058,-4.897987,-5.079629,-4.320051,-0.5049582,-0.3495196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2],[5],cmucssa
964,1,6,-6.258925,-1.499889,-1.44281,-2.985851,-2.443734,-1.621176,-5.27298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,cmucssa
965,1,7,-5.291057,#NAME?,-3.923638,-2.582988,-4.325308,-6.733925,-3.483814,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6],[1_6],cmucssa
966,1,29,-5.073573,-1.546351,-4.672312,-0.6368221,-3.519111,-3.679529,-2.763376,-1.661305,-4.406879,-3.09117,-0.3454795,-4.544213,-2.239018,-4.259677,-1.20412,-0.2688453,-5.054847,-0.8747575,-3.980585,-3.194395,-4.501774,-3.89974,-3.70851,-1.087302,-2.869664,-3.899518,-4.988709,-5.103837,-1.801878,-0.4704907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6_7],[3_7_10_17_23_28],cmucssa
967,1,6,-3.199917,-2.437927,-4.662781,-3.563135,-6.128239,-1.038629,-0.4873404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],[5],cmucssa
968,1,27,-3.199917,-5.214268,-5.211956,-4.482961,-3.209304,-2.645315,-3.158719,-3.081344,-1.404406,-5.336593,-1.185543,-3.034277,-1.637225,-4.01337,-5.907691,-1.584075,-3.942392,-0.765377,-2.106595,-3.80661,-2.31064,-4.942934,-1.095973,-4.949389,-1.581874,-3.986421,-0.8899683,-0.3581544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[9_10_14],[10_17_26],cmucssa
969,1,6,-4.876083,-2.474347,-3.902326,-6.459411,-2.518345,-4.275172,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3_4_5],[5],cmucssa
