SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,Translation1,CodeSwitch2,Translation2,CodeSwitch3,Translation3,CodeSwitch4,Translation4,CodeSwitch5,Translation5,TranslatedSentence,ChineseWordCount,EnglishWordCount,PunctuationCount,IndicesOfChineseWord,IndicesOfCodeSwitchedWord,IndicesOfPunctuation,,,,,
505, 是 house 。,1,house,住宅,,,,,,,,, 是独栋住宅。,1,1,1,[0],[1],[2],,,,,
506, available 时间 是 5.,1,available,有效,,,,,,,,, 有效 时间 是 5.,2,1,1,[1_ 2],[0],[3],,,,,
507, 房型 ： studio ( efficiency ),2,studio,工作室,efficiency,效率,,,,,,, 房型 ： 工作室( 效率 ),1,2,3,[0],[2_ 4],[1_ 3_ 5],,,,,
508, 走路 10-15 min 可 到 pitt&cmu ；,1,min,分钟,,,,,,,,, 走路 10-15 分钟 可 到 匹大/卡耐基梅隆；,3,1,3,[0_ 3_ 4],[2],[1_ 5_ 6],,,,,
509, house 一共 有 三 间 卧室 ， 另外 两 间 分别 住 了 一 个 匹 大 本科 美国 女生 ， 和 一 个 匹 大 博士后 中国 男生 。,1,house,住宅,,,,,,,,, 独栋住宅 一共 有 三 间 卧室 ， 另外 两 间 分别 住 了 一 个 匹 大 本科 美国 女生 ， 和 一 个 匹 大 博士后 中国 男生 。,26,1,3,[1_ 2_ 3_ 4_ 5_ 7_ 8_ 9_ 10_ 11_ 12_ 13_ 14_ 15_ 16_ 17_ 18_ 19_ 21_ 22_ 23_ 24_ 25_ 26_ 27_ 28],[0],[6_ 20_ 29],,,,,
510, 房租 ： $400 / 月 全 包 ， 已 包含 所有 utilities + 网 费 + management 申请 费$200 .,2,utilities,水电气,management,物业,,,,,,, 房租 ： $400 / 月 全 包 ， 已 包含 所有 水电气 + 网 费 +物业 申请 费$200 .,10,2,8,[0_ 4_ 5_ 6_ 8_ 9_ 10_ 13_ 14_ 17],[11_ 16],[1_ 2_ 3_ 7_ 12_ 15_ 18_ 19],,,,,
511, house 宽敞 整洁 ， 4b1.,1,house,住宅,,,,,,,,, 独栋住宅 宽敞 整洁 ， 4b1.,2,1,2,[1_ 2],[0],[3_ 4],,,,,
512, 不 开 party ！,1,party,聚会,,,,,,,,, 不 开聚会 ！,2,1,1,[0_ 1],[2],[3],,,,,
513, 独立 house 二 层 整 层 出租 ， 无需 准备 家具 ， 拎包 入住 。,1,house,住宅,,,,,,,,, 独立 住宅 二 层 整 层 出租 ， 无需 准备 家具 ， 拎包 入住 。,11,1,3,[0_ 2_ 3_ 4_ 5_ 6_ 8_ 9_ 10_ 12_ 13],[1],[7_ 11_ 14],,,,,
514, house 里面 的 一 个 客厅 ， 带 家具,1,house,住宅,,,,,,,,, 独栋住宅 里面 的 一 个 客厅 ， 带 家具,7,1,1,[1_ 2_ 3_ 4_ 5_ 7_ 8],[0],[6],,,,,
515, 本人 pitt master ， 暑期 要 去 别 州 ， 短期 出租 一 室 一 厅 的 apartment ， 公寓 环境 非常 好 ， 基本 都 是 pitt/cmu 的 学生 或 工作 人员 。,2,pitt master,匹兹堡硕士,apartment,公寓,,,,,,, 本人 匹兹堡硕士 ， 暑期 要 去 别 州 ， 短期 出租 一 室 一 厅 的 公寓 ， 公寓 环境 非常 好 ， 基本 都 是匹大/卡耐基梅隆 的 学生 或 工作 人员 。,25,3,6,[0_ 4_ 5_ 6_ 7_ 8_ 10_ 11_ 12_ 13_ 14_ 15_ 16_ 19_ 20_ 21_ 22_ 24_ 25_ 26_ 28_ 29_ 30_ 31_ 32],[1_ 2_ 17],[3_ 9_ 18_ 23_ 27_ 33],,,,,
516, 朋友 来 聚餐 ， 开 party 都 有 足够 空间 。,1,party,聚会,,,,,,,,, 朋友 来 聚餐 ， 开 聚会 都 有 足够 空间 。,8,1,2,[0_ 1_ 2_ 4_ 6_ 7_ 8_ 9],[5],[3_ 10],,,,,
517, 有 pet 可以 商量,1,pet,宠物,,,,,,,,, 有 宠物可以 商量,3,1,0,[0_ 2_ 3],[1],[],,,,,
518, 房子 是 一 个 大 house 有 院子 ， 门口 就 可以 免费 停车 很 方便 。,1,house,住宅,,,,,,,,, 房子 是 一 个 大 独栋住宅有 院子 ， 门口 就 可以 免费 停车 很 方便 。,14,1,2,[0_ 1_ 2_ 3_ 4_ 6_ 7_ 9_ 10_ 11_ 12_ 13_ 14_ 15],[5],[8_ 16],,,,,
519, 房子 是 一 个 大 house 有 院子 ， 门口 就 可以 免费 停车 很 方便 。,1,house,住宅,,,,,,,,, 房子 是 一 个 大 独栋住宅有 院子 ， 门口 就 可以 免费 停车 很 方便 。,14,1,2,[0_ 1_ 2_ 3_ 4_ 6_ 7_ 9_ 10_ 11_ 12_ 13_ 14_ 15],[5],[8_ 16],,,,,
520, 联系 方式 ： email : em@20,1,email,电子邮件,,,,,,,,, 联系 方式 ： 电子邮件 : em@20,2,1,3,[0_ 1],[3],[2_ 4_ 5],,,,,
521, 可以 share 大部分 家用 电器 ， 厨房 用品 ， 家具 等 。,1,share,共享,,,,,,,,, 可以共享 大部分 家用 电器 ， 厨房 用品 ， 家具 等 。,8,1,3,[0_ 2_ 3_ 4_ 6_ 7_ 9_ 10],[1],[5_ 8_ 11],,,,,
522, utility : 自理 （ 约 80-100 / 月 ）,1,utility,水电气,,,,,,,,, 水电气 : 自理 （ 约 80-100 / 月 ）,3,1,5,[2_ 4_ 7],[0],[1_ 3_ 5_ 6_ 8],,,,,
523, 本人 pitt 研究生 ， 女生 。,1,pitt,匹兹堡,,,,,,,,, 本人匹兹堡大学研究生 ， 女生 。,3,1,2,[0_ 2_ 4],[1],[3_ 5],,,,,
524, north oakland 好 房 暑期 出租 ！,1,north oakland,北奥克兰,,,,,,,,, 北奥克兰 好 房 暑期 出租 ！,4,2,1,[2_ 3_ 4_ 5],[0_ 1],[6],,,,,
525, 附近 有 rite aid ， iga 超市 ， 满足 日常 需求 。,2,rite aid,连锁超市名,iga,iga,,,,,,, 附近 有 rite aid(连锁超市名) ， iga(连锁超市名) 超市 ， 满足 日常 需求 。,6,3,3,[0_ 1_ 6_ 8_ 9_ 10],[2_ 3_ 5],[4_ 7_ 11],,,,,
526, 下面 是 自己 对 这个 apartment 的 一些 总结 。,1,apartment,公寓,,,,,,,,, 下面 是 自己 对 这个公寓 的 一些 总结 。,8,1,1,[0_ 1_ 2_ 3_ 4_ 6_ 7_ 8],[5],[9],,,,,
527, 入住 需要 和 meyer 签 合约 。,1,meyer,迈耶斯,,,,,,,,, 入住 需要 和 迈耶斯 签 合约 。,5,1,1,[0_ 1_ 2_ 4_ 5],[3],[6],,,,,
528, 没有 不良 嗜好 （ 最好 是 学生 ， 背景 简单 ） ， 不 会 在 家里 开 party 。,1,party,聚会,,,,,,,,, 没有 不良 嗜好 （ 最好 是 学生 ， 背景 简单 ） ， 不 会 在 家里 开 聚会 。,13,1,5,[0_ 1_ 2_ 4_ 5_ 6_ 8_ 9_ 12_ 13_ 14_ 15_ 16],[17],[3_ 7_ 10_ 11_ 18],,,,,
529, 离 target ， trader joe ’ s ~ 1.,3,target,塔吉特,trader joe,缺德舅,s,,,,,, 离 塔吉特 ，缺德舅 ~ 1.,1,4,4,[0],[1_ 3_ 4_ 6],[2_ 5_ 7_ 8],,,,,
530, 有 兴趣 同学 可以 联系 mil em@21,1,mil,米尔,,,,,,,,, 有 兴趣 同学 可以 联系 mil em@21,5,1,1,[0_ 1_ 2_ 3_ 4],[5],[6],,,,,
531, 有 车库 ， drive way parking 和 street parking 。,2,drive way parking,"
车道停车",street parking,路边停车,,,,,,," ""有 车库 ， """"车道停车"""" 和 路边停车。""",3,5,2,[0_ 1_ 6],[3_ 4_ 5_ 7_ 8],[2_ 9],,,,,
532, 周围 有 饭店 超市 逛街 场所 walnut st 。,1,walnut st,核桃街,,,,,,,,, 周围 有 饭店 超市 逛街 场所 核桃街 。,6,2,1,[0_ 1_ 2_ 3_ 4_ 5],[6_ 7],[8],,,,,
533, 位于 trees hall 附近 ， 步行 至 trees hall 仅 三 分钟,2,trees hall,大树厅,trees hall,大树厅,,,,,,, 位于大树厅 附近 ， 步行 至 大树厅 仅 三 分钟,7,4,1,[0_ 3_ 5_ 6_ 9_ 10_ 11],[1_ 2_ 7_ 8],[4],,,,,
534, 地址 位 于 beacon st ， 是 独 栋 房屋 的 一 层 。,1,beacon st,烽火街,,,,,,,,, 地址 位 于 烽火街 ， 是 独 栋 房屋 的 一 层 。,10,2,2,[0_ 1_ 2_ 6_ 7_ 8_ 9_ 10_ 11_ 12],[3_ 4],[5_ 13],,,,,
535, 后院 有 私家 车库 ， beacon st 两 侧 也 可 免费 趴 车 。,1,beacon st,烽火街,,,,,,,,, 后院 有 私家 车库 ，烽火街两 侧 也 可 免费 趴 车 。,11,2,2,[0_ 1_ 2_ 3_ 7_ 8_ 9_ 10_ 11_ 12_ 13],[5_ 6],[4_ 14],,,,,
536, 紧邻 cvs ， 和 south craig street 上 众多 餐馆 。,2,cvs,超市名,south craig street,南克列戈街,,,,,,, 紧邻 cvs(超市名) ， 和 南克列戈街 上 众多 餐馆 。,5,4,2,[0_ 3_ 7_ 8_ 9],[1_ 4_ 5_ 6],[2_ 10],,,,,
537, 卫生间 去年 年底 刚刚 装修 ， 简直 高大 上 ~~~ 物业 为 meyer management ， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到 。,1,meyer management,迈耶斯物业,,,,,,,,, 卫生间 去年 年底 刚刚 装修 ， 简直 高大 上 ~~~ 物业 为 迈耶斯物业， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到 。,17,2,5,[0_ 1_ 2_ 3_ 4_ 6_ 7_ 8_ 10_ 11_ 15_ 16_ 17_ 18_ 19_ 21_ 22],[12_ 13],[5_ 9_ 14_ 20_ 23],,,,,
538, 三 个 大 卧室 ， 两 年 前 新 装修 厨房 面积 大 ， 采光 好 ， 有 花岗岩 台面 ， 新 橱柜 及 新 appliances .,1,appliances,"
器具",,,,,,,,, 三 个 大 卧室 ， 两 年 前 新 装修 厨房 面积 大 ， 采光 好 ， 有 花岗岩 台面 ， 新 橱柜 及 新 器具 .,21,1,5,[0_ 1_ 2_ 3_ 5_ 6_ 7_ 8_ 9_ 10_ 11_ 12_ 14_ 15_ 17_ 18_ 19_ 21_ 22_ 23_ 24],[25],[4_ 13_ 16_ 20_ 26],,,,,
539, 如果 有 兴趣 可以 联系 我 email : em@22,1,email,电子邮件,,,,,,,,, 如果 有 兴趣 可以 联系 我 电子邮件 : em@22,6,1,2,[0_ 1_ 2_ 3_ 4_ 5],[6],[7_ 8],,,,,
540, 小区 环境 非常 幽静 ： 有 多 处 playground 和 公园 ， 很 适合 有 孩子 （ 和 老人 ） 的 家庭 在,1,playground,操场,,,,,,,,, 小区 环境 非常 幽静 ： 有 多 处 操场 和 公园 ， 很 适合 有 孩子 （ 和 老人 ） 的 家庭 在,18,1,4,[0_ 1_ 2_ 3_ 5_ 6_ 7_ 9_ 10_ 12_ 13_ 14_ 15_ 17_ 18_ 20_ 21_ 22],[8],[4_ 11_ 16_ 19],,,,,
541, 步行 可 达 whole fruit ( 大型 食品 超市 ) ， target ( 家居 卖场 ） 。,2,whole fruit,全果,target,塔吉特,,,,,,, 步行 可 达 全果( 大型 食品 超市 ) ， 塔吉特 ( 家居 卖场 ） 。,8,3,6,[0_ 1_ 2_ 6_ 7_ 8_ 13_ 14],[3_ 4_ 11],[5_ 9_ 10_ 12_ 15_ 16],,,,,
542, 距离 cvs 5-10 分钟 ；,1,cvs,超市名,,,,,,,,, 距离 cvs(超市名) 5-10 分钟 ；,2,1,2,[0_ 3],[1],[2_ 4],,,,,
543, still available 价格 可以 商议,1,still available,依旧有效,,,,,,,,, 依旧有效; 价格 可以 商议,3,2,0,[2_ 3_ 4],[0_ 1],[],,,,,
544, 房型 ： mozart 最大 一 套 ， 两 室 一 厅 ， 客厅 不 住 人 ， 出租 中央 卧室 。,1,mozart,莫扎特,,,,,,,,, 房型 ： 莫扎特最大 一 套 ， 两 室 一 厅 ， 客厅 不 住 人 ， 出租 中央 卧室 。,15,1,5,[0_ 3_ 4_ 5_ 7_ 8_ 9_ 10_ 12_ 13_ 14_ 15_ 17_ 18_ 19],[2],[1_ 6_ 11_ 16_ 20],,,,,
545, 有 pet 可以 商量,1,pet,宠物,,,,,,,,, 有宠物 可以 商量,3,1,0,[0_ 2_ 3],[1],[],,,,,
546, 距离 cvs 5-10 分钟 ；,1,cvs,超市名,,,,,,,,, 距离 cvs(超市名) 5-10 分钟 ；,2,1,2,[0_ 3],[1],[2_ 4],,,,,
547, utility : 自理,1,utility,水电气,,,,,,,,, 水电气 : 自理,1,1,1,[2],[0],[1],,,,,
548, 有 一 个 fireplace ， 中央 空调 。,1,fireplace,壁炉,,,,,,,,, 有 一 个壁炉， 中央 空调 。,5,1,2,[0_ 1_ 2_ 5_ 6],[3],[4_ 7],,,,,
549, 如果 感 兴趣 ， 请 通过 email 联系 em@11,1,email,电子邮件,,,,,,,,, 如果 感 兴趣 ， 请 通过 电子邮件 联系 em@11,6,1,2,[0_ 1_ 2_ 4_ 5_ 7],[6],[3_ 8],,,,,
550, 三 个 大 卧室 ， 两 年 前 新 装修 厨房 面积 大 ， 采光 好 ， 有 花岗岩 台面 ， 新 橱柜 及 新 appliances .,1,appliances,"
器具",,,,,,,,, 三 个 大 卧室 ， 两 年 前 新 装修 厨房 面积 大 ， 采光 好 ， 有 花岗岩 台面 ， 新 橱柜 及 新 器具 .,21,1,5,[0_ 1_ 2_ 3_ 5_ 6_ 7_ 8_ 9_ 10_ 11_ 12_ 14_ 15_ 17_ 18_ 19_ 21_ 22_ 23_ 24],[25],[4_ 13_ 16_ 20_ 26],,,,,
551, 如果 有 兴趣 可以 联系 我 email : em@22,1,email,电子邮件,,,,,,,,, 如果 有 兴趣 可以 联系 我 电子邮件 : em@22,6,1,2,[0_ 1_ 2_ 3_ 4_ 5],[6],[7_ 8],,,,,
552, apartment ， 两 室 一 厅 ， 出租 其中 一 间 卧室 。,1,apartment,公寓,,,,,,,,, 公寓 ， 两 室 一 厅 ， 出租 其中 一 间 卧室 。,9,1,3,[2_ 3_ 4_ 5_ 7_ 8_ 9_ 10_ 11],[0],[1_ 6_ 12],,,,,
553, 可以 share 大部分 家用 电器 ， 厨房 用品 ， 客厅 家具 等 。,1,share,共享,,,,,,,,, 可以 公寓 大部分 家用 电器 ， 厨房 用品 ， 客厅 家具 等 。,9,1,3,[0_ 2_ 3_ 4_ 6_ 7_ 9_ 10_ 11],[1],[5_ 8_ 12],,,,,
554, 房租 不 包括 utilities （ 水 / 电 / 气 ） 。,1,utilities,水电气,,,,,,,,, 房租 不 包括 水电气（ 水 / 电 / 气 ） 。,6,1,5,[0_ 1_ 2_ 5_ 7_ 9],[3],[4_ 6_ 8_ 10_ 11],,,,,
555, 房租 不 包括 utilities （ 水 / 电 / 气 ） 。,1,utilities,水电气,,,,,,,,, 房租 不 包括水电气（ 水 / 电 / 气 ） 。,6,1,5,[0_ 1_ 2_ 5_ 7_ 9],[3],[4_ 6_ 8_ 10_ 11],,,,,
556, 入住 需要 和 meyer 签 合约 。,1,meyer,迈耶斯,,,,,,,,, 入住 需要 和 迈耶斯 签 合约 。,5,1,1,[0_ 1_ 2_ 4_ 5],[3],[6],,,,,
557, 没有 不良 嗜好 （ 最好 是 学生 ， 背景 简单 ） ， 不 会 在 家里 开 party 。,1,party,聚会,,,,,,,,, 没有 不良 嗜好 （ 最好 是 学生 ， 背景 简单 ） ， 不 会 在 家里 开 聚会 。,13,1,5,[0_ 1_ 2_ 4_ 5_ 6_ 8_ 9_ 12_ 13_ 14_ 15_ 16],[17],[3_ 7_ 10_ 11_ 18],,,,,
558, apartment 是 一 房 一 厅 ， 一 厨房 ， 一 卫浴 。,1,apartment,公寓,,,,,,,,, 公寓是 一 房 一 厅 ， 一 厨房 ， 一 卫浴 。,9,1,3,[1_ 2_ 3_ 4_ 5_ 7_ 8_ 10_ 11],[0],[6_ 9_ 12],,,,,
559, meyer 管理 ， 绝对 安全 。,1,meyer,迈耶斯,,,,,,,,, 迈耶斯管理 ， 绝对 安全 。,3,1,2,[1_ 3_ 4],[0],[2_ 5],,,,,
560, 非常 适合 coupon 或者 一 个 人 ！,1,coupon,优惠卷？（是不是想说couple 一对儿）,,,,,,,,, 非常 适合 一对儿 或者 一 个 人 ！,6,1,1,[0_ 1_ 3_ 4_ 5_ 6],[2],[7],,,,,
561, 本人 是 pitt master 在 读 已经 在 这 住 一 年 了,1,pitt master,匹兹堡大学硕士,,,,,,,,, 本人 是匹兹堡大学硕士在 读 已经 在 这 住 一 年 了,11,2,0,[0_ 1_ 4_ 5_ 6_ 7_ 8_ 9_ 10_ 11_ 12],[2_ 3],[],,,,,
562, 现有 两 名 女生 居住 ， 一 名 匹 大 phd ， 另 一 名 匹 大 master ， 都 是 很 好 相处 的 女生 。,2,phd,博士,master,硕士,,,,,,, 现有 两 名 女生 居住 ， 一 名 匹 大 博士， 另 一 名 匹 大 硕士 ， 都 是 很 好 相处 的 女生 。,21,2,4,[0_ 1_ 2_ 3_ 4_ 6_ 7_ 8_ 9_ 12_ 13_ 14_ 15_ 16_ 19_ 20_ 21_ 22_ 23_ 24_ 25],[10_ 17],[5_ 11_ 18_ 26],,,,,
563, 物业 是 口碑 很 好 的 mayer ’ s management ， 上门 修 东西 十分 及时 且 免费 。,2,mayer,迈耶斯,s management,物业,,,,,,, 物业 是 口碑 很 好 的迈耶斯物业， 上门 修 东西 十分 及时 且 免费 。,13,3,3,[0_ 1_ 2_ 3_ 4_ 5_ 11_ 12_ 13_ 14_ 15_ 16_ 17],[6_ 8_ 9],[7_ 10_ 18],,,,,
564, apartment : 一 室 一 厅 。,1,apartment,公寓,,,,,,,,, 公寓: 一 室 一 厅 。,4,1,2,[2_ 3_ 4_ 5],[0],[1_ 6],,,,,
565, roommate ： 匹 大 硕士 第二 年 ， 温柔 安静 好 相处 。,1,roommate,室友,,,,,,,,, 室友 ： 匹 大 硕士 第二 年 ， 温柔 安静 好 相处 。,9,1,3,[2_ 3_ 4_ 5_ 6_ 8_ 9_ 10_ 11],[0],[1_ 7_ 12],,,,,
566, 饭厅 有 两 张 书桌 ， 房间 有 一 张 king size bed 。,1,king size bed,超大号床,,,,,,,,, 饭厅 有 两 张 书桌 ， 房间 有 一 张 超大号床。,9,3,2,[0_ 1_ 2_ 3_ 4_ 6_ 7_ 8_ 9],[10_ 11_ 12],[5_ 13],,,,,
567, 交通 极 便利 ， forbes 上 几乎 所有 最 主要 的 公交 线路 都 直接 从 门口 经过 。,1,forbes,福布斯,,,,,,,,, 交通 极 便利 ， 福布斯 上 几乎 所有 最 主要 的 公交 线路 都 直接 从 门口 经过 。,16,1,2,[0_ 1_ 2_ 5_ 6_ 7_ 8_ 9_ 10_ 11_ 12_ 13_ 14_ 15_ 16_ 17],[4],[3_ 18],,,,,
568, 户型 ： 一 室 一 厅 ， 崭新 的 apartment room 。,1,apartment room,公寓间,,,,,,,,, 户型 ： 一 室 一 厅 ， 崭新 的 公寓间。,7,2,3,[0_ 2_ 3_ 4_ 5_ 7_ 8],[9_ 10],[1_ 6_ 11],,,,,
569, 现有 两 匹 大 男生 ， 一 master 一 phd ， 很 好 相处 。,2,master,硕士,phd,博士,,,,,,, 现有 两 匹 大 男生 ， 一 硕士一 博士， 很 好 相处 。,10,2,3,[0_ 1_ 2_ 3_ 4_ 6_ 8_ 11_ 12_ 13],[7_ 9],[5_ 10_ 14],,,,,
570, ps ： 房子 的 位置 在 north oakland ， 周围 小区 华人 和 白人 比较 多 ， 所以 比较 安全 ， 晚上 回家 也 不用 特别 担心 。,2,ps,附笔,north oakland,北奥克兰,,,,,,, 附笔： 房子 的 位置 在 北奥克兰 ， 周围 小区 华人 和 白人 比较 多 ， 所以 比较 安全 ， 晚上 回家 也 不用 特别 担心 。,20,3,5,[2_ 3_ 4_ 5_ 9_ 10_ 11_ 12_ 13_ 14_ 15_ 17_ 18_ 19_ 21_ 22_ 23_ 24_ 25_ 26],[0_ 6_ 7],[1_ 8_ 16_ 20_ 27],,,,,
571, 如果 有 兴趣 可以 联系 我 email :,1,email,电子邮件,,,,,,,,, 如果 有 兴趣 可以 联系 我 电子邮件 :,6,1,1,[0_ 1_ 2_ 3_ 4_ 5],[6],[7],,,,,
572, 如 感 兴趣 ， 请 发 邮件 : yan em@18,1,yan,严,,,,,,,,, 如 感 兴趣 ， 请 发 邮件 : yan em@18,6,1,3,[0_ 1_ 2_ 4_ 5_ 6],[8],[3_ 7_ 9],,,,,
573, 附近 有 giant eagle ， 各 种 餐厅 ， 离 公园 frick park 走路 一 分钟 。,2,giant eagle,大老鹰,frick park,弗里克公园,,,,,,, 附近 有 大老鹰 ， 各 种 餐厅 ， 离 公园弗里克公园 走路 一 分钟 。,10,4,3,[0_ 1_ 5_ 6_ 7_ 9_ 10_ 13_ 14_ 15],[2_ 3_ 11_ 12],[4_ 8_ 16],,,,,
574, 如 感 兴趣 ， 请 发 邮件 : yan em@18,1,yan,严,,,,,,,,, 如 感 兴趣 ， 请 发 邮件 : yan em@18,6,1,3,[0_ 1_ 2_ 4_ 5_ 6],[8],[3_ 7_ 9],,,,,
575, 美国 请 联系 王 哥 pn-12 （ 美国 电话 ） ， email ： em@23,1,email,电子邮件,,,,,,,,, 美国 请 联系 王 哥 pn-12 （ 美国 电话 ） ， 电子邮箱 ： em@23,7,1,6,[0_ 1_ 2_ 3_ 4_ 7_ 8],[11],[5_ 6_ 9_ 10_ 12_ 13],,,,,
576, 距离 川 霸王 ， 天天 见面 ， 府 河 人家 ， giant eagle 都 是 步 走 距离 ， 生活 便利 ；,1,大老鹰,need to translate,,,,,,,,, 距离 川 霸王 ， 天天 见面 ， 府 河 人家 ， 大老鹰 都 是 步 走 距离 ， 生活 便利 ；,15,2,5,[0_ 1_ 2_ 4_ 5_ 7_ 8_ 9_ 13_ 14_ 15_ 16_ 17_ 19_ 20],[11_ 12],[3_ 6_ 10_ 18_ 21],,,,,
577, 卫生间 去年 年底 刚刚 装修 ， 简直 高大 上 ~~~ 物业 为 meyer management ， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到 。,1,meyer management,迈耶斯物业,,,,,,,,, 卫生间 去年 年底 刚刚 装修 ， 简直 高大 上 ~~~ 物业 为 迈耶斯物业， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到 。,17,2,5,[0_ 1_ 2_ 3_ 4_ 6_ 7_ 8_ 10_ 11_ 15_ 16_ 17_ 18_ 19_ 21_ 22],[12_ 13],[5_ 9_ 14_ 20_ 23],,,,,
578, 附近 有 giant eagle ， 各 种 餐厅 ， 离 公园 frick park 走路 一 分钟 。,2,giant eagle,大老鹰,frick park,弗里克公园,,,,,,, 附近 有 大老鹰 ， 各 种 餐厅 ， 离 公园 弗里克公园 走路 一 分钟 。,10,4,3,[0_ 1_ 5_ 6_ 7_ 9_ 10_ 13_ 14_ 15],[2_ 3_ 11_ 12],[4_ 8_ 16],,,,,
579, 暑假 在 匹 大 上 summer ， 实在 不 想 再 搬 一 次 。,1,summer,暑校,,,,,,,,, 暑假 在 匹 大 上暑校， 实在 不 想 再 搬 一 次 。,12,1,2,[0_ 1_ 2_ 3_ 4_ 7_ 8_ 9_ 10_ 11_ 12_ 13],[5],[6_ 14],,,,,
580, hello 大家 好,1,hello,嘿,,,,,,,,, 嘿大家 好,2,1,0,[1_ 2],[0],[],,,,,
581, 联系 方式 ： email : em@24,1,email,电子邮件,,,,,,,,, 联系 方式 ： 电子邮件 : em@24,2,1,3,[0_ 1],[3],[2_ 4_ 5],,,,,
582, 管理 公司 是 匹兹堡 口碑 很 好 的 meyers management ， 维修 速度 非常 快 ， 且 没有 额外 费用,1,meyers management,迈耶斯物业,,,,,,,,, 管理 公司 是 匹兹堡 口碑 很 好 的 迈耶斯物业 ， 维修 速度 非常 快 ， 且 没有 额外 费用,16,2,2,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7_ 11_ 12_ 13_ 14_ 16_ 17_ 18_ 19],[8_ 9],[10_ 15],,,,,
583, 联系 电话 or text ： 412-6518342 jane,2,or text,或者短信,jane,简,,,,,,, 联系 电话 or text ： 412-6518342 jane,2,3,2,[0_ 1],[2_ 3_ 6],[4_ 5],,,,,
584, 物业 为 meyer management ， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到 。,1,meyer management,迈耶斯物业,,,,,,,,, 物业 为 迈耶斯物业 ， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到 。,9,2,3,[0_ 1_ 5_ 6_ 7_ 8_ 9_ 11_ 12],[2_ 3],[4_ 10_ 13],,,,,
585, 有意 者 text or call pn-13 better to text first .,2,text or call,短信或者电话,better to text first,最好短信优先,,,,,,, 有意 者 短信或者电话 pn-13 最好短信优先 .,2,7,2,[0_ 1],[2_ 3_ 4_ 6_ 7_ 8_ 9],[5_ 10],,,,,
586, 欢迎 email 联系 咨询 。,1,email,电子邮件,,,,,,,,, 欢迎 电子邮件 联系 咨询 。,3,1,1,[0_ 2_ 3],[1],[4],,,,,
587, pets 可以 商量 。,1,pets,宠物,,,,,,,,, 宠物可以 商量 。,2,1,1,[1_ 2],[0],[3],,,,,
588, 补充 ： bathroom,1,bathroom,浴室,,,,,,,,, 补充 ： 浴室,1,1,1,[0],[2],[1],,,,,
589, 这 是 one bedroom apartment .,1,one bedroom apartment,单卧室公寓,,,,,,,,, 这 是 单卧室公寓 .,2,3,1,[0_ 1],[2_ 3_ 4],[5],,,,,
590, 联系 方式 ： email : em@24,1,email,电子邮件,,,,,,,,, 联系 方式 ： 电子邮件 : em@24,2,1,3,[0_ 1],[3],[2_ 4_ 5],,,,,
591, 管理 公司 是 匹兹堡 口碑 很 好 的 meyers management ， 维修 速度 非常 快 ， 且 没有 额外 费用,1,meyers management,迈耶斯物业,,,,,,,,, 管理 公司 是 匹兹堡 口碑 很 好 的迈耶斯物业， 维修 速度 非常 快 ， 且 没有 额外 费用,16,2,2,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7_ 11_ 12_ 13_ 14_ 16_ 17_ 18_ 19],[8_ 9],[10_ 15],,,,,
592, 房子 结构 ： 三 层 楼 house,1,house,住宅,,,,,,,,, 房子 结构 ： 三 层 楼 独栋住宅,5,1,1,[0_ 1_ 3_ 4_ 5],[6],[2],,,,,
593, 周边 ： 附近 有 bar 和 餐厅 ， 还 有 小 超市 。,1,bar,酒吧,,,,,,,,, 周边 ： 附近 有 酒吧 和 餐厅 ， 还 有 小 超市 。,9,1,3,[0_ 2_ 3_ 5_ 6_ 8_ 9_ 10_ 11],[4],[1_ 7_ 12],,,,,
594, 邮箱 [ url = em@25,1,url,统一资源定位符,,,,,,,,, 邮箱 [ 统一资源定位符 = em@25,1,1,3,[0],[2],[1_ 3_ 4],,,,,
595, 【 物业 】 ： meyers management 公司 ， 物业 反应 迅速,1,meyers management,迈耶斯物业,,,,,,,,, 【 物业 】 ： 迈耶斯物业 公司 ， 物业 反应 迅速,5,2,4,[1_ 6_ 8_ 9_ 10],[4_ 5],[0_ 2_ 3_ 7],,,,,
596, 【 物业 】 ： meyers management 公司 ， 物业 反应 迅速,1,meyers management,迈耶斯物业,,,,,,,,, 【 物业 】 ： 迈耶斯物业 公司 ， 物业 反应 迅速,5,2,4,[1_ 6_ 8_ 9_ 10],[4_ 5],[0_ 2_ 3_ 7],,,,,
597, 房租 在 400-500 usd / 月,1,usd,美刀,,,,,,,,, 房租 在 400-500 美刀 / 月,3,1,2,[0_ 1_ 5],[3],[2_ 4],,,,,
