word index,word form,pos-tag,head,dep rel,frequency,Surprisal
13,，,PU,13,punct,,1.105224
14,各,DT,17,det,2.64E-15,3.530946
15,种,M,15,mark:clf,6.55E-15,4.15782
16,餐馆,NN,22,nmod:topic,4.10E-18,5.87104
17,，,PU,22,punct,,0.8232642
18,超市,NN,22,nsubj,3.83E-18,5.544569
19,都,AD,22,advmod,3.54E-15,2.291394
20,能,VV,22,aux:modal,1.81E-15,1.944498
21,找到,VV,13,dep,1.79E-16,1.51941
22,。,PU,13,punct,,1.340775
,,,,,,
PIT,477,,,,,
0,东方,NN,2,compound:nn,7.53E-17,3.8183
1,责任,NN,4,compound:nn,5.83E-16,5.13804
2,超大,JJ,4,amod,1.28E-18,6.461643
3,公寓,NN,5,nsubj,1.10E-17,5.407543
4,出租,VV,7,dep,4.50E-17,2.926869
5,啦,SP,7,discourse,1.11E-17,5.798938
6,！,PU,0,root,,1.060173
,,,,,,
PIT,478,,,,,
0,莫扎特,NN,6,nsubj,,4.958618
1,是,VC,6,cop,1.98E-14,2.541689
2,匹兹堡,NR,6,nmod:assmod,8.29E-19,4.984279
3,的,DEG,3,case,1.12E-13,1.37026
4,大,JJ,6,amod,4.04E-15,3.108241
5,物业,NN,0,root,1.97E-17,5.884653
6,，,PU,6,punct,,0.8627053
7,艾灵顿,NN,13,nsubj,,6.267337
8,是,VC,13,cop,1.98E-14,2.820067
9,莫扎特,NN,13,nmod:assmod,,4.578514
10,的,DEG,10,case,1.12E-13,0.5177391
11,物业,NN,13,compound:nn,1.97E-17,4.715115
12,总部,NN,6,conj,2.29E-17,4.954728
13,，,PU,6,punct,,1.198017
14,物业,NN,16,compound:nn,1.97E-17,5.035715
15,维修,NN,19,nsubj,3.64E-17,4.234563
16,都,AD,19,advmod,3.54E-15,2.83577
17,很,AD,19,advmod,2.06E-15,2.099695
18,方便,VA,6,conj,8.60E-17,2.366112
19,。,PU,6,punct,,0.7383841
,,,,,,
PIT,479,,,,,
0,门口,NN,2,nsubj,7.71E-18,5.976814
1,有,VE,0,root,1.01E-14,1.705884
2,cvs,NN,6,compound:nn,,Infinity
3,(,NN,6,compound:nn,,2.909323
4,超市名,NN,6,compound:nn,,Infinity
5,),NN,2,dobj,,2.919058
6,很,AD,8,advmod,2.06E-15,4.153913
7,方便,VA,2,conj,8.60E-17,2.402896
8,。,PU,2,punct,,0.7383841
,,,,,,
PIT,486,,,,,
0,公寓,NN,2,nsubj,1.10E-17,4.876083
1,位,VV,0,root,7.78E-16,4.155057
2,于,P,8,case,2.99E-15,3.735911
3,cvs,NN,6,compound:nn,,Infinity
4,(,NN,6,compound:nn,,2.909323
5,超市名,NN,8,compound:nn,,Infinity
6,),JJ,8,amod,,2.919058
7,超市,NN,2,nmod:prep,3.83E-18,5.367812
8,旁,LC,8,case,1.15E-17,3.63096
9,生活,NN,12,nsubj,1.74E-15,4.249671
10,十分,AD,12,advmod,4.75E-16,3.044905
11,便利,VA,2,conj,3.70E-17,2.476796
12,，,PU,2,punct,,0.60206
13,离,P,16,case,1.31E-16,2.903477
14,公交,NN,16,compound:nn,5.53E-18,5.329234
15,车站,NN,23,nmod:prep,1.14E-17,4.135591
16,也,AD,23,advmod,5.45E-15,2.522376
17,非常,AD,23,advmod,4.30E-16,2.976448
18,近,AD,20,advmod,2.66E-16,2.733528
19,十,CD,23,dep,5.04E-15,3.357586
20,分钟,M,20,mark:clf,8.38E-17,5.596292
21,可,VV,23,aux:modal,1.43E-15,2.582988
22,到,VV,2,conj,5.42E-15,4.325308
23,大老鹰,NR,27,nmod,,Infinity
24,等,ETC,24,etc,2.53E-15,2.689597
25,大,JJ,27,amod,4.04E-15,3.264188
26,超市,NN,23,dobj,3.83E-18,4.245468
27,。,PU,2,punct,,1.203928
,,,,,,
PIT,494,,,,,
0,距离,NN,2,compound:nn,8.75E-17,4.152754
1,大老鹰,NN,3,nsubj,,Infinity
2,步行,VV,0,root,6.42E-18,4.902246
3,十,CD,3,nmod:range,5.04E-15,2.744194
4,分钟,M,4,mark:clf,8.38E-17,5.225296
5,。,PU,3,punct,,0.9013593
,,,,,,
PIT,498,,,,,
0,在,P,3,case,1.88E-14,1.464192
1,默里,NN,3,compound:nn,,6.521648
2,街,NN,7,nmod:prep,2.55E-17,4.03992
3,上,LC,3,case,6.90E-15,5.058595
4,，,PU,7,punct,,0.9099842
5,步行,NN,7,nsubj,6.42E-18,4.782451
6,去,VV,0,root,8.22E-16,2.748544
7,大,JJ,9,amod,4.04E-15,3.454642
8,老鹰,NN,11,conj,4.50E-19,4.999985
9,和,CC,11,cc,1.59E-14,1.820526
10,餐馆,NN,7,dobj,4.10E-18,4.099452
,,,,,,
PIT,499,,,,,
0,周围,NN,2,nsubj,8.56E-17,5.114965
1,有,VE,0,root,1.01E-14,1.020658
2,饭店,NN,4,compound:nn,3.94E-17,5.540925
3,超市,NN,2,dobj,3.83E-18,5.997716
4,逛街,VV,2,conj,8.15E-19,6.778284
5,场所,NN,8,compound:nn,5.19E-17,5.265903
6,核桃,NN,8,compound:nn,4.21E-19,6.731577
7,街,NN,5,dobj,2.55E-17,1.239373
8,。,PU,2,punct,,1.303162
,,,,,,
PIT,518,,,,,
0,本人,PN,6,dep,6.27E-17,5.073573
1,匹兹堡,NR,3,nmod:assmod,8.29E-19,6.066141
2,大学,NN,4,compound:nn,7.24E-16,2.538295
3,研究生,NN,6,dep,7.26E-17,3.828953
4,，,PU,6,punct,,1.022813
5,女生,NN,0,root,5.11E-18,5.315138
6,。,PU,6,punct,,1.312258
,,,,,,
PIT,519,,,,,
0,北,NR,2,name,9.83E-17,3.274441
1,奥克兰,NR,4,nmod,4.96E-19,4.193617
2,好,JJ,4,amod,1.73E-15,4.676909
3,房,NN,5,compound:nn,1.54E-16,3.881676
4,暑期,NN,6,nsubj,2.46E-18,6.142499
5,出租,VV,0,root,4.50E-17,5.479183
6,！,PU,6,punct,,4.544375
,,,,,,
PIT,520,,,,,
0,附近,NN,2,nsubj,9.39E-17,4.302052
1,有,VE,0,root,1.01E-14,0.4771213
2,rite,NN,5,compound:nn,,7.871154
3,aid,NN,5,compound:nn,,7.137511
4,(,NN,7,compound:nn,,3.284797
5,连锁,JJ,7,amod,1.41E-17,5.10924
6,超市,NN,9,compound:nn,3.83E-18,1.315247
7,名,M,9,nummod,6.21E-16,3.531682
8,),NN,2,dobj,,3.249532
9,，,PU,2,punct,,0.802625
10,iga,VV,2,conj,,8.232931
11,(,JJ,14,amod,,3.095426
12,连锁,JJ,14,amod,1.41E-17,5.10924
13,超市,NN,17,compound:nn,3.83E-18,1.315247
14,名,M,17,nummod,6.21E-16,3.531682
15,),JJ,17,amod,,3.249532
16,超市,NN,11,dobj,3.83E-18,5.475066
17,，,PU,2,punct,,1.073489
18,满足,VV,2,conj,2.88E-16,4.368334
19,日常,JJ,21,amod,9.68E-17,3.507045
20,需求,NN,19,dobj,3.44E-16,2.603807
21,。,PU,2,punct,,1.107018
,,,,,,
PIT,522,,,,,
0,入住,VV,5,xcomp,7.82E-19,5.976814
1,需要,VV,5,xcomp,1.30E-15,3.910976
2,和,P,4,case,1.59E-14,2.469311
3,迈耶斯,NN,5,nmod:prep,,7.705893
4,签,VV,0,root,1.89E-17,4.916926
5,合约,NN,5,dobj,9.94E-18,2.464825
6,。,PU,5,punct,,0.8957968
,,,,,,
PIT,524,,,,,
0,离,P,2,case,1.31E-16,4.442867
1,塔吉特,NN,4,nmod:prep,,7.347808
2,，,PU,4,punct,,1.912659
3,缺德舅,VV,0,root,,Infinity
4,~,PU,6,punct,,4.408527
5,1,CD,4,dep,,Infinity
6,。,PU,4,punct,,1.427697
,,,,,,
PIT,529,,,,,
0,地址,NN,2,nsubj,5.99E-17,4.138768
1,位,VV,0,root,7.78E-16,1.499076
2,于,P,5,case,2.99E-15,4.356954
3,烽火,NN,5,compound:nn,2.02E-18,6.444796
4,街,NN,2,nmod:prep,2.55E-17,4.167028
5,，,PU,2,punct,,1.105224
6,是,VC,2,conj,1.98E-14,1.315589
7,独,NN,12,dep,5.28E-17,5.828066
8,栋,M,10,nummod,1.10E-18,3.272605
9,房屋,NN,12,nmod:assmod,1.06E-16,9.615643
10,的,DEG,10,case,1.12E-13,1.587938
11,一,CD,7,dep,1.35E-14,1.8501
12,层,M,12,mark:clf,1.86E-16,2.751666
13,。,PU,2,punct,,1.40792
,,,,,,
PIT,530,,,,,
0,后院,NN,2,dep,1.51E-18,6.258925
1,有,VE,0,root,1.01E-14,1.544068
2,私家,NN,4,compound:nn,1.69E-18,5.274961
3,车库,NN,2,dobj,9.99E-19,6.01081
4,，,PU,2,punct,,0.8785416
5,烽火,NN,7,compound:nn,2.02E-18,6.060255
6,街,NN,9,compound:nn,2.55E-17,4.275276
7,两,CD,9,dep,2.28E-15,3.286114
8,侧,NN,13,nsubj,4.17E-17,5.960459
9,也,AD,13,advmod,5.45E-15,2.773933
10,可,VV,13,aux:modal,1.43E-15,2.166473
11,免费,AD,13,advmod,2.69E-17,2.880528
12,趴,VV,2,conj,1.07E-18,7.052531
13,车,NN,13,dobj,1.90E-16,2.176041
14,。,PU,2,punct,,1.132511
,,,,,,
PIT,531,,,,,
0,紧邻,VV,0,root,5.37E-19,5.269867
1,cvs,NN,5,compound:nn,,Infinity
2,(,NN,5,compound:nn,,2.909323
3,超市名,NN,5,compound:nn,,Infinity
4,),NN,12,dep,,2.919058
5,，,PU,12,punct,,0.9032488
6,和,CC,12,cc,1.59E-14,2.262246
7,南克列戈,NN,9,compound:nn,,Infinity
8,街,NN,12,dep,2.55E-17,3.743391
9,上,LC,9,case,6.90E-15,5.058595
10,众多,JJ,12,amod,8.49E-17,4.013696
11,餐馆,NN,1,dobj,4.10E-18,3.91679
12,。,PU,1,punct,,0.9061416
,,,,,,
PIT,532,,,,,
0,卫生间,VV,0,root,4.05E-18,5.804662
1,去年,NT,3,compound:nn,1.18E-16,5.818096
2,年底,NT,5,nmod:tmod,1.63E-16,2.568873
3,刚刚,AD,5,advmod,6.11E-17,5.632185
4,装修,VV,1,advcl:loc,4.62E-18,5.660246
5,，,PU,5,punct,,0.7697079
6,简直,AD,8,advmod,3.15E-17,5.078796
7,高大,VA,5,conj,8.99E-18,5.956725
8,上,LC,5,case,6.90E-15,3.587615
9,~~~,PU,1,punct,,9.424309
10,物业,NN,14,nsubj,1.97E-17,4.94232
11,为,VC,14,cop,6.56E-15,2.270096
12,迈耶斯,NN,14,compound:nn,,7.96483
13,物业,NN,1,conj,1.97E-17,5.014745
14,，,PU,14,punct,,0.8627053
15,属于,VV,14,conj,2.52E-16,2.586911
16,匹兹堡,NR,18,nmod:assmod,8.29E-19,5.886652
17,地区,NN,20,compound:nn,1.53E-15,1.883256
18,老牌,JJ,20,amod,1.75E-18,6.501137
19,物业,NN,16,dobj,1.97E-17,5.278119
20,，,PU,1,punct,,0.8627053
21,服务,NN,23,nsubj,1.07E-15,4.304731
22,周到,VA,1,conj,3.57E-18,7.332296
23,。,PU,1,punct,,1.072551
,,,,,,
PIT,536,,,,,
0,步行,NN,3,nsubj,6.42E-18,5.291057
1,可,VV,3,aux:modal,1.43E-15,2.341034
2,达,VV,0,root,4.03E-16,3.8604
3,全,DT,5,det,1.03E-15,4.65209
4,果,NN,3,dobj,1.33E-16,5.391396
5,(,VV,3,conj,,2.546258
6,大型,JJ,9,amod,1.26E-16,4.975928
7,食品,NN,9,compound:nn,1.54E-16,3.478887
8,超市,NN,10,compound:nn,3.83E-18,3.344099
9,),NN,6,dobj,,3.63096
10,，,PU,3,punct,,0.9032488
11,塔吉特,AD,13,advmod,,6.663851
12,(,VV,3,dep,,3.37428
13,家居,JJ,15,amod,1.49E-18,5.543363
14,卖场,NN,13,dobj,1.14E-19,2.923259
15,）,PU,13,punct,,2.871865
16,。,PU,3,punct,,0.863662
,,,,,,
PIT,539,,,,,
0,房型,VV,0,root,7.44E-20,7.042348
1,：,PU,1,punct,,1.927382
2,莫扎特,VV,1,ccomp,,5.109433
3,最大,JJ,5,amod,3.64E-16,4.457271
4,一,CD,3,nmod:range,1.35E-14,2.803327
5,套,M,5,mark:clf,1.18E-16,2.686373
6,，,PU,3,punct,,1.870575
7,两,CD,11,nummod,2.28E-15,2.830611
8,室,M,8,mark:clf,1.94E-16,3.870567
9,一,CD,11,dep,1.35E-14,0.9280026
10,厅,NN,15,nmod:topic,1.16E-16,0.2688453
11,，,PU,15,punct,,0.7224511
12,客厅,NN,15,nsubj,6.20E-18,6.452588
13,不,AD,15,neg,8.49E-15,3.211471
14,住,VV,3,dep,3.88E-16,4.292892
15,人,NN,15,dobj,8.08E-15,2.029766
16,，,PU,15,punct,,0.6607656
17,出租,VV,15,conj,4.50E-17,5.98843
18,中央,NN,20,compound:nn,1.10E-15,4.600543
19,卧室,NN,18,dobj,3.33E-18,6.291369
20,。,PU,1,punct,,0.9010747
,,,,,,
PIT,554,,,,,
0,迈耶斯,VV,0,root,,7.042348
1,管理,NN,1,dobj,2.55E-15,3.847979
2,，,PU,1,punct,,1.058464
3,绝对,AD,5,advmod,1.63E-16,4.645415
4,安全,VA,1,conj,4.75E-16,2.603113
5,。,PU,1,punct,,0.5882717
,,,,,,
PIT,556,,,,,
0,本人,PN,2,nsubj,6.27E-17,5.073573
1,是,VC,0,root,1.98E-14,1.546351
2,匹兹堡,NR,4,nmod:assmod,8.29E-19,5.045893
3,大学,NN,5,compound:nn,7.24E-16,2.519792
4,硕士,NN,11,nsubj,3.66E-17,3.599616
5,在,P,7,case,1.88E-14,3.368697
6,读,NN,11,nmod:prep,1.09E-16,4.669761
7,已经,AD,11,advmod,9.02E-16,3.951781
8,在,P,10,case,1.88E-14,1.39931
9,这,PN,11,nmod:prep,9.99E-15,2.506505
10,住,VV,2,ccomp,3.88E-16,5.936344
11,一,CD,11,nmod:range,1.35E-14,2.223601
12,年,M,12,mark:clf,1.38E-14,1.699935
13,了,SP,11,discourse,1.80E-14,3.30837
,,,,,,
PIT,558,,,,,
0,物业,NN,8,nsubj,1.97E-17,4.600861
1,是,VC,8,cop,1.98E-14,2.661899
2,口碑,NN,5,nsubj,2.35E-18,5.99354
3,很,AD,5,advmod,2.06E-15,3.401113
4,好,VA,8,amod,1.73E-15,3.559633
5,的,DEC,5,mark,1.12E-13,0.1918855
6,迈耶斯,JJ,8,amod,,8.22685
7,物业,NN,0,root,1.97E-17,5.014745
8,，,PU,8,punct,,0.8627053
9,上门,VV,11,xcomp,5.58E-18,6.346519
10,修,VV,8,conj,3.12E-17,4.97964
11,东西,NN,11,dobj,4.28E-16,4.337428
12,十分,AD,16,advmod,4.75E-16,3.867935
13,及时,AD,16,advmod,1.99E-16,5.814836
14,且,AD,16,advmod,1.82E-16,3.471073
15,免费,VV,11,conj,2.69E-17,3.625091
16,。,PU,8,punct,,1.14178
,,,,,,
PIT,562,,,,,
0,交通,NN,3,nsubj,3.19E-16,4.374603
1,极,AD,3,advmod,3.37E-16,4.048431
2,便利,VA,0,root,3.70E-17,4.767195
3,，,PU,3,punct,,0.5314109
4,福布斯,NR,18,advmod:loc,,5.496131
5,上,LC,5,case,6.90E-15,3.766952
6,几乎,AD,8,dep,2.34E-16,3.359308
7,所有,DT,13,det,6.50E-16,0.9449524
8,最,AD,10,advmod,1.17E-15,2.823793
9,主要,JJ,13,amod,1.94E-15,3.582381
10,的,DEG,10,case,1.12E-13,1.257211
11,公交,NN,13,compound:nn,5.53E-18,4.872723
12,线路,NN,18,nsubj,2.70E-17,4.999221
13,都,AD,18,advmod,3.54E-15,2.449548
14,直接,AD,18,advmod,7.02E-16,3.350842
15,从,P,17,case,2.92E-15,2.145108
16,门口,NN,18,nmod:prep,7.71E-18,4.181285
17,经过,VV,3,conj,4.39E-16,3.226524
18,。,PU,3,punct,,1.717201
,,,,,,
PIT,568,,,,,
0,附近,NN,2,dep,9.39E-17,4.302052
1,有,VE,0,root,1.01E-14,0.4771213
2,大,JJ,4,amod,4.04E-15,2.305829
3,老鹰,NN,2,dobj,4.50E-19,5.128599
4,，,PU,2,punct,,1.065855
5,各,DT,8,det,2.64E-15,3.379666
6,种,M,6,mark:clf,6.55E-15,4.15782
7,餐厅,NN,14,nsubj,6.78E-18,4.817885
8,，,PU,14,punct,,0.9196317
9,离,P,13,case,1.31E-16,4.018601
10,公园,NN,13,compound:nn,3.69E-17,3.861233
11,弗里克,NN,13,compound:nn,,7.370528
12,公园,NN,14,nmod:prep,3.69E-17,4.194413
13,走路,VV,2,conj,7.40E-18,6.442421
14,一,CD,14,nmod:range,1.35E-14,3.270463
15,分钟,M,15,mark:clf,8.38E-17,2.99957
16,。,PU,2,punct,,1.116195
,,,,,,
PIT,571,,,,,
0,距离,P,3,case,8.75E-17,4.152754
1,川,NR,3,nmod:assmod,1.28E-17,4.871198
2,霸王,NN,6,nmod:prep,7.35E-19,6.044143
3,，,PU,6,punct,,1.356981
4,天天,AD,6,advmod,1.31E-17,5.196681
5,见面,VV,0,root,4.17E-17,2.464954
6,，,PU,6,punct,,0.629897
7,府,NN,10,compound:nn,1.17E-16,5.00996
8,河,NN,10,compound:nn,4.76E-17,5.404144
9,人家,NN,16,nmod:topic,5.33E-17,6.164794
10,，,PU,16,punct,,0.8132284
11,大老鹰,NN,16,nsubj,,Infinity
12,都,AD,16,advmod,3.54E-15,2.985784
13,是,VC,16,cop,1.98E-14,0.7527016
14,步,NN,16,nsubj,1.79E-16,5.779892
15,走,VV,6,conj,4.30E-16,4.835569
16,距离,NN,16,dobj,8.75E-17,3.309461
17,，,PU,6,punct,,1.390665
18,生活,NN,20,nsubj,1.74E-15,3.163111
19,便利,VA,6,conj,3.70E-17,4.236036
20,；,PU,6,punct,,2.265858
,,,,,,
PIT,577,,,,,
0,管理,NN,2,compound:nn,2.55E-15,4.461753
1,公司,NN,10,nsubj,2.03E-15,1.97038
2,是,VC,10,cop,1.98E-14,2.209842
3,匹兹堡,NR,5,nmod:assmod,8.29E-19,5.126614
4,口碑,NN,7,nsubj,2.35E-18,5.960016
5,很,AD,7,advmod,2.06E-15,3.401113
6,好,VA,10,amod,1.73E-15,3.559633
7,的,DEC,7,mark,1.12E-13,0.1918855
8,迈耶斯,JJ,10,amod,,8.22685
9,物业,NN,0,root,1.97E-17,5.014745
10,，,PU,10,punct,,0.8627053
11,维修,NN,13,compound:nn,3.64E-17,5.153394
12,速度,NN,15,nsubj,2.57E-16,4.234586
13,非常,AD,15,advmod,4.30E-16,2.198979
14,快,VA,10,conj,3.47E-16,0.3352932
15,，,PU,15,punct,,0.268578
16,且,CC,15,cc,1.82E-16,2.238002
17,没有,VE,15,conj,2.81E-15,2.073626
18,额外,JJ,20,amod,1.27E-17,3.523961
19,费用,NN,18,dobj,2.32E-16,2.00995
,,,,,,
PIT,579,,,,,
0,物业,NN,4,nsubj,1.97E-17,4.600861
1,为,VC,4,cop,6.56E-15,2.019063
2,迈耶斯,NN,4,compound:nn,,7.96483
3,物业,NN,0,root,1.97E-17,5.014745
4,，,PU,4,punct,,0.8627053
5,属于,VV,4,conj,2.52E-16,2.586911
6,匹兹堡,NR,8,nmod:assmod,8.29E-19,5.886652
7,地区,NN,10,compound:nn,1.53E-15,1.883256
8,老牌,JJ,10,amod,1.75E-18,6.501137
9,物业,NN,6,dobj,1.97E-17,5.278119
10,，,PU,4,punct,,0.8627053
11,服务,NN,13,nsubj,1.07E-15,4.304731
12,周到,VA,4,conj,3.57E-18,7.332296
13,。,PU,4,punct,,1.072551
,,,,,,
PIT,593,,,,,
0,并且,AD,3,advmod,3.64E-16,4.239904
1,附近,NN,3,dep,9.39E-17,4.071512
2,有,VE,0,root,1.01E-14,1.35492
3,cvs,NN,7,compound:nn,,Infinity
4,(,NN,7,compound:nn,,2.909323
5,超市名,NN,7,compound:nn,,Infinity
6,),NN,12,conj,,2.919058
7,和,CC,12,cc,1.59E-14,1.772655
8,印度,NR,11,conj,1.68E-16,2.891547
9,、,PU,11,punct,,2.037426
10,韩国,NR,12,nmod:assmod,6.14E-17,2.448603
11,超市,NN,3,dobj,3.83E-18,6.501557
12,，,PU,3,punct,,1.073489
13,购物,NN,16,nsubj,1.34E-17,5.434627
14,也,AD,16,advmod,5.45E-15,1.783712
15,方便,VA,3,conj,8.60E-17,4.082433
16,。,PU,3,punct,,1.293804
,,,,,,
PIT,594,,,,,
0,北,NN,2,appos,9.83E-17,3.274441
1,奥克兰,NR,3,nsubj,4.96E-19,4.193617
2,属于,VV,0,root,2.52E-16,4.061945
3,学校,NN,5,compound:nn,6.26E-16,3.75728
4,附近,NN,14,compound:nn,9.39E-17,2.953694
5,相对,AD,7,advmod,2.99E-16,4.602993
6,安静,VA,14,amod,1.56E-17,3.333624
7,和,CC,7,cc,1.59E-14,2.038615
8,治安,NN,10,compound:nn,5.37E-17,4.30558
9,情况,NN,12,nsubj,1.64E-15,2.463694
10,较,AD,12,advmod,9.48E-16,2.894757
11,好,VA,7,dep,1.73E-15,5.1877
12,的,DEC,7,mark,1.12E-13,0.7957328
13,区域,NN,3,dobj,3.23E-16,3.297745
14,，,PU,3,punct,,0.6217834
15,居住,NN,17,compound:nn,1.22E-16,3.756191
16,环境,NN,18,nsubj,9.76E-16,1.931543
17,好,VA,3,conj,1.73E-15,3.738018
18,，,PU,3,punct,,1.047523
19,利于,VV,3,conj,2.90E-16,5.164942
20,学习,NN,23,conj,6.18E-16,4.125906
21,和,CC,23,cc,1.59E-14,1.844351
22,生活,NN,20,dobj,1.74E-15,1.227341
23,。,PU,3,punct,,1.065196
,,,,,,
PIT,598,,,,,
0,［,PU,3,punct,,5.194147
1,生活,NN,3,compound:nn,1.74E-15,3.873489
2,环境,NN,17,dep,9.76E-16,1.700146
3,］,PU,3,punct,,6.944851
4,距,P,7,case,1.36E-17,4.689889
5,大,JJ,7,amod,4.04E-15,2.969998
6,老鹰,NN,17,nmod:prep,4.50E-19,5.042601
7,，,PU,17,punct,,1.065855
8,核桃,NN,10,compound:nn,4.21E-19,6.133441
9,街,NN,11,nsubj,2.55E-17,1.361637
10,步行,VV,17,conj,6.42E-18,3.759717
11,约,AD,13,advmod,2.35E-16,1.226997
12,五,CD,11,nmod:range,1.75E-15,1.80394
13,分钟,M,13,mark:clf,8.38E-17,0.9582453
14,，,PU,17,punct,,0.8461308
15,周边,NN,17,dep,2.34E-17,4.546771
16,有,VE,0,root,1.01E-14,0.9542425
17,许多,CD,19,dep,8.62E-16,0.86606
18,餐厅,NN,17,dobj,6.78E-18,3.105553
19,。,PU,17,punct,,1.225863
,,,,,,
PIT,599,,,,,
0,谢尔,AD,19,advmod,2.30E-20,4.821235
1,伍德,NR,3,nsubj,1.84E-18,6.405042
2,算是,VV,19,dep,1.90E-17,5.313644
3,匹兹堡,NR,5,nmod:assmod,8.29E-19,5.566519
4,地区,NN,9,dep,1.53E-15,1.883256
5,最好,JJ,9,amod,7.67E-20,4.228206
6,的,DEG,6,case,1.12E-13,0.03778856
7,公寓,NN,9,compound:nn,1.10E-17,4.440904
8,之一,NN,3,dobj,2.83E-19,3.245847
9,了,SP,3,discourse,1.80E-14,3.917992
10,，,PU,19,punct,,0.6896648
11,稍微,AD,13,advmod,4.71E-18,5.347357
12,听说,VV,16,acl,2.15E-20,5.53906
13,过,AS,13,aux:asp,1.22E-15,1.182478
14,的,DEC,13,mark,1.12E-13,1.11697
15,同学,NN,19,nsubj,3.67E-17,3.907793
16,应该,VV,19,aux:modal,6.68E-16,4.527022
17,都,AD,19,advmod,3.54E-15,2.494362
18,知道,VV,0,root,7.48E-16,1.546788
19,。,PU,19,punct,,1.6119
,,,,,,
PIT,603,,,,,
0,地址,NN,3,dep,5.99E-17,4.138768
1,：,PU,3,punct,,0.0713013
2,切斯特菲尔德路,NN,0,root,,Infinity
3,，,PU,3,punct,,1.197862
,,,,,,
PIT,607,,,,,
0,匹兹堡,NR,5,compound:nn,8.29E-19,4.884516
1,奥克兰,NR,3,nmod:assmod,4.96E-19,3.631659
2,地区,NN,5,compound:nn,1.53E-15,2.054358
3,豪华,JJ,5,amod,5.05E-18,5.947807
4,房,NN,6,nsubj,1.54E-16,2.38003
5,出租,VV,0,root,4.50E-17,5.826004
6,：,PU,6,punct,,3.683765
,,,,,,
PIT,611,,,,,
0,南,NN,2,appos,1.44E-16,3.356558
1,奥克兰,NR,4,nsubj,4.96E-19,4.380077
2,，,PU,4,punct,,1.313259
3,独,VV,0,root,5.28E-17,5.126921
4,栋,M,6,nummod,1.10E-18,3.358261
5,住宅,NN,10,compound:nn,8.08E-17,0.328867
6,一,CD,10,nummod,1.35E-14,3.962918
7,个,M,7,mark:clf,4.57E-15,5.389257
8,卧室,NN,10,compound:nn,3.33E-18,4.559043
9,出租,NN,4,dobj,4.50E-17,5.845293
10,。,PU,4,punct,,1.169046
,,,,,,
PIT,617,,,,,
0,公寓,NN,4,nsubj,1.10E-17,4.876083
1,为,P,3,case,6.56E-15,2.213434
2,南,NN,4,nmod:prep,1.44E-16,3.569181
3,温莎,VV,0,root,1.30E-19,5.361853
4,，,PU,4,punct,,1.374607
5,只有,AD,7,advmod,7.29E-16,3.165413
6,十四,CD,4,conj,7.73E-19,3.763168
7,户,M,7,mark:clf,1.60E-16,3.675898
8,。,PU,4,punct,,1.107939
,,,,,,
PIT,626,,,,,
0,附近,NN,2,dep,9.39E-17,4.302052
1,有,VE,0,root,1.01E-14,0.4771213
2,大,JJ,8,amod,4.04E-15,2.305829
3,老鹰,NN,8,conj,4.50E-19,5.128599
4,、,PU,8,punct,,1.844007
5,塔吉特,NN,8,conj,,6.98825
6,和,CC,8,cc,1.59E-14,2.700366
7,缺德舅,NN,2,dobj,,Infinity
8,。,PU,2,punct,,1.427697
,,,,,,
PIT,628,,,,,
0,房子,NN,2,nsubj,5.70E-17,5.512905
1,招租,VV,0,root,2.06E-20,7.349058
2,租,VV,2,ccomp,1.62E-17,5.534366
3,，,PU,2,punct,,1.45719
4,坐落,VV,2,conj,2.42E-18,4.35985
5,在,P,7,case,1.88E-14,0.1708666
6,格林菲尔德,NN,5,nmod:prep,,7.23316
7,。,PU,2,punct,,2.006564
,,,,,,
PIT,630,,,,,
0,且,AD,2,advmod,1.82E-16,4.478143
1,靠近,VV,0,root,7.55E-18,3.573034
2,环境,NN,4,nsubj,9.76E-16,4.106517
3,优美,VA,7,amod,2.10E-17,6.066541
4,的,DEC,4,mark,1.12E-13,0.4771213
5,弗里克,NN,7,compound:nn,,6.820304
6,公园,NN,2,dobj,3.69E-17,4.194413
7,匹,M,10,nummod,5.48E-18,5.564609
8,村,NN,10,compound:nn,1.37E-16,4.380959
9,美景,NN,12,nsubj,2.92E-18,6.617277
10,随时,AD,12,advmod,6.36E-17,5.528584
11,享受,VV,2,dep,9.82E-17,3.344572
,,,,,,
PIT,632,,,,,
0,大,JJ,2,amod,4.04E-15,2.780981
1,卧室,NN,3,nsubj,3.33E-18,5.048598
2,住,VV,9,nsubj,3.88E-16,2.847506
3,的,DEC,3,mark,1.12E-13,1.337336
4,是,VC,9,cop,1.98E-14,1.512235
5,匹兹堡,NR,7,nmod:assmod,8.29E-19,5.02604
6,大学,NN,9,compound:nn,7.24E-16,2.519792
7,女生,NN,9,compound:nn,5.11E-18,6.124779
8,研究生,NN,0,root,7.26E-17,4.950638
9,，,PU,9,punct,,1.005279
10,安静,VV,9,conj,1.56E-17,5.971556
11,好,JJ,13,amod,1.73E-15,4.72127
12,相处,NN,11,dobj,1.25E-17,3.757492
13,。,PU,9,punct,,1.169474
,,,,,,
PIT,634,,,,,
0,坐标,VV,0,root,1.14E-17,5.230359
1,高地,NN,3,compound:nn,2.95E-18,5.915307
2,公园,NN,1,dobj,3.69E-17,2.33437
3,，,PU,1,punct,,0.923748
4,公寓,NN,6,compound:nn,1.10E-17,5.387252
