sentence id,sentence,chinese word index,punct index,source
1569,友好 ， 安静 ， 非常 好处 。,[0_2_4_5],[1_3_6],PIT
1571,卧室 的 照片,[0_1_2],[],PIT
1573,—— 家具 全部 赠送 ， 应有尽有 ， 可 拎包 入住 。,[1_2_3_5_7_8_9],[0_4_6_10],PIT
1574,赠送 全部 家具 ， 可 拎包 入住 。,[0_1_2_4_5_6],[3_7],PIT
1579,客厅 有 全套 家具 ， 可 直接 拎包 入住 ， 客厅 已 用 窗帘 盒 屏风 全部 隔离 起来 ， 保证 隐私 性,[0_1_2_3_5_6_7_8_10_11_12_13_14_15_16_17_18_20_21_22],[4_9_19],PIT
1580,超大 客厅 出租 ！,[0_1_2],[3],PIT
1581,不 会 受 影响 ！,[0_1_2_3],[4],PIT
1583,购物 娱乐 十分 方便 ！,[0_1_2_3],[4],PIT
1584,要求 拎包 入住,[0_1_2],[],PIT
1585,环境 ： 治安 良好 ， 安静 的 住宅 街区 ， 街 趴 位子 充足 。,[0_2_3_5_6_7_8_10_11_12_13],[1_4_9_14],PIT
1587,时间 ： 1/31/2018 ~,[0],[1_2_3],PIT
1588,地点 安静 ， 附近 治安 很 好 。,[0_1_3_4_5_6],[2_7],PIT
1590,希望 招租 单身 女 学生 或 访问 学者 。,[0_1_2_3_4_5_6_7],[8],PIT
1594,提包 入住 ， 很 方便,[0_1_3_4],[2],PIT
1595,2b/2b 四月 底 出租 可 长 租 可 短 租 价格 面议,[1_2_3_4_5_6_7_8_9_10_11],[0],PIT
1599,* 卧室 设施 齐全 ， 家具 可 打包 低价 接手 ， 拎包 入住 。,[1_2_3_5_6_7_8_9_11_12],[0_4_10_13],PIT
1600,具体 情况 可 私 我 ！,[0_1_2_3_4],[5],PIT
1601,小区 临近 小学 非常 安静 也 非常 安全,[0_1_2_3_4_5_6_7],[],PIT
1602,租金 ： 月 租金 $400 。,[0_2_3],[1_4_5],PIT
1603,非常 安静 性格 也 很 好 。,[0_1_2_3_4_5],[6],PIT
1604,希望 可以 找到 一 个 小 可爱 喜欢,[0_1_2_3_4_5_6_7],[],PIT
1605,联系 邮件 echo.,[0_1],[2],PIT
1606,有点 生气 哦,[0_1_2],[],PIT
1609,家居 设备 齐全 ， 可 直接 拎包 入住 。,[0_1_2_4_5_6_7],[3_8],PIT
1610,有 只 用 了 两 年 的 床 和 桌子 椅子 ， 可以 赠送 。,[0_1_2_3_4_5_6_7_8_9_10_12_13],[11_14],PIT
1616,时间 ： 一月 到 八月 初,[0_2_3_4_5],[1],PIT
1617,家具 齐全 ， 可 拎包 入住 ， 家具 半 卖 半 送 ， 优惠 处理 。,[0_1_3_4_5_7_8_9_10_11_13_14],[2_6_12_15],PIT
1618,入住 时间 ： 2018.,[0_1],[2_3],PIT
1619,黄金 位置 高 性价比 、 超级 安全 的 公寓 。,[0_1_2_3_5_6_7_8],[4_9],PIT
1620,大 卧室 已经 出租 给 一 男生 ， 住 到 1-31 ；,[0_1_2_3_4_5_6_8_9],[7_10_11],PIT
1621,公寓 就 在 学校 内 ， 非常 安全 ， 周围 公交 路线 丰富 ， 如果 没有 找到 合适 的 房子 短 租 过渡 非常 好 。,[0_1_2_3_4_6_7_9_10_11_12_14_15_16_17_18_19_20_21_22_23_24],[5_8_13_25],PIT
1622,冬天 暖气 费 生 了 不少 ！,[0_1_2_3_4_5],[6],PIT
1629,长 租 短 租 均 可 。,[0_1_2_3_4_5],[6],PIT
1630,客厅 面积 很 大 。,[0_1_2_3],[4],PIT
1632,需 自己 带 家具 。,[0_1_2_3],[4],PIT
1634,加 好友 时 请 标明 租房,[0_1_2_3_4_5],[],PIT
1636,租金 为 $570 每 月 ， 1/11 起 可以 入住 ， 长 租 或 短 租 均 可 。,[0_1_3_4_7_8_9_11_12_13_14_15_16_17],[2_5_6_10_18],PIT
1639,家具 可 转卖 ： 洗衣机 ， 柜子 ， 电扇 ， 垃圾 桶 等 。,[0_1_2_4_6_8_10_11_12],[3_5_7_9_13],PIT
1640,请 问 还 在 找 房子 吗 ？,[0_1_2_3_4_5_6],[7],PIT
1641,出租 的 是 二 楼 的 另外 一 个 房间 。,[0_1_2_3_4_5_6_7_8_9],[10],PIT
1642,【 对象 】 短期 访 学 或 中国 留美 学生,[1_3_4_5_6_7_8_9],[0_2],PIT
1643,【 要求 】 作息 规律 ， 全日制 学生 优先 考虑,[1_3_4_6_7_8_9],[0_2_5],PIT
1650,自 顶 字数 字数 字数 字数 字数 字数,[0_1_2_3_4_5_6_7],[],PIT
1651,已 租 ， 谢谢 各位 。,[0_1_3_4],[2_5],PIT
1652,房屋 出租 ， 独 栋 房子 ， 其中 一 大 间 带 独立 卫生间 ， 屋 内 全新 家具 ， 随时 入住 。,[0_1_3_4_5_7_8_9_10_11_12_13_15_16_17_18_20_21],[2_6_14_19_22],PIT
1653,上 房间 新 图 了,[0_1_2_3_4],[],PIT
1656,【 周边 环境 】 图书馆 ， 超市 ， 邮局 ， 各 种 商店 饭店,[1_2_4_6_8_10_11_12_13],[0_3_5_7_9],PIT
1657,【 周边 环境 】 图书馆 ， 超市 ， 邮局 ， 各 种 商店,[1_2_4_6_8_10_11_12],[0_3_5_7_9],PIT
1661,走过 路过 不要 错过 ！,[0_1_2_3],[4],PIT
1662,欢迎 感兴趣 的 朋友 联系 ！,[0_1_2_3_4],[5],PIT
1663,注意 啦 ~ 好 房子 找 主人,[0_1_3_4_5_6],[2],PIT
1665,看 一 看 啊 走过 路过 不要 错过,[0_1_2_3_4_5_6_7],[],PIT
1666,信息 依然 有效 ！,[0_1_2],[3],PIT
1673,匹 大 校区 内 黄金 位置 包 家具 房间 出租 ！,[0_1_2_3_4_5_6_7_8_9],[10],PIT
1674,包 家具 。,[0_1],[2],PIT
1675,环境 ： 周围 的 房子 住 的 基本上 都 是 匹 大 的 学生 。,[0_2_3_4_5_6_7_8_9_10_11_12_13],[1_14],PIT
1677,( squirrelhill/greenfield 交界 ) 该 房子 位 于 squirrelhill/greenfield 交界 ， 交通 和 购物 极其 方便 。,[2_4_5_6_7_9_11_12_13_14_15],[0_1_3_8_10_16],PIT
1681,每 月 租金 $450 。,[0_1_2],[3_4],PIT
1682,步行 至 匹 大 最多 十五 分钟 。,[0_1_2_3_4_5_6],[7],PIT
1683,附近 有 多 家 商店 ， 餐馆 ， 生活 便利 。,[0_1_2_3_4_6_8_9],[5_7_10],PIT
1684,卧室 阳光 充足 。,[0_1_2],[3],PIT
1687,欢迎 大家 来看 房,[0_1_2_3],[],PIT
1688,送 家具 ！,[0_1],[2],PIT
1689,完全 拎包 入住 ！,[0_1_2],[3],PIT
1690,物业 就 在 公寓 门口 ！,[0_1_2_3_4],[5],PIT
1691,微 信 yyw_511_ ， 注明 “ 租房 ”,[0_1_4_6],[2_3_5_7],PIT
1693,物业 管理 安全 到位 ， 厨房 各 种 家电 齐全 。,[0_1_2_3_5_6_7_8_9],[4_10],PIT
1694,房间 朝阳 ， 窗户 宽阔 ， 阳光 非常 充足 。,[0_1_3_4_6_7_8],[2_5_9],PIT
1695,房间 里 床 ， 桌子 ， 椅子 都 可以 根据 需要 保留 。,[0_1_2_4_6_7_8_9_10_11],[3_5_12],PIT
1696,可以 直接 和 管理 公司 签约 。,[0_1_2_3_4_5],[6],PIT
1704,时间 ： 1/1/2018 ~,[0],[1_2_3],PIT
1705,房租 $400-$650 。,[0],[1_2],PIT
1714,非常 便利 ！,[0_1],[2],PIT
1715,不 需 押金 ;,[0_1_2],[3],PIT
1716,家具 免费 送,[0_1_2],[],PIT
1717,一 楼 有 信箱 ， 快递 平时 就 放在 门口,[0_1_2_3_5_6_7_8_9],[4],PIT
1718,环境 安静 ， 风景 很好 ；,[0_1_3_4],[2_5],PIT
1719,窗户 超大 ， 每 天 可以 看到 松鼠,[0_1_3_4_5_6_7],[2],PIT
1720,请 注明 租房 谢谢,[0_1_2_3],[],PIT
1722,阳光 好 ， 安静 。,[0_1_3],[2_4],PIT
1724,自己 顶 一 个 ！,[0_1_2_3],[4],PIT
1726,房子 一共 有 两 层 ， 一 楼 是 客厅 和 厨房 还 有 一 个 房间 ， 二 楼 有 两 个 房间 和 一 个 洗手间 ， 。,[0_1_2_3_4_6_7_8_9_10_11_12_13_14_15_16_18_19_20_21_22_23_24_25_26_27],[5_17_28_29],PIT
1732,学业 繁忙 致电 前 请 务必 短信 联系 ^ ^,[0_1_2_3_4_5_6_7],[8_9],PIT
1733,今天 也 木 有 = - =,[0_1_2_3],[4_5_6],PIT
1734,既然 如此 ！,[0_1],[2],PIT
1735,等 我 到家 就 发 照片 ！,[0_1_2_3_4_5],[6],PIT
1736,今天 有 一 个 小 可爱 联系 我 啦,[0_1_2_3_4_5_6_7_8],[],PIT
1737,今天 木 有人,[0_1_2],[],PIT
1739,不用 受 公交 制约 ， 自己 支配 时间 ， 上学 随时 可 回家 吃饭 拿 东西 。,[0_1_2_3_5_6_7_9_10_11_12_13_14_15],[4_8_16],PIT
1743,公寓 后 有 一 小 片 树林 ， 郁郁葱葱 ， 环境 很 好 。,[0_1_2_3_4_5_6_8_10_11_12],[7_9_13],PIT
1746,价位 及 要求 ：,[0_1_2],[3],PIT
1759,家具 全 送 ， 一切 好 商量 ） 。,[0_1_2_4_5_6],[3_7_8],PIT
1762,长 租 短 租 均可,[0_1_2_3_4],[],PIT
1764,公寓 住户 大多数 为 华人 学生 。,[0_1_2_3_4_5],[6],PIT
1768,本人 为 匹 大 工程 男 。,[0_1_2_3_4_5],[6],PIT
1769,地理 位置 十分 优越 ！,[0_1_2_3],[4],PIT
1770,另 还 可 低价 转让 部分 大型 家具 ！,[0_1_2_3_4_5_6_7],[8],PIT
1771,相当于 拎包 即 可 入住 ！,[0_1_2_3_4],[5],PIT
1772,车位 租金 ： 65/month .,[0_1],[2_3_4],PIT
1773,* 含有 车位 ；,[1_2],[0_3],PIT
1774,* 公寓 很 安全 ， 周边 超市 餐馆 齐全 ， 生活 便利 。,[1_2_3_5_6_7_8_10_11],[0_4_9_12],PIT
1775,* 公寓 内 可以 养 猫 。,[1_2_3_4_5],[0_6],PIT
1776,设施 ： 家具 特别 齐全 ， 全部 赠送 ， 拎包 入住 。,[0_2_3_4_6_7_9_10],[1_5_8_11],PIT
1780,还有 一 个 很 大 的 院子 可以 停车 .,[0_1_2_3_4_5_6_7_8],[9],PIT
1781,【 租金 】 ： 每 个 月 $600+utilities ， 可以 跟 房东 直接 签 合同 .,[1_4_5_6_9_10_11_12_13_14],[0_2_3_7_8_15],PIT
1785,家具 ： 赠送 全 套 家具 、 炊具 ， 保证 拎包 入住 。,[0_2_3_4_5_7_9_10_11],[1_6_8_12],PIT
1786,直通 楼 后 庭院 ， 可 野炊 。,[0_1_2_3_5_6],[4_7],PIT
1787,附件 ： 公寓 照片,[0_2_3],[1],PIT
1789,位于 小区 中央 内部 ， 前后 门 都 不 临街 ， 后门 落地 窗 没有 任何 阻挡 视野 开阔 ， 采光 非常 好 。,[0_1_2_3_5_6_7_8_9_11_12_13_14_15_16_17_18_20_21_22],[4_10_19_23],PIT
1790,其余 家具 根据 情况 可以 商议 。,[0_1_2_3_4_5],[6],PIT
1791,小区 的 物业 管理 和 卫生 维护 的 很 好 ， 基本上 保修 当天 就 能 来 。,[0_1_2_3_4_5_6_7_8_9_11_12_13_14_15_16],[10_17],PIT
1792,每 几 天 就 有 人 修剪 草坪 ，,[0_1_2_3_4_5_6_7],[8],PIT
1794,小孩 老人 也 很 容易 找到 伙伴 ， 不 会 寂寞 。,[0_1_2_3_4_5_6_8_9_10],[7_11],PIT
1795,我们 当时 也 是 听 很多 朋友 推荐 过 ， 后来 看到 有 房子 空 出来 就 买 了 。,[0_1_2_3_4_5_6_7_8_10_11_12_13_14_15_16_17_18],[9_19],PIT
1796,楼主 ， 多少 钱 ？,[0_2_3],[1_4],PIT
1802,走过 路过 别 错过 了 房子 真的 还 不错 呢,[0_1_2_3_4_5_6_7_8_9],[],PIT
1804,公寓 租金 ： 2010/month ；,[0_1],[2_3_4],PIT
1806,（ 可以 附送 家具 ）,[1_2_3],[0_4],PIT
1807,周边 超市 餐馆 齐全 ， 生活 便利 。,[0_1_2_3_5_6],[4_7],PIT
1809,由于 靠近 医院 ， 交通 必然 相当 方便 ， 可以 通向 任何 地方 。,[0_1_2_4_5_6_7_9_10_11_12],[3_8_13],PIT
1810,全景 落地窗 和 后院 ， 中央 空调 。,[0_1_2_3_5_6],[4_7],PIT
1811,可 带 车库,[0_1_2],[],PIT
1812,小区 封闭 安全 ， 环境 干净 整洁 ， 住户 全 是 学生 ， 礼貌 可靠 。,[0_1_2_4_5_6_8_9_10_11_13_14],[3_7_12_15],PIT
1815,一 楼 一 个 卫生间 两 人 公用,[0_1_2_3_4_5_6_7],[],PIT
1817,客厅 非常 大 带有 两 个 大 衣柜 。,[0_1_2_3_4_5_6_7],[8],PIT
1819,有 健身房 泳池 ， 性价比 很 高 ， 房间 和 客厅 很 大 。,[0_1_2_4_5_6_8_9_10_11_12],[3_7_13],PIT
1820,公寓 属于 比较 新 的 ， 客厅 落地窗 ， 有 阳台 ， 阳光 很 好 。,[0_1_2_3_4_6_7_9_10_12_13_14],[5_8_11_15],PIT
1821,有意 请 尽快 联系 。,[0_1_2_3],[4],PIT
1822,设备 齐全 （ 吸尘器 厨具 烤箱 冰箱 微波炉 ）,[0_1_3_4_5_6_7],[2_8],PIT
1823,希望 你 是 ： 讲 卫生 ， 守 规则 ， 生活 习惯 良好 的 学生 。,[0_1_2_4_5_7_8_10_11_12_13_14],[3_6_9_15],PIT
1828,交通 ： 步行 到 匹大1-2 分钟 。,[0_2_3_5],[1_4_6],PIT
1829,周围 到处 是 饭店 ， 非常 方便 。,[0_1_2_3_5_6],[4_7],PIT
1835,长 租 ( 半 年 以上 ) 可以 有 优惠,[0_1_3_4_5_7_8_9],[2_6],PIT
1838,如果 有 长 租 可以 优先 。,[0_1_2_3_4_5],[6],PIT
1841,一 楼 一 间 十八 平米 和 一 间 十二 平米 的 房间 共用 一 个 卫生间 。,[0_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16],[17],PIT
1842,公寓 租金 ： 2096/month ；,[0_1],[2_3_4],PIT
1847,【 房子 】,[1],[0_2],PIT
1851,公寓 地段 黄金 位置 ，,[0_1_2_3],[4],PIT
1853,有 家具 ， 无需 额外 购置 。,[0_1_3_4_5],[2_6],PIT
1854,你 是 男生 还是 女生 啊 ？,[0_1_2_3_4_5],[6],PIT
1855,房子 一共 有 两 层 ， 一 楼 是 客厅 和 厨房 还 有 一 个 房间 ， 二 楼 有 两 个 房间 和 一 个 洗手间 。,[0_1_2_3_4_6_7_8_9_10_11_12_13_14_15_16_18_19_20_21_22_23_24_25_26_27],[5_17_28],PIT
1857,# 公寓 网站,[1_2],[0],PIT
1858,# 联系 方式,[1_2],[0],PIT
1859,麻烦 加 的 时候 备注 一下 租房 谢谢 ！,[0_1_2_3_4_5_6_7],[8],PIT
1860,北 奥克兰 这 一 块 特别 安全,[0_1_2_3_4_5_6],[],PIT
1863,顶 一 个 ， 顶 一 个,[0_1_2_4_5_6],[3],PIT
1865,房子 分为 一 厅 ， 一 室 ， 一 大 衣帽间 ， 以及 一 卫 。,[0_1_2_3_5_6_8_9_10_12_13_14],[4_7_11_15],PIT
1866,家具 都 可以 留给 你 ！,[0_1_2_3_4],[5],PIT
1867,公交 可 达 中国 超市 ， 美国 本地 超市 ， 购物 方便 。,[0_1_2_3_4_6_7_8_10_11],[5_9_12],PIT
1868,便宜 也 是 硬 道理,[0_1_2_3_4],[],PIT
1869,走过 路过 不要 错过 呀 亲,[0_1_2_3_4_5],[],PIT
1870,这么 便宜 真的 没有 第二 家 啦,[0_1_2_3_4_5_6],[],PIT
1872,所以 基本上 就是 拎包 入住 啦 ~,[0_1_2_3_4_5],[6],PIT
1883,感谢 关注 。,[0_1],[2],PIT
1886,顶 一下 .,[0_1],[2],PIT
1888,高 性价比 的 高级 公寓 ！,[0_1_2_3_4],[5],PIT
1889,每 月 租金 $700 。,[0_1_2],[3_4],PIT
1893,房间 内 有 洗衣机 ， 公寓 有 健身房 。,[0_1_2_3_5_6_7],[4_8],PIT
1897,# 联系 方式 微 信号 yuki_hang 麻烦 加 的 时候 备注 一下 租房 谢谢 ！,[1_2_3_4_6_7_8_9_10_11_12_13],[0_5_14],PIT
1898,共用 客厅 和 厨房 ， 客厅 不 出租 。,[0_1_2_3_5_6_7],[4_8],PIT
1899,请 注明 租房 咨询 哦 ～,[0_1_2_3_4],[5],PIT
1905,有 兴趣 请 联系 ：,[0_1_2_3],[4],PIT
1908,一 楼 作为 客厅 、 餐厅 、 厨房 ， 二 楼 包含 三 个 卧室 、 一 个 卫生间,[0_1_2_3_5_7_9_10_11_12_13_14_16_17_18],[4_6_8_15],PIT
1910,公共 区域 ： 卫生 由 房东 负责 打扫 ， 频率 很 高 ， 厕所 厨房 都 很 干净 ；,[0_1_3_4_5_6_7_9_10_11_13_14_15_16_17],[2_8_12_18],PIT
1911,期待 大家 联系 我 哦 ~,[0_1_2_3_4],[5],PIT
1912,居住 环境 ：,[0_1],[2],PIT
1913,安全 ： 周围 都 是 公寓 ， 安全 不必 担心,[0_2_3_4_5_7_8_9],[1_6],PIT
1914,走过 路过 不要 错过,[0_1_2_3],[],PIT
1916,家具 厨房 用具 如果 有 看 得 上 的 我 可以 超 便宜 价 给 你,[0_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15],[],PIT
1917,我 这 户 宽敞 亮堂 还 不 临街 不 吵,[0_1_2_3_4_5_6_7_8_9],[],PIT
1918,只 在 上课 前 十 分钟 出门 到 哪 栋 楼 都 不 会 迟到 （ 意味 着 能 多 睡 ） 而且 放学 走 几 步 就 能 ！,[0_1_2_3_4_5_6_7_8_9_10_11_12_13_14_16_17_18_19_20_22_23_24_25_26_27_28],[15_21_29],PIT
1919,赶紧 回家 睡 ！,[0_1_2],[3],PIT
1920,想 看 户型 室内 图片 的 可以 联系 我 ， 我 私 发给 你,[0_1_2_3_4_5_6_7_8_10_11_12_13],[9],PIT
1931,我 联系 方式 ：,[0_1_2],[3],PIT
1933,虚线 处 为 隔断,[0_1_2_3],[],PIT
1935,需要 家具 者 房间 里 家具 可 全部 免费 留下,[0_1_2_3_4_5_6_7_8_9],[],PIT
1936,交通 ： 步行 到 匹大2-3 分钟 。,[0_2_3_5],[1_4_6],PIT
1940,房间 内 的 家具 可以 便宜 出售 或 赠送 （ 书桌 ， 椅子 ， 床 ， 柜子 ， 电扇 ） ， 公寓 里 家具 齐全 ， 可以 拎包 入住 。,[0_1_2_3_4_5_6_7_8_10_12_14_16_18_21_22_23_24_26_27_28],[9_11_13_15_17_19_20_25_29],PIT
1943,条件 优秀 的 朋友 可以 刀 ！,[0_1_2_3_4_5],[6],PIT
1949,长 ， 短 租 皆 可 ， 长 租 优先 ， 短 租 一 个 月 起 。,[0_2_3_4_5_7_8_9_11_12_13_14_15_16],[1_6_10_17],PIT
1950,所以 说 ， 现在 是 非常 便宜 划算 的 。,[0_1_3_4_5_6_7_8],[2_9],PIT
1953,本人 男 ， 性格 开朗 ， 生活 习惯 还 不错 。,[0_1_3_4_6_7_8_9],[2_5_10],PIT
1954,最多 可 三 人 入住,[0_1_2_3_4],[],PIT
1956,可 赠送 部分 家具,[0_1_2_3],[],PIT
1958,直接 和 房东 交易 。,[0_1_2_3],[4],PIT
1959,本人 匹 大 研究生 即将 毕业 ， 男生 ， 求 短 租 两 个 月 ， 从 十月 底 开始 ， 客厅 卧室 均可 ， 最好 能够 拎包 入住 。,[0_1_2_3_4_5_7_9_10_11_12_13_14_16_17_18_19_21_22_23_25_26_27_28],[6_8_15_20_24_29],PIT
1960,现在 即可 拎包 入住 ~ ~,[0_1_2_3],[4_5],PIT
1961,阳光 好 房,[0_1_2],[],PIT
1962,最新 照片 链接,[0_1_2],[],PIT
1963,房东 的 联系 方式 ， 412-4788289,[0_1_2_3],[4_5],PIT
1964,一 室 一 厅 公寓 ， 空间 很大 ， 景色 好 ， 交通 便利 ， 公寓 管理 很 好 很 安全,[0_1_2_3_4_6_7_9_10_12_13_15_16_17_18_19_20],[5_8_11_14],PIT
1970,合同 一 年 一 签 ， 押金 为 一 个 月 的 房租 。,[0_1_2_3_4_6_7_8_9_10_11_12],[5_13],PIT
1971,愿意 让 半 个 月 房租,[0_1_2_3_4_5],[],PIT
1974,大理石 台面 的 厨房 是 去年 新 装修 的 ， 每 个 房间 都 有 空调 。,[0_1_2_3_4_5_6_7_8_10_11_12_13_14_15],[9_16],PIT
1977,入住 时间 从 十二月 一号 .,[0_1_2_3_4],[5],PIT
1979,拎包 入住 .,[0_1],[2],PIT
1980,如 有 兴趣,[0_1_2],[],PIT
1982,都 是 全新 ！,[0_1_2],[3],PIT
1984,房东 在 匹 大 工作 ， 也 在 房屋 内 居住 ， 有 什么 问题 可以 随时 反应 ， 光速 解决 ， 房屋 状态 有 保障 。,[0_1_2_3_4_6_7_8_9_10_12_13_14_15_16_17_19_20_22_23_24_25],[5_11_18_21_26],PIT
1985,顶 一 个 顶 一 个 ！,[0_1_2_3_4_5],[6],PIT
1986,已 租 到 谢谢 各位 老板,[0_1_2_3_4_5],[],PIT
1987,不过 还是 多谢 提醒 ~,[0_1_2_3],[4],PIT
1989,带 基本 家具 和 帘子 。,[0_1_2_3_4],[5],PIT
1990,长 ， 短 租 皆 可 。,[0_2_3_4_5],[1_6],PIT
1991,短 租 至少 一 个 月 ， 租金 为 $500 / 一 个 月 全 包 。,[0_1_2_3_4_5_7_8_11_12_13_14_15],[6_9_10_16],PIT
1992,房型 是 两 室 一 厅 一 厨 一 卫 ， 客厅 空间 大 ， 采光 良好 ， 冬 有 暖气 夏 有 空调 。,[0_1_2_3_4_5_6_7_8_9_11_12_13_15_16_18_19_20_21_22_23],[10_14_17_24],PIT
1993,厨房 有 烤箱 、 微波炉 、 厨具 齐全 。,[0_1_2_4_6_7],[3_5_8],PIT
1994,物业 良好 ， 维修 方便 。,[0_1_3_4],[2_5],PIT
1995,（ * 以上 不需要 的 家具 厨具 等 ， 我 也 可以 直接 处理 掉 。,[2_3_4_5_6_7_9_10_11_12_13_14],[0_1_8_15],PIT
1996,希望 你 也是 一 个 安静 的 女生 。,[0_1_2_3_4_5_6_7],[8],PIT
1997,（ 仅限 女生 ）,[1_2],[0_3],PIT
1998,谢谢 关注 ～～～,[0_1],[2],PIT
1999,更新 了 ～～～,[0_1],[2],PIT
2000,每 月 租金 $600 。,[0_1_2],[3_4],PIT
2004,现出 租 的 房间 是 二 楼 的 卧室 。,[0_1_2_3_4_5_6_7_8],[9],PIT
2006,房子 最好 是 一 居室 ， 带有 独立 卫生间 ， 有 厨房 ；,[0_1_2_3_4_6_7_8_10_11],[5_9_12],PIT
2007,房间 最好 带 家具 。,[0_1_2_3],[4],PIT
2015,不过 都 可以 ！,[0_1_2],[3],PIT
2016,现有 匹兹堡 公寓 出租 。,[0_1_2_3],[4],PIT
2017,公寓 在 匹兹堡 非常 有名 ， 是 大多数 学生 的 选择 。,[0_1_2_3_4_6_7_8_9_10],[5_11],PIT
2018,安全 舒服 交通 方便 。,[0_1_2_3],[4],PIT
2022,本人 有 车 ， 可以 带 你 去 超市 购物 。,[0_1_2_4_5_6_7_8_9],[3_10],PIT
2024,促销 促销 ！,[0_1],[2],PIT
2025,现在 租 可以 优惠 一 个 月 房租 ！,[0_1_2_3_4_5_6_7],[8],PIT
2026,九月 到 年底 短 租 。,[0_1_2_3_4],[5],PIT
2027,已 租 到 ， 谢谢 大家 的 信息 ！,[0_1_2_4_5_6_7],[3_8],PIT
2028,已 更新 ， 欢迎 联系,[0_1_3_4],[2],PIT
2033,该 公寓 环境 优美 ， 十分 安静 、 安全 ；,[0_1_2_3_5_6_8],[4_7_9],PIT
2034,求 即日 到 9/10 短 租 ， 是 女生 。,[0_1_2_4_5_7_8],[3_6_9],PIT
2035,多谢 联系 ， 谢谢 ！,[0_1_3],[2_4],PIT
2038,关于 房租 ， 今年 的 房租 比 去年 涨 了 很多 ， 目前 一 套 租金 是 $1105 。,[0_1_3_4_5_6_7_8_9_10_12_13_14_15_16],[2_11_17_18],PIT
2041,有意 请 扫 微 信 。,[0_1_2_3_4],[5],PIT
2043,如有 意向 可以 随时 联系 ， 本人 可 提供 照片 ， 也 可 即时 拍 视频 给 对方 看 生活 的 环境 。,[0_1_2_3_4_6_7_8_9_11_12_13_14_15_16_17_18_19_20_21],[5_10_22],PIT
2044,客厅 位置 很 好 ， 与 厨房 不 相连 ， 相当于 独立 房间 。,[0_1_2_3_5_6_7_8_10_11_12],[4_9_13],PIT
2045,还有 现成 全新 屏风 低价 转卖 。,[0_1_2_3_4_5],[6],PIT
2046,户型 图 如下 ：,[0_1_2],[3],PIT
2047,客厅 里 已 有 桌子 和 床 ， 可以 直接 拎包 入住 。,[0_1_2_3_4_5_6_8_9_10_11],[7_12],PIT
2054,冬 有 暖气 （ 暖气 的 费用 已经 包含 在 房租 中 ） ， 夏 有 空调 。,[0_1_2_4_5_6_7_8_9_10_11_14_15_16],[3_12_13_17],PIT
2055,公寓 有 规模 不 小 的 健身房 ， 这 是 我 当时 选 这个 公寓 的 重要 原因 。,[0_1_2_3_4_5_6_8_9_10_11_12_13_14_15_16_17],[7_18],PIT
2056,客厅 也 必须 租 一 年 么,[0_1_2_3_4_5_6],[],PIT
2057,房子 不 朝 马路 ， 安静 。,[0_1_2_3_5],[4_6],PIT
2058,室内 有 空调 ， 木质 地板 。,[0_1_2_4_5],[3_6],PIT
2059,松鼠 山 附近 很 安全 ， 周围 条件 很 好 。,[0_1_2_3_4_6_7_8_9],[5_10],PIT
2066,希望 你们 是 单身 的 中国 学生 或 访问 学者 ， 不 吸烟 ， 不 吸毒 ， 不 养 宠物 ， 爱 清洁 ， 寻求 安静 和谐 的 居住 环境 。,[0_1_2_3_4_5_6_7_8_9_11_12_14_15_17_18_19_21_22_24_25_26_27_28_29],[10_13_16_20_23_30],PIT
2072,匹 大 校区 内 黄金 位置 房间 出租 ！,[0_1_2_3_4_5_6_7],[8],PIT
2074,环境 ： 安静 的 住宅 街区 ， 很 好 停车 。,[0_2_3_4_5_7_8_9],[1_6_10],PIT
2077,干净 整洁 的 卫生间,[0_1_2_3],[],PIT
2078,另 一 个 卫生间,[0_1_2_3],[],PIT
2079,大 厨房 ~ ~,[0_1],[2_3],PIT
2080,独立 卧室 ~ ~,[0_1],[2_3],PIT
2087,希望 您 是 单身 的 中国 学生 、 学者 ， 脾气 温和 ， 不 吸烟 ， 不 吸毒 ， 不 养 宠物 ， 公共 卫生 习惯 良好 ， 即 日 可以 入住 ， 合约 为 一 年 。,[0_1_2_3_4_5_6_8_10_11_13_14_16_17_19_20_21_23_24_25_26_28_29_30_31_33_34_35_36],[7_9_12_15_18_22_27_32_37],PIT
2090,本人 已 去 看 过 房子 ， 环境 ， 位置 ， 条件 · 都 很 好 ， 中央 暖气 空调 ， 在 城内 这个 价位 难得 找到 这么 好 的 房子 。,[0_1_2_3_4_5_7_9_11_13_14_15_17_18_19_21_22_23_24_25_26_27_28_29_30],[6_8_10_12_16_20_31],PIT
2091,他 的 卧室 和 卫生间 完全 独立 。,[0_1_2_3_4_5_6],[7],PIT
2092,租约 可以 半年 ， 然后 再 续 。,[0_1_2_4_5_6],[3_7],PIT
2093,我 发 了 邮件 却 没 人 回 ， 有 其他 联系 方式 吗 ？,[0_1_2_3_4_5_6_7_9_10_11_12_13],[8_14],PIT
2094,现在 先 考虑 一 年 的,[0_1_2_3_4_5],[],PIT
2095,匹 大 附近 有 一 栋 三 层 楼 六 卧室 ， 两 个 带 浴室 的 卫生间 房子 。,[0_1_2_3_4_5_6_7_8_9_10_12_13_14_15_16_17_18],[11_19],PIT
