MTurk IDS,Date,Amount Paid out
A25E8HG81MZTA9,,
,2019-12-06 17:54:28 -0800,0.01
total:,0.01,
A2OATZCX1YXE77,,
,2019-12-06 20:16:53 -0800,0.01
total:,0.01,
AURO9GRVYMSD7,,
,2019-12-06 18:50:00 -0800,0.01
total:,0.01,
AVP46QHD3WOT3,,
,2019-12-06 20:33:28 -0800,0.01
total:,0.01,
A194DAP95EE1OY,,
,2019-12-06 18:49:40 -0800,0.01
total:,0.01,
A12E78UO74F1VV,,
,2019-12-06 18:41:24 -0800,0.01
,2019-12-10 11:57:58 -0800,0.01
total:,0.02,
A2KEU0SBV3ME8R,,
,2019-12-06 18:09:10 -0800,0.01
total:,0.01,
A2CI95S515N4T4,,
,2019-12-06 21:05:19 -0800,0.01
total:,0.01,
A2ZDQ7YVKJUV8E,,
,2019-12-06 20:52:44 -0800,0.01
total:,0.01,
AZGOCZR5GZH09,,
,2019-12-06 18:40:39 -0800,0.01
total:,0.01,
A1XARUPXWKL2KY,,
,2019-12-06 20:33:33 -0800,0.01
total:,0.01,
AIHVLBHJROONN,,
,2019-12-06 20:42:49 -0800,0.01
,2019-12-10 14:11:09 -0800,0.01
total:,0.02,
AQG99KX4B74P4,,
,2019-12-06 18:00:55 -0800,0.01
total:,0.01,
ARGR4AJESGHHP,,
,2019-12-06 19:03:24 -0800,0.01
total:,0.01,
A2BN750WLJYOV0,,
,2019-12-06 19:36:24 -0800,0.01
total:,0.01,
A1JKXJ8OSXAZLM,,
,2019-12-06 20:28:03 -0800,0.01
total:,0.01,
A3RZXYMT4ZCAS,,
,2019-12-06 18:58:37 -0800,0.01
,2019-12-09 23:23:04 -0800,1.5
,2019-12-10 11:34:26 -0800,2.0
,2019-12-10 11:34:26 -0800,2.0
,2019-12-10 11:34:26 -0800,2.0
,2019-12-10 11:34:26 -0800,2.0
,2019-12-10 11:34:26 -0800,2.0
,2019-12-10 11:34:26 -0800,2.0
,2019-12-10 11:34:26 -0800,2.0
,2019-12-10 11:34:26 -0800,1.5
,2019-12-10 11:34:26 -0800,1.5
,2019-12-10 11:34:26 -0800,1.5
total:,20.009999999999998,
ARCNJKJ3GV2EG,,
,2019-12-06 20:47:26 -0800,0.01
total:,0.01,
AV182SXSO370E,,
,2019-12-06 18:46:51 -0800,0.01
total:,0.01,
A1G43CWUW76IXU,,
,2019-12-06 18:44:04 -0800,0.01
total:,0.01,
ASFBR18FCV8Z1,,
,2019-12-06 20:20:40 -0800,0.01
,2019-12-10 14:17:32 -0800,2.0
,2019-12-10 14:17:32 -0800,2.0
,2019-12-10 14:17:32 -0800,2.0
,2019-12-10 14:17:32 -0800,2.0
,2019-12-10 14:17:32 -0800,1.5
,2019-12-10 14:17:32 -0800,1.5
total:,11.01,
A2SKH7WZUEDGGI,,
,2019-12-06 20:30:42 -0800,0.01
total:,0.01,
A13CLN8L5HFT46,,
,2019-12-06 18:35:25 -0800,0.01
total:,0.01,
A1E8PIR82KIJEP,,
,2019-12-06 20:22:52 -0800,0.01
total:,0.01,
A2L5E4L43W1YA4,,
,2019-12-06 19:39:53 -0800,0.01
,2019-12-10 13:34:13 -0800,0.01
total:,0.02,
AW05ZDBCQIU8F,,
,2019-12-10 13:35:22 -0800,1.5
,2019-12-10 13:35:22 -0800,0.01
,2019-12-10 13:35:22 -0800,2.0
,2019-12-10 13:35:22 -0800,2.0
,2019-12-10 13:35:22 -0800,2.0
,2019-12-10 13:35:22 -0800,2.0
,2019-12-10 13:35:22 -0800,2.0
,2019-12-10 13:35:22 -0800,2.0
,2019-12-10 13:35:22 -0800,2.0
,2019-12-10 13:35:22 -0800,1.5
,2019-12-10 13:35:22 -0800,1.5
,2019-12-10 13:35:22 -0800,1.5
,2019-12-10 13:35:22 -0800,1.5
,2019-12-10 13:35:22 -0800,1.5
,2019-12-10 13:35:22 -0800,1.5
total:,24.509999999999998,
ACXUE83055GS7,,
,2019-12-10 12:23:30 -0800,0.01
total:,0.01,
AOBK60ODMSKL4,,
,2019-12-10 12:29:50 -0800,0.01
total:,0.01,
AQNY6QTZVXGEV,,
,2019-12-10 13:31:00 -0800,0.01
total:,0.01,
A2XJN5S3UZYB3I,,
,2019-12-10 11:36:44 -0800,0.01
total:,0.01,
A1NOINYD1FZ55T,,
,2019-12-10 13:33:09 -0800,0.01
total:,0.01,
A1WTD5OHCQS3TG,,
,2019-12-10 14:31:30 -0800,0.01
total:,0.01,
A3RJ6WTOZBZ0LF,,
,2019-12-10 14:54:27 -0800,0.01
total:,0.01,
A31IOAEFF0W6ZJ,,
,2019-12-10 12:51:18 -0800,0.01
total:,0.01,
A28SEG3X1V926Y,,
,2019-12-10 14:30:39 -0800,0.01
total:,0.01,
AFDOCG0RZGSXU,,
,2019-12-10 11:32:09 -0800,0.01
total:,0.01,
A2X2PDIZV8JYXT,,
,2019-12-10 14:24:54 -0800,0.01
total:,0.01,
A1EWAM6G9JRD87,,
,2019-12-10 14:01:45 -0800,0.01
total:,0.01,
A1K7XYGLK76V5F,,
,2019-12-10 14:40:09 -0800,0.01
total:,0.01,
A2JKETV64OU7DY,,
,2019-12-10 14:23:20 -0800,0.01
total:,0.01,
A39E180AA4HXPG,,
,2019-12-10 11:25:55 -0800,0.01
total:,0.01,
A1LXWWKE2YB3AL,,
,2019-12-10 13:02:12 -0800,0.01
total:,0.01,
A2Q24P16207XR4,,
,2019-12-10 12:20:16 -0800,0.01
total:,0.01,
A2BFJUDBW8ZNTQ,,
,2019-12-10 12:29:04 -0800,0.01
total:,0.01,
A1HS3ZU0I8QY2M,,
,2019-12-10 13:41:09 -0800,0.01
total:,0.01,
A6QMEKPKHQDW0,,
,2019-12-10 12:45:50 -0800,0.01
total:,0.01,
A3G11HOZ5PCWOH,,
,2019-12-10 13:31:55 -0800,0.01
total:,0.01,
A308SP0K4TZY4Y,,
,2019-12-10 12:07:21 -0800,0.01
total:,0.01,
A2Y2RVQO2UVFV1,,
,2019-12-10 12:07:26 -0800,0.01
total:,0.01,
A1ATHELT6MT9EQ,,
,2019-12-10 11:27:36 -0800,0.01
total:,0.01,
ASY5AZCZEM04L,,
,2019-12-10 11:39:24 -0800,0.01
total:,0.01,
ANUG05IDFTWF,,
,2019-12-10 14:19:48 -0800,0.1
total:,0.1,
A2ZKMDAQ3XUVCT,,
,2019-12-10 12:51:37 -0800,0.1
total:,0.1,
AWITQJV4D1QA4,,
,2019-12-10 14:03:19 -0800,0.1
total:,0.1,
A1LTTRLF76BM82,,
,2019-12-10 12:36:18 -0800,0.1
total:,0.1,
A1ODFH3XNVEVZ1,,
,2019-12-10 12:25:09 -0800,0.1
total:,0.1,
A1MGYU8MBQSFKS,,
,2019-12-10 14:19:49 -0800,0.1
total:,0.1,
A3LAXVISEH1UYM,,
,2019-12-10 13:07:31 -0800,0.1
total:,0.1,
A3VWU0WEB2VD48,,
,2019-12-10 12:06:19 -0800,0.1
total:,0.1,
A21BGF9L7LYD93,,
,2019-12-10 11:41:26 -0800,0.1
total:,0.1,
AESKW0ROSKQTX,,
,2019-12-10 14:33:01 -0800,0.1
total:,0.1,
A18WFPSLFV4FKY,,
,2019-12-10 13:52:52 -0800,0.1
total:,0.1,
A11SJII03WX2Q0,,
,2019-12-10 14:45:44 -0800,0.1
total:,0.1,
A1T6C48OUKTCGC,,
,2019-12-10 13:42:43 -0800,0.1
total:,0.1,
A17VD2A6755FFG,,
,2019-12-10 15:07:28 -0800,0.1
total:,0.1,
A1P0SZ4C7PLX7K,,
,2019-12-10 11:12:45 -0800,0.1
total:,0.1,
A2VNR6984SDFGQ,,
,2019-12-10 12:34:44 -0800,0.1
total:,0.1,
A140XN7L1R36F3,,
,2019-12-10 14:49:33 -0800,0.1
total:,0.1,
A3O9WZNVQSQC1S,,
,2019-12-10 11:21:29 -0800,0.1
total:,0.1,
AKIKWHBBCL3P3,,
,2019-12-10 13:23:26 -0800,0.1
total:,0.1,
A119XB4OETWU59,,
,2019-12-10 11:48:47 -0800,0.1
total:,0.1,
AA0KBNOV3NW2U,,
,2019-12-10 12:48:42 -0800,0.1
total:,0.1,
A211PFB7AXZMPE,,
,2019-12-10 14:53:50 -0800,0.1
total:,0.1,
A2IG18D6M0GNUZ,,
,2019-12-10 12:51:10 -0800,0.1
total:,0.1,
AN2QB5RWEXV41,,
,2019-12-10 11:26:54 -0800,0.1
total:,0.1,
A3MSM9U7PZZI1V,,
,2019-12-10 11:53:10 -0800,0.1
total:,0.1,
A3IRFGLZYMXZ19,,
,2019-12-10 13:13:05 -0800,0.1
total:,0.1,
A11DIVCBTYFDV4,,
,2019-12-10 14:41:35 -0800,0.1
total:,0.1,
A1OJ8IJAEIWL9T,,
,2019-12-10 13:15:18 -0800,0.1
total:,0.1,
ADM83RXAAL9OP,,
,2019-12-10 12:09:18 -0800,0.1
total:,0.1,
Sum of totals: ,495.1000000000011,
Number of MTurkers: ,311,
