sentence ID,original,translated,untranslated word,cs indices in original,cs indices in translated,punct indices in original,punct indices in translated
955,欢迎 联系 我 ： 电话 pn-14 ， email ： em@54,欢迎 联系 我 ： 电话 pn-14 ， 邮件 ： em@54,[],[7_8_9],[7_8_9],[3_5_6_8_9],[3_5_6_8_9]
957,个人 认为 这 真的 应该 是 匹 村 性价比 最高 的 房子 了 ， 最 重要 的 是 ， 房东 超级 nice ！,个人 认为 这 真的 应该 是 匹 村 性价比 最高 的 房子 了 ， 最 重要 的 是 ， 房东 超级 好 ！,[],[21_22],[21_22],[13_18_22],[13_18_22]
959,html 如 有 兴趣 ， 请 phone : 三一二-9二9-9五二6email : em@55,短讯 如 有 兴趣 ， 请 手机 : 三一二-9二9-9五二6email : em@55,[],[0_6_7_8_9_10],[0_6_7_8_9_10],[4_7_9_10],[4_7_8_9_10]
960,附近 有 一 个 playground ， 可以 打 篮球 ， 羽毛球 ， 网球 等等 。,附近 有 一 个 操场 ， 可以 打 篮球 ， 羽毛球 ， 网球 等等 。,[],[4_5],[4_5],[5_9_11_14],[5_9_11_14]
964,客厅 和 卧室 都 非常 大 ， nicely-furnished ， everything is included !,客厅 和 卧室 都 非常 大 ， 精装 ， 一切 都 包 ！,[],[7_8_9_10_11_12],[7_8_9_10_11_12],[6_8_12],[6_8_12]
968,其他 另外 本人 去年 暑假 就 来 参加 了 acc ， 如果 是 参加 acc 的 同学 ， 我 这里 可以 无偿 提供 教材 和 资料 。,其他 另外 本人 去年 暑假 就 来 参加 了 会计 ， 如果 是 参加 会计 的 同学 ， 我 这里 可以 无偿 提供 教材 和 资料 。,[],[9_10_14],[9_10_14],[10_17_26],[10_17_26]
971,联系 方式 ： email ： em@56,联系 方式 ： 邮件 ： em@56,[],[3_4_5],[3_4_5],[2_4_5],[2_4_5]
972,g1dfa4c7c0_03 是 google drive 共享 ， 请 放心 浏览 。,g1dfa4c7c0_03 是 谷歌 硬盘 共享 ， 请 放心 浏览 。,[],[0_2_3],[0_2_3],[5_9],[0_5_9]
973,html 有意 请 短信 pn-15 ， 或者 邮件 联系 em@57,短讯 有意 请 短信 pn-15 ， 或者 邮件 联系 em@57,[],[0],[0],[4_5_9],[4_5_9]
974,主 卧室 ( bedroom ) 含 独立 卫生间 ： 5/15-6/30,主 卧室 ( 卧室 ) 含 独立 卫生间 ： 5/15-6/30,[],[3_4],[3_4],[2_4_8],[2_4_8]
975,floor plan 已 附 。,户型 图 已 附 。,[],[0_1],[0_1],[4],[4]
978,客厅 里 有 沙发 和 桌子 ， 空间 很大 你 都 可以 开 party 。,客厅 里 有 沙发 和 桌子 ， 空间 很大 你 都 可以 开 聚会 。,[],[13_14],[13_14],[6_14],[6_14]
979,house 有 三 个 bedroom ， 出租 其中 一 个 。,房间 有 三 个 卧室 ， 出租 其中 一 个 。,[],[0_4_5],[0_4_5],[5_10],[5_10]
985,cell : pn-16 谢谢 啦,电话 : pn-16 谢谢 啦,[],[0_1_2],[0_1_2],[1_2],[1_2]
987,客厅 面积 相当 大 ， 摆 完 桌子 书架 柜子 依然 绰绰有余 ， 适合 聚会 开 party 。,客厅 面积 相当 大 ， 摆 完 桌子 书架 柜子 依然 绰绰有余 ， 适合 聚会 开 派对 。,[],[16_17],[16_17],[4_12_17],[4_12_17]
988,房子 采用 节能 设计 ， utilities 相比 很多 其他 房子 便宜 。,房子 采用 节能 设计 ， 配套 设施 相比 很多 其他 房子 便宜 。,[],[5],[5_6],[4_11],[4_12]
991,apartmenttypeid=309 位置 : aiken 和 center 的 交叉 路口 .,apartmenttypeid=309 位置 : 艾肯 和 中央 街 的 交叉 路口 。,[],[0_3_5],[0_3_5_6],[2_9],[0_2_10]
993,家具 : closet 一 间 基本 你 自己 一 个 人 使用 .,家具 : 衣橱 一 间 基本 你 自己 一 个 人 使用 。,[],[2],[2],[1_12],[1_12]
1000,pdf 家具 齐全 ， 可 拎包 入住 。,文件 格式 家具 齐全 ， 可 拎包 入住 。,[],[0],[0_1],[3_7],[4_8]
1002,lease 结束 的 时候 可以 半 卖 半 送 所有 家具 ！,租契 结束 的 时候 可以 半 卖 半 送 所有 家具 ！,[],[0],[0],[11],[11]
1005,离 餐馆 和 超市 很 近 ， 选择 也 很多 ( chinese ， korean ， indian ， american ， vietnamese .,离 餐馆 和 超市 很 近 ， 选择 也 很多 ( 中餐 ， 韩餐 ， 印度 餐 ， 美餐 ， 越南 餐 。,[],[11_12_13_14_15_16_17_18_19_20],[11_12_13_14_15_16_17_18_19_20_21],[6_10_12_14_16_18_20],[6_10_12_14_17_19]
1006,) 非常 适合 暑假 短暂 visit ， 或者 新生 。,) 非常 适合 暑假 短暂 游学 ， 或者 新生 。,[],[0_5_6],[0_5_6],[0_6_9],[0_6_9]
1009,客厅 还 有 一 个 小 的 balcony 。,客厅 还 有 一 个 小 的 balcony 。,[balcony],[7_8],[7_8],[8],[8]
1010,如果 您 有 兴趣 请 直接 联系 我 ， email ： em@59,如果 您 有 兴趣 请 直接 联系 我 ， 邮件 ： em@59,[],[9_10_11],[9_10_11],[8_10_11],[8_10_11]
1011,plus ： 因为 是 house ， 前门 的 porch 是 我们 ， feel free to use 。,备注 ： 因为 是 房子 ， 前门 的 门廊 是 我们 ， 随意 使用 。,[],[0_1_4_5_8_12_13_14_15_16],[0_1_4_5_8_12_13_14],[1_5_11_16],[1_5_11_14]
1012,应该 再 怒 送 租房 的 人 一 个 offer,应该 再 怒 送 租房 的 人 一 个 录取通知书,[],[9],[9]
1016,就读 pitt mse 。,就读 匹兹堡 mse 专业 。,[mse],[1_2_3],[1_2_3_4],[3],[4]
1017,html 如有 需要 请 发送 邮件 em@60,短讯 如有 需要 请 发送 邮件 em@60,[],[0],[0],[6],[6]
1021,租约 也 和 这 家 公司 签 legal lease contract ， 不 是 和 我们 签 .,租约 也 和 这 家 公司 签 l合法 租约 ， 不 是 和 我们 签 。,[],[7_8_9_10],[7],[10_16],[9_15]
1022,备注 : 这 间 apartment 住房 的 质量 不同 ， 有的 房间 暖气 什么 都 不 work ， 我们 房间 各 个 设施 都 可以 work .,备注 : 这 间 公寓 住房 的 质量 不同 ， 有的 房间 暖气 什么 都 不 好使 ， 我们 房间 各 个 设施 都 可以 使用 。,[],[4_16_17_25_26],[4_16_17_25_26],[1_9_17_26],[1_9_17_26]
1023,包 水 和 gas ， 不 包 电 和 网络 。,包 水 和 燃气 ， 不 包 电 和 网络 。,[],[3_4],[3_4],[4_10],[4_10]
1025,html 详情 请 联系 ： em@61,短讯 详情 请 联系 ： em@61,[],[0],[0],[4_5],[4_5]
1027,可以 从 summer 或 fall 开始 ， 一直 租 到 明年 。,可以 从 夏天 或 秋天 开始 ， 一直 租 到 明年 。,[],[2_4],[2_4],[6_11],[6_11]
1028,联系 方式 vivian em@62,联系 方式 薇薇 安 em@62,[],[2_3],[2_3_4],[3],[4]
1029,房租 包 电 以外 的 所有 utility ， 房间 内 家具 齐全 （ 真皮 沙发 ， king size 大 床 ） ， 拎包 入住 。,房租 包 电 以外 的 所有 配套 设施 ， 房间 内 家具 齐全 （ 真皮 沙发 ， 特大号 床垫 大 床 ） ， 拎包 入住 。,[],[6_7_16_17],[6_7_8_17_18],[7_12_15_20_21_24],[8_13_16_21_22_25]
1034,更多 照片 可以 来 email 联系 提供 。,更多 照片 可以 来 邮件 联系 提供 。,[],[4],[4],[7],[7]
1035,具体 请 google 之 。,具体 请 谷歌 之 。,[],[2],[2],[4],[4]
1037,包括 床 （ full size ） ， 桌子 ， 转椅 ， 柜子 ， 灯 等等 。,包括 床 （ 大号 床垫 ） ， 桌子 ， 转椅 ， 柜子 ， 灯 等等 。,[],[3_4_5_6],[3_4_5_6],[2_5_6_8_10_12_15],[2_5_6_8_10_12_15]
1038,但是 在 email 里面 他 想 索要 我 的 地址 ， 想要 给 我 寄 支票 。,但是 在 邮件 里面 他 想 索要 我 的 地址 ， 想要 给 我 寄 支票 。,[],[2],[2],[10_16],[10_16]
1039,于是 google 了 一下 ， 发现 是 个 骗子 。,于是 谷歌 了 一下 ， 发现 是 个 骗子 。,[],[1],[1],[4_9],[4_9]
1040,房型 结构 ： house 一共 三 层 ， 共 四 间 卧室 ， 一 层 是 客厅 和 厨房 ， 二 、 三 两 层 各 两 间 卧室 和 卫生间 。,房型 结构 ： 房子 一共 三 层 ， 共 四 间 卧室 ， 一 层 是 客厅 和 厨房 ， 二 、 三 两 层 各 两 间 卧室 和 卫生间 。,[],[3],[3],[2_7_12_19_21_31],[2_7_12_19_21_31]
1041,basement 有 free laundry and dryer .,地下室 有 免费 洗衣 和 烘干 。,[],[0_2_3_4_5_6],[0_2_3_4_5_6],[6],[6]
1043,照片 可以 来 email 联系 提供 。,照片 可以 来 邮件 联系 提供 。,[],[3],[3],[6],[6]
1044,包括 床 （ queen size ） ， 桌子 ， 转椅 ， 柜子 ， 灯 等等 。,包括 床 （ 较 大号 床垫 ） ， 桌子 ， 转椅 ， 柜子 ， 灯 等等 。,[],[3_4_5_6],[3_4_5_6_7],[2_5_6_8_10_12_15],[2_6_7_9_11_13_16]
1045,抱歉 ， bed size 写 错 了 ， 床 是 full size 的 。,抱歉 ， 床 大小 写 错 了 ， 床 是 大号 床垫 的 。,[],[2_3_10_11],[3_10_11],[1_7_13],[1_7_13]
1048,环境 舒适 ： squirrel hill 是 pittsburgh 最 安全 的 一 个 区 ， 大部分 是 留学生 ， 晚上 非常 安静 。,环境 舒适 ： 松鼠山 匹兹堡 最 安全 的 一 个 区 ， 大部分 是 留学生 ， 晚上 非常 安静 。,[],[3_4_6],[3_4],[2_13_17_21],[2_11_15_19]
1050,html 联系 邮件 ： em@63,短讯 联系 邮件 ： em@63,[],[0],[0],[3_4],[3_4]
1052,我 在 n neville 。,我 在 南 内 伟业街 。,[],[2_3_4],[2_3_4_5],[4],[5]
1053,devonshire apartment 一 厅 一 室 。,德文郡 公寓 一 厅 一 室 。,[],[0_1],[0_1],[6],[6]
1055,家具 : 有 一些 家具 ， basement 里面 也 有 一些 之前 同学 留下 的 。,家具 : 有 一些 家具 ， 地下室 里面 也 有 一些 之前 同学 留下 的 。,[],[6],[6],[1_5_15],[1_5_15]
1056,house 状况 非常 好 ， 地板 地毯 都 是 两 年 新 ， 干净 整齐 漂亮 。,房子 状况 非常 好 ， 地板 地毯 都 是 两 年 新 ， 干净 整齐 漂亮 。,[],[0],[0],[4_12_16],[4_12_16]
1057,我 有意 租 house ， 联系 我 em@64,我 有意 租 房子 ， 联系 我 em@64,[],[3_4],[3_4],[4_7],[4_7]
1062,原价 ： 房租 一 共 是 $1350 ( 可以 给 你 看 我们 的 lease ) ， 三 间 房 其中 一 间 大 的 是 $490 ， 其他 两 间 都 是 $430 。,原价 ： 房租 一 共 是 $1350 ( 可以 给 你 看 我们 的 租约 ) ， 三 间 房 其中 一 间 大 的 是 $490 ， 其他 两 间 都 是 $430 。,[],[14_15_16],[14_15_16],[1_7_15_16_27_34],[1_6_7_15_16_26_27_33_34]
1063,这个 价格 加上 补贴 之后 非常 划算 ， 在 sq hill 你 找 不 到 性价比 更 高 的 了 ！,这个 价格 加上 补贴 之后 非常 划算 ， 在 松鼠山 你 找 不 到 性价比 更 高 的 了 ！,[],[9_10],[9],[7_20],[7_19]
1064,html 联系 方式 ： pn-17 ，,短讯 联系 方式 ： pn-17 ，,[],[0],[0],[3_4_5],[3_4_5]
1065,房产 公司 为 rockwell realty ， 是 pittsburgh 一 家 较为 出名 的 房产 公司 ， 管理 完善 服务 到位 。,房产 公司 为真 岩石 ， 是 匹兹堡 一 家 较为 出名 的 房产 公司 ， 管理 完善 服务 到位 。,[],[3_4_5_7],[2_3_4_6],[5_15_20],[4_14_19]
1067,卫生间 以及 客厅 ， 厨房 和 另 一 个 中国 女生 share .,卫生间 以及 客厅 ， 厨房 和 另 一 个 中国 女生 共享 。,[],[11_12],[11_12],[3_12],[3_12]
1069,公寓 带 garage ， laundry ， 电梯 ， 公寓 每 周 都 有 人 来 打扫 公共 区域 ， 屋子 里 家具 都 有 ， 可以 拎包 入住 ， 家具 全部 免费 赠送 ！,公寓 带 车库 ， 洗衣 ， 电梯 ， 公寓 每 周 都 有 人 来 打扫 公共 区域 ， 屋子 里 家具 都 有 ， 可以 拎包 入住 ， 家具 全部 免费 赠送 ！,[],[2_3_4_5],[2_3_4_5],[3_5_7_18_24_28_33],[3_5_7_18_24_28_33]
1073,floor plan 见 附件 。,户型 图 见 附件 。,[],[0_1],[0_1],[4],[4]
1074,由于 本人 年底 毕业 要 搬家 ， 现出 租 squirrel hill house 里 的 一 间 卧室 。,由于 本人 年底 毕业 要 搬家 ， 现出 松鼠山 房子 里 的 一 间 卧室 。,[],[9_10_11],[8_9],[6_17],[6_15]
1076,位 于 north neville 和 bayard 路口 附近 ， 有 遮挡 客厅 。,位 于 北 内维尔 和 巴亚德 路口 附近 ， 有 遮挡 客厅 。,[],[2_3_5],[2_3_5],[8_12],[8_12]
1077,该 house 的 一 楼 是 商铺 （ 中国 大妈 在 卖 饰品 服饰 ） ， 二 楼 有 两 间 bedroom ， 厨房 和 厕所 ， 三 楼 有 三 间 bedroom 。,该 房子 的 一 楼 是 商铺 （ 中国 大妈 在 卖 饰品 服饰 ） ， 二 楼 有 两 间 卧室 ， 厨房 和 厕所 ， 三 楼 有 三 间 卧室 。,[],[1_21_22_32_33],[1_21_22_32_33],[7_14_15_22_26_33],[7_14_15_22_26_33]
1080,ding yi ding 顶 欢迎 女生 联系 我 。,顶顶顶 欢迎 女生 联系 我 。,[],[0_1_2],[0],[8],[5]
1081,utility 大约 30-40 一 个 月 。,使用费 大约 30-40 一 个 月 。,[],[0],[0],[6],[2_6]
1086,king edward 客厅 出租 。,皇 爱德华 德 客厅 出租 。,[],[0_1],[0_1_2],[4],[5]
1087,可 长 租 可 短 租 ， 不 用 为 lease 烦恼 。,可 长 租 可 短 租 ， 不 用 为 租约 烦恼 。,[],[10],[10],[6_12],[6_12]
1090,三 个 closet ， 女生 衣服 肯定 够 放 。,三 个 衣橱 ， 女生 衣服 肯定 够 放 。,[],[2_3],[2_3],[3_9],[3_9]
1091,公寓 信息 ： 三 个 卧室 每个 卧室 都 非常 宽敞 ， 还有 一 个 宽敞 的 dining room ， 也 被 改为 了 卧室 。,公寓 信息 ： 三 个 卧室 每个 卧室 都 非常 宽敞 ， 还有 一 个 宽敞 的 厨房 ， 也 被 改为 了 卧室 。,[],[17_18_19],[17_18],[2_11_19_25],[2_11_18_24]
1092,html 欢迎 联系 看 房 。,短讯 欢迎 联系 看 房 。,[],[0],[0],[5],[5]
1093,如果 你 是 女生 ， 并且 爱 干净 ， easy going ， 就 和 我 联系 吧 。,如果 你 是 女生 ， 并且 爱 干净 ， 好 相处 ， 就 和 我 联系 吧 。,[],[9_10_11],[9_10_11],[4_8_11_17],[4_8_11_17]
1094,房屋 信息 ： 整 栋 房子 是 个 三 层 的 house ， 进去 以后 每 家 独立 。,房屋 信息 ： 整 栋 房子 是 个 三 层 的 房子 ， 进去 以后 每 家 独立 。,[],[11_12],[11_12],[2_12_18],[2_12_18]
1095,一 个 bedroom 在 三 楼 （ 不 是 阁楼 那 种 ， 是 个 大 br ） 。,一 个 卧室 在 三 楼 （ 不 是 阁楼 那 种 ， 是 个 大 卧室 ） 。,[],[2_16_17_18],[2_16_17_18],[6_12_17_18],[6_12_17_18]
1104,两 间 卧室 宽敞 明亮 ， 各 有 一 个 walk in closet ， 客厅 很 大 ， 还 有 两 个 walk in closet .,两 间 卧室 宽敞 明亮 ， 各 有 一 个 立式 衣橱 ， 客厅 很 大 ， 还 有 两 个 立式 衣橱 。,[],[10_11_12_13_22_23_24_25],[10_11_12_21_22_23],[5_13_17_25],[5_12_16_23]
1105,我 的 是 cit 通用 的 s 码 硕士 服 ， 强烈 建议 cit 明年 毕业 的 同学 买 。,我 的 是 大学 名称 通用 的 小 号码 硕士 服 ， 强烈 建议 大学 名 明年 毕业 的 同学 买 。,[],[3_6_13],[3_4_7_8_14_15],[10_19],[11_21]
1109,s&t = m&z=16 apt 在 三 楼 ， 两 室 一 厅 。,公寓 在 三 楼 ， 两 室 一 厅 。,[],[0_1_2_3],[0],[1_7_12],[4_9]
1111,联系 方式 : 电话 : pn-18 email : em@65,联系 方式 : 电话 : pn-18 邮件 : em@65,[],[6_7_8],[6_7_8],[2_4_5_7_8],[2_4_5_7_8]
1112,住户 一律 免费 停车 （ 露天 ） ， 只 需 找 经理 领 parking permit 即 可 。,住户 一律 免费 停车 （ 露天 ） ， 只 需 找 经理 领 停车 证 即 可 。,[],[13_14],[14],[4_6_7_17],[4_6_7_17]
1113,因 朋友 从 国内 过来 ， 想 寻 租 一 间 bedroom ， 仅 一 周 ， 01/02/2014~01/09/2014 。,因 朋友 从 国内 过来 ， 想 寻 租 一 间 房间 ， 仅 一 周 ， 01/02/2014~01/09/2014 。,[],[11_12],[11_12],[5_12_16_18],[5_12_16_17_18]
1114,走到 murray 上 即 可 享受 各 种 中餐 美食 。,走到 穆勒 上 即 可 享受 各 种 中餐 美食 。,[],[1],[1],[10],[10]
1117,lease 还 剩 一 个 月 .,租约 还 剩 一 个 月 。,[],[0],[0],[6],[6]
1120,就 在 craig 和 centre 交界 的 地方 。,就 在 克莱格 和 中央 街 交界 的 地方 。,[],[2_4],[2_4_5],[8],[9]
1121,黄 同学 email : em@66,黄 同学 邮件 : em@66,[],[2_3_4],[2_3_4],[3_4],[3_4]
1125,卫生间 是 mozart 公司 刚 粉刷 过 的 ， 很 新 。,卫生间 是 莫扎特 公司 刚 粉刷 过 的 ， 很 新 。,[],[2],[2],[8_11],[8_11]
1126,我 室 友人 很 好 ， 很 随和 大方 ， 不 斤斤计较 ， 特别 爱 干净 ， 从不 在家 吵闹 或者 开 party 之 类 的 .,我 室 友人 很 好 ， 很 随和 大方 ， 不 斤斤计较 ， 特别 爱 干净 ， 从不 在家 吵闹 或者 开 聚会 之 类 的 。,[],[22],[22],[5_9_12_16_26],[5_9_12_16_26]
1127,价格 要 一 个 人 可以 承受 的 ， 因为 不 是 和 别人 share 。,价格 要 一 个 人 可以 承受 的 ， 因为 不 是 和 别人 共享 。,[],[14_15],[14_15],[8_15],[8_15]
1130,apartment 为 一 年 半 前 新 建筑 ， 各 项 设施 十分 齐备 ， 居住 条件 佳 。,公寓 为 一 年 半 前 新 建筑 ， 各 项 设施 十分 齐备 ， 居住 条件 佳 。,[],[0],[0],[8_14_18],[8_14_18]
1132,$400 / 月 ， 家具 全 包 （ 床 、 衣柜 、 书桌 等等 ） ， 所有 utility 全 包 ， 网络 是 光纤 所以 非常 快 。,$400 / 月 ， 家具 全 包 （ 床 、 衣柜 、 书桌 等等 ） ， 所有 使用费 全 包 ， 网络 是 光纤 所以 非常 快 。,[],[0_1_17],[0_1_17],[1_3_7_9_11_14_15_20_27],[0_1_3_7_9_11_14_15_20_27]
1135,联系 方式 : 电话 pn-18 email : em@65,联系 方式 : 电话 pn-18 邮件 : em@65,[],[5_6_7],[5_6_7],[2_4_6_7],[2_4_6_7]
1136,有时 dining room 碰到 了 ， 用 英文 聊 东 聊 西 的 ， 很 锻炼 口语 。,有时 厨房 碰到 了 ， 用 英文 聊 东 聊 西 的 ， 很 锻炼 口语 。,[],[1_2],[1],[5_13_17],[4_12_16]
1137,一 个 大 closet ， 足够 放 衣服 。,一 个 大 衣橱 ， 足够 放 衣服 。,[],[3_4],[3_4],[4_8],[4_8]
1138,share 厨房 、 浴室 。,共享 厨房 、 浴室 。,[],[0],[0],[2_4],[2_4]
1139,当然 你 想 签 lease 也 可以 ， 具体 可以 和 房东 商定 。,当然 你 想 签 租约 也 可以 ， 具体 可以 和 房东 商定 。,[],[4],[4],[7_13],[7_13]
1146,lease 到 七月 底 结束 。,租约 到 七月 底 结束 。,[],[0],[0],[5],[5]
1149,html 地址 应该 是 上面 那个 ，,短讯 地址 应该 是 上面 那个 ，,[],[0],[0],[6],[6]
1150,地点 在 douglas and murray ， 地点 非常 好 。,地点 在 道格拉斯 和 穆勒 ， 地点 非常 好 。,[],[2_3_4_5],[2_3_4_5],[5_9],[5_9]
1152,bayard&craig 一 室 两 厅 中 的 一 厅 出租 ， 10/01/2013 起 available ， 女生 优先 。,bayard&craig 一 室 两 厅 中 的 一 厅 出租 ， 10/01/2013 起 空闲 ， 女生 优先 。,[],[0_13_14],[0_13_14],[10_14_17],[0_10_11_14_17]
1153,两 层 的 house ， 现在 出租 三 间 卧室 其中 一 件 卧室 ， 价钱 400 $ 每 月 ， 不 含 utilities .,两 层 的 房子 ， 现在 出租 三 间 卧室 其中 一 件 卧室 ， 价钱 400$ 每 月 ， 不 含 使用费 。,[],[3_4_23_24],[3_4_22_23],[4_14_17_20_24],[4_14_16_19_23]
1154,[/url ] 现 有 离 学校 最近 最 热门 的 apartment 出租 ！,[/url ] 现 有 离 学校 最近 最 热门 的 公寓 出租 ！,[],[0_1_10],[0_1_10],[1_12],[0_1_12]
1155,living room 比 房间 大 ， 而且 有 一 个 很 大 的 窗户 ， 对面 就是 教堂 ， 风景 和 采光 都 是 一流 。,客厅 比 房间 大 ， 而且 有 一 个 很 大 的 窗户 ， 对面 就是 教堂 ， 风景 和 采光 都 是 一流 。,[],[0_1],[0],[5_14_18_25],[4_13_17_24]
1158,联系 方式 ， email ： leo .,联系 方式 ， 邮件 ： leo 。,[leo],[3_4_5_6],[3_4_5_6],[2_4_6],[2_4_6]
1161,房子 介绍 ： 一 楼 两 室 一 厅 的 apt .,房子 介绍 ： 一 楼 两 室 一 厅 的 公寓 。,[],[10_11],[10_11],[2_11],[2_11]
1162,如果 半 年 一 付 房租 可 享受 5 % off 的 优惠 。,如果 半 年 一 付 房租 可 享受 折扣 的 优惠 。,[],[10],[8],[9_13],[11]
1163,cohen ， 邮箱 em@67,科恩 ， 邮箱 em@67,[],[0_1],[0_1],[1_3],[1_3]
1164,传统 美国 家庭 house 。,传统 美国 家庭 房子 。,[],[3_4],[3_4],[4],[4]
1165,我 是 通过 美国 朋友 找到 这个 house 的 ， 性价比 很 好 ， 人 也 不多 ， 如果 你 喜欢 这样 传统 干净 的 美国 house ， 可以 联系 我 。,我 是 通过 美国 朋友 找到 这个 房子 的 ， 性价比 很 好 ， 人 也 不多 ， 如果 你 喜欢 这样 传统 干净 的 美国 房子 ， 可以 联系 我 。,[],[7_26_27],[7_26_27],[9_13_17_27_31],[9_13_17_27_31]
1166,已 删除 补 一点 图 good apt .,已 删除 补 一 点 图 好 。,[],[5_6_7],[3_4_6_7],[7],[7]
1167,联系 方式 ： email : wll .,联系 方式 ： 邮件 : wll 。,[],[3_4_5_6],[3_4_5_6],[2_4_6],[2_4_6]
1169,出租 一 间 小 卧室 ， 是 一 个 house 的 一 层 ， 三 室 两 厅 一 厨房 一 卫生间 一 地下室 。,出租 一 间 小 卧室 ， 是 一 个 房子 的 一 层 ， 三 室 两 厅 一 厨房 一 卫生间 一 地下室 。,[],[9],[9],[5_13_24],[5_13_24]
1170,在 此 居住 的 小孩 ， 就读 当地 非常 好 的 colfax 小学 。,在 此 居住 的 小孩 ， 就读 当地 非常 好 的 科菲 克斯 小学 。,[],[11],[11_12],[5_13],[5_14]
1171,房子 抢手 ， 性价比 极高 ， 感兴趣 的 请 尽快 联系 jenny ， em@68,房子 抢手 ， 性价比 极高 ， 感兴趣 的 请 尽快 联系 詹妮 ， em@68,[],[11_12_13],[11_12_13],[2_5_12_13],[2_5_12_13]
1172,house 一 楼 ， 独立 的 一 室 一 厅 一 厨 一 卫 格局 。,房子 一 楼 ， 独立 的 一 室 一 厅 一 厨 一 卫 格局 。,[],[0],[0],[3_15],[3_15]
1174,a 有 window ac 。,一 个 有 窗户 空调 。,[],[0_2_3_4],[0_1_3_4_5],[4],[5]
1176,house 里面 地下室 washer dryer 免费 使用 。,房子 里面 地下室 洗碗机 烘干机 免费 使用 。,[],[0_3_4],[0_3_4],[7],[7]
1177,house 里面 有 四 个 独立 卧室 。,房子 里面 有 四 个 独立 卧室 。,[],[0],[0],[7],[7]
1178,utilities 跟 其他 同 住 的 均 分 即 可 。,使用费 跟 其他 同 住 的 均 分 即 可 。,[],[0],[0],[10],[10]
1180,house 的 一 个 bedroom 出租 ， 带 独立 的 full bathroom 。,房子 的 一 个 卧室 出租 ， 带 独立 的 卫浴 。,[],[0_4_10_11_12],[0_4_10_11],[6_12],[6_11]
1181,有 queen size 的 床 和 书桌 。,有 较 大号 床垫 的 床 和 书桌 。,[],[1_2],[1_2_3],[7],[8]
1182,联系 方式 email : em@69,联系 方式 邮件 : em@69,[],[2_3_4],[2_3_4],[3_4],[3_4]
1183,很 好 的 linden 小 校 .,很 好 的 林登 小 校 。,[],[3],[3],[6],[6]
1185,一 single family house 出租 。,一 单卧 出租 。,[],[1_2_3],[1],[5],[3]
1186,留下 电话 、 email ， 以及 你 能 看 房 的 时间 。,留下 电话 、 邮件 ， 以及 你 能 看 房 的 时间 。,[],[3_4],[3_4],[2_4_12],[2_4_12]
1187,位置 ： house 的 位置 如下 地图 ， 红色 为 house 的 位置 。,位置 ： 房子 的 位置 如下 地图 ， 红色 为 房子 的 位置 。,[],[2_10],[2_10],[1_7_13],[1_7_13]
1188,squirrel hill hobart&wightman 公寓 的 超大 客厅 招租 。,松鼠山 公寓 的 超大 客厅 招租 。,[],[0_1_2],[0],[8],[6]
1190,地下室 有 免费 的 washer dryer 可 使用 。,地下室 有 免费 的 洗碗机 烘干机 可 使用 。,[],[4_5],[4_5],[8],[8]
1191,整 栋 house 共 有 四 个 卧室 。,整 栋 房子 共 有 四 个 卧室 。,[],[2],[2],[8],[8]
1192,另外 冬天 的 平均 每 人 的 utility 大概 要 多少 钱 ?,另外 冬天 的 平均 每 人 的 使用费 大概 要 多少 钱 ?,[],[7],[7],[12],[12]
1193,请 注意 是 wilkins house 那个 set .,请 注意 是 维尔沁 房子 那个 套间 。,[],[3_4_6_7],[3_4_6_7],[7],[7]
1194,朋友 女 ， 现在 匹兹堡 downtown 实习 ， 一直 实习 到 年底 .,朋友 女 ， 现在 匹兹堡 市 中心 实习 ， 一直 实习 到 年底 。,[],[5],[5_6],[2_7_12],[2_8_13]
1196,联系 方式 如下 ： email : wll .,联系 方式 如下 ： 邮件 : wll 。,[],[4_5_6_7],[4_5_6_7],[3_5_7],[3_5_7]
1197,顶 一下 ， 房子 还 available 哈 ！,顶 一下 ， 房子 还 空余 的 哈 ！,[],[5],[5_6],[2_7],[2_8]
1202,basement 有 free landry and dryer .,地下室 有 免费 洗衣 烘干 。,[],[0_2_3_4_5_6],[0_2_3_4_5],[6],[5]
1204,房租 是 410/month 包 水 和 暖气 （ 冬天 省 了 一 大 笔 money ） 只 需要 share 电 和 网路 。,房租 是 410/month 包 水 和 暖气 （ 冬天 省 了 一 大 笔 钱 ） 只 需要 共享 电 和 网路 。,[],[14_15_18],[14_15_18],[7_15_22],[2_7_15_22]
1205,college garden 属于 学校 房产 ， 周围 治安 良好 ， 非常 安全 。,大学 花园 属于 学校 房产 ， 周围 治安 良好 ， 非常 安全 。,[],[0_1],[0_1],[5_9_12],[5_9_12]
1206,safety : 基本 邻居 全 是 学生 。,安全 : 基本 邻居 全 是 学生 。,[],[0_1],[0_1],[1_7],[1_7]
1214,优势 ： 卧室 安静 ， wood floor ， 适合 爱 干净 不 喜欢 打扫 地毯 的 同学 .,优势 ： 卧室 安静 ， 铺地毯 的 ， 适合 爱 干净 不 喜欢 打扫 地毯 的 同学 。,[],[5_6_7],[5],[1_4_7_17],[1_4_7_17]
1215,prefer 江浙 一带 的 人 有 兴趣 请 联系 em@70,想要 江浙 一带 的 人 有 兴趣 请 联系 em@70,[],[0],[0],[9],[9]
1216,亦 可 email : em@71,亦 可 邮件 : em@71,[],[2_3_4],[2_3_4],[3_4],[3_4]
