SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,Translation1,CodeSwitch2,Translation2,CodeSwitch3,Translation3,CodeSwitch4,Translation4,CodeSwitch5,Translation5,CodeSwitch6,Translation6,ChineseWordCount,EnglishWordCount,PunctuationCount,IndicesOfChineseWord,IndicesOfCodeSwitchedWord,IndicesOfPunctuation
1239,路口 有 carnegie 图书馆 ， 学习 方便 。,1,carnegie,,,,,,,,,,,,5,1,2,[0_1_3_5_6],[2],[4_7]
1240,房间 不 大 但是 很 cozy with big closet 。,1,cozy with big closet,,,,,,,,,,,,5,4,1,[0_1_2_3_4],[5_6_7_8],[9]
1241,， 是 一 栋 house ， 三 个 房间 加 一 个 阁楼 ， 两 个 bathroom 。,2,house,,bathroom,,,,,,,,,,12,2,4,[1_2_3_6_7_8_9_10_11_12_14_15],[4_16],[0_5_13_17]
1242,已 租 up up available up !,1,up up available up,,,,,,,,,,,,2,4,1,[0_1],[2_3_4_5],[6]
1243,有 一 个 closet 是 完全 给 你 用 的 。,1,closet,,,,,,,,,,,,9,1,1,[0_1_2_4_5_6_7_8_9],[3],[10]
1244,o ( ∩_∩ ) o 谢谢 ！,2,o,,o,,,,,,,,,,1,2,4,[5],[0_4],[1_2_3_6]
1245,而 college ave 上 没有 公交 经过 ， 所以 特别 安静 。,1,college ave,,,,,,,,,,,,8,2,2,[0_3_4_5_6_8_9_10],[1_2],[7_11]
1246,联系 方式 : email : em937,1,email : em937,,,,,,,,,,,,2,1,2,[0_1],[3_5],[2_4]
1247,超大 living room 出租 ， 有 一 个 很 大 的 窗户 ， 通风 明亮 ， 对面 就是 教堂 ， 风景 和 采光 都 是 一流 。,1,living room,,,,,,,,,,,,20,2,5,[0_3_5_6_7_8_9_10_11_13_14_16_17_18_20_21_22_23_24_25],[1_2],[4_12_15_19_26]
1248,bathroom 淋浴 暖气 齐全 。,1,bathroom,,,,,,,,,,,,3,1,1,[1_2_3],[0],[4]
1249,绝对 是 squirrel hill 最 好 的 house 了 ， 没有 之一 ！,2,squirrel hill,,house,,,,,,,,,,8,3,2,[0_1_4_5_6_8_10_11],[2_3_7],[9_12]
1250,暑假 要 来 pittsburgh 实习 ， 从 5.,1,pittsburgh,,,,,,,,,,,,5,1,2,[0_1_2_4_6],[3],[5_7]
1251,本人 是 cfa 的 研究生 ， 项目 为 一 年 半 。,1,cfa,,,,,,,,,,,,9,1,2,[0_1_3_4_6_7_8_9_10],[2],[5_11]
1252,有 dish washer ， oven.,1,dish washer,,,,,,,,,,,,1,2,2,[0],[1_2],[3_4]
1253,床 是 double size 。,1,double size,,,,,,,,,,,,2,2,1,[0_1],[2_3],[4]
1254,email 联系 em946,2,email,,em946,,,,,,,,,,1,1,0,[1],[0_2],
1255,交通 方便 ， 学校 shuttle 站 就 位于 公寓 门口 ， 步行 不 需 一 分钟 .,1,shuttle,,,,,,,,,,,,13,1,3,[0_1_3_5_6_7_8_9_11_12_13_14_15],[4],[2_10_16]
1256,晚上 escort 直接 送到 公寓 门口 .,1,escort,,,,,,,,,,,,5,1,1,[0_2_3_4_5],[1],[6]
1257,步行 五 分钟 可 到 giant eagle ， 步行 十 分钟 可 到 target ， trader joe ' s .,2,giant eagle,,target ， trader joe ' s,,,,,,,,,,10,6,4,[0_1_2_3_4_8_9_10_11_12],[5_6_13_15_16_18],[7_14_17_19]
1258,如果 有 兴趣 ， 请 用 以下 方式 与 我 联系 ： email : em948,1,email : em948,,,,,,,,,,,,10,1,3,[0_1_2_4_5_6_7_8_9_10],[12_14],[3_11_13]
1259,三 个 closet ， 衣服 肯定 够 放 。,1,closet,,,,,,,,,,,,6,1,2,[0_1_4_5_6_7],[2],[3_8]
1260,地下室 有 洗衣机 dryer 免费 实用 。,1,dryer,,,,,,,,,,,,5,1,1,[0_1_2_4_5],[3],[6]
1261,你 是 一 个 同学 租 ， 还是 跟 几 个 同学 一起 把 house 租 下来 呢 ？,1,house,,,,,,,,,,,,16,1,2,[0_1_2_3_4_5_7_8_9_10_11_12_13_15_16_17],[14],[6_18]
1262,抱歉 是 no pets no smoking 的 policy .,2,no pets no smoking,,policy,,,,,,,,,,3,5,1,[0_1_6],[2_3_4_5_7],[8]
1263,html 不 是 病毒,1,html,,,,,,,,,,,,3,1,0,[1_2_3],[0],
1264,出门 就 是 cvs ， 很 方便 。,1,cvs,,,,,,,,,,,,5,1,2,[0_1_2_5_6],[3],[4_7]
1265,欢迎 联系 我 ： 电话 pn208 ， email ： em960,1,pn208 ， email ： em960,,,,,,,,,,,,4,1,3,[0_1_2_4],[5_7_9],[3_6_8]
1266,家 附近 还有 giant eagle ， 走路 大概 五 分钟 ， 生活 购物 轻松 方便 。,1,giant eagle,,,,,,,,,,,,11,2,3,[0_1_2_6_7_8_9_11_12_13_14],[3_4],[5_10_15]
1267,个人 认为 这 真的 应该 是 匹 村 性价比 最高 的 房子 了 ， 最 重要 的 是 ， 房东 超级 nice ！,1,nice,,,,,,,,,,,,19,1,3,[0_1_2_3_4_5_6_7_8_9_10_11_12_14_15_16_17_19_20],[21],[13_18_22]
1268,注明 ： 租房 up up 一下,1,up up,,,,,,,,,,,,3,2,1,[0_2_5],[3_4],[1]
1269,html 如 有 兴趣 ， 请 phone : 三一二-9二9-9五二6email : em964,3,html,,phone,,em964,,,,,,,,4,2,4,[1_2_3_5],[0_6_10],[4_7_8_9]
1270,附近 有 一 个 playground ， 可以 打 篮球 ， 羽毛球 ， 网球 等等 。,1,playground,,,,,,,,,,,,10,1,4,[0_1_2_3_6_7_8_10_12_13],[4],[5_9_11_14]
1271,周围 环境 : 非常 安全 ， 安静 物业 : meyers management 。,1,meyers management,,,,,,,,,,,,6,2,4,[0_1_3_4_6_7],[9_10],[2_5_8_11]
1272,managing staff 热情 ， 问题 处理 快速 。,1,managing staff,,,,,,,,,,,,4,2,2,[2_4_5_6],[0_1],[3_7]
1273,去 waterfront 特别 方便 。,1,waterfront,,,,,,,,,,,,3,1,1,[0_2_3],[1],[4]
1274,客厅 和 卧室 都 非常 大 ， nicely-furnished ， everything is included !,1,everything is included,,,,,,,,,,,,6,3,4,[0_1_2_3_4_5],[9_10_11],[6_7_8_12]
1275,步行 2-3 分钟 可 到 giant eagle.,1,giant,,,,,,,,,,,,4,1,2,[0_2_3_4],[5],[1_6]
1276,本人 是 女生 ， 来 读 master ， 爱 干净 ， 求 一 室 一 厅 公寓 ， 离 学校 步行 范围 内 ， 如果 带 家具 最好 。,1,master,,,,,,,,,,,,22,1,6,[0_1_2_4_5_8_9_11_12_13_14_15_16_18_19_20_21_22_24_25_26_27],[6],[3_7_10_17_23_28]
1277,其他 utility 按 人头 平分 。,1,utility,,,,,,,,,,,,4,1,1,[0_2_3_4],[1],[5]
1278,其他 另外 本人 去年 暑假 就 来 参加 了 acc ， 如果 是 参加 acc 的 同学 ， 我 这里 可以 无偿 提供 教材 和 资料 。,2,acc,,acc,,,,,,,,,,22,2,3,[0_1_2_3_4_5_6_7_8_11_12_13_15_16_18_19_20_21_22_23_24_25],[9_14],[10_17_26]
1279,公寓 位于 n neville st .,1,n neville st,,,,,,,,,,,,2,3,1,[0_1],[2_3_4],[5]
1280,所有 家具 用品 都 包 ， 包括 paper napkin ， paper towel ， 厨房 用具 ， 洗浴 永平 随便 用 。,1,paper napkin ， paper towel,,,,,,,,,,,,12,4,5,[0_1_2_3_4_6_13_14_16_17_18_19],[7_8_10_11],[5_9_12_15_20]
1281,联系 方式 ： email ： em985,1,email ： em985,,,,,,,,,,,,2,1,2,[0_1],[3_5],[2_4]
1282,g1dfa4c7c0_03 是 google drive 共享 ， 请 放心 浏览 。,1,google drive,,,,,,,,,,,,5,2,3,[1_4_6_7_8],[2_3],[0_5_9]
1283,html 有意 请 短信 pn212 ， 或者 邮件 联系 em987,3,html,,pn212,,em987,,,,,,,,6,1,1,[1_2_3_6_7_8],[0_4_9],[5]
1284,主 卧室 ( bedroom ) 含 独立 卫生间 ： 5/15-6/30,1,bedroom,,,,,,,,,,,,5,1,4,[0_1_5_6_7],[3],[2_4_8_9]
1285,floor plan 已 附 。,1,floor plan,,,,,,,,,,,,2,2,1,[2_3],[0_1],[4]
1286,交通 便利 ， shuttle ， escort ， 公交 都 有 经过 ；,1,shuttle ， escort,,,,,,,,,,,,6,2,4,[0_1_7_8_9_10],[3_5],[2_4_6_11]
1287,managing staff 热情 ， 问题 处理 快速 。,1,managing staff,,,,,,,,,,,,4,2,2,[2_4_5_6],[0_1],[3_7]
1288,客厅 里 有 沙发 和 桌子 ， 空间 很大 你 都 可以 开 party 。,1,party,,,,,,,,,,,,12,1,2,[0_1_2_3_4_5_7_8_9_10_11_12],[13],[6_14]
1289,house 有 三 个 bedroom ， 出租 其中 一 个 。,2,house,,bedroom,,,,,,,,,,7,2,2,[1_2_3_6_7_8_9],[0_4],[5_10]
1290,一共 有 两 个 可以 洗澡 的 bathroom 。,1,bathroom,,,,,,,,,,,,7,1,1,[0_1_2_3_4_5_6],[7],[8]
1291,附近 还 有 一 个 特别 大 的 森林 公园 ， 叫 frick park ， 我 夏天 经常 到 那里 去 和 朋友 散步 ， 也 在 大 草坪 上 飞 遥控 飞机 。,1,frick park,,,,,,,,,,,,28,2,4,[0_1_2_3_4_5_6_7_8_9_11_15_16_17_18_19_20_21_22_23_25_26_27_28_29_30_31_32],[12_13],[10_14_24_33]
1292,房子 离 公交 车站 和 giant eagle 都 只要 几 分钟 距离 。,1,giant eagle,,,,,,,,,,,,10,2,1,[0_1_2_3_4_7_8_9_10_11],[5_6],[12]
1293,房子 是 walnut capital 家 的 ， 服务 很 好 ， 冬天 暖气 很 足 ， 夏天 也 很 凉快 。,1,walnut capital,,,,,,,,,,,,15,2,4,[0_1_4_5_7_8_9_11_12_13_14_16_17_18_19],[2_3],[6_10_15_20]
1294,吃饭 也 很 方便 ， 到 walnut street 和 craig street 只要 步行 ， 这 两 条 接 都 有 很 棒 的 餐厅 和 商店 还有 超市 。,2,walnut street,,craig street,,,,,,,,,,22,4,3,[0_1_2_3_5_8_11_12_14_15_16_17_18_19_20_21_22_23_24_25_26_27],[6_7_9_10],[4_13_28]
1295,cell : pn215 谢谢 啦,1,cell : pn215,,,,,,,,,,,,2,1,1,[3_4],[0_2],[1]
1296,html 有意 请 短信 pn212 ， 或者 邮件 联系 em987,3,html,,pn212,,em987,,,,,,,,6,1,1,[1_2_3_6_7_8],[0_4_9],[5]
1297,客厅 面积 相当 大 ， 摆 完 桌子 书架 柜子 依然 绰绰有余 ， 适合 聚会 开 party 。,1,party,,,,,,,,,,,,14,1,3,[0_1_2_3_5_6_7_8_9_10_11_13_14_15],[16],[4_12_17]
1298,房子 采用 节能 设计 ， utilities 相比 很多 其他 房子 便宜 。,1,utilities,,,,,,,,,,,,9,1,2,[0_1_2_3_6_7_8_9_10],[5],[4_11]
1299,回家 除了 公交 外 可 选择 shuttle c route 。,1,shuttle c route,,,,,,,,,,,,6,3,1,[0_1_2_3_4_5],[6_7_8],[9]
1300,虽然 离 繁华 的 murray 和 shady ave 比较 近 ， 但 darlington rd 车 很少 ， 外面 基本 没有 噪音 。,3,murray,,shady ave,,darlington rd,,,,,,,,14,5,3,[0_1_2_3_5_8_9_11_14_15_17_18_19_20],[4_6_7_12_13],[10_16_21]
1301,apartmenttypeid=309 位置 : aiken 和 center 的 交叉 路口 .,2,aiken,,center,,,,,,,,,,5,2,3,[1_4_6_7_8],[3_5],[0_2_9]
1302,管理 : mozart management 管理 .,1,mozart management,,,,,,,,,,,,2,2,2,[0_4],[2_3],[1_5]
1303,家具 : closet 一 间 基本 你 自己 一 个 人 使用 .,1,closet,,,,,,,,,,,,10,1,2,[0_3_4_5_6_7_8_9_10_11],[2],[1_12]
1304,去 waterfront 特别 方便 。,1,waterfront,,,,,,,,,,,,3,1,1,[0_2_3],[1],[4]
1305,house 有 三 个 bedroom ， 出租 其中 一 个 。,2,house,,bedroom,,,,,,,,,,7,2,2,[1_2_3_6_7_8_9],[0_4],[5_10]
1306,一共 有 两 个 可以 洗澡 的 bathroom 。,1,bathroom,,,,,,,,,,,,7,1,1,[0_1_2_3_4_5_6],[7],[8]
1307,附近 还 有 一 个 特别 大 的 森林 公园 ， 叫 frick park ， 我 夏天 经常 到 那里 去 和 朋友 散步 ， 也 在 大 草坪 上 飞 遥控 飞机 。,1,frick park,,,,,,,,,,,,28,2,4,[0_1_2_3_4_5_6_7_8_9_11_15_16_17_18_19_20_21_22_23_25_26_27_28_29_30_31_32],[12_13],[10_14_24_33]
1308,所有 家具 用品 都 包 ， 包括 paper napkin ， paper towel ， 厨房 用具 ， 洗浴 永平 随便 用 。,1,paper napkin ， paper towel,,,,,,,,,,,,12,4,5,[0_1_2_3_4_6_13_14_16_17_18_19],[7_8_10_11],[5_9_12_15_20]
1309,: 我 没 研究 出来 咋 在 这里 付 图片 ， 想 看 房间 照片 的 欢迎 email 或者 短信 我 ！,1,email,,,,,,,,,,,,18,1,3,[1_2_3_4_5_6_7_8_9_11_12_13_14_15_16_18_19_20],[17],[0_10_21]
1310,pdf 家具 齐全 ， 可 拎包 入住 。,1,pdf,,,,,,,,,,,,5,1,2,[1_2_4_5_6],[0],[3_7]
1311,apartmenttypeid=309 位置 : aiken 和 center 的 交叉 路口 .,2,aiken,,center,,,,,,,,,,5,2,3,[1_4_6_7_8],[3_5],[0_2_9]
1312,lease 结束 的 时候 可以 半 卖 半 送 所有 家具 ！,1,lease,,,,,,,,,,,,10,1,1,[1_2_3_4_5_6_7_8_9_10],[0],[11]
1313,隔 一 条 街 有 在 south craig 上 有 各 种 餐馆 。,1,south craig,,,,,,,,,,,,11,2,1,[0_1_2_3_4_5_8_9_10_11_12],[6_7],[13]
1314,隔 一 条 街 有 在 south craig 上 有 各 种 餐馆 。,1,south craig,,,,,,,,,,,,11,2,1,[0_1_2_3_4_5_8_9_10_11_12],[6_7],[13]
1315,离 餐馆 和 超市 很 近 ， 选择 也 很多 ( chinese ， korean ， indian ， american ， vietnamese.,1,chinese ， korean ， indian ， american,,,,,,,,,,,,9,4,7,[0_1_2_3_4_5_7_8_9],[11_13_15_17],[6_10_12_14_16_18_19]
1316,) 非常 适合 暑假 短暂 visit ， 或者 新生 。,1,visit,,,,,,,,,,,,6,1,3,[1_2_3_4_7_8],[5],[0_6_9]
1317,有 意向 的 欢迎 联系 las em1017,1,las em1017,,,,,,,,,,,,5,1,0,[0_1_2_3_4],[5_6],
1318,恩 ， 情况 就是 这样 ， 如果 你 喜欢 吃 craig 上 的 饭店 很多 ， center 上 的 也 很 近 ， 如果 购物 ， cvs 和 giant eagle 应该 满足 你 的 要求 了 。,4,craig,,center,,cvs,,giant eagle,,,,,,26,5,6,[0_2_3_4_6_7_8_9_11_12_13_14_17_18_19_20_21_23_24_27_30_31_32_33_34_35],[10_16_26_28_29],[1_5_15_22_25_36]
1319,客厅 还 有 一 个 小 的 balcony 。,1,balcony,,,,,,,,,,,,7,1,1,[0_1_2_3_4_5_6],[7],[8]
1320,如果 您 有 兴趣 请 直接 联系 我 ， email ： em1019,1,email ： em1019,,,,,,,,,,,,8,1,2,[0_1_2_3_4_5_6_7],[9_11],[8_10]
1321,plus ： 因为 是 house ， 前门 的 porch 是 我们 ， feel free to use 。,4,plus,,house,,porch,,feel free to use,,,,,,6,7,4,[2_3_6_7_9_10],[0_4_8_12_13_14_15],[1_5_11_16]
1322,应该 再 怒 送 租房 的 人 一 个 offer,1,offer,,,,,,,,,,,,9,1,0,[0_1_2_3_4_5_6_7_8],[9],
1323,pittsburgh 的 一 幢 house ， 地点 非常 好 ， 在 douglas st.,3,pittsburgh,,house,,douglas,,,,,,,,7,3,3,[1_2_3_6_7_8_10],[0_4_11],[5_9_12]
1324,和 murray ave.,1,murray,,,,,,,,,,,,1,1,1,[0],[1],[2]
1325,隔 一 条 街 有 在 south craig 上 有 各 种 餐馆 。,1,south craig,,,,,,,,,,,,11,2,1,[0_1_2_3_4_5_8_9_10_11_12],[6_7],[13]
1326,就读 pitt mse 。,1,pitt mse,,,,,,,,,,,,1,2,1,[0],[1_2],[3]
1327,html 如有 需要 请 发送 邮件 em1026,2,html,,em1026,,,,,,,,,,5,1,0,[1_2_3_4_5],[0_6],
1328,plus ： 因为 是 house ， 前门 的 porch 是 我们 ， feel free to use 。,4,plus,,house,,porch,,feel free to use,,,,,,6,7,4,[2_3_6_7_9_10],[0_4_8_12_13_14_15],[1_5_11_16]
1329,pdf 家具 齐全 ， 可 拎包 入住 。,1,pdf,,,,,,,,,,,,5,1,2,[1_2_4_5_6],[0],[3_7]
1330,apartmenttypeid=309 位置 : aiken 和 center 的 交叉 路口 .,2,aiken,,center,,,,,,,,,,5,2,3,[1_4_6_7_8],[3_5],[0_2_9]
1331,租约 也 和 这 家 公司 签 legal lease contract ， 不 是 和 我们 签 .,1,legal lease contract,,,,,,,,,,,,12,3,2,[0_1_2_3_4_5_6_11_12_13_14_15],[7_8_9],[10_16]
1332,备注 : 这 间 apartment 住房 的 质量 不同 ， 有的 房间 暖气 什么 都 不 work ， 我们 房间 各 个 设施 都 可以 work .,3,apartment,,work,,work,,,,,,,,20,3,4,[0_2_3_5_6_7_8_10_11_12_13_14_15_18_19_20_21_22_23_24],[4_16_25],[1_9_17_26]
1333,包 水 和 gas ， 不 包 电 和 网络 。,1,gas,,,,,,,,,,,,8,1,2,[0_1_2_5_6_7_8_9],[3],[4_10]
1334,此外 附近 大型 超市 众多 giant eagle （ 0.,1,giant eagle,,,,,,,,,,,,5,2,2,[0_1_2_3_4],[5_6],[7_8]
1335,html 详情 请 联系 ： em1003,2,html,,em1003,,,,,,,,,,3,1,1,[1_2_3],[0_5],[4]
1336,cvs/超市 都 在 一 两 个 block 的 距离 。,1,block,,,,,,,,,,,,7,1,2,[1_2_3_4_5_7_8],[6],[0_9]
1337,可以 从 summer 或 fall 开始 ， 一直 租 到 明年 。,2,summer,,fall,,,,,,,,,,8,2,2,[0_1_3_5_7_8_9_10],[2_4],[6_11]
1338,联系 方式 vivian em781,1,vivian em781,,,,,,,,,,,,2,1,0,[0_1],[2_3],
1339,房租 包 电 以外 的 所有 utility ， 房间 内 家具 齐全 （ 真皮 沙发 ， king size 大 床 ） ， 拎包 入住 。,2,utility,,king size,,,,,,,,,,16,3,6,[0_1_2_3_4_5_8_9_10_11_13_14_18_19_22_23],[6_16_17],[7_12_15_20_21_24]
1340,位置 ： 位于 squirrel hill 的 hobart st .,2,squirrel hill,,hobart st,,,,,,,,,,3,4,2,[0_2_5],[3_4_6_7],[1_8]
1341,三 趟 公交 均 直达 waterfront 购物 中心 ， 非常 方便 。,1,waterfront,,,,,,,,,,,,9,1,2,[0_1_2_3_4_6_7_9_10],[5],[8_11]
1342,crew 等 ） 。,1,crew,,,,,,,,,,,,1,1,2,[1],[0],[2_3]
1343,pdf 家具 齐全 ， 可 拎包 入住 。,1,pdf,,,,,,,,,,,,5,1,2,[1_2_4_5_6],[0],[3_7]
1344,更多 照片 可以 来 email 联系 提供 。,1,email,,,,,,,,,,,,6,1,1,[0_1_2_3_5_6],[4],[7]
1345,具体 请 google 之 。,1,google,,,,,,,,,,,,3,1,1,[0_1_3],[2],[4]
1346,晚上 回来 可以 乘坐 yellow 或 red 的 escort ， 下车 即 到家 。,3,yellow,,red,,escort,,,,,,,,9,3,2,[0_1_2_3_5_7_10_11_12],[4_6_8],[9_13]
1347,包括 床 （ full size ） ， 桌子 ， 转椅 ， 柜子 ， 灯 等等 。,1,full size,,,,,,,,,,,,7,2,7,[0_1_7_9_11_13_14],[3_4],[2_5_6_8_10_12_15]
1348,但是 在 email 里面 他 想 索要 我 的 地址 ， 想要 给 我 寄 支票 。,1,email,,,,,,,,,,,,14,1,2,[0_1_3_4_5_6_7_8_9_11_12_13_14_15],[2],[10_16]
1349,于是 google 了 一下 ， 发现 是 个 骗子 。,1,google,,,,,,,,,,,,7,1,2,[0_2_3_5_6_7_8],[1],[4_9]
1350,房型 结构 ： house 一共 三 层 ， 共 四 间 卧室 ， 一 层 是 客厅 和 厨房 ， 二 、 三 两 层 各 两 间 卧室 和 卫生间 。,1,house,,,,,,,,,,,,25,1,6,[0_1_4_5_6_8_9_10_11_13_14_15_16_17_18_20_22_23_24_25_26_27_28_29_30],[3],[2_7_12_19_21_31]
1351,basement 有 free laundry and dryer .,2,basement,,free laundry and dryer,,,,,,,,,,1,5,1,[1],[0_2_3_4_5],[6]
1352,晚上 回来 可以 乘坐 yellow 或 red 的 escort ， 下车 即 到家 。,3,yellow,,red,,escort,,,,,,,,9,3,2,[0_1_2_3_5_7_10_11_12],[4_6_8],[9_13]
1353,照片 可以 来 email 联系 提供 。,1,email,,,,,,,,,,,,5,1,1,[0_1_2_4_5],[3],[6]
1354,包括 床 （ queen size ） ， 桌子 ， 转椅 ， 柜子 ， 灯 等等 。,1,queen size,,,,,,,,,,,,7,2,7,[0_1_7_9_11_13_14],[3_4],[2_5_6_8_10_12_15]
1355,抱歉 ， bed size 写 错 了 ， 床 是 full size 的 。,2,bed size,,full size,,,,,,,,,,7,4,3,[0_4_5_6_8_9_12],[2_3_10_11],[1_7_13]
1356,晚上 回来 可以 乘坐 yellow 或 red 的 escort ， 下车 即 到家 。,3,yellow,,red,,escort,,,,,,,,9,3,2,[0_1_2_3_5_7_10_11_12],[4_6_8],[9_13]
1357,9:28am ) ， 下午 大概 四 班 shuttle 直接 带 你 回 公寓 （ 3:30-5:30 pm ) .,2,shuttle,,pm,,,,,,,,,,9,2,7,[3_4_5_6_8_9_10_11_12],[7_15],[0_1_2_13_14_16_17]
1358,环境 舒适 ： squirrel hill 是 pittsburgh 最 安全 的 一 个 区 ， 大部分 是 留学生 ， 晚上 非常 安静 。,2,squirrel hill,,pittsburgh,,,,,,,,,,15,3,4,[0_1_5_7_8_9_10_11_12_14_15_16_18_19_20],[3_4_6],[2_13_17_21]
1359,入住 期间 有 任何 关于 房子 的 问题 ， 可以 直接 联系 walnut capital ， 即 可 解决 ， 响应 速度 很 快 。,1,walnut capital,,,,,,,,,,,,18,2,4,[0_1_2_3_4_5_6_7_9_10_11_15_16_17_19_20_21_22],[12_13],[8_14_18_23]
1360,html 联系 邮件 ： em1054,2,html,,em1054,,,,,,,,,,2,1,1,[1_2],[0_4],[3]
1361,房子 是 meyers management 的 ， 口碑 大家 都 知道 ， 匹兹堡 最 好 的 公司 了 ， 服务 一流 ， 在 网 上 request 维修 服务 当天 就 可 完成 。,2,meyers management,,request,,,,,,,,,,24,3,5,[0_1_4_6_7_8_9_11_12_13_14_15_16_18_19_21_22_23_25_26_27_28_29_30],[2_3_24],[5_10_17_20_31]
1362,我 在 n neville 。,1,n neville,,,,,,,,,,,,2,2,1,[0_1],[2_3],[4]
1363,devonshire apartment 一 厅 一 室 。,1,devonshire apartment,,,,,,,,,,,,4,2,1,[2_3_4_5],[0_1],[6]
1364,在 giant eagle 附近 ， 购物 方便 。,1,giant eagle,,,,,,,,,,,,4,2,2,[0_3_5_6],[1_2],[4_7]
1365,家具 : 有 一些 家具 ， basement 里面 也 有 一些 之前 同学 留下 的 。,1,basement,,,,,,,,,,,,12,1,3,[0_2_3_4_7_8_9_10_11_12_13_14],[6],[1_5_15]
1366,house 状况 非常 好 ， 地板 地毯 都 是 两 年 新 ， 干净 整齐 漂亮 。,1,house,,,,,,,,,,,,13,1,3,[1_2_3_5_6_7_8_9_10_11_13_14_15],[0],[4_12_16]
1367,我 有意 租 house ， 联系 我 em1058,2,house,,em1058,,,,,,,,,,5,1,1,[0_1_2_5_6],[3_7],[4]
1368,门口 是 车站 和 学校 shuttle 车站 。,1,shuttle,,,,,,,,,,,,6,1,1,[0_1_2_3_4_6],[5],[7]
1369,附近 有 walnut street 购物 吃饭 。,1,walnut street,,,,,,,,,,,,4,2,1,[0_1_4_5],[2_3],[6]
1370,jpg/url ] still available~~~up up 顶 ！,1,still available~~~up up,,,,,,,,,,,,1,2,4,[5],[2_4],[0_1_3_6]
1371,包 水 和 gas ， 不 包 电 和 网络 。,1,gas,,,,,,,,,,,,8,1,2,[0_1_2_5_6_7_8_9],[3],[4_10]
1372,原价 ： 房租 一 共 是 $1350 ( 可以 给 你 看 我们 的 lease ) ， 三 间 房 其中 一 间 大 的 是 $490 ， 其他 两 间 都 是 $430 。,1,lease,,,,,,,,,,,,25,1,9,[0_2_3_4_5_8_9_10_11_12_13_17_18_19_20_21_22_23_24_25_28_29_30_31_32],[14],[1_6_7_15_16_26_27_33_34]
1373,这个 价格 加上 补贴 之后 非常 划算 ， 在 sq hill 你 找 不 到 性价比 更 高 的 了 ！,1,sq hill,,,,,,,,,,,,17,2,2,[0_1_2_3_4_5_6_8_11_12_13_14_15_16_17_18_19],[9_10],[7_20]
1374,html 联系 方式 ： pn229 ，,2,html,,pn229,,,,,,,,,,2,1,2,[1_2],[0_4],[3_5]
1375,房产 公司 为 rockwell realty ， 是 pittsburgh 一 家 较为 出名 的 房产 公司 ， 管理 完善 服务 到位 。,2,rockwell realty,,pittsburgh,,,,,,,,,,15,3,3,[0_1_2_6_8_9_10_11_12_13_14_16_17_18_19],[3_4_7],[5_15_20]
1376,房子 是 meyers management 的 ， 口碑 大家 都 知道 ， 匹兹堡 最 好 的 公司 了 ， 服务 一流 ， 家里 什么 东西 坏 了 ， 网上 request 一下 ， 当天 就 修好 了 。,2,meyers management,,request,,,,,,,,,,26,3,7,[0_1_4_6_7_8_9_11_12_13_14_15_16_18_19_21_22_23_24_25_27_29_31_32_33_34],[2_3_28],[5_10_17_20_26_30_35]
1377,卫生间 以及 客厅 ， 厨房 和 另 一 个 中国 女生 share .,1,share,,,,,,,,,,,,10,1,2,[0_1_2_4_5_6_7_8_9_10],[11],[3_12]
1378,meyers management 管理 ， 质量 有口皆碑 。,1,meyers management,,,,,,,,,,,,3,2,2,[2_4_5],[0_1],[3_6]
1379,公寓 带 garage ， laundry ， 电梯 ， 公寓 每 周 都 有 人 来 打扫 公共 区域 ， 屋子 里 家具 都 有 ， 可以 拎包 入住 ， 家具 全部 免费 赠送 ！,1,garage ， laundry,,,,,,,,,,,,25,2,7,[0_1_6_8_9_10_11_12_13_14_15_16_17_19_20_21_22_23_25_26_27_29_30_31_32],[2_4],[3_5_7_18_24_28_33]
1380,欢迎 联系 欢迎 联系 欢迎 联系 欢迎 联系 欢迎 联系 欢迎 联系 顶 欢迎 联系 bump,1,bump,,,,,,,,,,,,15,1,0,[0_1_2_3_4_5_6_7_8_9_10_11_12_13_14],[15],
1381,楼 主 住 master room ， 有 独立 卫生间 ， 所以 房客 只 需 跟 小 房间 房客 share 卫生间 。,2,master room,,share,,,,,,,,,,15,3,3,[0_1_2_6_7_8_10_11_12_13_14_15_16_17_19],[3_4_18],[5_9_20]
1382,客厅 还 有 一 个 小 的 balcony 。,1,balcony,,,,,,,,,,,,7,1,1,[0_1_2_3_4_5_6],[7],[8]
1383,floor plan 见 附件 。,1,floor plan,,,,,,,,,,,,2,2,1,[2_3],[0_1],[4]
1384,由于 本人 年底 毕业 要 搬家 ， 现出 租 squirrel hill house 里 的 一 间 卧室 。,1,squirrel hill house,,,,,,,,,,,,13,3,2,[0_1_2_3_4_5_7_8_12_13_14_15_16],[9_10_11],[6_17]
1385,饮食 ： 离 星巴克 ， 川 霸王 ， giant eagle 不 到 五 分钟 路程 。,1,giant eagle,,,,,,,,,,,,10,2,4,[0_2_3_5_6_10_11_12_13_14],[8_9],[1_4_7_15]
1386,位 于 north neville 和 bayard 路口 附近 ， 有 遮挡 客厅 。,2,north neville,,bayard,,,,,,,,,,8,3,2,[0_1_4_6_7_9_10_11],[2_3_5],[8_12]
