SentenceID,CodeSwitchedSentence,TranslatedSentence,UntranslatedWord,IndicesOfCodeSwitchedWord,IndicesOfCodeSwitchedWordInTranslation,IndicesOfPunctuation,IndicesOfPunctuationInTranslation
319,我 是 刚 毕业 没 多久 的 young professional ， 安静 好 相处 ， 会 居家 也 爱 出去 浪  。,我 是 刚 毕业 没 多久 的 年轻 教授 ， 安静 好 相处 ， 会 居家 也 爱 出去 浪  。,[],[7_8_9],[7_8_9],[9_13_20],[9_13_20]
320,房间 full size 床 非常 舒适  。,房间 全尺寸 大 小床 非常 舒适  。,[],[1_2],[1_2_3],[6],[6]
321,租户 仅 限 gg mm 不 可以,"    "" 租户 仅限 哥哥 """,[],[3_4],[0_1_3_4_5],,[0_1_5]
322,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .,[],[2_9_10],[2_9_10],[6_10],[6_10]
323,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .,[],[2_9_10],[2_9_10],[6_10],[6_10]
324,如果 感 兴趣 ， 请 通过 email 联系 em@11,如果 感 兴趣 ， 请 通过 电子 邮件 联系 em@11,[],[6],[6_7],[3_8],[3_9]
325,房型  ：  非常 新 的 house,房型  ：  非常 新 的 独栋 住宅,[],[5],[5_6],[1],[1]
326,有 pet 可以 商量,有 宠物 可以 商量,[],[1],[1],,
327,从  「  现在  」  开始 租 ， 直接 和 manager 签 合同 ！,从  「  现在  」  开始 租 ， 直接 和 经理 签 合同 ！,[],[9],[9],[1_3_6_12],[1_3_6_12]
328,地处 greenfield ， 周围 环境 安静 ， 邻里 和睦 ， 非常 安全,地处 格林菲尔德 ， 周围 环境 安静 ， 邻里 和睦 ， 非常 安全,[],[1_2],[1_2],[2_6_9],[2_6_9]
329,有 意 者 可 联系 ， 电话 pn-8 或 pn-9 ， email  ：  em@16,有 意 者 可 联系 ， 电话 pn-8 或 pn-9 ， 电子 邮件  ：  em@16,[],[11_12_13],[11_12_13_14],[5_7_9_10_12_13],[5_7_9_10_13_14]
330,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .,[],[2_9_10],[2_9_10],[6_10],[6_10]
331,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .,[],[2_9_10],[2_9_10],[6_10],[6_10]
332,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .,[],[2_9_10],[2_9_10],[6_10],[6_10]
333,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .,[],[2_9_10],[2_9_10],[6_10],[6_10]
334,up up up 保持 关注 哦,顶顶顶 保持 关注 哦,[],[0_1_2],[0],,
335,房型  ：  house,房型  ：  独 栋 住宅,[],[2],[2_3_4],[1],[1]
336,有 pet 可以 商量,有 宠物 可以 商量,[],[1],[1],,
337,房东 也 很 nice  。,房东 也 很 好 。,[],[3_4],[3_4],[4],[4]
338,房子 共 三 层 ， 出租 的 是 二 楼 的 bedroom ， 二 楼 有 独立 厨房 和 卫生间  。,房子 共 三 层 ， 出租 的 是 二 楼 的 卧室 ， 二 楼 有 独立 厨房 和 卫生间  。,[],[11_12],[11_12],[4_12_20],[4_12_20]
339,五 分钟 步行 到 54，71 ac 车站 ， 周边 有 giant eagle ， cvs ， dollar general ， whole foods 等 超市 ， 生活 条件 便利  。,五 分钟 步行 到 54，71 ac 车站 ， 周边 有 大 老鹰 ， cvs ( 超市 名 )  ， dollar general ， whole foods 等 超市 ， 生活 条件 便利  。,[ac_cvs_dollar_general_whole_foods],[5_10_11_12_13_14_15_16_17_18_19],[5_10_11_12_13_14_16_17_18_19_20_21_22_23],[7_12_14_17_22_26],[4_7_12_14_17_18_21_26_30]
340,房租 是 $500 ， 包 水电 暖 网 以及 你 能 想到 的 一切 ， 房东 夫妇 人 非常 nice ， 有 什么 问题 随时 可以 给 他们 打 电话 求助  。,房租 是 $500 ， 包 水电 暖 网 以及 你 能 想到 的 一切 ， 房东 夫妇 人 非常 好 ， 有 什么 问题 随时 可以 给 他们 打 电话 求助  。,[],[19_20],[19_20],[3_14_20_31],[2_3_14_20_31]
341,房子 离 frick park 仅 两 个 block ， 去 公园 里 运动 非常 方便  。,房子 离 弗里克 公园 仅 两 个 街区 ， 去 公园 里 运动 非常 方便  。,[],[2_3_7_8],[2_7_8],[8_15],[8_15]
342,简单 介绍 一下 oak hill apt ！,简单 介绍 一下 橡树 山 公寓 ！,[],[3_4_5_6],[3_4_5_6],[6],[6]
343,地处 greenfield ， 周围 环境 安静 ， 邻里 和睦 ， 非常 安全,地处 格林菲尔德 ， 周围 环境 安静 ， 邻里 和睦 ， 非常 安全,[],[1_2],[1_2],[2_6_9],[2_6_9]
344,距离 cvs 5-10 分钟 ；,距离 cvs ( 超市名 )  5-10 分钟 ；,[cvs],[1_2],[1_2_3_4_5],[4],[2_4_5_7]
345,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .,[],[2_9_10],[2_9_10],[6_10],[6_10]
346,楼层 高度 适中 ， 背 对 north craig st  。,楼层 高度 适中 ， 背 对 北克列戈街  。,[],[6_7_8_9],[6_7],[3_9],[3_7]
347,晚上 ， 有 学校 escort 直达 门口  。,晚上 ， 有 学校 护送 车 直 达 门口  。,[],[4],[4_5_6_7],[1_7],[1_9]
348,户型  ：  一 楼 是 超大 living room ， dining room 及 厨房 ；,户型  ：  一 楼 是 超大 客厅 ， 餐厅 及 厨房 ；,[],[6_7_8_9_10],[6_7_8],[1_8_13],[1_7_11]
349,up 一下 up up up up,顶 一下 顶顶 顶顶,[],[0_2_3_4_5],[0_2_3],,
350,up 一下 up up up,顶 一下 顶顶 顶顶,[],[0_2_3_4],[0_2_3],,
351,房子 位 于 greenfield ave ， 紧邻 giant eagle and murry ave .,房子 位于 格林菲尔德 街 ， 紧邻 大老鹰 和 默理街 .,[],[3_4_5_7_8_9_10_11_12],[1_2_3_4_6_7_8_9],[5_12],[4_9]
352,地处 north oakland ， 周围 安全,地处 北 奥克兰 ， 周围 安全,[],[1_2_3],[1_2_3],[3],[3]
353,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .,[],[2_9_10],[2_9_10],[6_10],[6_10]
354,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .,[],[2_9_10],[2_9_10],[6_10],[6_10]
355,# NAME ?,公寓 附近 环境 安全 安静 ， 办公室 就 在 公寓 旁边 ， 有 事 可 及时 解决  。,[],[0_1_2],[0_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17],[0_2],[5_11_17]
356,# NAME ?,公寓 家具 齐全 ， 客厅 很 大 活动 区域 广 ， 有 空调 暖气 ， 出租 的 卧室 宽敞 有 阳光 ， 有 walk-in 壁橱 ， 家具 低价 打包 接手 ， 可 拎包 入住 ！,[],[0_1_2],[0_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28_29_30_31_32_33_34],[0_2],[3_10_14_21_23_25_30_34]
357,所有 想 寄 想 return 的 东西 ， 直接 放在 公寓 一 楼 就 可以  。,所有 想 寄 想 送回 的 东西 ， 直接 放在 公寓 一 楼 就 可以  。,[],[4],[4],[7_15],[7_15]
358,免费 送 顶楼 view 和 顶楼 的 阳光 普照 !,免费 送 顶楼 风景 和 顶楼 的 阳光 普照 !,[],[3],[3],[9],[9]
359,附近 有 sichuan gourmet ， 台湾 味 ， every day noodle ， 各 种 小吃 ， 以及 中 超 panda ， giant eagle  。,附近 有 府 河 人家 ， 台湾 味 ， 天天 见面 ， 各 种 小吃 ， 以及 中 超 熊猫 ， 大老鹰  。,[],[2_3_4_8_9_10_11_19_20_21_22_23],[2_3_4_5_9_10_11_19_20_21_22],[4_7_11_15_20_23],[5_8_11_15_20_22]
360,步行 五 分钟 有 whole food  。,步行 五 分钟 有 全食 。,[],[4_5_6],[4_5],[6],[5]
361,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .,[],[2_9_10],[2_9_10],[6_10],[6_10]
362,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .,[],[2_9_10],[2_9_10],[6_10],[6_10]
363,环境  ：  住宅 街区 ， free parking  。,环境  ：  住宅 街区 ， 免费 停车  。,[],[5_6_7],[5_6_7],[1_4_7],[1_4_7]
364,房型  ：  house 非常 新 ， 装 修好,房型  ：  独 栋 住宅 非常 新 ， 装 修好,[],[2],[2_3_4],[1_5],[1_7]
365,如 有 需要 可 免费 提供 bedding set ， 餐具 厨具,如 有 需要 可 免费 提供 床上 用品 ， 餐具 厨具,[],[6_7_8],[6_7_8],[8],[8]
366,上学 或是 去 giant eagle/cvs / whole foods 等 地 grocery shopping 都 很 便利  。,上学 或是 去 大老鹰 / cvs （ 超市名 ） / 全食 等 地 副食店 都 很 便利  。,[cvs],[3_4_5_6_7_10_11],[3_4_5_6_7_8_9_10_13],[5_15],[4_6_8_9_17]
367,全新 的 宜家 买 的 full size 的 床 和 书桌 柜子 ， 房间 内 有 closet  。,全新 的 宜家 买 的 全尺寸 大小 的 床 和 书桌 柜子 ， 房间 内 有 衣橱  。,[],[5_6_16_17],[5_6_16_17],[12_17],[12_17]
368,晚上 还 有 escort 直达 公寓 门口  。,晚上 还有 护送 车直 达 公寓 门口  。,[],[3],[1_2_3_4],[7],[7]
369,word 天 今天 有 人 联系 我 了 ！,我的天 今天 有 人 联系 我 了 ！,[],[0],[0],[8],[7]
370,lobby 有 单独 的 放 快递 的 房间 ， 不 怕 包裹 丢失 ， 非常 贴心  。,大厅 有 单独 的 放 快递 的 房间 ， 不 怕 包裹 丢失 ， 非常 贴心  。,[],[0],[0],[8_13_16],[8_13_16]
371,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .,[],[2_9_10],[2_9_10],[6_10],[6_10]
372,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .,[],[2_9_10],[2_9_10],[6_10],[6_10]
373,usp = sharing 国内 的 朋友 可以 联系 我 打包 图片 发给 你 ~,usp = sharing 国内 的 朋友 可以 联系 我 打包 图片 发给 你 ~,[usp_sharing],[0_1_2],[0_1_2],[1_13],[1_13]
374,楼层 高度 适中 ， 背 对 north craig st  。,楼层 高度 适中 ， 背 对 北克列戈街  。,[],[6_7_8_9],[6_7],[3_9],[3_7]
375,楼层 高度 适中 ， 背 对 north craig st  。,楼层 高度 适中 ， 背 对 北克列戈街  。,[],[6_7_8_9],[6_7],[3_9],[3_7]
376,940$ / 月 ， 水电 煤 暖气 全 包 ， 楼 下 有 parking lot 免费 停车  。,940$ / 月 ， 水电 煤 暖气 全 包 ， 楼 下 有 停车场 免费 停车  。,[],[0_1_13_14],[0_1_13],[1_3_9_17],[0_1_3_9_16]
377,小区 环境 安静  ：  有 多 处 playground ， 很 适合 家庭 居住  。,小区 环境 安静  ：  有 多 处 操场 ， 很 适合 家庭 居住  。,[],[7_8],[7_8],[3_8_13],[3_8_13]
378,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .,[],[2_9_10],[2_9_10],[6_10],[6_10]
379,地点  ：  central oakland 匹 大校 区内,地点  ：  中 奥克兰 匹 大校 区内,[],[2_3],[2_3],[1],[1]
380,环境  ：  住宅 街区 ， street parking  。,环境  ：  住宅 街区 ， 路边 停车 。,[],[5_6_7],[5_6_7],[1_4_7],[1_4_7]
381,房型  ：  house,房型  ：  独 栋 住宅,[],[2],[2_3_4],[1],[1]
382,有 pet 可以 商量,有 宠物 可以 商量,[],[1],[1],,
383,请 备注 “ 租房 ” screen shot 2017-10-17 at 13 .,请 备注 “ 租房 ” 截屏 2017-10 - 17 在 13 .,[],[5_6_7_8_9_10],[5_6_7_8_9_10_11],[2_4_10],[2_4_6_7_11]
384,联系 电话 or text  ：  412-6518342 jane,联系 电话 或者 短信  ：  412-6518342 jane,[jane],[2_3_4_5_6],[2_3_4_5_6],[4],[4_5]
385,长方形 带 走廊 房间 （ 走廊 带 closet ）,长方形 带 走廊 房间 （ 走廊 带 衣橱 ）,[],[7_8],[7_8],[4_8],[4_8]
386,在 shady ave .,在 沙迪街 .,[],[1_2_3],[1_2],[3],[2]
387,和 walnut st .,和 核桃 街,[],[1_2_3],[1_2],[3],
388,此 消息 作废 我 没 看见 怎么 删除 sorry,此 消息 作废 我 没 看见 怎么 删除 对不起,[],[8],[8],,
389,clair 医院 和 mt lebanon 公园  。,克莱尔 医院 和 黎巴嫩 山 公园  。,[],[0_3_4],[0_3_4],[6],[6]
390,地址 在  ：  squirrel hill murray avenue 上,地址 在  ：  松鼠 默里 街上,[],[3_4_5_6],[3_4_5],[2],[2]
391,房型  ：  house 分 三 层 ， 每 层 独立 ， 互 不 影响  。,房型  ：  独 栋 住宅 分 三 层 ， 每 层 独立 ， 互 不 影响  。,[],[2],[2_3_4],[1_6_10_14],[1_8_12_16]
392,房型  ：  house 分 三 层 ， 每 层 独立 ， 互 不 影响  。,房型  ：  独 栋 住宅 分 三 层 ， 每 层 独立 ， 互 不 影响  。,[],[2],[2_3_4],[1_6_10_14],[1_8_12_16]
393,欢迎 text ， 不 能 时时 接 电话  。,欢迎 短信 ， 不 能 时时 接 电话  。,[],[1_2],[1_2],[2_8],[2_8]
394,house 概况  ：  地上 两 层  、  地下 一 层 ；,独 栋 住宅 概况  ：  地上 两 层  、  地下 一 层 ；,[],[0],[0_1_2],[2_6_10],[4_8_12]
395,webster hall 是 老牌 公寓 了 ， 口碑 好 而且 没有 刚 装修 的 异味,韦伯斯特 大厅 是 老牌 公寓 了 ， 口碑 好 而且 没有 刚 装修 的 异味,[],[0_1],[0_1],[6],[6]
396,craig street 上 还有 很多 吃 的 和 韩国 小 超市,克列戈 街上 还 有 很多 吃 的 和 韩国 小 超市,[],[0_1],[0_1_2_3],,
397,地点  ：  central oakland,地点  ：  中 奥克兰,[],[2_3],[2_3],[1],[1]
398,环境  ：  住宅 街区 ， street parking  。,环境  ：  住宅 街区 ， 路边 停车  。,[],[5_6_7],[5_6_7],[1_4_7],[1_4_7]
399,房型  ：  house,房型  ：  独 栋 住宅,[],[2],[2_3_4],[1],[1]
400,欢迎 email 咨询,欢迎 电子 邮件 咨询,[],[1],[1_2],,
401,房间 内 各 种 用具 桌子 都 有 ， closet 很 大 ， 客厅 和 卧室 的 独立 性 相当 ， 空间 也 很 大 ， 只 需要 一 个 床 即 可  。,房间 内 各 种 用具 桌子 都 有 ， 衣橱 很 大 ， 客厅 和 卧室 的 独立 性 相当 ， 空间 也 很 大 ， 只 需要 一 个 床 即 可  。,[],[9],[9],[8_12_20_25_33],[8_12_20_25_33]
402,每 个 房间 也 可以 单独 出租 ， 租金 在 $650-$700 ， 这个 租金 包含 了 所有 utilities  。,每 个 房间 也 可以 单独 出租 ， 租金 在 $650-$700 ， 这个 租金 包含 了 所有 水电气 。,[],[17_18],[17_18],[7_11_18],[7_10_11_18]
403,五六 分钟 可以 走到 murray 大街 的 giant eagle  (  giant eagle 是 最 大 的 食品 超级 市场  )  家具 齐全 ，,五六 分钟 可以 走到 默里 大街 的 大 老鹰  (  大 老鹰 是 最 大 的 食品 超级 市场  )  家具 齐全 ，,[],[4_7_8_9_10_11],[4_8_9_11],[9_19_22],[9_19_22]
404,地处 greenfield ， 周围 环境 安静 ， 邻里 和睦 ， 非常 安全,地处 格林菲尔德 ， 周围 环境 安静 ， 邻里 和睦 ， 非常 安全,[],[1_2],[1_2],[2_6_9],[2_6_9]
405,房间 内 各 种 用具 桌子 都 有 ， closet 很 大 ， 客厅 和 卧室 的 独立 性 相当 ， 空间 也 很 大 ， 只 需要 一 个 床 即 可  。,房间 内 各 种 用具 桌子 都 有 ， 衣橱 很 大 ， 客厅 和 卧室 的 独立 性 相当 ， 空间 也 很 大 ， 只 需要 一 个 床 即 可  。,[],[9],[9],[8_12_20_25_33],[8_12_20_25_33]
406,门口 有 bus 到 中国 店 等  。,门口 有 公交 到 中国 店 等  。,[],[2],[2],[7],[7]
407,要求  ：  security deposit ， 爱 整洁 ， 有 责任感,要求  ：  保证金 ， 爱 整洁 ， 有 责任感,[],[2_3_4],[2_3],[1_4_7],[1_3_6]
408,联系 电话 or text  ：  412-6518342 jane,联系 电话 或者 短信  ：  412-6518342 jane,[jane],[2_3_4_5_6],[2_3_4_5_6],[4],[4_5]
409,门口 有 bus 到 中国 店 等  。,门口 有 公交 到 中国 店 等  。,[],[2],[2],[7],[7]
410,要求  ：  security deposit ， 爱 整洁 ， 有 责任感,要求  ： 保证金 ， 爱 整洁 ， 有 责任感,[],[2_3_4],[2_3],[1_4_7],[1_3_6]
411,地点  ：  oakland ;,地点  ：  奥克兰 ;,[],[2_3],[2_3],[1_3],[1_3]
412,prefer  ：  研究生 或 博士生,倾向于  ：  研究生 或 博士生,[],[0_1],[0_1],[1],[1]
413,公寓 是 服务 很 好 搭 forbes management 的 财产  。,公寓 是 服务 很 好 搭 福布斯 物业 的 财产  。,[],[6_7],[6_7],[10],[10]
414,全新 的 宜家 买 的 twin size 的 床 和 书桌 柜子 ， 房间 内 有 closet  。,全新 的 宜家 买 的 小号 的 床 和 书桌 柜子 ， 房间 内 有 衣橱  。,[],[5_6_16_17],[5_15_16],[12_17],[11_16]
415,公寓 的 管理 非常 好 ， 有 一 个 doorman ， 每 天 出入 公寓 会 给 住户 开门 ！,公寓 的 管理 非常 好 ， 有 一 个 门卫 ， 每 天 出入 公寓 会 给 住户 开门 ！,[],[9_10],[9_10],[5_10_19],[5_10_19]
416,whole foods 是 我 去 的 最 频繁 的 超市 ， 因为 里边 只 卖 有机 食品 ， 质量 有 保证  。,全食 是 我 去 的 最 频繁 的 超市 ， 因为 里边 只 卖 有机 食品 ， 质量 有 保证  。,[],[0_1],[0],[10_17_21],[9_16_20]
417,欢迎 感兴趣 的 妹子 联系 我 拿 floor plan 和 各 种 房子 图片 ~,欢迎 感兴趣 的 妹子 联系 我 拿 平面图 和 各 种 房子 图片 ~,[],[7_8],[7],[14],[13]
418,距离 大 超市 giant eagle 很 近 ， 周围 有 超 多 饭馆 （ 包括 中餐 ） ， 还有 银行 等  。,距离 大 超市 大 老鹰 很 近 ， 周围 有 超 多 饭馆 （ 包括 中餐 ） ， 还有 银行 等  。,[],[3_4],[4],[7_13_16_17_21],[7_13_16_17_21]
419,暖气 是 用 gas 的 ， 不用 担心,暖气 是 用气 的 ， 不用 担心,[],[3],[2],[5],[4]
420,欢迎 text ， 不 能 时时 接 电话  。,欢迎 短信 ， 不 能 时时 接 电话  。,[],[1_2],[1_2],[2_8],[2_8]
421,步行 距离 去 美国 超市 （ giant eagle ） 和 中国 超市 （ panda supermarket ）,步行 距离 去 美国 超市 （ 大老鹰 ） 和 中国 超市 （ 熊猫 超市 ）,[],[6_7_8_13_14_15],[6_7_12],[5_8_12_15],[5_7_11_14]
422,如 感 兴趣 ， 请 发 邮件  :  yan em@18,如 感 兴趣 ， 请 发 邮件  :  yan em@18,[yan],[8_9],[8_9],[3_7_9],[3_7_9]
423,地点  ：  north oakland/shadyside,地点  ：  北 奥克兰 / 沙迪,[],[2_3],[2_3_4_5],[1],[1_4]
424,房型  ：  house 有 院子,房型  ：  独 栋 住宅 有 院子,[],[2],[2_3_4],[1],[1]
425,欢迎 email 咨询,欢迎 电子 邮件 咨询,[],[1],[1_2],,
426,位 于 north craig st 上 的 两 室 一 厅 公寓 招租 ， 长 租 优先 ， 长短 租 均 可  。,位 于 北克列戈 街 上 的 两 室 一 厅 公寓 招租 ， 长 租 优先 ， 长短 租 均 可  。,[],[2_3_4],[2_3],[13_17_22],[12_16_21]
427,来回 都 没有 traffic .,来回 都 没有 交通 .,[],[3_4],[3_4],[4],[4]
428,公寓 有 off street parking 且 允许 养 宠物  。,公寓 有 露天 停车 且 允许 养 宠物  。,[],[2_3_4],[2_3],[9],[8]
429,小区 居民 是 匹 大学生 和 年轻 学者 以及 美国 白人 等 ， 学校 的 shuttle 从 门前 经过  。,小区 居民 是 匹 大学生 和 年轻 学者 以及 美国 白人 等 ， 学校 的 摆渡 车 从 门前 经过  。,[],[15],[15_16],[12_19],[12_20]
430,户型  ：  一 楼 是 超大 living room ， dining room 及 厨房 ；,户型  ：  一 楼 是 超大 客厅 ， 餐厅 及 厨房 ；,[],[6_7_8_9_10],[6_7_8],[1_8_13],[1_7_11]
431,二 楼 是 三 间 卧室 和 一 个 full 的 卫生间  。,二 楼 是 三 间 卧室 和 一 个 完整 的 卫生间  。,[],[9],[9],[12],[12]
432,三 楼 是 一 卧 一 卫 的 studio  。,三 楼 是 一 卧 一 卫 的 工作室 。,[],[8_9],[8_9],[9],[9]
433,须 直接 和 物业 联系 ， 具体 公寓 信息 和 联系 方式 可 搜索  ：  mozart cavendish apartment 房间 名称  ：  latimer,须 直接 和 物业 联系 ， 具体 公寓 信息 和 联系 方式 可 搜索  ： 莫扎特 卡文迪许 公寓 房间 名称  ： 拉 蒂默,[],[15_16_17_21],[15_16_21_22],[5_14_20],[5_14_20]
434,步行 距离 至 mellon park ， bakery square （ shopping ， dinner ， etc ）,步行 距离 至 美伦 公园 ， 面板 广场 （ 购物 ， 晚餐 ， 等 ）,[],[3_4_5_6_7_8_9_10_11_12_13_14],[3_4_5_6_7_8_9_10_11_12_13_14],[5_8_10_12_14],[5_8_10_12_14]
435,如果 你 想 看 更多 图片 或 了解 更 多 信息 ， 也 可以 在 联系 物业 前 和 我 联系 ， 我 会 提供 更 多 个 人 的 居住 体验 ， tips ， 或是 公寓 更 多 细节  。,如果 你 想 看 更多 图片 或 了解 更 多 信息 ， 也 可以 在 联系 物业 前 和 我 联系 ， 我 会 提供 更 多 个 人 的 居住 体验 ， 忠告 ， 或是 公寓 更 多 细节  。,[],[33_34],[33_34],[11_21_32_34_40],[11_21_32_34_40]
436,电话  ：  pn-10 （ text first ）,电话  ：  pn-10 （ 短信 优先 ）,[],[4_5_6],[4_5_6],[1_2_3_6],[1_2_3_6]
437,如 感 兴趣 ， 请 发 邮件  :  yan em@18,如 感 兴趣 ， 请 发 邮件  :  yan em@18,[yan],[8_9],[8_9],[3_7_9],[3_7_9]
438,可以 share 大部分 家用 电器 ， 厨房 用品 ， 家具 等  。,可以 共享 大部分 家用 电器 ， 厨房 用品 ， 家具 等  。,[],[1],[1],[5_8_11],[5_8_11]
439,地点 在 murray ave .,地点 在 默里 街 .,[],[2_3_4],[2_3_4],[4],[4]
440,另 有 全套 基本 家具 （ full size 床 / 书桌 / 柜子 / 空调 ） 如 需要 可 低价 转让  。,另 有 全套 基本 家具 （ 全尺寸 大小 床 / 书桌 / 柜子 / 空调 ） 如 需要 可 低价 转让  。,[],[6_7],[6_7],[5_9_11_13_15_21],[5_9_11_13_15_21]
441,请 联系 rent em@1,请 联系 rent em@1,[rent],[2_3],[2_3],[3],[3]
442,因为 之前 要 租 的 同学 变卦 所以 房间 又 available 了 ， 有 兴趣 请 邮件 联系 ， 我 会 提供 照片 ~,因为 之前 要 租 的 同学 变卦 所以 房间 又 有效 了 ， 有 兴趣 请 邮件 联系 ， 我 会 提供 照片 ~,[],[10],[10],[12_18_23],[12_18_23]
443,mini van 包车 往返 pit 机场 及 匹兹堡 市区,小面包 车 包车 往返 pit 机场 及 匹兹堡 市区,[pit],[0_1_4],[0_1_4],,
444,车辆  ：  honda odyssey,车辆  ： 本田 奥德赛,[],[2_3],[2_3],[1],[1]
445,豪华 suv 包车 往返 pit 机场 及 匹兹堡 市区,豪华 城市 功能 越野 车 包车 往返 pit 机场 及 匹兹堡 市区,[pit],[1_4],[1_2_3_4_7],,
446,豪华 suv 包车 往返 pit 机场 及 匹兹堡 市区,豪华 城市 功能 越野 车 包车 往返 pit 机场 及 匹兹堡 市区,[pit],[1_4],[1_2_3_4_7],,
447,地处 greenfield ， 周围 环境 安静 ， 邻里 和睦 ， 非常 安全,地处 格林菲尔德 ， 周围 环境 安静 ， 邻里 和睦 ， 非常 安全,[],[1_2],[1_2],[2_6_9],[2_6_9]
448,户型  ：  一 楼 是 超大 living room ， dining room 及 厨房 ；,户型  ：  一 楼 是 超大 客厅 ， 餐厅 及 厨房 ；,[],[6_7_8_9_10],[6_7_8],[1_8_13],[1_7_11]
449,八月 初 入住 ， 一 年 lease .,八月 初 入住 ， 一 年 合同 .,[],[6_7],[6_7],[3_7],[3_7]
450,oakland 的 好 房 您 不 能 错过 ！,奥克兰 的 好 房 您 不 能 错过 ！,[],[0],[0],[8],[8]
451,如果 感 兴趣 ， 欢迎 联系 wet em@19,如果 感 兴趣 ， 欢迎 联系 wet em@19,[wet],[6_7],[6_7],[3_7],[3_7]
452,oakland 有 一 栋 三 层 楼 六 个 卧室 ， 两 个 带 浴室 的 厕所 的 连 栋 房  。,奥克兰 有 一 栋 三 层 楼 六 个 卧室 ， 两 个 带 浴室 的 厕所 的 连 栋 房  。,[],[0],[0],[10_21],[10_21]
453,小区 居民 是 学生 和 年轻 学者 ， 学校 的 shuttle 从 门前 经过 ， 而且 很多  。,小区 居民 是 学生 和 年轻 学者 ， 学校 的 摆渡 车 从 门前 经过 ， 而且 很多  。,[],[10],[10_11],[7_14_17],[7_15_18]
454,八月 初 入住 ， 一 年 lease .,八月 初 入住 ， 一 年 合同 .,[],[6_7],[6_7],[3_7],[3_7]
455,有意 请 email 至 em@10,有意 请 电子 邮件 至 em@10,[],[2],[2_3],[4],[5]
456,月 租金 $450 ， 包 所有 utilities  。,月 租金 $450 ， 包 所有 水电气  。,[],[6_7],[6_7],[3_7],[2_3_7]
457,lebanon ， 该 区 高中 在 滨州 公立 排名 第九  。,黎巴嫩 ， 该 区 高中 在 滨州 公立 排名 第九  。,[],[0_1],[0_1],[1_10],[1_10]
458,每个 房间 都 有 closet ， 图 中 黄色 部分 是 closet .,每个 房间 都 有 衣橱 ， 图 中 黄色 部分 是 衣橱 .,[],[4_5_11_12],[4_5_11_12],[5_12],[5_12]
459,oakland 的 好 房 您 不 能 错过 ！,奥克兰 的 好 房 您 不 能 错过 ！,[],[0],[0],[8],[8]
460,oakland 的 干净 精致 好 房 您 不 能 错过 ！,奥克兰 的 干净 精致 好 房 您 不 能 错过 ！,[],[0],[0],[10],[10]
461,地点  ：  north oakland/shadyside,地点  ： 北 奥克兰 / 沙迪,[],[2_3],[2_3_4_5],[1],[1_4]
462,房型  ：  house,房型  ：  独 栋 住宅,[],[2],[2_3_4],[1],[1]
463,欢迎 email 咨询,欢迎 电子 邮件 咨询,[],[1],[1_2],,
464,hello 大家 好,嘿 大家 好,[],[0],[0],,
465,联系 电话  ：  412-6518342 jane li,联系 电话  ：  412-6518342 jane li,[jane_li],[4_5],[4_5],[2],[2_3]
466,如 感 兴趣 ， 请 发 邮件  :  yan em@18,如 感 兴趣 ， 请 发 邮件  :  yan em@18,[yan],[8_9],[8_9],[3_7_9],[3_7_9]
467,位于 安全 的 西 oakland ！,位于 安全 的 西 奥克兰 ！,[],[4_5],[4_5],[5],[5]
468,apartment 网站 如下  ：,公寓 网站 如下  ：,[],[0],[0],[3],[3]
