SentenceID,CodeSwitchedSentence,TranslatedSentence,UntranslatedWord,IndicesOfCodeSwitchedWord,IndicesOfCodeSwitchedWordInTranslation,IndicesOfPunctuation,IndicesOfPunctuationInTranslation
1659,公寓 在 walnut street 和 shady ave .,公寓 在 坚果 街 和 阴影 街 .,[],[2_3_5_6_7],[2_3_5_6_7],[7],[7]
1660,去 downtown 和 waterfront 都 很 方便  。,去 市中心 和 前 水 都 很 方便  。,[],[1_3],[1_3_4],[7],[8]
1661,escort 可以 到 murray 桥头  。,通勤 可以 到 穆勒 桥头  。,[],[0_3],[0_3],[5],[5]
1662,两 个 full bath 洗澡 不 会 挤  。,两 个 洗澡间 洗澡 不 会 挤  。,[],[2_3],[2],[8],[7]
1663,google map 还是 比较 准确 的  。,谷歌 地图 还是 比较 准确 的  。,[],[0_1],[0_1],[6],[6]
1664,晚上 回家 还 可以 做 escort  。,晚上 回家 还 可以 做 通勤  。,[],[5_6],[5_6],[6],[6]
1665,一 楼 ， one bedroom ， one living room .,一 楼 ， 单人间 ， 客厅,[],[3_4_5_6_7_8_9],[3_4_5],[2_5_9],[2_4]
1666,the price  :  公寓 出价 两 人 住 的 one bedroom one living room 是 $1100 .,价格  :  公寓 出价 两 人 住 的 单人间 和 客厅 是 $1100 .,[],[0_1_2_9_10_11_12_13],[0_1_8_9_10],[2_16],[1_12_13]
1667,我 的 房间 是 这个 house 中 最 大 的 一 间  。,我 的 房间 是 这个 房子 中 最 大 的 一 间  。,[],[5],[5],[12],[12]
1668,我 的 email  ：  em@78,我 的 邮件  ：  em@78,[],[2_3_4],[2_3_4],[3_4],[3_4]
1669,两 房 中 的 一 房 现在 出租 ， 月 租$450 加 utility  。,两 房 中 的 一 房 现在 出租 ， 月 租$450 加 使用  。,[],[12_13],[12_13],[8_13],[8_10_13]
1670,房子 信息 如下  ：  位置  :  squirrel hill .,房子 信息 如下  ：  位置  :  松鼠山,[],[6_7_8],[6],[3_5_8],[3_5]
1671,在 和 murray ave 交界 的 地方 ， 离 学校 1 .,穆勒 街 交界 的 地方 ， 离 学校 1 .,[],[2_3],[0_1_8_9],[7_11],[5_9]
1672,独立 两 层 house  。,独立 两 层 房子 。,[],[3_4],[3_4],[4],[4]
1673,刚刚 重新 装修 过 ， 都 是 新 的 非常 干净 ， 周围 植被 丰富 ， 附近 住 的 都 是 family 很 安静 ， 也 很 安全  。,刚刚 重新 装修 过 ， 都 是 新 的 非常 干净 ， 周围 植被 丰富 ， 附近 住 的 都 是 家庭 很 安静 ， 也 很 安全  。,[],[21],[21],[4_11_15_24_28],[4_11_15_24_28]
1674,联系 方式  ：  email  :  rhys .,联系 方式  ：  邮件  :  rhys .,[rhys],[3_4_5_6],[3_4_5_6],[2_4_6],[2_4_6]
1675,健身房 （ 带 空调 跟 电视 ， 一般 很少 人 用 ， 很 free ） ；,健身房 （ 带 空调 跟 电视 ， 一般 很少 人 用 ， 很 免费 ） ；,[],[13_14_15],[13_14_15],[1_6_11_14_15],[1_6_11_14_15]
1676,if you have any questions ， feel free to send me email in 中文 to em@88,有 问题 邮件 咨询 至,[],[0_1_2_3_4_5_6_7_8_9_10_11_12_14_15],[0_1_2_3_4],[5_15],
1677,匹 大 的 学生 公寓 college garden ， 很 方便 的 maintenance service  。,匹 大 的 学生 公寓 大学 花园 ， 很 方便 的 修理 。,[],[5_6_7_11_12_13],[5_6_7_11_12],[7_13],[7_12]
1678,有 on street parking ， 也 有 室内 停车 （ 收费 ）  。,有 街边 停车 ， 也 有 室内 停车 （ 收费 ）  。,[],[1_2_3_4],[1],[4_9_11_12],[3_8_10_11]
1679,还 没有 尝试 用 easy recovery 软件 ， 听说 软件 层面 很 难 恢复 求 高手 帮忙 恢复 硬盘 ！,还 没有 尝试 用 还原 软件 ， 听说 软件 层面 很 难 恢复 求 高手 帮忙 恢复 硬盘 ！,[],[4_5],[4],[7_19],[6_18]
1680,地段 好 ， 前面 就 有 giant eagle 超市  。,地段 好 ， 前面 就 有 捷安特 鹰 超市  。,[],[6_7],[6_7],[2_9],[2_9]
1681,因为 是 学校 的 房产 ， 所以 你 必须 跟 学校 的 property management 签 合同 及 付 押金  。,因为 是 学校 的 房产 ， 所以 你 必须 跟 学校 的 资产 管理 签 合同 及 付 押金  。,[],[12_13],[12_13],[5_19],[5_19]
1682,我们 共同 share 的 公共 区域 希望 能 保持 卫生  。,我们 共同 共享 的 公共 区域 希望 能 保持 卫生  。,[],[2],[2],[10],[10]
1683,房子 信息 如下  ：  位置  :  squirrel hill .,房子 信息 如下  ：  位置  : 松鼠山,[],[6_7_8],[6],[3_5_8],[3_5]
1684,在 和 murray ave 交界 的 地方 ， 离 学校 1 .,在 和 穆勒 街 交界 的 地方 ， 离 学校 1 .,[],[2_3],[2_3_10_11],[7_11],[7_11]
1685,独立 两 层 house  。,独立 两 层 房子  。,[],[3_4],[3_4],[4],[4]
1686,刚刚 重新 装修 过 ， 都 是 新 的 非常 干净 ， 周围 植被 丰富 ， 附近 住 的 都 是 family 很 安静 ， 也 很 安全  。,刚刚 重新 装修 过 ， 都 是 新 的 非常 干净 ， 周围 植被 丰富 ， 附近 住 的 都 是 家庭 很 安静 ， 也 很 安全  。,[],[21],[21],[4_11_15_24_28],[4_11_15_24_28]
1687,房子 信息 如下  ：  位置  :  north oakland .,房子 信息 如下  ：  位置  :  北,[],[6_7_8],[6],[3_5_8],[3_5]
1688,独立 house  。,独立 房子  。,[],[1_2],[1_2],[2],[2]
1689,一 间 大 房间 出租 ， 有 家具 ， 超大 closet  。,一 间 大 房间 出租 ， 有 家具 ， 超大 衣橱 。,[],[10_11],[10_11],[5_8_11],[5_8_11]
1690,一 个 月 $500 ， 一 年 lease .,一 个 月 $500 ， 一 年 租约 .,[],[7_8],[7_8],[4_8],[3_4_8]
1691,1-3 个 bedroom 均可  。,1-3 个 房间 均 可  。,[],[0_2],[0_2_3_4_5],[4],[0_5]
1692,有 需要 roommate 的 也 可以 联系 我  。,有 需要 室友 的 也 可以 联系 我  。,[],[2],[2],[8],[8]
1693,大家 都 是 学生 ， 要 住 的 话 lease 啥 的 都 可以 给 你们 看  。,大家 都 是 学生 ， 要 住 的 话 租约 啥 的 都 可以 给 你们 看  。,[],[9],[9],[4_17],[4_17]
1694,（ 已 无效 ） 是 一 个 两 室 一 厅 的 apartment ， 两 个 房间 已 有 人 住 ， 现出 租 客厅  。,（ 已 无效 ） 是 一 个 两 室 一 厅 的 公寓 ， 两 个 房间 已 有 人 住 ， 现出 租 客厅  。,[],[0_12_13],[0_12_13],[0_3_13_21_25],[0_3_13_21_25]
1695,一 间 大 房间 出租 ， 有 家具 ， 超大 closet  。,一 间 大 房间 出租 ， 有 家具 ， 超大 衣橱  。,[],[10_11],[10_11],[5_8_11],[5_8_11]
1696,一 个 月 $500 ， 一 年 lease .,一 个 月 $500 ， 一 年 租约 .,[],[7_8],[7_8],[4_8],[3_4_8]
1698,我 的 邮箱 francis em@89,我 的 邮箱 人 名 em@89,[],[3_4],[3_4_5],[4],[5]
1699,apt 在 centre ave 上  。,公寓 在 中央 街上  。,[],[0_2_3],[0_2_3_4],[5],[4]
1700,如果 有 兴趣 的 可以 email 我  ：  em@90,如果 有 兴趣 的 可以 邮件 我  ：  em@90,[],[5],[5],[7_8],[7_8]
1701,整 套 apt 位 于 一 栋 house 的 二 层 ， 三 室 两 厅 ， 中央 空调 ， 各 种 设施 齐全 而且 非常 新 !,整 套 公寓 位 于 一 栋 房子 的 二 层 ， 三 室 两 厅 ， 中央 空调 ， 各 种 设施 齐全 而且 非常 新 !,[],[2_7],[2_7],[11_16_19_27],[11_16_19_27]
1702,$ 550 plus utilities ， plus last month rent and$100 utility security deposit 有 兴趣 请 联系  ：  我 （ em@77,$ 550 加 使用费 ， 加上 个 月 房租 and$100 付款 有 兴趣 请 联系  ：  我 （ em@77,[],[0_1_2_3_4_5_6_7_8_9_10_11_12],[0_1_2_3_4_5_6_7_8_9_10],[0_4_17_19_20],[0_4_9_15_17_18]
1703,giant eagle 跟 target 都 很 近  。,捷安特 鹰 跟 塔吉特 都 很 近  。,[],[0_1_3],[0_1_3],[7],[7]
1704,如果 没有 ， 方便 联系 一下 我们 吗 ， email  ：  em@91,如果 没有 ， 方便 联系 一下 我们 吗 ， 邮件  ：  em@91,[],[9_10_11],[9_10_11],[2_8_10_11],[2_8_10_11]
1705,house 有 中央 空调 循环 ， 通风 和 湿度 都 没有 没 问题  。,房子 有 中央 空调 循环 ， 通风 和 湿度 都 没有 没 问题  。,[],[0],[0],[5_13],[5_13]
1706,可以 住 两 个 人 或者 couple  。,可以 住 两 个 人 或者 情侣  。,[],[6_7],[6_7],[7],[7]
1707,我们 都 是 今年 master 新生,我们 都 是 今年 硕士 新生,[],[4],[4],,
1708,包含 utilities 么 ？,包含 使用 费 么 ？,[],[1],[1_2],[3],[4]
1709,房子 是 两 个 bedroom （ 一 大 ， 一 小 ） ， 厨房 和 卫生间 都 很 大  。,房子 是 两 个 房间 （ 一 大 ， 一 小 ） ， 厨房 和 卫生间 都 很 大  。,[],[4_5],[4_5],[5_8_11_12_19],[5_8_11_12_19]
1710,具体 情况 可 面谈 ， 有 需要 的 同学 ， 直接 发 email 给 我 就 行 了  。,具体 情况 可 面谈 ， 有 需要 的 同学 ， 直接 发 邮件 给 我 就 行 了  。,[],[12],[12],[4_9_18],[4_9_18]
1711,本人 me 的 master  。,本人 我 的 硕士  。,[],[1_3_4],[1_3_4],[4],[4]
1712,足够 的 存储 空间 ， 每个 卧室 都 有 宽敞 的 closet ， 客厅 和 走道 有 storage ， 其中 一 个 为 walk-in  。,足够 的 存储 空间 ， 每个 卧室 都 有 宽敞 的 衣橱 ， 客厅 和 走道 有 储藏间 ， 其中 一 个 为 walk-in  。,[],[11_12_17_18],[11_12_17_18],[4_12_18_24],[4_12_18_23_24]
1713,about me  :  多伦多 大学 本科 毕业  。,关于 我 :  多伦多 大学 本科 毕业  。,[],[0_1_2],[0_1_2],[2_7],[2_7]
1714,有意 可以 联系 我 email  :  em@92,有意 可以 联系 我 邮件  :  em@92,[],[4_5_6],[4_5_6],[5_6],[5_6]
1715,整个 apartment 还 包括 一 个 厨房 ， 一 个 餐厅 ， 和 一 个 卫生间  。,整个 公寓 还 包括 一 个 厨房 ， 一 个 餐厅 ， 和 一 个 卫生间  。,[],[1],[1],[7_11_16],[7_11_16]
1716,tang  )  或 pn-24  (  ms .,唐  )  或 pn-24  (  ms .,[ms],[0_1_5_6],[0_1_5_6],[1_3_4_6],[1_3_4_6]
1717,公寓 在 oakland ， craig st .,公寓 在 地名 ， 克莱格 街 .,[],[2_3_4_5_6],[2_3_4_5_6],[3_6],[3_6]
1718,有 兴趣 请 联系 我 cora pn-25 ， em@84,有 兴趣 请 联系 我 克拉 pn-25 ， em@84,[],[5_6_7_8],[5_6_7_8],[6_7_8],[6_7_8]
1719,位 于 north craig st .,位于 北 克莱格 街,[],[2_3_4_5],[0_1_2_3],[5],
1720,和 bayard st .,和 巴亚德街 .,[],[1_2_3],[1_2],[3],[2]
1721,房租 包 gas ， water ， sewage ， heat  。,房租 包 燃气 ， 水 ， 污水 ， 暖气 。,[],[2_3_4_5_6_7_8_9],[2_3_4_5_6_7_8_9],[3_5_7_9],[3_5_7_9]
1722,因为 在 远离 fifth 的 一 侧 ， 所以 很 安静 的  。,因为 在 远离 第五 大街 h 的 一 侧 ， 所以 很 安静 的  。,[h],[3],[3_4_5],[7_12],[9_14]
1723,而且 冬天 gas 开 的 很 足 ， 很 暖和  。,而且 冬天 燃气 开 的 很 足 ， 很 暖和  。,[],[2],[2],[7_10],[7_10]
1724,位 于 north craig st .,位于 北 克莱格,[],[2_3_4_5],[0_1_2],[5],
1725,和 bayard st .,和 巴亚德街,[],[1_2_3],[1],[3],
1726,三 层 楼 豪宅 basement 带 车库 带 ， 现 租金 为 $500 一 个 月 不 包 utility ， 家具 齐全 ， 暑期 有意 sub-lease 剩下 三 个 月 的 同学 价格 好 商量  。,三 层 楼 豪宅 地下室 带 车库 带 ， 现 租金 为 $500 一 个 月 不 包 使用费 ， 家具 齐全 ， 暑期 有意 sub-lease 剩下 三 个 月 的 同学 价格 好 商量  。,[],[4_18_19],[4_18_19],[8_19_22_35],[8_12_19_22_25_35]
1727,bus stop 也 就 在 家 门口  。,公交站 也 就 在 家 门口  。,[],[0_1],[0],[7],[6]
1728,和 我 去 过 的 其他 apartment 相比 ， webster hall 是 最 新 的 之一  。,和 我 去 过 的 其他 公寓 相比 ， 韦伯斯特 公寓 是 最 新 的 之一  。,[],[6_9_10],[6_9_10],[8_16],[8_16]
1729,具体 可以 再 google 地图 上 看到  。,具体 可以 再 谷歌 地图 上 看到  。,[],[3],[3],[7],[7]
1730,本人 匹 大 的 phd ， 女生  。,本人 匹 大 的 博士 ， 女生  。,[],[4_5],[4_5],[5_7],[5_7]
1731,bus stop 也 就 在 家 门口  。,公交站 也 就 在 家 门口  。,[],[0_1],[0],[7],[6]
1732,五 分钟 到 walnut 逛街 ；,五 分钟 到 坚果 逛街 ；,[],[3],[3],[5],[5]
1733,bus stop 也 就 在 家 门口  。,公交站 也 就 在 家 门口  。,[],[0_1],[0],[7],[6]
1734,house 在 north craig st .,房子 在 北克莱格,[],[0_2_3_4_5],[0_2],[5],
1735,上 ， 临近 centre ave .,上 ， 临近 中心 .,[],[3_4_5],[3_4],[1_5],[1_4]
1736,欢迎 email 联系 联系 方式  ：  em@93,欢迎 邮件 联系 联系 方式  ：  em@93,[],[1],[1],[5_6],[5_6]
1737,联系 方式  ：  email  :  em@94,联系 方式  ：  邮件  :  em@94,[],[3_4_5],[3_4_5],[2_4_5],[2_4_5]
1738,房间 内 有 air conditioner ， furniture 齐全 ， 可以 直接 拎包 入住  。,房间 内 有 空调 ， 家具 齐全 ， 可以 直接 拎包 入住  。,[],[3_4_5_6],[3_4_5],[5_8_13],[4_7_12]
1739,离 giant eagle （ market district ） 也 非常 地 近  。,离 捷安特 鹰 （ 购物区 ） 也 非常 地 近  。,[],[1_2_3_4_5_6],[1_2_3_4_5],[3_6_11],[3_5_10]
1740,house 在 north craig st .,房子 在 贝克莱格,[],[0_2_3_4_5],[0_2],[5],
1741,上 ， 临近 centre ave .,上 ， 临近 中心,[],[3_4_5],[3],[1_5],[1]
1742,五 分钟 到 walnut 逛街 ；,五 分钟 到 坚果 逛街 ；,[],[3],[3],[5],[5]
1743,房屋 所 属 公司  ：  union real estate 之 coronado 公司 房屋 类型  ：,房屋 所 属 公司  ：  联合 地产 之 科罗拉多 公司 房屋 类型  ：,[],[5_6_7_9],[5_6_8],[4_13],[4_12]
1744,bus stop 也 就 在 家 门口  。,公交站 也 就 在 家 门口  。,[],[0_1],[0],[7],[6]
1745,walk  :  5-7-minto downtown （ 门口 就 是 车站 ）  :  71b/71 d direct bus .,步行  :  5-7 - 市中心 门口 就 是 车站 ）  :  71b/71 直达,[],[0_1_2_3_4_12_13_14_15],[0_1_2_3_4_12],[1_4_9_10_15],[1_2_3_9_10_11]
1746,巨大 宽敞 的 全 装修 living room ， 2 .,巨大 宽敞 的 全 装修 客厅 ， 2 .,[],[5_6_7_8_9],[5_6_7_8],[7_9],[6_8]
1747,目前 dining room 被 改装 成 一 个 小 living room ， 有 沙发 和 电视  。,目前 餐厅 被 改装 成 一 个 小 客厅 ， 有 沙发 和 电视  。,[],[1_2_9_10_11],[1_8_9],[11_16],[9_14]
1748,living room 很大 ， 可以 放 full size 的 大 床 和 各 种 家具  。,客厅 很 大 ， 可以 放大 号 床垫 的 大 床 和 各 种 家具  。,[],[0_1_6_7],[0_1_5_6_7],[3_15],[3_15]
1749,虽然 是 客厅 ， 但是 有 隐私 ， 因为 两 个 房间 离 客厅 都 很 远 ， 中间 隔 有 dining room ， kitchen 还有 bathroom 相隔 ， 所以 互相 干扰 不 大  。,虽然 是 客厅 ， 但是 有 隐私 ， 因为 两 个 房间 离 客厅 都 很 远 ， 中间 隔 有 餐厅 ， 厨房 还有 卧室 相隔 ， 所以 互相 干扰 不 大  。,[],[21_22_23_24_26],[21_22_23_25],[3_7_17_23_28_34],[3_7_17_22_27_33]
1750,是 apartment building ， 有 很 好 的 管理 公司  。,是 公寓 ， 有 很 好 的 管理 公司  。,[],[1_2_3],[1_2],[3_10],[2_9]
1751,一 来 pittsburgh 就 能 入住 ， 什么 事情 都 不用 烦恼 ， 而且 许多 家具 可以 送给 你 .,一 来 匹兹堡 就 能 入住 ， 什么 事情 都 不用 烦恼 ， 而且 许多 家具 可以 送给 你 .,[],[2],[2],[6_12_19],[6_12_19]
1752,和 bayard st .,和 巴亚德街,[],[1_2_3],[1],[3],
1753,我们 的 公寓 位 于 hobart street ， 出行 方便  。,我们 的 公寓 位于 霍波特街 ， 出行 方便  。,[],[5_6_7],[3_4_5],[7_10],[5_8]
1754,外出 吃饭 可 到 murray 上 ， 有 川 霸王 和 china star 以及 各 种 小 馆  。,外出 吃饭 可 到 穆勒 上 ， 有 川 霸王 和 中国 星 以及 各 种 小 馆  。,[],[4_11_12],[4_11_12],[6_18],[6_18]
1755,html 谢谢 ！,短讯 谢谢 ！,[],[0],[0],[2],[2]
1756,到 giant eagle 很 近  。,到 捷安特 鹰 很 近  。,[],[1_2],[1_2],[5],[5]
1757,去 中国 超市  、  匹 大  、  downtown 等 地 只 需 一 辆 公交  。,去 中国 超市  、  匹 大  、  市中心 等 地 只 需 一 辆 公交  。,[],[7],[7],[3_6_15],[3_6_15]
1758,适合 交流 学者 或者 summer 过来 读书 的 女生  。,适合 交流 学者 或者 夏季 过来 读书 的 女生  。,[],[4],[4],[9],[9]
1759,escort 及 shuttle 均 可 到达  。,通勤 及 公交 均 可 到达  。,[],[0_2],[0_2],[6],[6]
1760,bus stop 也 就 在 家 门口  。,公交站 也 就 在 家 门口  。,[],[0_1],[0],[7],[6]
1761,一 来 pittsburgh 就 能 入住 ， 什么 事情 都 不用 烦恼 ， 而且 许多 家具 可以 送给 你 .,一 来 匹兹堡 就 能 入住 ， 什么 事情 都 不用 烦恼 ， 而且 许多 家具 可以 送给 你 .,[],[2],[2],[6_12_19],[6_12_19]
1762,和 bayard st .,和 巴亚德街 .,[],[1_2_3],[1_2],[3],[2]
1763,公司 meyers management 所有 ， 因为 交通 方便 ， 价钱 合理 ， 所以 是 很 热门,公司 迈耶 管理 所有 ， 因为 交通 方便 ， 价钱 合理 ， 所以 是 很 热门,[],[1_2],[1_2],[4_8_11],[4_8_11]
1764,craig 上 有 两 间 中式 餐厅 ，,克莱格 上 有 两 间 中式 餐厅 ，,[],[0],[0],[7],[7]
1765,公寓 非常 安全 ， 服务 很 好 ， 每 天 白天 公寓 门口 都 有 非常 nice 的 门卫 大叔 负责 开门  、  收取 信件 包裹  。,公寓 非常 安全 ， 服务 很 好 ， 每 天 白天 公寓 门口 都 有 非常 nice 的 门卫 大叔 负责 开门  、  收取 信件 包裹  。,[nice],[16],[16],[3_7_22_26],[3_7_22_26]
1766,bus stop 也 就 在 家 门口  。,公交站 也 就 在 家 门口  。,[],[0_1],[0],[7],[6]
1767,人 都 很 nice  。,人 都 很 好  。,[],[3_4],[3_4],[4],[4]
1768,出租 的 是 house 的 客厅 ， 地方 敞亮 ， 与 其他 屋子 相隔 ， 虽然 是 客厅 也 是 能够 有 隐私 的  。,出租 的 是 房子 的 客厅 ， 地方 敞亮 ， 与 其他 屋子 相隔 ， 虽然 是 客厅 也 是 能够 有 隐私 的  。,[],[3],[3],[6_9_14_24],[6_9_14_24]
1769,可以 出 粗 全 套 或 只 租 living room （ 320/per month ）  。,可以 出 粗 全 套 或 只 租 客厅 （ 320/per 月 ）  。,[],[8_9_10_11_12_13_14],[8_9_10_11_12_13],[10_13_14],[9_10_12_13]
1770,house 在 north craig st .,房子 在 北克莱格 街,[],[0_2_3_4_5],[0_2_3],[5],
1771,上 ， 临近 centre ave .,上 ， 临近 中央 街 .,[],[3_4_5],[3_4_5],[1_5],[1_5]
1772,学校 escort 也 直接 到  。,学校 通勤 也 直接 到  。,[],[1],[1],[5],[5]
1773,这个 apartment 是 在 这个 地段 来 说 是 非常 便宜 的  。,这个 公寓 是 在 这个 地段 来 说 是 非常 便宜 的  。,[],[1],[1],[12],[12]
1774,房间 内 有 一 个 很 大 的 closet 和 一 个 bathroom  。,房间 内 有 一 个 很 大 的 衣橱 和 一 个 卧室  。,[],[8_12_13],[8_12_13],[13],[13]
1775,地下室 有 洗衣机 和 dryer ， 是 房东 提供 的 ， 免费  。,地下室 有 洗衣机 和 烘干机 ， 是 房东 提供 的 ， 免费  。,[],[4_5],[4_5],[5_10_12],[5_10_12]
1776,联系 email  :  em@95,联系 邮件  :  em@95,[],[1_2_3],[1_2_3],[2_3],[2_3]
1777,人 都 很 nice  。,人 都 很 好  。,[],[3_4],[3_4],[4],[4]
1778,我们 都 很 喜欢 这个 apt ， 生活 在 这里 很 方便  。,我们 都 很 喜欢 这个 公寓 ， 生活 在 这里 很 方便  。,[],[5_6],[5_6],[6_12],[6_12]
1779,房间 内 有 一 个 很 大 的 closet  。,房间 内 有 一 个 很 大 的 衣橱  。,[],[8_9],[8_9],[9],[9]
1780,即刻 就 可以 入住 ， 部分 家具 赠送 或者 on sale  。,即刻 就 可以 入住 ， 部分 家具 赠送 或者 甩卖  。,[],[9_10_11],[9_10],[4_11],[4_10]
1781,house 在 north craig st .,房子 在 北克莱格 街,[],[0_2_3_4_5],[0_2_3],[5],
1782,上 ， 临近 centre ave .,上 ， 临近 中央 街,[],[3_4_5],[3_4],[1_5],[1]
1783,management 人 非常 nice  。,管理人 非常 好  。,[],[0_3_4],[0_2_3],[4],[3]
1784,一  、  户型 布局 整 套 房子 有 两 间 bedroom ， 一 间 bathroom ， living room 及 dining room  。,一  、  户型 布局 整 套 房子 有 两 间 卧室 ， 一 间 卧室 ， 客厅 及 餐厅,[],[10_11_14_15_16_17_19_20_21],[10_11_14_15_16_18],[1_11_15_21],[1_11_15]
1785,周围 有 韩国 超市 ， 门口 bus 直达 giant eagle  。,周围 有 韩国 超市 ， 门口 公交 直达 捷安特 鹰  。,[],[6_8_9_10],[6_8_9_10],[4_10],[4_10]
1786,附近 有 星巴克 ， subway 和 许多 意大利 餐馆  。,附近 有 星巴克 ， 赛百 味 和 许多 意大利 餐馆  。,[],[4],[4_5],[3_9],[3_10]
1787,去 cvs ， giant eagle 和 中国 超市 都 很 方便  。,去 西 维斯 ， 捷安特 鹰 和 中国 超市 都 很 方便  。,[],[1_2_3_4],[1_2_3_4_5],[2_11],[3_12]
1788,house 在 north craig st .,房子 在 北克莱格 街,[],[0_2_3_4_5],[0_2_3],[5],
1789,上 ， 临近 centre ave .,上 ， 临近 中央 街 .,[],[3_4_5],[3_4_5],[1_5],[1_5]
1790,就 我 这个 apt 来说 ， 大 ， 整洁 ， 干净  。,就 我 这个 公寓 来说 ， 大 ， 整洁 ， 干净  。,[],[3],[3],[5_7_9_11],[5_7_9_11]
1791,我 的 bedroom 还 带 了 一 个 closet 和 一 个 厕所  。,我 的 卧室 还 带 了 一 个 衣橱 和 一 个 厕所  。,[],[2_8],[2_8],[13],[13]
1792,房租 便宜  ：  $450 全 包 ， 房租 ， 水电 ， wireless ， heating ， 全 都 包括  。,房租 便宜  ：  $450 全 包 ， 房租 ， 水电 ， 无 线网 ， 暖气 ， 全 都 包括  。,[],[11_12_13_14],[11_12_13_14_15],[2_6_8_10_12_14_18],[2_3_6_8_10_13_15_19]
1793,两 个 人 都 很 nice ， 不 喜欢 party  。,两 个 人 都 很 好 ， 不 喜欢 聚会  。,[],[5_6_9_10],[5_6_9_10],[6_10],[6_10]
1794,有意 请 email  :  cecilia .,有意 请 邮件  :  cecilia .,[cecilia],[2_3_4_5],[2_3_4_5],[3_5],[3_5]
1795,出租 地点  :  位于 north craig st .,出租 地点  :  位于 北 克莱格 街 .,[],[4_5_6_7],[4_5_6_7],[2_7],[2_7]
1796,和 bayard st .,和 巴叶德街 .,[],[1_2_3],[1_2],[3],[2]
1797,和 bayard st .,和 巴叶德街 .,[],[1_2_3],[1_2],[3],[2]
1798,房间 内 有 一 个 很 大 的 closet  。,房间 内 有 一 个 很 大 的 衣橱  。,[],[8_9],[8_9],[9],[9]
1799,房子 可以 不 签 lease ， 但 需要 付 一 个 月 的 押金  。,房子 可以 不 签 租约 ， 但 需要 付 一 个 月 的 押金  。,[],[4_5],[4_5],[5_14],[5_14]
1800,联系 email  :  wenzhou .,联系 邮件  :  wenzhou .,[],[1_2_3_4],[1_2_3_4],[2_4],[2_4]
1801,请 联系  ：  ying fei,请 联系  ：  人名,[],[3_4],[3],[2],[2]
1802,联系 方式  ：  email  :  kidd em@96,联系 方式  ：  邮件  :  kidd em@96,[kidd],[3_4_5_6],[3_4_5_6],[2_4_6],[2_4_6]
1803,有 合适 的 请 email  ：  em@97,有 合适 的 请 邮件  ：  em@97,[],[4_5_6],[4_5_6],[5_6],[5_6]
1804,3 - bedroom apartment ， 最好 不 是 house/townhouse2 .,3 - bedroom 公寓 ， 最好 是 房子 / 房子 .,[bedroom],[0_1_2_3_4],[0_1_2_3_4_7_8_9_10],[1_4_9],[1_4_8_10]
1805,house 在 north craig st .,房子 在 n北 克莱格 街 .,[],[0_2_3_4_5],[0_2_3_4_5],[5],[5]
1806,上 ， 临近 centre ave .,上 ， 临近 中央 街,[],[3_4_5],[3_4],[1_5],[1]
1807,apartment 情况  ：  在 fifth ave and neville st .,公寓 情况  ：  在 fifth ave and neville st .,[fifth_ave_and_neville_st],[0_4_5_6_7_8_9],[0_4_5_6_7_8_9],[2_9],[2_9]
1808,上 ， 紧邻 center ave  。,上 ， 紧邻 中央 街  。,[],[3_4_5],[3_4_5],[1_5],[1_5]
1809,一 间 大 的 bedroom ， 带 独立 卫生间  。,一 间 大 的 卧室 ， 带 独立 卫生间  。,[],[4_5],[4_5],[5_9],[5_9]
1810,一 间 中等 的 bedroom  。,一 间 中等 的 卧室  。,[],[4_5],[4_5],[5],[5]
1812,washer 和 dryer 在 地下室  。,洗碗机 和 烘干机 在 地下室  。,[],[0_2],[0_2],[5],[5]
1813,地下室 分 两 间 ， 两 边 都 有 自己 的 washer and dryer ， 一 楼 用 一边 ， 我们 二 楼 用 另外 一 边  。,地下室 分 两 间 ， 两 边 都 有 自己 的 洗衣烘 ， 一 楼 用 一边 ， 我们 二 楼 用 另外 一 边  。,[],[11_12_13_14],[11_12],[4_14_19_27],[4_12_17_25]
1814,house 在 north craig st .,房子 在 北克莱格 街 .,[],[0_2_3_4_5],[0_2_3_4],[5],[4]
1815,上 ， 临近 centre ave .,上 ， 临近 中央 街 .,[],[3_4_5],[3_4_5],[1_5],[1_5]
1816,上 ， 紧邻 center ave  。,上 ， 临近 中央 街 .,[],[3_4_5],[2_3_4_5],[1_5],[1_5]
1817,各 种 南北 风味 的 中国 餐馆 到 waterfront 有 直达 的 公交 非常 适合 刚刚 来 要 添置 家具,各 种 南北 风味 的 中国 餐馆 到 前 水 有 直达 的 公交 非常 适合 刚刚 来 要 添置 家具,[],[8],[8_9],,
1818,经常 要 去 shopping 的 同学 apt 两 室 一 厅,经常 要 去 购物 的 同学 公寓 两 室 一 厅,[],[3_6],[3_6],,
1819,四 居室 的 house 需要 找 一 个 男性 roommate .,四 居室 的 房子 需要 找 一 个 男性 室友 .,[],[3_9_10],[3_9_10],[10],[10]
1820,客厅 或者 share bedroom 都 可以  。,客厅 或者 共享 都 可以  。,[],[2_3],[2],[6],[5]
1821,私人 的 parking spot,私人 的 停车位,[],[2_3],[2],,
1822,随 market 而 变化,随 市场价 而 变化,[],[1],[1],,
1824,房子 的 lease 从 8 .,房子 的 租约 从 8 .,[],[2],[2_4_5],[5],[5]
