Word,Probability,Frequency
tulane,1.7930626406433508E-6,1
accounts,1.4344501125146806E-5,8
bout,1.7930626406433508E-6,1
波谱,3.5861252812867016E-6,2
plaque,1.7930626406433508E-6,1
处理,2.6895939609650264E-4,150
bookshelves,1.7930626406433508E-6,1
傻瓜,1.7930626406433508E-6,1
keating,1.7930626406433508E-6,1
后跟,3.5861252812867016E-6,2
无数,1.2551438484503456E-5,7
hyper,1.7930626406433508E-6,1
negotiate,1.7930626406433508E-6,1
评价,3.227512753158031E-5,18
跑车,1.7930626406433508E-6,1
king,8.248088146959414E-5,46
kind,3.5861252812867016E-6,2
timing,3.5861252812867016E-6,2
超额,5.379187921930053E-6,3
both,4.3033503375440424E-5,24
most,1.7930626406433508E-5,10
让利,1.7930626406433508E-6,1
省力,1.4344501125146806E-5,8
花样,7.172250562573403E-6,4
stratford,4.661962865672712E-5,26
diaper,1.7930626406433508E-6,1
超频,1.7930626406433508E-6,1
组成,1.7930626406433508E-6,1
直流电,1.7930626406433508E-6,1
cavalier,3.5861252812867016E-6,2
减去,1.7930626406433508E-6,1
condominiums,5.379187921930053E-6,3
proctor,3.5861252812867016E-6,2
bowl,1.7930626406433508E-6,1
保送,1.7930626406433508E-6,1
tanning,1.7930626406433508E-6,1
打发,5.379187921930053E-6,3
凭借,1.7930626406433508E-6,1
暑假,4.5364484808276776E-4,253
refunded,1.7930626406433508E-6,1
相反,1.7930626406433508E-6,1
观赏,7.172250562573403E-6,4
铺天盖地,1.7930626406433508E-6,1
出于,8.965313203216754E-6,5
sam,1.4344501125146806E-5,8
san,1.6137563765790156E-5,9
move,5.917106714123058E-5,33
订单,2.330981432836356E-5,13
sas,1.7930626406433508E-6,1
assignment,1.7930626406433508E-6,1
sat,7.172250562573403E-6,4
saw,1.7930626406433508E-6,1
also,5.917106714123058E-5,33
say,1.7930626406433508E-6,1
不清楚,3.5861252812867016E-6,2
阐述,7.172250562573403E-6,4
heights,3.6399171605060025E-4,203
favor,1.7930626406433508E-6,1
organizations,3.5861252812867016E-6,2
清楚,4.841269129737047E-5,27
guests,5.379187921930053E-6,3
车库,2.635802081745726E-4,147
评估,1.6137563765790156E-5,9
buggy,1.7930626406433508E-6,1
善意,3.5861252812867016E-6,2
蒙古包,3.5861252812867016E-6,2
boys,3.5861252812867016E-6,2
爬梯,1.7930626406433508E-6,1
sce,3.0482064890936964E-5,17
projector,1.7930626406433508E-6,1
fluid,7.172250562573403E-6,4
相同,3.5861252812867017E-5,20
相合,1.7930626406433508E-6,1
韩国,1.0937682107924441E-4,61
特征,3.5861252812867016E-6,2
personal,3.765431545351037E-5,21
面条,1.4344501125146806E-5,8
淡淡,1.7930626406433508E-6,1
大火,1.7930626406433508E-6,1
唱歌,3.5861252812867016E-6,2
aaron,1.5061726181404147E-4,84
转帐,1.0758375843860106E-5,6
打听,3.5861252812867016E-6,2
出价,1.2551438484503456E-5,7
户型,1.4882419917339814E-4,83
跟踪,3.5861252812867016E-6,2
兑换,1.6137563765790156E-5,9
黄色,1.4344501125146806E-5,8
维生素,1.7930626406433508E-6,1
种类,1.0758375843860106E-5,6
看出,3.5861252812867016E-6,2
strong,5.379187921930053E-6,3
abuse,3.5861252812867016E-6,2
听诊器,1.7930626406433508E-6,1
日文,1.7930626406433508E-6,1
面板,1.2551438484503456E-5,7
see,6.275719242251729E-5,35
出众,5.379187921930053E-6,3
sem,2.1516751687720212E-5,12
wheat,1.7930626406433508E-6,1
sel,1.7930626406433508E-6,1
sep,1.2551438484503456E-5,7
compared,1.7930626406433508E-6,1
completion,1.7930626406433508E-6,1
slicing,3.5861252812867016E-6,2
set,8.606700675088085E-5,48
sex,1.7930626406433508E-6,1
等于,3.227512753158031E-5,18
sample,5.379187921930053E-6,3
ineligible,3.5861252812867016E-6,2
visa,2.330981432836356E-5,13
修身,1.7930626406433508E-6,1
beauty,1.2551438484503456E-5,7
凤凰,1.7930626406433508E-6,1
星期日,7.172250562573403E-6,4
看到,2.2413283008041886E-4,125
西雅图,3.5861252812867016E-6,2
花椒,5.379187921930053E-6,3
侧面,7.172250562573403E-6,4
baking,8.965313203216754E-6,5
shipping,1.972368904707686E-5,11
没错,8.965313203216754E-6,5
vive,1.7930626406433508E-6,1
princeton,7.172250562573403E-6,4
这儿,2.1516751687720212E-5,12
牛排,1.7930626406433508E-5,10
france,1.7930626406433508E-6,1
特快,1.7930626406433508E-6,1
省却,1.7930626406433508E-6,1
封顶,1.7930626406433508E-6,1
罪人,1.7930626406433508E-6,1
局部,1.7930626406433508E-6,1
姨妈,1.7930626406433508E-6,1
姥姥,1.7930626406433508E-6,1
讲到,1.7930626406433508E-6,1
she,8.965313203216754E-6,5
跑道,8.965313203216754E-6,5
shi,3.5861252812867016E-6,2
freeport,1.7930626406433508E-6,1
关心,1.6137563765790156E-5,9
little,3.5861252812867016E-6,2
shu,3.5861252812867016E-6,2
等价,3.5861252812867016E-6,2
师姐,8.965313203216754E-6,5
过去,1.8647851462690848E-4,104
事实上,1.7930626406433508E-6,1
maryland,8.965313203216754E-6,5
方正,5.379187921930053E-6,3
运动,1.68547888220475E-4,94
荷兰,3.5861252812867016E-6,2
红木,1.7930626406433508E-6,1
薪资,3.5861252812867016E-6,2
sic,1.7930626406433508E-6,1
sid,1.4344501125146806E-5,8
收音机,8.965313203216754E-6,5
模拟,5.379187921930053E-6,3
写字,1.7930626406433508E-5,10
jersey,1.972368904707686E-5,11
sim,3.5861252812867016E-6,2
supervision,1.7930626406433508E-6,1
辈子,3.5861252812867016E-6,2
认可,5.379187921930053E-6,3
sit,1.7930626406433508E-6,1
over,4.841269129737047E-5,27
six,3.227512753158031E-5,18
所在,4.124044073479707E-5,23
oven,2.1516751687720212E-5,12
如是,1.7930626406433508E-6,1
packaging,5.379187921930053E-6,3
football,1.6137563765790156E-5,9
闲钱,3.5861252812867016E-6,2
置于,3.5861252812867016E-6,2
合适,3.855084677383204E-4,215
retained,1.7930626406433508E-6,1
滑冰,1.7930626406433508E-6,1
讨厌,7.172250562573403E-6,4
冬天,5.809522955684457E-4,324
认同,1.7930626406433508E-6,1
进入,1.0937682107924441E-4,61
avoid,1.7930626406433508E-6,1
fresh,7.172250562573403E-6,4
分为,8.965313203216754E-6,5
较少,3.5861252812867016E-6,2
辅导,5.0205753938013824E-5,28
元旦,1.7930626406433508E-6,1
备用,1.0758375843860106E-5,6
thanks,1.7392707614240503E-4,97
早日,3.5861252812867016E-6,2
金钱,1.7930626406433508E-6,1
草地,3.5861252812867016E-6,2
beside,1.7930626406433508E-6,1
整理,1.0041150787602765E-4,56
房型,2.5102876969006915E-4,140
sky,1.0758375843860106E-5,6
reduce,1.7930626406433508E-6,1
pathfinder,1.7930626406433508E-6,1
large,8.78600693915242E-5,49
品种,3.5861252812867016E-6,2
天然,1.7930626406433508E-6,1
警察,7.172250562573403E-6,4
tomorrow,3.5861252812867016E-6,2
申请,5.737800450058723E-4,320
bathrooms,3.765431545351037E-5,21
早早,3.5861252812867016E-6,2
sle,1.7930626406433508E-6,1
独一无二,1.7930626406433508E-6,1
finalized,1.7930626406433508E-6,1
航程,1.7930626406433508E-6,1
过后,7.172250562573403E-6,4
皮带,5.379187921930053E-6,3
尽量,7.172250562573403E-5,40
融化,1.7930626406433508E-6,1
路费,2.1516751687720212E-5,12
compromised,1.7930626406433508E-6,1
听话,1.7930626406433508E-6,1
商榷,3.5861252812867016E-6,2
听说,4.3033503375440424E-5,24
盆子,1.0758375843860106E-5,6
电话,0.0027469719654656137,1532
crystal,1.7930626406433508E-6,1
weekend,1.0758375843860106E-5,6
早春,3.5861252812867016E-6,2
草坪,1.0758375843860106E-4,60
填补,1.7930626406433508E-6,1
转弯,3.5861252812867016E-6,2
经手,3.5861252812867016E-6,2
受限,5.379187921930053E-6,3
sms,3.5861252812867016E-6,2
clearance,8.965313203216754E-6,5
table,2.04409141033342E-4,114
白搭,1.7930626406433508E-6,1
后边,8.965313203216754E-6,5
creator,1.7930626406433508E-6,1
猎人,1.7930626406433508E-6,1
change,1.2551438484503456E-5,7
sna,1.7930626406433508E-6,1
辍学,1.7930626406433508E-6,1
几千,7.172250562573403E-6,4
几十,5.1998816578657176E-5,29
既有,1.7930626406433508E-6,1
英才,3.5861252812867016E-6,2
进出,1.6137563765790156E-5,9
分享,8.78600693915242E-5,49
multimedia,5.379187921930053E-6,3
corporate,7.172250562573403E-6,4
facilities,5.379187921930053E-6,3
温暖,3.944737809415372E-5,22
航空,2.8689002250293613E-5,16
eureka,1.0758375843860106E-5,6
后进,1.7930626406433508E-6,1
特惠,2.8689002250293613E-5,16
入手,5.917106714123058E-5,33
早晨,1.7930626406433508E-5,10
sos,1.7930626406433508E-6,1
促销,8.965313203216754E-6,5
dismantled,1.7930626406433508E-6,1
soy,1.7930626406433508E-6,1
早晚,8.965313203216754E-6,5
增色,1.7930626406433508E-6,1
spa,1.0758375843860106E-5,6
spc,3.5861252812867016E-6,2
斐然,3.5861252812867016E-6,2
符合,7.351556826637738E-5,41
priced,3.5861252812867016E-6,2
户外,5.7378004500587225E-5,32
新浪,3.5861252812867016E-6,2
特意,1.7930626406433508E-5,10
无线电,1.7930626406433508E-6,1
sandusky,1.7930626406433508E-6,1
behind,3.5861252812867016E-6,2
小卖部,7.172250562573403E-6,4
淹没,1.7930626406433508E-6,1
标准化,1.7930626406433508E-6,1
如有,1.5061726181404147E-4,84
采集,8.965313203216754E-6,5
户头,1.7930626406433508E-6,1
黑色,2.743385840184327E-4,153
闹钟,2.6895939609650264E-5,15
日期,2.492357070494258E-4,139
教研,3.5861252812867016E-6,2
workshops,1.7930626406433508E-6,1
堵车,2.5102876969006912E-5,14
prices,1.2551438484503456E-5,7
轻巧,5.379187921930053E-6,3
分会,3.5861252812867016E-6,2
syracuse,3.5861252812867016E-6,2
highly,5.379187921930053E-6,3
繁琐,5.379187921930053E-6,3
polaroid,3.5861252812867016E-6,2
chance,1.7930626406433508E-6,1
src,7.172250562573403E-6,4
nature,3.5861252812867016E-6,2
wheel,3.5861252812867017E-5,20
版本,2.5102876969006912E-5,14
日本,5.558494185994388E-5,31
先是,3.5861252812867016E-6,2
光明,1.7930626406433508E-6,1
apricot,1.0758375843860106E-5,6
amex,8.965313203216754E-6,5
版权,3.5861252812867016E-6,2
calculators,1.7930626406433508E-6,1
独占,7.172250562573403E-6,4
滑动,1.7930626406433508E-6,1
政策,3.227512753158031E-5,18
离职,1.7930626406433508E-6,1
parsons,8.965313203216754E-6,5
ssa,3.5861252812867016E-6,2
baltimore,2.1516751687720212E-5,12
奔波,1.7930626406433508E-6,1
delta,1.972368904707686E-5,11
大片,3.5861252812867016E-6,2
融合,1.7930626406433508E-6,1
ssl,1.7930626406433508E-6,1
八成,1.2551438484503456E-5,7
geography,1.7930626406433508E-6,1
friend,3.5861252812867017E-5,20
时效,5.379187921930053E-6,3
alcohol,3.5861252812867016E-6,2
迟到,7.172250562573403E-6,4
洗衣,3.3709577644095E-4,188
跳跃,1.7930626406433508E-6,1
schwab,1.7930626406433508E-6,1
sta,1.7930626406433508E-6,1
ste,1.7930626406433508E-6,1
sth,1.7930626406433508E-6,1
interpreter,1.7930626406433508E-6,1
australia,1.7930626406433508E-6,1
stm,5.379187921930053E-6,3
深深,1.7930626406433508E-6,1
方法,3.5861252812867017E-5,20
str,3.5861252812867016E-6,2
horse,1.7930626406433508E-6,1
mission,3.5861252812867016E-6,2
seville,1.7930626406433508E-6,1
需用,3.5861252812867016E-6,2
网卡,3.5861252812867016E-6,2
sub,1.7930626406433508E-5,10
motor,3.5861252812867016E-6,2
sue,1.7930626406433508E-6,1
sui,1.7930626406433508E-6,1
烫金,1.7930626406433508E-6,1
sum,1.7930626406433508E-6,1
sul,1.7930626406433508E-6,1
sun,2.1516751687720212E-5,12
serving,1.7930626406433508E-6,1
如果,0.002646560457589586,1476
干事,1.7930626406433508E-6,1
secretary,1.7930626406433508E-6,1
majors,3.5861252812867016E-6,2
并且,2.2233976743977552E-4,124
suv,5.1998816578657176E-5,29
记号,3.5861252812867016E-6,2
迷你,2.1516751687720212E-5,12
copper,2.8330389722164946E-4,158
并不,7.889475618830744E-5,44
preferred,6.634331770380398E-5,37
批准,1.7930626406433508E-6,1
manager,2.330981432836356E-5,13
小额,1.7930626406433508E-6,1
maker,5.7378004500587225E-5,32
解读,1.7930626406433508E-6,1
适中,3.5861252812867017E-5,20
contacts,5.379187921930053E-6,3
randy,3.5861252812867016E-6,2
sincerely,1.7930626406433508E-6,1
express,2.6895939609650264E-5,15
进化,1.7930626406433508E-6,1
巴巴,1.7930626406433508E-6,1
文献,1.7930626406433508E-6,1
网友,1.7930626406433508E-6,1
布局,2.8689002250293613E-5,16
beaver,2.330981432836356E-5,13
出入,7.172250562573403E-6,4
混淆,3.5861252812867016E-6,2
缓存,1.7930626406433508E-6,1
防身,1.7930626406433508E-6,1
盒子,1.0041150787602765E-4,56
higher,7.172250562573403E-6,4
清水,1.7930626406433508E-6,1
合金,3.5861252812867016E-6,2
温柔,8.965313203216754E-6,5
批判,1.7930626406433508E-6,1
所处,5.379187921930053E-6,3
extractor,1.7930626406433508E-6,1
时时,1.7930626406433508E-6,1
shelves,7.172250562573403E-6,4
gonzalez,1.7930626406433508E-6,1
评分,6.096412978187393E-5,34
还原,3.5861252812867016E-6,2
高级,3.944737809415372E-5,22
狂奔,8.965313203216754E-6,5
适于,1.6137563765790156E-5,9
抗争,1.7930626406433508E-6,1
figure,1.7930626406433508E-6,1
年代,5.379187921930053E-6,3
屋里,3.765431545351037E-5,21
平价,1.7930626406433508E-6,1
flute,1.7930626406433508E-6,1
退休,1.0758375843860106E-5,6
年份,1.7930626406433508E-5,10
数百,1.7930626406433508E-6,1
滚动,3.5861252812867016E-6,2
里面,2.8509695986229277E-4,159
还可,1.4344501125146806E-5,8
列为,1.7930626406433508E-6,1
列举,5.379187921930053E-6,3
抓住,5.379187921930053E-6,3
inches,1.6137563765790156E-5,9
seconds,1.4344501125146806E-5,8
修配,1.7930626406433508E-6,1
children,3.5861252812867016E-6,2
review,1.6137563765790156E-5,9
退伍,1.7930626406433508E-6,1
幸亏,1.7930626406433508E-6,1
guide,8.965313203216754E-6,5
mailed,1.7930626406433508E-6,1
efficiency,1.0758375843860106E-5,6
药品,1.7930626406433508E-6,1
许可,1.7930626406433508E-6,1
嗜好,3.532333402067401E-4,197
间隔,1.7930626406433508E-5,10
盖子,2.8689002250293613E-5,16
罚单,3.5861252812867016E-6,2
识别,5.379187921930053E-6,3
间隙,1.7930626406433508E-6,1
冬季,1.7392707614240503E-4,97
racing,5.379187921930053E-6,3
满分,3.5861252812867016E-6,2
range,1.6137563765790156E-5,9
进去,6.455025506316063E-5,36
反馈,1.0758375843860106E-5,6
打坐,1.7930626406433508E-6,1
折价,7.172250562573403E-6,4
feature,3.5861252812867016E-6,2
创业,1.6137563765790156E-5,9
选中,5.379187921930053E-6,3
诚信,1.972368904707686E-5,11
清油,1.7930626406433508E-6,1
词典,5.379187921930053E-6,3
burgundy,1.7930626406433508E-6,1
skiing,3.5861252812867016E-6,2
倒贴,1.7930626406433508E-6,1
token,7.710169354766409E-5,43
数目,3.5861252812867016E-6,2
盘子,7.351556826637738E-5,41
竹子,3.5861252812867016E-6,2
进口,7.172250562573403E-6,4
爆炸,3.5861252812867016E-6,2
刀具,5.558494185994388E-5,31
找到,5.056436646614249E-4,282
违反,1.7930626406433508E-6,1
轻微,1.4344501125146806E-5,8
xiang,3.5861252812867016E-6,2
andover,3.5861252812867016E-6,2
leasing,7.710169354766409E-5,43
清洁,1.3089357276696462E-4,73
右键,1.7930626406433508E-6,1
tab,1.7930626406433508E-6,1
山路,5.379187921930053E-6,3
tag,2.8689002250293613E-5,16
campfire,3.5861252812867016E-6,2
tai,1.7930626406433508E-6,1
嘹亮,1.7930626406433508E-6,1
matlab,7.172250562573403E-6,4
tan,1.2551438484503456E-5,7
tao,7.172250562573403E-6,4
filed,1.7930626406433508E-6,1
tat,3.5861252812867016E-6,2
倡议,3.5861252812867016E-6,2
路过,4.124044073479707E-5,23
tax,1.4344501125146806E-5,8
素食,1.7930626406433508E-6,1
变频,1.7930626406433508E-6,1
safe,8.965313203216754E-6,5
初中,1.7930626406433508E-6,1
departure,5.379187921930053E-6,3
清洗,5.558494185994388E-5,31
champs,2.5102876969006912E-5,14
balls,3.5861252812867016E-6,2
蘑菇,1.7930626406433508E-6,1
留言,1.8647851462690848E-4,104
涵盖,7.172250562573403E-6,4
geology,1.7930626406433508E-6,1
总额,8.965313203216754E-6,5
goldfish,1.7930626406433508E-6,1
hair,5.379187921930053E-6,3
targeting,1.7930626406433508E-6,1
eligible,1.7930626406433508E-6,1
嗓子,1.7930626406433508E-6,1
village,4.8591997561434806E-4,271
said,1.0758375843860106E-5,6
教程,1.2551438484503456E-5,7
smooth,3.5861252812867016E-6,2
漂亮,6.813638034444733E-5,38
用途,1.2551438484503456E-5,7
投保,1.7930626406433508E-6,1
时期,3.5861252812867016E-6,2
february,1.7930626406433508E-6,1
出力,1.7930626406433508E-6,1
technically,1.7930626406433508E-6,1
passive,1.7930626406433508E-6,1
really,1.972368904707686E-5,11
atherton,1.1116988371988776E-4,62
帖子,3.1199289947194303E-4,174
若是,1.4344501125146806E-5,8
category,1.7930626406433508E-6,1
养成,3.5861252812867016E-6,2
连同,3.5861252812867016E-6,2
encased,5.379187921930053E-6,3
一下,0.00137527904537345,767
half,2.5102876969006912E-5,14
upload,8.965313203216754E-6,5
等到,3.765431545351037E-5,21
时机,1.7930626406433508E-6,1
hall,7.172250562573403E-6,4
一一,3.0482064890936964E-5,17
湿度,1.0758375843860106E-5,6
准备,3.137859621125864E-4,175
tea,7.172250562573403E-6,4
ted,1.7930626406433508E-6,1
路途,7.172250562573403E-6,4
tel,1.165490716418178E-4,65
ten,3.5861252812867016E-6,2
sake,1.7930626406433508E-6,1
无条件,1.7930626406433508E-6,1
分辨率,1.2551438484503456E-5,7
ter,1.7930626406433508E-6,1
一个,1.2551438484503456E-5,7
tex,3.5861252812867016E-6,2
investment,3.5861252812867016E-6,2
scratch,3.5861252812867016E-6,2
click,1.6137563765790156E-5,9
收纳,1.649617629391883E-4,92
willow,3.5861252812867016E-6,2
灵活性,1.7930626406433508E-6,1
帘子,8.965313203216754E-6,5
triple,1.0758375843860106E-5,6
一举,1.7930626406433508E-6,1
handheld,1.0758375843860106E-5,6
rounded,1.7930626406433508E-6,1
kirby,1.7930626406433508E-6,1
sams,3.5861252812867016E-6,2
油门,8.965313203216754E-6,5
panzer,5.379187921930053E-6,3
authenticate,1.7930626406433508E-6,1
手头,3.5861252812867016E-6,2
青浦,3.5861252812867016E-6,2
浴缸,4.3033503375440424E-5,24
零碎,1.2551438484503456E-5,7
暗号,1.7930626406433508E-6,1
台阶,3.5861252812867016E-6,2
反驳,3.5861252812867016E-6,2
决定,1.1834213428246115E-4,66
转手,1.2192825956374786E-4,68
hans,5.379187921930053E-6,3
召集,1.7930626406433508E-6,1
幕后,1.7930626406433508E-6,1
海绵,2.6895939609650264E-5,15
watts,3.5861252812867016E-6,2
same,1.7930626406433508E-5,10
外皮,1.7930626406433508E-6,1
父母,5.0205753938013824E-5,28
commission,5.379187921930053E-6,3
只需,1.0758375843860106E-5,6
connect,1.2551438484503456E-5,7
hand,1.972368904707686E-5,11
手套,3.0482064890936964E-5,17
美丽,2.6895939609650264E-5,15
ordered,8.965313203216754E-6,5
晚安,1.7930626406433508E-6,1
spiral,1.7930626406433508E-6,1
七七,1.7930626406433508E-6,1
承包,1.7930626406433508E-6,1
娃娃,3.5861252812867016E-6,2
戴尔,3.5861252812867016E-6,2
战役,1.7930626406433508E-6,1
the,0.00205484978617728,1146
sale,8.42739441102375E-5,47
批发,1.7930626406433508E-6,1
sala,1.7930626406433508E-6,1
exciting,3.5861252812867016E-6,2
继承,1.7930626406433508E-6,1
问题,9.61081575384836E-4,536
plasma,3.5861252812867016E-6,2
thr,1.7930626406433508E-6,1
november,2.5102876969006912E-5,14
养护,1.7930626406433508E-6,1
thx,2.1516751687720212E-5,12
一二,1.7930626406433508E-6,1
途中,1.7930626406433508E-6,1
蛋清,3.5861252812867016E-6,2
tib,1.7930626406433508E-6,1
rensselaer,1.7930626406433508E-6,1
tia,1.7930626406433508E-6,1
线条,1.7930626406433508E-6,1
tie,1.7930626406433508E-6,1
一些,6.670193023193265E-4,372
献上,1.7930626406433508E-6,1
til,3.5861252812867016E-6,2
shingles,1.7930626406433508E-6,1
tim,2.6895939609650264E-5,15
tip,1.7930626406433508E-6,1
数码,7.172250562573403E-6,4
fantasy,5.379187921930053E-6,3
英文,9.50323199540976E-5,53
租约,1.2910051012632125E-4,72
白板,7.172250562573403E-6,4
性行为,1.7930626406433508E-6,1
告诉,6.455025506316063E-5,36
gorgeous,1.7930626406433508E-6,1
帆布,7.172250562573403E-6,4
暖和,7.351556826637738E-5,41
compounds,1.7930626406433508E-6,1
收缩,3.5861252812867016E-6,2
出厂,7.172250562573403E-6,4
多媒体,1.7930626406433508E-6,1
olympic,5.379187921930053E-6,3
递交,1.2551438484503456E-5,7
provided,1.7930626406433508E-5,10
sara,7.172250562573403E-6,4
床下,1.7930626406433508E-6,1
床上,4.124044073479707E-5,23
纠正,1.0758375843860106E-5,6
万一,7.172250562573403E-6,4
空气,6.634331770380398E-5,37
provider,1.7930626406433508E-6,1
provides,3.5861252812867016E-6,2
视野,8.068781882895079E-5,45
较快,1.7930626406433508E-6,1
hard,2.5102876969006912E-5,14
大田,1.7930626406433508E-6,1
踊跃,5.379187921930053E-6,3
tlc,7.172250562573403E-6,4
切切,1.7930626406433508E-6,1
分别,6.813638034444733E-5,38
借贷,1.7930626406433508E-6,1
相声,5.379187921930053E-6,3
permit,1.1834213428246115E-4,66
tls,1.7930626406433508E-6,1
suitable,1.7930626406433508E-6,1
房子,0.004283626648496965,2389
报价,2.2592589272106222E-4,126
金额,1.6137563765790156E-5,9
置办,8.965313203216754E-6,5
illustrator,1.7930626406433508E-6,1
相处,6.652262396786831E-4,371
fountain,1.7930626406433508E-6,1
catalog,2.6895939609650264E-5,15
熟练,1.0758375843860106E-5,6
出去,2.725455213777893E-4,152
马路,1.3627276068889466E-4,76
野餐,1.4344501125146806E-5,8
薪酬,1.0758375843860106E-5,6
显得,8.965313203216754E-6,5
全文,1.7930626406433508E-6,1
block,8.965313203216754E-6,5
误会,5.379187921930053E-6,3
吃不消,3.5861252812867016E-6,2
试剂,5.379187921930053E-6,3
出发,6.562609264754664E-4,366
corey,1.7930626406433508E-6,1
旅游,9.86184452353843E-5,55
第四,1.4344501125146806E-5,8
出口,8.965313203216754E-6,5
麻袋,1.7930626406433508E-6,1
pressed,1.7930626406433508E-6,1
分割,5.379187921930053E-6,3
隐藏,1.7930626406433508E-6,1
indonesia,1.7930626406433508E-6,1
左手,3.5861252812867016E-6,2
积累,1.0758375843860106E-5,6
植被,1.7930626406433508E-6,1
承受,5.379187921930053E-6,3
transparency,1.7930626406433508E-6,1
晴天,3.5861252812867016E-6,2
出台,3.5861252812867016E-6,2
hash,3.5861252812867016E-6,2
全新,0.0010973543360737307,612
上下,8.248088146959414E-5,46
save,8.965313203216754E-6,5
三个,1.7930626406433508E-6,1
toe,3.5861252812867016E-6,2
mandatory,3.5861252812867016E-6,2
房客,4.841269129737047E-5,27
ton,1.7930626406433508E-6,1
tom,8.965313203216754E-6,5
假装,1.7930626406433508E-6,1
top,5.917106714123058E-5,33
too,1.4344501125146806E-5,8
have,2.546148949713558E-4,142
出名,3.5861252812867016E-6,2
一体,1.7930626406433508E-5,10
可靠,3.0482064890936964E-5,17
下一,1.7930626406433508E-6,1
糖尿病,3.5861252812867016E-6,2
kaplan,1.7930626406433508E-6,1
toy,8.965313203216754E-6,5
energetic,1.7930626406433508E-6,1
haul,5.379187921930053E-6,3
drugs,8.965313203216754E-6,5
全日制,1.7930626406433508E-6,1
转换,8.606700675088085E-5,48
asian,5.379187921930053E-5,30
spirit,3.5861252812867016E-6,2
鼻祖,1.7930626406433508E-6,1
warmer,7.172250562573403E-6,4
策划,1.0758375843860106E-5,6
台面,8.965313203216754E-6,5
料理,3.5861252812867016E-6,2
干净,0.0014882419917339811,830
非洲,1.7930626406433508E-6,1
上乘,1.7930626406433508E-6,1
相好,1.7930626406433508E-6,1
过境,3.5861252812867016E-6,2
jessie,1.7930626406433508E-6,1
academia,1.7930626406433508E-6,1
academic,1.0758375843860106E-5,6
好歹,3.5861252812867016E-6,2
明早,5.379187921930053E-6,3
不下,7.172250562573403E-6,4
不一,3.5861252812867016E-6,2
返回,1.273074474856779E-4,71
明日,3.5861252812867016E-6,2
猫头鹰,3.5861252812867016E-6,2
倒车,7.889475618830744E-5,44
三五,5.379187921930053E-6,3
including,6.275719242251729E-5,35
轮换,3.5861252812867016E-6,2
用量,5.379187921930053E-6,3
tri,1.7930626406433508E-6,1
受骗,5.379187921930053E-6,3
言论,5.379187921930053E-6,3
gasket,1.7930626406433508E-6,1
稍稍,5.379187921930053E-6,3
andy,7.172250562573403E-6,4
公斤,1.4344501125146806E-5,8
markets,5.379187921930053E-6,3
obligation,1.7930626406433508E-6,1
try,7.172250562573403E-6,4
平凡,1.7930626406433508E-6,1
右面,1.7930626406433508E-6,1
exterior,1.7930626406433508E-6,1
tse,1.7930626406433508E-6,1
嘎嘎,3.5861252812867016E-6,2
明明,3.5861252812867016E-6,2
课业,3.5861252812867016E-6,2
八日,1.7930626406433508E-6,1
laura,7.172250562573403E-6,4
不久,2.330981432836356E-5,13
读书,2.8689002250293613E-5,16
says,1.7930626406433508E-6,1
只顾,1.7930626406433508E-6,1
direction,7.172250562573403E-6,4
房屋,6.759846155225433E-4,377
特效,1.7930626406433508E-6,1
别人,1.3089357276696462E-4,73
注重,4.3033503375440424E-5,24
退出,1.4344501125146806E-5,8
等同,3.5861252812867016E-6,2
注释,1.7930626406433508E-6,1
西海岸,1.7930626406433508E-6,1
烟雾,1.7930626406433508E-6,1
activities,8.965313203216754E-6,5
stable,3.5861252812867016E-6,2
平分,9.86184452353843E-5,55
无比,1.4344501125146806E-5,8
directing,1.7930626406433508E-6,1
professorial,1.7930626406433508E-6,1
自行车,4.6081709864534117E-4,257
明显,3.765431545351037E-5,21
好比,3.5861252812867016E-6,2
放置,2.1516751687720212E-5,12
respond,1.4344501125146806E-5,8
分区,1.7930626406433508E-6,1
网址,9.86184452353843E-5,55
tub,1.0758375843860106E-5,6
weekends,1.7930626406433508E-6,1
tue,1.7930626406433508E-6,1
奶油,7.172250562573403E-6,4
床位,3.5861252812867016E-6,2
山道,1.7930626406433508E-6,1
tun,3.5861252812867016E-6,2
全景,1.4344501125146806E-5,8
出品,1.7930626406433508E-6,1
concern,7.172250562573403E-6,4
unoccupied,1.7930626406433508E-6,1
不了,6.634331770380398E-5,37
不予,1.7930626406433508E-6,1
电邮,2.330981432836356E-5,13
言谈,3.5861252812867016E-6,2
纵横,1.7930626406433508E-6,1
state,0.001665755193157673,929
底下,1.4344501125146806E-5,8
附近,0.0010453555194950735,583
hopkins,1.7930626406433508E-6,1
年初,1.4344501125146806E-5,8
appointments,3.5861252812867016E-6,2
过夜,1.6137563765790156E-5,9
保险,4.2854197111376086E-4,239
如此,2.330981432836356E-5,13
哪种,5.379187921930053E-6,3
附送,1.237213222043912E-4,69
offering,5.379187921930053E-6,3
威尔,3.5861252812867016E-6,2
上任,1.7930626406433508E-6,1
groceries,1.7930626406433508E-6,1
警惕,1.7930626406433508E-6,1
维护,1.165490716418178E-4,65
经期,5.379187921930053E-6,3
还在,1.3089357276696462E-4,73
诸位,1.7930626406433508E-6,1
battery,7.172250562573403E-6,4
野马,3.5861252812867016E-6,2
two,1.7751320142369174E-4,99
moment,1.7930626406433508E-6,1
