SentenceID,NonCodeSwitchedSentence,ChineseWordCount,PunctuationCount,IndicesOfChineseWord,IndicesOfPunctuation
3655,联系 : ) happy.,1,3,[0],[1_2_3]
3656,拎包 入住 ， 价格 可 面议 。,5,2,[0_1_3_4_5],[2_6]
3657,请 注明 租房 。,3,1,[0_1_2],[3]
3658,这个 绝对 是 步行 距离 ！,5,1,[0_1_2_3_4],[5]
3659,经常 爆满 ！,2,1,[0_1],[2]
3660,不 能 太 方便 ！,4,1,[0_1_2_3],[4]
3661,适合 暑假 暂 住 的 同学 。,6,1,[0_1_2_3_4_5],[6]
3662,出租 一 间 卧室 ！,4,1,[0_1_2_3],[4]
3663,房子 地理 位置 赞 。,4,1,[0_1_2_3],[4]
3664,性格 随和 好 相处 !,4,1,[0_1_2_3],[4]
3665,交通 十分 方便 。,3,1,[0_1_2],[3]
3666,其次 ， 周边 环境 各 种 方便 。,6,2,[0_2_3_4_5_6],[1_7]
3667,很多 人 都 想 不 到 会 在 这么 繁华 的 地方 有 公寓 。,14,1,[0_1_2_3_4_5_6_7_8_9_10_11_12_13],[14]
3668,家里 闹 过 鼠 患 的 同学 就 知道 有 多么 坑 了 。,13,1,[0_1_2_3_4_5_6_7_8_9_10_11_12],[13]
3669,确认 入住 之后 ， 除了 将 享受 一 年 高大 上 的 生活 体验 之外 ， 你 还 可以 从 两 室 友 那里 得到 宝贵 的 留美 生活 咨询 及 帮助 （ 一 位 在 美 生活 四 年 ， 能 提供 各 类 生活 指导 ；,43,5,[0_1_2_4_5_6_7_8_9_10_11_12_13_14_16_17_18_19_20_21_22_23_24_25_26_27_28_29_30_31_33_34_35_36_37_38_39_41_42_43_44_45_46],[3_15_32_40_47]
3670,但是 ， 一定 要 比较 爱 干净 。,6,2,[0_2_3_4_5_6],[1_7]
3671,公寓 新 装修 ， 非常 干净 整洁 。,6,2,[0_1_2_4_5_6],[3_7]
3672,家里 家具 齐全 ， 你 只 需要 购置 自用 家具 。,9,2,[0_1_2_4_5_6_7_8_9],[3_10]
3673,暑期 招租 啦 ！,3,1,[0_1_2],[3]
3674,顶 呀 顶 再 顶,5,0,[0_1_2_3_4],
3675,可 整体 租 ， 也 可以 单个 房间 出租 。,8,2,[0_1_2_4_5_6_7_8],[3_9]
3676,可以 随时 看 房 ， 照片 联系 后 发 你 。,9,2,[0_1_2_3_5_6_7_8_9],[4_10]
3677,物业 是 meyer's ， 出 了 名 的 非常 好 ， 各 种 免费 修理 。,12,4,[0_1_4_5_6_7_8_9_11_12_13_14],[2_3_10_15]
3678,亲 ， 你 的 联系 方式 错 了 吧 。,8,2,[0_2_3_4_5_6_7_8],[1_9]
3679,招租 的 房间 宽敞 ， 有 步入 式 衣柜 。,8,2,[0_1_2_3_5_6_7_8],[4_9]
3680,位于 三 楼 。,3,1,[0_1_2],[3]
3681,我们 在 这里 住 了 已经 一 年 ， 各 种 家具 和 用品 都 十分 齐全 。,16,2,[0_1_2_3_4_5_6_7_9_10_11_12_13_14_15_16],[8_17]
3682,有 衣柜 间隔 ， 可 独立 成 房 ， 也 有 不 会 互相 影响 。,13,3,[0_1_2_4_5_6_7_9_10_11_12_13_14],[3_8_15]
3683,可以 两 个 人 租 一 室 一 厅 或者 两 室 一 厅 。,14,1,[0_1_2_3_4_5_6_7_8_9_10_11_12_13],[14]
3684,价格 其他 都 可以 商量 。,5,1,[0_1_2_3_4],[5]
3685,房子 有 地下室 ， 有 后院 。,5,2,[0_1_2_4_5],[3_6]
3686,个人 觉得 这里 的 价钱 是 最 低 的 ， 比 我 所有 同学 都 低 ， 房间 不 大 ， 客厅 比较 大 。,21,4,[0_1_2_3_4_5_6_7_8_10_11_12_13_14_15_17_18_19_21_22_23],[9_16_20_24]
3687,顶 一下 顶 一下 ， 没有 更 便宜 的 了 吧 。,10,2,[0_1_2_3_5_6_7_8_9_10],[4_11]
3688,有 想法 请 联系 我 。,5,1,[0_1_2_3_4],[5]
3689,联系 方式 ： xchu.,2,2,[0_1],[2_3]
3690,床 和 桌子 便宜 卖 ， 可 随时 拎包 入住 。,9,2,[0_1_2_3_4_6_7_8_9],[5_10]
3691,价格 可以 谈 ， 有 降价 空间,6,1,[0_1_2_4_5_6],[3]
3692,可 整体 租 ， 也 可以 单个 房间 出租 。,8,2,[0_1_2_4_5_6_7_8],[3_9]
3693,可以 随时 看 房 ， 照片 联系 后 发 你 。,9,2,[0_1_2_3_5_6_7_8_9],[4_10]
3694,家具 齐全 ， 拎包 即 可 入住 。,6,2,[0_1_3_4_5_6],[2_7]
3695,味道 很 赞 ！,3,1,[0_1_2],[3]
3696,房间 信息 ： 三 楼 的 一 间 宽敞 的 大 卧室 ， 家具 我 都 有 ， 落地 电扇 、 吊顶 电扇 、 床 、 桌子 、 椅子 、 显示器 还有 白板 ！,25,9,[0_1_3_4_5_6_7_8_9_10_11_13_14_15_16_18_19_21_22_24_26_28_30_31_32],[2_12_17_20_23_25_27_29_33]
3697,满足 生活 学习 所 需 。,5,1,[0_1_2_3_4],[5]
3698,费用 ： 只要 $450 ！,2,3,[0_2],[1_3_4]
3699,联系 方式 kzhou.,2,1,[0_1],[2]
3700,卧室 家具 齐全 ， 拎包 入住 ， 价格 和 具体 时间 可以 商议 。,11,3,[0_1_2_4_5_7_8_9_10_11_12],[3_6_13]
3701,房间 是 两 卧室 一 客厅 一 餐厅 ， 出租 其中 卧室 一 间 （ 客厅 住 人 ， 但 出入 不 经过 客厅 ， 有 隔断 ， 所以 完全 没有 影响 ） 。,27,7,[0_1_2_3_4_5_6_7_9_10_11_12_13_15_16_17_19_20_21_22_23_25_26_28_29_30_31],[8_14_18_24_27_32_33]
3702,舒适 ： 房间 里 有 床 、 桌子 、 椅子 ， 柜子 及 空调 等等 所有 需要 的 家具 ， 大 厨房 大 烤箱 ， 微波炉 等 设备 齐全 。,23,7,[0_2_3_4_5_7_9_11_12_13_14_15_16_17_18_20_21_22_23_25_26_27_28],[1_6_8_10_19_24_29]
3703,可 拎包 入住 。,3,1,[0_1_2],[3]
3704,如果 你 在 美国 ， 希望 并 欢迎 你 来看 房 。,10,2,[0_1_2_3_5_6_7_8_9_10],[4_11]
3705,本人 平时 比较 忙 。,4,1,[0_1_2_3],[4]
3706,周围 餐馆 也 很 丰富 。,5,1,[0_1_2_3_4],[5]
3707,公寓 周围 是 两 个 公园 ， 平时 安静 无 噪音 。,10,2,[0_1_2_3_4_5_7_8_9_10],[6_11]
3708,（ 对 .,1,2,[1],[0_2]
3709,厨房 厨具 齐全 ， 有 吧台 。,5,2,[0_1_2_4_5],[3_6]
3710,有 兴趣 的 可以 联系 看 房 。,7,1,[0_1_2_3_4_5_6],[7]
3711,家具 齐全 ， 可 拎包 入住 。,5,2,[0_1_3_4_5],[2_6]
3712,联系 请 注明 租房 ， 欢迎 来看 房 。,7,2,[0_1_2_3_5_6_7],[4_8]
3713,我们 房间 是 整个 公寓 里 唯一 一 个 木质 地板 的 房间 ， 房间 在 我们 住 进来 之前 刚 整 修好 ， 很 新 很 干净 。,26,3,[0_1_2_3_4_5_6_7_8_9_10_11_12_14_15_16_17_18_19_20_21_22_24_25_26_27],[13_23_28]
3714,大家 好 ！,2,1,[0_1],[2]
3715,客厅 有 大 窗户 ， 采光 好 ， 地板 为 新 装修 的 实 木 地板 。,14,3,[0_1_2_3_5_6_8_9_10_11_12_13_14_15],[4_7_16]
3716,） 我 从 三月 开始 找 房子 ， 看 了 很多 ， 这个 确实 属于 各 方面 都 很 好 ， 无 硬 伤 ！,20,5,[1_2_3_4_5_6_8_9_10_12_13_14_15_16_17_18_19_21_22_23],[0_7_11_20_24]
3717,因为 马上 打算 签约 了 ！,5,1,[0_1_2_3_4],[5]
3718,详情 可 见 照片 （ 由于 隐私 ， 家里 部分 区域 没有 在 照片 上 ） 。,13,4,[0_1_2_3_5_6_8_9_10_11_12_13_14],[4_7_15_16]
3719,所处 街道 环境 优雅 ， 白天 和 晚上 都 十分 安静 。,10,2,[0_1_2_3_5_6_7_8_9_10],[4_11]
3720,房子 也 可以 单 租 大 卧室 $550 ， 小 卧室 $450 全 包 。,11,4,[0_1_2_3_4_5_6_9_10_12_13],[7_8_11_14]
3721,因为 个人 暑假 要 回国 。,5,1,[0_1_2_3_4],[5]
3722,所以 打算 在 暑假 期间 把 房子 出租 。,8,1,[0_1_2_3_4_5_6_7],[8]
3723,白天 都 会 去 学校 。,5,1,[0_1_2_3_4],[5]
3724,房间 里 的 东西 租 下来 都 可以 用 。,9,1,[0_1_2_3_4_5_6_7_8],[9]
3725,只要 你 不 介意 我 都 没 关系 。,8,1,[0_1_2_3_4_5_6_7],[8]
3726,现在 低价 出租 。,3,1,[0_1_2],[3]
3727,【 一 共 八 张 图片 。,5,2,[1_2_3_4_5],[0_6]
3728,购物 上学 都 很 方便 。,5,1,[0_1_2_3_4],[5]
3729,gd/ptauser_index 里面 ， 你 先 去 看看 ， 如果 没有 什么 多 大 的 问题 ， 就 请 及时 与 我 联系 ， 谢谢 。,19,6,[1_3_4_5_6_8_9_10_11_12_13_14_16_17_18_19_20_21_23],[0_2_7_15_22_24]
3730,收发 快递 很 方便 。,4,1,[0_1_2_3],[4]
3731,房子 一 楼 为 客厅 、 餐厅 、 厨房 ， 都 很 宽敞 。,10,4,[0_1_2_3_4_6_8_10_11_12],[5_7_9_13]
3732,房子 通风 很 好 ， 夏天 凉爽 ， 完全 不用 空调 ， 非常 舒适 。,11,4,[0_1_2_3_5_6_8_9_10_12_13],[4_7_11_14]
3733,联系 方式 ： 欢迎 邮件 sirrie.,4,2,[0_1_3_4],[2_5]
3734,房子 周围 很 安静 。,4,1,[0_1_2_3],[4]
3735,原 房租 $ 437.,2,2,[0_1],[2_3]
3736,如果 感 兴趣 或者 想来 这里 看 一下 房子 都 欢迎 联系 我 ， 价格 可以 商议 。,16,2,[0_1_2_3_4_5_6_7_8_9_10_11_12_14_15_16],[13_17]
3737,周围 非常 安静 ， 松鼠 山 治安 也 非常 好 。,9,2,[0_1_2_4_5_6_7_8_9],[3_10]
3738,可 拎包 入住 。,3,1,[0_1_2],[3]
3739,空间 很大 ， 房子 也 很 新 。,6,2,[0_1_3_4_5_6],[2_7]
3740,拎包 入住 。,2,1,[0_1],[2]
3741,真心 是 这里 很 安全 很 舒适 的 公寓 。,9,1,[0_1_2_3_4_5_6_7_8],[9]
3742,一 分 价格 一 分 货 。,6,1,[0_1_2_3_4_5],[6]
3743,房租 可 商议,3,0,[0_1_2],
3744,870$ / 月 ， 水电 煤 暖 全 包 。,6,4,[2_4_5_6_7_8],[0_1_3_9]
3745,冰箱 、 微波炉 、 烤箱 齐全 。,4,3,[0_2_4_5],[1_3_6]
3746,随时 可以 入住 ， 配 独立 车位 ， 舒心 拎包 入住 。,9,3,[0_1_2_4_5_6_8_9_10],[3_7_11]
3747,由于 房型 较 好 ， 卧室 有 独立 门 ， 自己 还 添置 了 屏风 和 书柜 作为 隔断 。,17,3,[0_1_2_3_5_6_7_8_10_11_12_13_14_15_16_17_18],[4_9_19]
3748,隐私 好 ， 不 被 打扰 。,5,2,[0_1_3_4_5],[2_6]
3749,其次 ， 周边 环境 各 种 方便 。,6,2,[0_2_3_4_5_6],[1_7]
3750,很多 人 都 想 不 到 会 在 这么 繁华 的 地方 有 公寓 。,14,1,[0_1_2_3_4_5_6_7_8_9_10_11_12_13],[14]
3751,公寓 收发 快递 也 很 安全 。,6,1,[0_1_2_3_4_5],[6]
3752,房租 包 暖气 ， 而且 冬天 开 超级 足 。,8,2,[0_1_2_4_5_6_7_8],[3_9]
3753,感兴趣 的 同学 请 发 邮件,6,0,[0_1_2_3_4_5],
3754,欢迎 大家 来看 房 ！,4,1,[0_1_2_3],[4]
3755,然后 去 超市 我们 可以 一起 开车 去 = = 。,8,3,[0_1_2_3_4_5_6_7],[8_9_10]
3756,地址 是 murray+phillips ave.,2,2,[0_1],[2_3]
3757,字数 字数 ~,2,1,[0_1],[2]
3758,随时 可以 入住 ！,3,1,[0_1_2],[3]
3759,最 大 的 bedroom$385/m,3,1,[0_1_2],[3]
3760,中等 的 bedroom$365/m,2,1,[0_1],[2]
3761,生活 学习 各 种 方便,5,0,[0_1_2_3_4],
3762,好 房 ！,2,1,[0_1],[2]
3763,继续 顶 ！,2,1,[0_1],[2]
3764,是 真正 意义 上 的 拎包 入住 哦 ！,8,1,[0_1_2_3_4_5_6_7],[8]
3765,毕业 回国 ， 出租 现在 的 房子 。,6,2,[0_1_3_4_5_6],[2_7]
3766,平时 房东 会 对 房子 精心 维护 ， 我 在 这 住 了 两 年 ， 家里 的 各 种 杂七杂八 的 事情 从来 没 操心 过 。,25,3,[0_1_2_3_4_5_6_8_9_10_11_12_13_14_16_17_18_19_20_21_22_23_24_25_26],[7_15_27]
3767,隔壁 两 间 卧室 住 有 两 男生 ， 暖气 充足 ， 卧室 内 有 空调 。,14,3,[0_1_2_3_4_5_6_7_9_10_12_13_14_15],[8_11_16]
3768,嫌 贵 价格 也 是 可以 再 商量 的 ！,9,1,[0_1_2_3_4_5_6_7_8],[9]
3769,房屋 信息 ： 两 室 一 厅 公寓 ， 房屋 状况 较 新 。,11,3,[0_1_3_4_5_6_7_9_10_11_12],[2_8_13]
3770,以上 所有 物品 都 为 两 人 共用 。,8,1,[0_1_2_3_4_5_6_7],[8]
3771,车 可 街 趴 。,4,1,[0_1_2_3],[4]
3772,购物 上学 都 很 方便 。,5,1,[0_1_2_3_4],[5]
3773,有 兴趣 的 可以 联系 看 房 。,7,1,[0_1_2_3_4_5_6],[7]
3774,真心 性价比 很 高 。,4,1,[0_1_2_3],[4]
3775,客厅 不 住 人 ， 是 日常 居家 活动 区域 ， 且 家具 电视 音响 设施 齐全 ， 餐厅 厨房 亦然 。,18,4,[0_1_2_3_5_6_7_8_9_11_12_13_14_15_16_18_19_20],[4_10_17_21]
3776,厨房 设备 齐全 ， 存储 空间 也 很多 ， 客厅 很 大 。,10,3,[0_1_2_4_5_6_7_9_10_11],[3_8_12]
3777,屋子 干净 ， 冬天 暖和 。,4,2,[0_1_3_4],[2_5]
3778,房间 的 规格 是 三 间 卧室 ， 两 大 一 小 ；,11,2,[0_1_2_3_4_5_6_8_9_10_11],[7_12]
3779,两 个 洗手间 ， 一 个 在 大 卧室 里面 。,9,2,[0_1_2_4_5_6_7_8_9],[3_10]
3780,负 一 楼 还 有 一 间 非常 不错 的 健身房 ， 这 间 健身房 是 对外 营业 的 ， 但是 对 公寓 内 的 住户 免费 开放 使用 。,27,3,[0_1_2_3_4_5_6_7_8_9_10_12_13_14_15_16_17_18_20_21_22_23_24_25_26_27_28],[11_19_29]
3781,至于 生活 ， 那 也 是 很 方便 的 。,8,2,[0_1_3_4_5_6_7_8],[2_9]
3782,网络 齐全 。,2,1,[0_1],[2]
3783,家具 齐全 。,2,1,[0_1],[2]
3784,我 只 能 保证 到 8/15 .,5,2,[0_1_2_3_4],[5_6]
3785,要求 ： 中国 女生 ， 爱 干净 ， 保持 房间 整洁 。,8,4,[0_2_3_5_6_8_9_10],[1_4_7_11]
3786,鄙人 都 是 走路 去 超市 ， 哪 哪 都 是 超市 。,11,2,[0_1_2_3_4_5_7_8_9_10_11],[6_12]
3787,非常 抱歉 ， 我 签 的 合同 是 到 七月 底 结束 ， 八月 以后 就 没 办法 了 。,17,3,[0_1_3_4_5_6_7_8_9_10_11_13_14_15_16_17_18],[2_12_19]
3788,家具 齐全 ， 拎包 入住 。,4,2,[0_1_3_4],[2_5]
3789,公寓 内 一 间 超大 卧室 整 租 ， 房间 格局 见 附图 。,12,2,[0_1_2_3_4_5_6_7_9_10_11_12],[8_13]
3790,以及 67/69/75/81/83/p3 等等 。,2,2,[0_2],[1_3]
3791,生活 便利 。,2,1,[0_1],[2]
3792,我 基本上 可以 保证 安全 。,5,1,[0_1_2_3_4],[5]
3793,男生 女生 和 价格 都 可以 再 详细 了解 。,9,1,[0_1_2_3_4_5_6_7_8],[9]
3794,顶 一下 ~ ~ 房子 还 在 ~ ~ 求 各 种 妹子 来 住 ~ ~,11,6,[0_1_4_5_6_9_10_11_12_13_14],[2_3_7_8_15_16]
3795,烤箱 微波炉 冰箱 等 一般 公寓 有的 东西 也 都 有 。,11,1,[0_1_2_3_4_5_6_7_8_9_10],[11]
3796,如果 想来 看 房 或者 需要 我 提供 更 多 信息 的 ， 请 联系 我 。,15,2,[0_1_2_3_4_5_6_7_8_9_10_11_13_14_15],[12_16]
3797,网络 齐全 。,2,1,[0_1],[2]
3798,来信 我 会 一 天 内 答复 。,7,1,[0_1_2_3_4_5_6],[7]
3799,有 一 个 房间 现在 就 可以 出租 ， 就 在 学校 门口 。,12,2,[0_1_2_3_4_5_6_7_9_10_11_12],[8_13]
3800,家居 全 。,2,1,[0_1],[2]
3801,欢迎 联系 。,2,1,[0_1],[2]
3802,房间 出租 ， 地理 位置 相当 好 ， 性价比 非常 高 ！,9,3,[0_1_3_4_5_6_8_9_10],[2_7_11]
3803,两 室 一 厅 中 的 一 间 卧室 或 客厅 。,11,1,[0_1_2_3_4_5_6_7_8_9_10],[11]
3804,附近 有 很多 小 超市 和 餐馆 。,7,1,[0_1_2_3_4_5_6],[7]
3805,邮箱 ： huiling.,1,2,[0],[1_2]
3806,价格 可 面议 。,3,1,[0_1_2],[3]
3807,价格 可 议 。,3,1,[0_1_2],[3]
3808,平时 房东 会 对 房子 精心 维护 ， 我 在 这 住 了 两 年 ， 家里 的 各 种 杂七杂八 的 事情 从来 没 操心 过 。,25,3,[0_1_2_3_4_5_6_8_9_10_11_12_13_14_16_17_18_19_20_21_22_23_24_25_26],[7_15_27]
3809,附件 是 房间 布局 。,4,1,[0_1_2_3],[4]
3810,客厅 与 卧室 中间 隔 了 厨房 以及 餐厅 ， 相对 独立 。,11,2,[0_1_2_3_4_5_6_7_8_10_11],[9_12]
3811,客厅 有 空调 。,3,1,[0_1_2],[3]
3812,要求 干净 整洁 。,3,1,[0_1_2],[3]
3813,作息 规律 ， 好 相处 。,4,2,[0_1_3_4],[2_5]
3814,无 不良 嗜好 ， 每 天 按时 作息 工作 。,8,2,[0_1_2_4_5_6_7_8],[3_9]
3815,价格 可 议 。,3,1,[0_1_2],[3]
3816,联系 请 注明 租房 ， 如 需要 我 可以 提供 照片 。,10,2,[0_1_2_3_5_6_7_8_9_10],[4_11]
3817,本人 男 ， 较 安静 。,4,2,[0_1_3_4],[2_5]
3818,松鼠 山 最好 ~ ~,3,2,[0_1_2],[3_4]
3819,现有 一 套 两 室 一 厅 房间 ， 有 独立 卫生间 和 厨房 。,13,2,[0_1_2_3_4_5_6_7_9_10_11_12_13],[8_14]
3820,房子 干净 整洁 ， 地理 位置 优越 。,6,2,[0_1_2_4_5_6],[3_7]
3821,设施 : 床 ， 桌子 ， 网络 ， 水电 都 有 ， 还有 空调 !,9,6,[0_2_4_6_8_9_10_12_13],[1_3_5_7_11_14]
3822,房间 里 有 我们 自己 买 的 洗衣机 !,8,1,[0_1_2_3_4_5_6_7],[8]
3823,很 方便 有 木 有 !,5,1,[0_1_2_3_4],[5]
3824,图片 大小 有 限制 ， 所以 压缩 的 很 厉害 都 看 不 清楚 了 。,14,2,[0_1_2_3_5_6_7_8_9_10_11_12_13_14],[4_15]
3825,这个 公寓 绝对 是 很 豪华 的 ， 小 夫妻 小 情侣 住 会 特别 开心 。,15,2,[0_1_2_3_4_5_6_8_9_10_11_12_13_14_15],[7_16]
3826,拉 个 帘子 之后 就 可以 将 客厅 隔 起来 。,10,1,[0_1_2_3_4_5_6_7_8_9],[10]
3827,出租 的 是 两 室 一 厅 里 的 大 卧室 ， 空间 比较 大 。,14,2,[0_1_2_3_4_5_6_7_8_9_10_12_13_14],[11_15]
3828,他 平时 生活 很 规律 ， 很 爱 干净 ， 也 很 好 相处 。,12,3,[0_1_2_3_4_6_7_8_10_11_12_13],[5_9_14]
3829,而且 房间 里 有 我们 自己 买 的 洗衣机 。,9,1,[0_1_2_3_4_5_6_7_8],[9]
3830,总之 我 感觉 性价比 还是 比较 高 的 。,8,1,[0_1_2_3_4_5_6_7],[8]
3831,如果 需要 其他 信息 ， 请 直接 打 电话 给 我 。,10,2,[0_1_2_3_5_6_7_8_9_10],[4_11]
3832,公寓 总体 情况 ： 有 很 不错 的 物业 和 健身房 ， 我 在 这里 住 了 两 年 半 ， 几乎 没有 任何 地方 可以 挑剔 。,24,4,[0_1_2_4_5_6_7_8_9_10_12_13_14_15_16_17_18_19_21_22_23_24_25_26],[3_11_20_27]
3833,房子 是 两 室 一 厅 ， 有 中央 空调 。,9,2,[0_1_2_3_4_5_7_8_9],[6_10]
3834,采光 很 好 。,3,1,[0_1_2],[3]
3835,每个 卧室 的 家 具有 床 和 书桌 ， 椅子 ， 台灯 。,10,3,[0_1_2_3_4_5_6_7_9_11],[8_10_12]
3836,客厅 有 餐桌 ， 沙发 。,4,2,[0_1_2_4],[3_5]
3837,公寓 内 有 洗衣机 。,4,1,[0_1_2_3],[4]
3838,用 硬币 。,2,1,[0_1],[2]
3839,上学 出行 不 要 太 方便 。,6,1,[0_1_2_3_4_5],[6]
3840,所以 无论 你 男女 都 可以 租 哦 。,8,1,[0_1_2_3_4_5_6_7],[8]
3841,三月 四月 入住 价格 可以 再 降 。,7,1,[0_1_2_3_4_5_6],[7]
3842,房间 宽敞 明亮 ， 家具 ， 厨具 ， 生活 用品 都 很 齐全 ！,10,4,[0_1_2_4_6_8_9_10_11_12],[3_5_7_13]
3843,厨房 里 有 全套 厨具 。,5,1,[0_1_2_3_4],[5]
3844,如愿 接手 厨具 等 ( 大部分 可 赠送 ) 完全 可 实现 拎包 入住 。,12,3,[0_1_2_3_5_6_7_9_10_11_12_13],[4_8_14]
3845,- 有 兴趣 请 联系,4,1,[1_2_3_4],[0]
3846,房间 面积 大 ， 干净 整洁 ， 阳光 充足 。,7,3,[0_1_2_4_5_7_8],[3_6_9]
3847,好 房 出租 ！,3,1,[0_1_2],[3]
3848,房间 宽敞 明亮 ， 卧室 、 客厅 、 饭厅 、 厨房 都 很 大 ， 生活 舒适 ！,12,6,[0_1_2_4_6_8_10_11_12_13_15_16],[3_5_7_9_14_17]
3849,房租 $450 刀 全 包 （ 水 、 电 、 网 ） 。,7,6,[0_2_3_4_6_8_10],[1_5_7_9_11_12]
3850,好 房 出租 ！,3,1,[0_1_2],[3]
3851,地段 安全 ， 周围 很多 留学生 。,5,2,[0_1_3_4_5],[2_6]
3852,租房 家具 甩卖 。,3,1,[0_1_2],[3]
3853,） 另外 一 个 就是 本人 ， 参加 国家 的 项目 过来 匹 大 交流 俩 年 的 医学 生 啊 。,19,3,[1_2_3_4_5_7_8_9_10_11_12_13_14_15_16_17_18_19_20],[0_6_21]
3854,特点 ： 女,2,1,[0_2],[1]
3855,没 油烟 。,2,1,[0_1],[2]
3856,之前 和 男生 女生 都 住 过 。,7,1,[0_1_2_3_4_5_6],[7]
3857,现 入住 还 送 一 套 实木 书桌 ， 实木 小 柜子 以及 一 张 转椅 ， 价格 还 可 面议 进一步 优惠 。,21,3,[0_1_2_3_4_5_6_7_9_10_11_12_13_14_15_17_18_19_20_21_22],[8_16_23]
3858,一共 两 层 。,3,1,[0_1_2],[3]
3859,第一 层 是 餐厅 、 客厅 、 厨房 ， 第二 层 是 两 个 卧室 和 卫生间 。,14,4,[0_1_2_3_5_7_9_10_11_12_13_14_15_16],[4_6_8_17]
3860,类似 下水道 堵 了 这 种 事 应该 可以 轻松 解决 。,11,1,[0_1_2_3_4_5_6_7_8_9_10],[11]
3861,公寓 的 独立 性 很 好 我们 应该 不 会 互相 打扰 到 。,13,1,[0_1_2_3_4_5_6_7_8_9_10_11_12],[13]
3862,客厅 余下 的 公用 面积 只 比 卧室 面积 略 小 ， 另外 有 单独 的 餐厅 。,16,2,[0_1_2_3_4_5_6_7_8_9_10_12_13_14_15_16],[11_17]
3863,公寓 从 五月 中旬 就 可以 入住 （ 五 月 的 房租 我们 出 ） ， 非常 适合 两 个 人 租 。,19,4,[0_1_2_3_4_5_6_8_9_10_11_12_13_16_17_18_19_20_21],[7_14_15_22]
3864,公寓 的 管理 是 匹兹堡 最 好 的 之一 ， 住户 几乎 都 是 留学生 。,14,2,[0_1_2_3_4_5_6_7_8_10_11_12_13_14],[9_15]
3865,非常 经济 实惠 ！,3,1,[0_1_2],[3]
3866,白 住 接近 一 个 月 !,6,1,[0_1_2_3_4_5],[6]
3867,如果 租 的 时间 长 可以 优惠 。,7,1,[0_1_2_3_4_5_6],[7]
3868,因为 我 暑假 实习 回来 还 要 继续 住 。,9,1,[0_1_2_3_4_5_6_7_8],[9]
3869,基本 家具 我 也 搬 不 走 ， 大部分 都 送 。,10,2,[0_1_2_3_4_5_6_8_9_10],[7_11]
3870,房屋 情况 ： 房租 825$/month 。,3,3,[0_1_3],[2_4_5]
3871,屋子 干净 ， 冬天 暖和 。,4,2,[0_1_3_4],[2_5]
3872,客厅 很 宽敞 ， 和 卧室 一样 大 ， 采光 也 很 好 。,11,3,[0_1_2_4_5_6_7_9_10_11_12],[3_8_13]
3873,免费 赠送 厨具 以及 卧室 内 的 家具 ， 包括 床 ， 写字台 ， 椅子 等 。,13,4,[0_1_2_3_4_5_6_7_9_10_12_14_15],[8_11_13_16]
3874,房间 书桌 ， 椅子 床 全部 都 有 。,7,2,[0_1_3_4_5_6_7],[2_8]
3875,楼 主 毕业 要 离开 了 ， 所以 我 的 家具 都 可以 留给 你 ！,14,2,[0_1_2_3_4_5_7_8_9_10_11_12_13_14],[6_15]
3876,床 ， 桌子 ， 椅子 ， 书架 。,4,4,[0_2_4_6],[1_3_5_7]
3877,靠近 forbes/beeler 路口 。,2,2,[0_2],[1_3]
3878,随时 入住 。,2,1,[0_1],[2]
3879,从 今天 到 8/1 都 可以 。,5,2,[0_1_2_4_5],[3_6]
3880,网络 都 有 。,3,1,[0_1_2],[3]
3881,欢迎 联系 。,2,1,[0_1],[2]
3882,价格 看 时间 长短 而 定 。,6,1,[0_1_2_3_4_5],[6]
3883,现在 要 出租 她 住 的 客厅 。,7,1,[0_1_2_3_4_5_6],[7]
3884,客厅 和 卧室 还是 分 蛮 开 的 。,8,1,[0_1_2_3_4_5_6_7],[8]
3885,生活 便利 。,2,1,[0_1],[2]
3886,房子 是 中央 空调 ， 冬天 根本 不 会 冷 。,9,2,[0_1_2_3_5_6_7_8_9],[4_10]
3887,而且 公寓 特别 安静 和 安全 。,6,1,[0_1_2_3_4_5],[6]
3888,一 室 一 厅 中 的 客厅 。,7,1,[0_1_2_3_4_5_6],[7]
3889,松鼠 山 环境 好 ， 很 安全 安静 。,7,2,[0_1_2_3_5_6_7],[4_8]
3890,房租 ： $500+utility 。,1,3,[0],[1_2_3]
3891,厨具 齐全 。,2,1,[0_1],[2]
3892,暖气 可以 调节 ， 冬天 很 暖和 。,6,2,[0_1_2_4_5_6],[3_7]
3893,立刻 拎包 入住 ！,3,1,[0_1_2],[3]
3894,你 值得 拥有 ！,3,1,[0_1_2],[3]
3895,顶 一下 ！,2,1,[0_1],[2]
3896,超级 赞 呀 ！,3,1,[0_1_2],[3]
3897,顶 一下 ！,2,1,[0_1],[2]
3898,终极 性价比 了 ！,3,1,[0_1_2],[3]
3899,拎包 入住 ， 各 种 柜子 ， 书桌 ， 床铺 。,7,4,[0_1_3_4_5_7_9],[2_6_8_10]
3900,有 兴趣 可以 联系 我 带 看 房 。,8,1,[0_1_2_3_4_5_6_7],[8]
3901,可 租 一 间 或 两 间 。,7,1,[0_1_2_3_4_5_6],[7]
3902,已 租 顶 一下 ！,4,1,[0_1_2_3],[4]
3903,立刻 拎包 入住 ！,3,1,[0_1_2],[3]
3904,家具 厨具 齐全 ， 拎包 入住 。,5,2,[0_1_2_4_5],[3_6]
3905,可 提前 参观 。,3,1,[0_1_2],[3]
