sent_type,university,sent_id,aligned_to,original_sentence,translation,word_id,first_cs_word_form,first_cs_word_translation,frequency_negative_ln_first_cs_word_trans,surprisal_first_cs_word_trans,pos_tag_first_cs_word_trans,governor_first_cs_word_trans,deprel_first_cs_word_trans,surprisal_values,average_surprisal,bilingual_corpus_frequency_negative_log_first_cs_word,bilingual_corpus_frequency_negative_log_first_cs_word_trans,length_first_cs_word_form,length_first_cs_word_trans,dependency_distance,if_it_is_root,if_previous_word_is_punctuation,surprisal_of_previous_word,25_50_25_percent_location,10_80_10_percent_location,30_40_30_percent_location,first_middle_last_location,translation_sentence_length,entropy_at_cs_point
code-switch,PSU,800,PSU_1857,业务 有 房地产 广告 设计 包装 ， building technology ， 房地产 保险 评估 以及 施工 管理 技术 咨询 ， 承接 外包 业务 。,业务 有 房地产 广告 设计 包装 ， 楼房 技术 ， 房地产 保险 评估 以及 施工 管理 技术 咨询 ， 承接 外包 业务 。,8,building,楼房,39.51949674199672,5.739829,NN,9,compound:nn,3.99991 3.43553 5.441498 2.409164 4.303805 4.319291 1.157703 5.739829 4.332085 0.9088089 5.548262 5.606446 5.190987 2.49002 4.374412 2.454675 2.970332 5.719718 1.252014 5.117697 3.514417 2.139076 0.4196835,3.601972321739131,9.527338498762017,,8,2,1,0,1,4.319291,2,2,2,2,23,2.3528268083849877
non-code-switch,PSU,1857,PSU_800, ,欢迎 各位 有意 归国 发展 的 国际 关系 和 经济学 博士 、 硕士 加盟 丝 路 国家 战略 研究 中心 。,13,,硕士,37.84530621652296,0.8906807,NN,14,compound:nn,5.269867 3.501758 5.233011 5.49263 4.356121 1.141386 2.916863 3.83629 2.262413 3.914287 1.670719 1.439333 0.8906807 6.098958 5.154808 4.202173 4.094807 2.994595 2.167716 1.746004 1.283149,3.3175032714285715,,10.625950787430126,,2,1,0,1,1.670719,2,2,2,2,21,1.8868152512840737
code-switch,PSU,801,PSU_5609,bus 直接 开进 小区 里面 。,公交 直接 开进 小区 里面 。,1,bus,公交,39.73689897941276,4.813935,NN,3,nsubj,4.813935 4.985875 4.112402 5.646698 5.001158 1.260268,4.3033893333333335,7.869110422158484,8.456897087060604,3,2,2,0,,,1,2,1,1,6,1.8631269136914448
non-code-switch,PSU,5609,PSU_801, ,毕业 诚心 卖 车 啦 ！,1,,毕业,36.239602861436886,3.007416,NN,3,nsubj,3.007416 8.826199 4.890148 4.472456 5.653203 1.060173,4.651599166666667,,8.793369323681816,,2,2,0,,,1,2,1,1,6,1.8631269136914448
code-switch,PSU,802,PSU_8116,茶几 ( size : 19 .,茶几 （ 尺寸 ： 19 。,3,size,尺寸,38.47299518046583,4.9681,NN,1,dep,6.685204 2.073511 4.9681 0.9994671 10.51329 1.427697,4.444544849999999,7.1602148846304,12.012245148550017,4,2,2,0,1,6.685204,2,2,2,2,6,1.3608977479724778
non-code-switch,PSU,8116,PSU_802, ,访问 学者 ， 博士 ， 单 男 。,4,,博士,37.0405947656678,4.486774,NN,1,dep,5.048018 4.615726 1.06419 4.486774 1.281674 4.333933 5.10137 1.40716,3.417355625,,11.319097967990071,,2,3,0,1,4.615726,2,2,2,2,8,2.323384389857433
code-switch,PSU,803,PSU_5827,求 一起 willing to pay any reasonable price !,求 一起 ， 愿意 付 任何 该 付 的 钱,4,willing,愿意,36.599603470126645,4.767524,VV,1,ccomp,4.792746 4.293542 0.9559376 4.767524 3.267685 2.637823 3.70686 5.041387 0.5049582 1.363081,3.13315438,12.012245148550017,10.402807236115917,7,2,3,0,1,4.293542,2,2,2,2,10,2.4678432097820115
non-code-switch,PSU,5827,PSU_803, ,顶 一下 ， 更新 为 暑假 短 租 。,4,,更新,36.773567272044225,4.846991,VV,1,conj,4.495176 5.918941 0.6656599 4.846991 1.937989 5.389519 4.714805 5.854287 1.742426,3.9517548777777782,,9.709660055555972,,2,3,0,1,5.918941,2,2,2,2,9,2.476460613779491
code-switch,PSU,805,PSU_882,imperial towers 的 房东 会 在 新房 客 搬入 之前 做 inspection ， 可以 保证 房间 的 干净 整洁 ， 而且 平时 修理 非常 及时 。,皇家 塔 的 房东 会 在 新房 客 搬入 之前 做 检查 ， 可以 保证 房间 的 干净 整洁 ， 而且 平时 修理 非常 及时 。,12,inspection,检查,36.223430616676524,3.68823,NN,11,dobj,3.803918 4.162276 1.52383 5.411956 2.938862 1.256378 6.953143 5.018997 6.428372 3.984256 3.425147 3.68823 0.5537555 2.737747 3.184464 5.00114 1.097334 5.541927 1.571905 0.7476568 2.678982 4.517345 3.876284 4.217928 4.576591 2.632837,3.5204331269230766,9.93280360687018,10.913632859881908,10,2,1,0,0,3.425147,2,2,2,2,26,1.2046314410978858
non-code-switch,PSU,882,PSU_805, ,小区 背面 连接 这 公园 ， 可 烧烤 可 锻炼 可 散步 ， 环境 优美 ， 适合 学习 。,12,,散步,40.06850283593757,5.594633,NN,10,dobj,5.445959 5.403788 3.468028 2.878362 4.770287 1.033494 2.99054 6.689737 3.836405 4.439087 3.852353 5.594633 0.7031527 4.476849 6.16116 0.5811261 2.656226 3.494147 0.8177379,3.6470037736842102,,10.220485679321962,,2,2,0,0,3.852353,2,2,2,2,19,2.52130397211435
code-switch,PSU,807,PSU_3121,环境 ： 周围 有 多 个 公园 绿地 ， 方便 散步 跑步 ， 步行 数 分钟 到 state,环境 ： 周围 有 多 个 公园 绿地 ， 方便 散步 跑步 ， 步行 数 分钟 到 州,18,state,州,36.673964475913515,4.577203,NN,17,dobj,4.415995 2.990346 5.448144 1.200656 1.73609 0.5757171 3.588537 2.849591 0.7579479 3.941649 6.229521 6.300004 0.9472936 4.776608 1.516866 0.08218676 1.55351 4.577203,2.9715480755555554,7.763749906500658,10.913632859881908,5,1,1,0,0,1.55351,3,3,3,3,18,1.0907549623094583
non-code-switch,PSU,3121,PSU_807, ,客厅 有 餐桌 沙发 茶几 ， 有 阳台 可以 晒 被子,11,,被子,41.01518447784956,6.654813,NN,10,dobj,6.258925 3.365124 6.39381 6.207301 7.26439 1.007976 2.423042 5.03144 2.344845 6.086993 6.654813,4.821696272727273,,10.913632859881908,,2,1,0,0,6.086993,3,3,3,3,11,1.8432961361684115
code-switch,PSU,808,PSU_523,college 最 大 的 健身 中心 ymca ， 提供 各 种 健身 器械 和 游泳 、 攀岩 、 舞蹈 、 篮球 等 场地 。,学校 最 大 的 健身 中心 健身房 ， 提供 各 种 健身 器械 和 游泳 、 攀岩 、 舞蹈 、 篮球 等 场地 。,1,college,学校,35.007917095143085,3.23301,NN,6,dep,3.23301 3.386913 3.18384 1.5512 5.313538 0.5952206 7.115146 0.9149892 3.333379 2.625373 4.362757 5.099996 2.558904 1.414973 4.161263 1.98208 5.259154 0.3296752 3.722838 0.4156546 4.154306 1.43029 4.630633 0.7105187,2.9785688041666667,8.10022214312187,7.6177959938775786,7,2,5,0,,,1,1,1,1,24,1.8631269136914448
non-code-switch,PSU,523,PSU_808, ,家里 有 两 个 冰箱 ， 厨房 ， 各 种 家具 洗浴 设施 特别 齐全 ， 房间 内 书桌 ， 灯 。,13,,设施,35.96312358280597,1.632763,NN,15,nsubj,5.336814 0.7988093 1.766036 0.4321387 5.659501 1.089533 5.435709 1.7682 3.359494 4.15782 5.099996 7.030414 1.632763 4.689929 6.391009 0.370216 5.130544 4.138082 6.950963 0.8406437 5.347682 1.466269,3.586025713636364,,9.239656426310235,,2,2,0,0,7.030414,2,2,2,2,22,1.511117056760187
code-switch,PSU,809,PSU_449,小区 后面 一路 之 隔 就 是 村里 的 high school ， 同时 有 运动场 等 方便 运动 。,小区 后面 一路 之 隔 就 是 村里 的 高中 ， 同时 有 运动场 等 方便 运动 。,10,high,高中,37.905350097650825,4.211319,NN,0,root,5.445959 5.280092 3.591723 2.270628 0.1064553 5.372715 2.135891 4.956123 0.4074853 4.211319 1.099115 2.510204 2.175467 5.386306 1.828592 5.230736 3.71577 1.099034,3.156867477777778,10.066334999494703,10.220485679321962,4,2,0,1,0,0.4074853,2,2,2,2,18,2.626627697852423
non-code-switch,PSU,449,PSU_809, ,小区 条件 ： 新 装修 的 健身房 ， 各 种 健身 设备 齐全 ；,7,,健身房,42.055462020345864,5.624542,NN,13,nmod:topic,5.445959 4.643506 1.572178 3.81061 5.896875 1.496184 5.624542 1.389565 3.356245 4.15782 5.099996 2.0086 6.66492 2.519928,3.8347805714285714,,9.373187818934758,,3,6,0,0,1.496184,2,2,2,2,14,2.768584110769256
code-switch,PSU,816,PSU_7585,求 ride ？,求 搭车 ？,2,ride,搭车,42.846862810162015,6.522281,VV,1,ccomp,4.792746 6.522281 4.357632,5.2242196666666665,7.581428349706703,11.319097967990071,4,2,1,0,0,4.792746,2,2,2,2,3,2.195836072917226
non-code-switch,PSU,7585,PSU_816, ,欢迎 品尝 ！,2,,品尝,41.218003818759456,6.812707,VV,1,ccomp,5.269867 6.812707 4.359218,5.480597333333333,,12.012245148550017,,2,1,0,0,5.269867,2,2,2,2,3,0.6969371759338872
code-switch,PSU,831,PSU_6245,厨房 设备 齐全 bus r line is right in front of the house .,厨房 设备 齐全 r 号 公交线 就 房子 面前 。,5,bus,号,35.83326440826026,4.036286,M,4,mark:clf,5.637844 4.59892 6.351652 5.964576 4.036286 7.167778 3.728253 5.60978 5.366815 1.12622,4.958812400000001,7.869110422158484,10.402807236115917,3,1,1,0,0,5.964576,2,2,2,2,10,0.8514349174455055
non-code-switch,PSU,6245,PSU_831, ,只有 十 分钟 走路 的 距离 。,3,,分钟,37.01761816043719,5.492324,M,2,mark:clf,3.884516 2.632429 5.492324 6.580376 0.9941267 3.301252 0.7974038,3.3832039285714286,,7.986893457814868,,2,1,0,0,2.632429,2,2,2,2,7,1.4699283981351925
code-switch,PSU,834,PSU_990,clean tittle ， 无 事故 记录 车 。,无 拖车 记录 ， 无 事故 记录 车 。,1,clean,无,34.72183262070581,3.563109,VE,0,root,3.563109 4.985911 4.60144 0.8662001 2.847714 4.956104 4.416825 4.66947 1.132511,3.559920455555555,8.9212026951917,8.793369323681816,5,1,0,1,,,1,2,1,1,9,1.8631269136914448
non-code-switch,PSU,990,PSU_834, ,有 人 取 ， 坐标 时代 广场 。,1,,有,32.225103221061445,2.715695,VE,0,root,2.715695 3.533183 3.966041 2.169403 5.015625 4.94045 4.772552 1.149593,3.5328177500000004,,5.506461088421789,,1,0,1,,,1,2,1,1,8,1.8631269136914448
code-switch,PSU,835,PSU_6333,新 att 无 合约 手机 ， 求 加 一 个 family plan ， 有 空位 的 holder 请 联系 em@40,新艾缇缇 无 合约 手机 ， 求 加 一 个 家庭 套餐 ， 有 空位 的 账户 拥有 着 请 联系 em@40,10,family,家庭,35.365730573433275,2.817367,NN,11,compound:nn,10.51329 3.60672 3.790762 5.479271 1.020727 4.6592 3.149504 1.966486 5.416351 2.817367 5.200175 0.8559109 2.340691 5.077197 0.9820795 5.027705 3.513469 2.620787 4.377337 3.53085 10.51329,4.117103304761905,9.239656426310235,9.815020571213797,6,2,1,0,0,5.416351,2,2,2,2,21,2.494879583153575
non-code-switch,PSU,6333,PSU_835, ,客厅 有 电视机 ， 一 张 沙发 桌 ， 适合 朋友 聚会 。,7,,沙发,40.12968877231299,4.811299,NN,8,compound:nn,6.258925 3.365124 4.77629 0.428147 2.651408 2.168234 4.811299 6.090445 0.9303469 4.111989 4.808391 2.787393 1.042933,3.402378838461538,,9.815020571213797,,2,1,0,0,2.168234,2,2,2,2,13,1.845617824810489
code-switch,PSU,837,PSU_2247,因为 是 新 签 的 lease ， 屋子 里 的 地毯 都 是 全新 的 。,因为 是 新 签 的 租房 合同 ， 屋子 里 的 地毯 都 是 全新 的 。,6,lease,租房,40.63277587272451,6.593941,NN,7,compound:nn,2.896955 1.939256 2.55553 4.266239 1.173965 6.593941 2.432533 0.6128892 6.357482 2.341477 1.303583 5.078858 2.798165 0.7527016 3.38279 0.2918866 2.312243,2.770029082352942,7.34880605443795,9.179031804493802,5,2,1,0,0,1.173965,2,2,2,2,17,2.5223765271314704
non-code-switch,PSU,2247,PSU_837, ,分享 一下 凌晨 收到 的 钓鱼 邮件 ： 打开 邮件 里 的 链接 后 显示 如下 ， 注意 网址 ：,6,,钓鱼,45.5452323935535,5.319676,NN,7,compound:nn,5.886802 4.187313 4.848494 5.443598 1.134248 5.319676 2.954175 3.218899 4.66859 3.921712 2.792665 0.629897 4.249554 2.764101 4.189548 3.525439 1.936443 4.966424 6.172502 1.258611,3.7034345499999994,,12.012245148550017,,2,1,0,0,1.134248,2,2,1,2,20,2.5562661440706083
code-switch,PSU,839,PSU_6334,office 的 人 态度 都 挺 好 的 。,办公室 的 人 态度 都 挺 好 的 。,1,office,办公室,36.40760733713048,5.100725,NN,4,nmod:assmod,5.100725 1.212075 2.294816 5.319334 2.594201 4.652683 4.64749 0.7957328 1.632549,3.138845088888889,8.485884623933856,10.066334999494703,6,3,3,0,,,1,2,1,1,9,1.8631269136914448
non-code-switch,PSU,6334,PSU_839, ,厨房 的 储藏 空间 也 非常 多 。,1,,厨房,38.672938582702905,5.637844,NN,4,nmod:assmod,5.637844 1.202862 5.389544 2.025805 2.331447 2.825315 1.728354 0.8634468,2.750577225,,7.807552529159051,,2,3,0,,,1,2,1,1,8,1.8631269136914448
code-switch,PSU,844,PSU_4616,需要 share 卫生间 。,需要 共用 卫生间 。,2,share,共用,40.0576172186791,10.16642,JJ,3,amod,3.98786 10.51329 5.847934 0.8703222,5.3048515499999995,7.7081800553458475,11.319097967990071,5,2,1,0,0,3.98786,2,2,2,2,4,1.1567074926880072
non-code-switch,PSU,4616,PSU_844, ,站 短 联系 。,2,,短,36.675306275939846,5.657497,JJ,3,amod,4.239904 5.657497 5.411795 0.6328061,3.985500525,,8.967722710826594,,1,1,0,0,4.239904,2,2,2,2,4,0.9654796574463537
code-switch,PSU,846,PSU_5902,请问 下 ride for five 还 有 吗 ？,五 人 搭车,1,ride,五,33.98106003604298,3.327741,CD,2,dep,3.327741 1.696144 6.454031,3.825972,7.581428349706703,9.067806169383577,4,1,1,0,,,2,2,2,1,3,1.8631269136914448
non-code-switch,PSU,5902,PSU_846, ,多少 刀 往返 ？,1,,多少,36.18482862635139,5.550694,CD,2,dep,5.550694 5.123401 5.331251 4.457873,5.115804750000001,,9.527338498762017,,2,1,0,,,1,2,1,1,4,1.8631269136914448
code-switch,PSU,850,PSU_2163,周边 ： 有 免费 的 bus,周边 ： 有 免费 的 公交,6,bus,公交,39.73689897941276,4.880446,NN,3,dobj,4.583487 3.43317 3.140795 3.944684 0.4685211 4.880446,3.4085171833333336,7.869110422158484,8.456897087060604,3,2,3,0,0,0.4685211,3,3,3,3,6,2.150629864263503
non-code-switch,PSU,2163,PSU_850, ,小区 后面 有 不错 的 公园 。,6,,公园,37.838670619067905,4.391889,NN,3,dobj,5.445959 5.280092 1.523038 3.552506 0.06344721 4.391889 0.6264924,2.9833462299999995,,9.304194947447806,,2,3,0,0,0.06344721,3,2,3,2,7,2.1222852523015554
code-switch,PSU,851,PSU_569,pass ( 可以 乘坐,卡 （ 可以 乘坐,1,pass,卡,37.135623554562656,3.266571,NN,4,dep,3.266571 2.179843 3.675199 3.174056,3.07391725,8.456897087060604,9.527338498762017,4,1,3,0,,,1,2,1,1,4,1.8631269136914448
non-code-switch,PSU,569,PSU_851, ,邮箱 ： feiwang .,1,,邮箱,41.26464014473956,6.527233,NN,3,dep,6.527233 2.933994 10.51329 3.135041,5.7773895,,9.614349875751646,,2,2,0,,,1,2,1,1,4,1.8631269136914448
code-switch,PSU,856,PSU_7377,整个 apartment 还 非常 新 ， 去年 新造 的 一 栋 。,整个 公寓 还 非常 新 ， 去年 新造 的 一 栋 。,2,apartment,公寓,39.049879525011114,4.220335,NN,5,nsubj,3.732348 4.220335 3.141065 3.320776 4.219659 0.629897 5.070908 6.055441 0.7112045 2.014721 2.736492 1.953169,3.1505012916666666,7.630218513876136,7.358284798392494,9,2,3,0,0,3.732348,1,2,1,2,12,2.2977514605800473
non-code-switch,PSU,7377,PSU_856, ,该 车 确实 比较 省 油 ， 顶 ！,2,,车,36.197109418053074,4.769677,NN,5,nsubj,2.399185 4.769677 5.356483 2.737104 4.200351 4.321918 1.480207 4.755121 4.912059,3.881345,,7.951802138003598,,1,3,0,0,2.399185,1,2,1,2,9,2.2754670300564253
code-switch,PSU,859,PSU_3882,如果 是 ， 请 现在 就 添加 days,如果 是 ， 请 现在 就 添加 日程,8,days,日程,38.53479880553256,6.184818,NN,7,dobj,2.949325 1.734276 1.863323 3.660867 4.282516 2.870453 5.219445 6.184818,3.5956278750000004,11.319097967990071,12.012245148550017,4,2,1,0,0,5.219445,3,3,3,3,8,1.413912314808152
non-code-switch,PSU,3882,PSU_859, ,不 是 很 了解 ， 恳请 指点 迷津 ！,8,,迷津,42.44816503657398,7.516955,NN,7,dobj,3.59865 2.539451 3.119504 3.447958 0.6300887 5.496404 5.980184 7.516955 4.443227,4.085824633333334,,12.012245148550017,,2,1,0,0,5.980184,3,2,3,2,9,1.4179719496471448
code-switch,PSU,866,PSU_1815,安静 不 开 party 。,安静 不 开 派对 。,4,party,派对,40.895667412353966,2.913393,NN,3,dobj,6.258925 2.80412 5.092649 2.913393 1.005935,3.6150044,8.183603752060922,12.012245148550017,5,2,1,0,0,5.092649,3,2,3,2,5,2.1211330975678853
non-code-switch,PSU,1815,PSU_866, ,欢迎 随时 看 车 。,4,,车,36.197109418053074,4.473965,NN,3,dobj,5.269867 6.171178 4.651306 4.473965 1.132511,4.3397654,,7.951802138003598,,1,1,0,0,4.651306,3,2,3,2,5,1.9572758932241427
code-switch,PSU,867,PSU_5238,房租 合同 包 buss pass 和 网络 ， 不 包 水电 。,房租 合同 包公 交卡 和 网络 ， 不 包 水电 。,3,buss,包公,42.78086620857171,6.812957,VV,0,root,6.258925 5.557152 6.812957 10.51329 2.236219 3.482037 1.947672 3.084514 4.278793 6.161554 1.845098,4.743473727272727,12.012245148550017,,4,2,0,1,0,5.557152,2,2,1,2,11,1.1817900531360062
non-code-switch,PSU,5238,PSU_867, ,房子 带 家具 和 洗衣机 ， 可 拎包 入住 。,2,,带,35.138262413219955,4.588761,VV,0,root,5.512905 4.588761 4.988709 1.150293 5.147904 1.265185 2.76678 10.51329 5.243498 0.9292497,4.21065747,,8.205582658779697,,1,0,1,0,5.512905,1,2,1,2,10,1.381586782826437
code-switch,PSU,868,PSU_701,求 ride 去 newark 机场 ！,求 搭车 去 纽瓦克 机场 ！,2,ride,搭车,42.846862810162015,6.522281,VV,1,ccomp,4.792746 6.522281 4.037839 6.556989 4.328659 4.861722,5.183372666666667,7.581428349706703,11.319097967990071,4,2,1,0,0,4.792746,2,2,2,2,6,2.195836072917226
non-code-switch,PSU,701,PSU_868, ,可以 防止 加热 损伤 头发 。,2,,防止,36.59889570237141,3.18874,VV,0,root,3.535944 3.18874 5.089105 5.626748 5.715013 1.211081,4.061105166666667,,12.012245148550017,,2,0,1,0,3.535944,2,2,2,2,6,2.0933600738335567
code-switch,PSU,870,PSU_1113,lease 什么 时候 到 什么 时候 的 ？,租金 什么 时候 到 什么 时候 的 ？,1,lease,租金,38.294004937140876,7.042348,NN,4,nsubj,7.042348 4.850241 1.575762 2.71269 3.865132 1.497779 1.870487 4.448701,3.4828924999999997,7.34880605443795,9.304194947447806,5,2,3,0,,,1,2,1,1,8,1.8631269136914448
non-code-switch,PSU,1113,PSU_870, ,寒假 期间 全 天 可以 约 时间 陪练 。,2,,期间,35.60297016626025,0.9513947,NN,6,nsubj,5.976814 0.9513947 4.420182 4.230812 3.148688 4.171723 5.041976 7.9321 1.098202,4.107987966666666,,10.625950787430126,,2,4,0,0,5.976814,1,2,1,2,9,1.6962349432697208
code-switch,PSU,872,PSU_6987,lease 从 2017-7 月 开始 。,租金 从 2017-7 月 开始 。,1,lease,租金,38.294004937140876,7.042348,NN,5,nsubj,7.042348 2.659361 10.51329 2.281968 2.319171 1.713159,4.4215495,7.34880605443795,9.304194947447806,5,2,4,0,,,1,2,1,1,6,1.8631269136914448
non-code-switch,PSU,6987,PSU_872, ,父母 在 家 工作 。,1,,父母,36.62070096183271,4.623604,NN,4,nsubj,4.623604 1.377972 3.961615 2.647973 1.258286,2.77389,,12.012245148550017,,2,3,0,,,1,2,1,1,5,1.8631269136914448
code-switch,PSU,873,PSU_7470,小区 附近 有 几 个 大型 超市 ， 比较 方便 ， 而且 没有 party ， 很 清静 。,小区 附近 有 几 个 大型 超市 ， 比较 方便 ， 而且 没有 派对 ， 很 清静 。,14,party,派对,40.895667412353966,4.484496,NN,13,dobj,5.445959 2.56384 1.409812 2.260071 0.4353522 2.70368 5.836293 1.073489 4.017607 3.200732 0.5250448 1.883661 2.022641 4.484496 0.8810064 3.702455 7.6844 1.135663,2.848122355555555,8.183603752060922,12.012245148550017,5,2,1,0,0,2.022641,3,2,3,2,18,2.7102396302678993
non-code-switch,PSU,7470,PSU_873, ,小区 周围 有 公园 ， 超市 ， 小学 ， 生活 便利 。,4,,公园,37.838670619067905,4.855921,NN,3,dobj,5.445959 3.50519 1.200656 4.855921 1.081801 5.731318 1.709078 4.379597 2.220393 3.241242 4.236036 1.06923,3.223035083333333,,9.304194947447806,,2,1,0,0,1.200656,2,2,2,2,12,2.20495911068826
code-switch,PSU,874,PSU_4141,因为 有 baby ， 所以 额外 注意 环境 卫生 。,因为 有 婴儿 ， 所以 额外 注意 环境 卫生 。,3,baby,婴儿,38.460042237323165,5.008875,NN,2,dobj,2.896955 1.909801 5.008875 1.319711 2.515871 4.714616 3.197106 3.932893 5.682216 1.912598,3.3090642000000003,10.402807236115917,,4,2,1,0,0,1.909801,2,2,1,2,10,2.40955895595068
non-code-switch,PSU,4141,PSU_874, ,链接 貌似 有 问题 ， 欢迎 发 邮件 咨询 ~,4,,问题,33.36311791554829,2.957097,NN,3,dobj,4.828659 6.483402 1.619789 2.957097 0.4909534 4.321443 4.866854 5.67024 5.157767 5.222354,4.16185584,,8.29867308184571,,2,1,0,0,1.619789,2,2,2,2,10,2.23934189024868
code-switch,PSU,878,PSU_4582,可以 预约 暑期 机场 ride,可以 预约 暑期 机场 拼 车,5,ride,拼,41.040212598693934,6.175538,VV,2,conj,3.535944 5.187609 5.959737 4.203082 6.175538 4.55104,4.935491666666667,7.581428349706703,12.012245148550017,4,1,3,0,0,4.203082,3,2,3,2,6,1.7018868024134537
non-code-switch,PSU,4582,PSU_878, ,请 发 邮件 询问 图片 。,4,,询问,38.35281114668719,3.734015,VV,2,conj,4.366777 3.585311 5.702331 3.734015 5.039099 1.032649,3.9100303333333333,,10.625950787430126,,2,2,0,0,5.702331,2,2,2,2,6,1.7294642774522428
code-switch,PSU,879,PSU_5954,之前 把 title 理解 错 了 title 的 名字 是 我,之前 把 头衔 理解 错 了 头衔 的 名字 是 我,3,title,头衔,40.149251688816776,4.939817,NN,4,dep,4.396187 3.067171 4.939817 5.368255 3.610827 0.1978347 5.731849 0.9476146 2.966777 1.278494 3.20313,3.2461778454545462,8.754148610528535,,5,2,1,0,0,3.067171,2,2,1,2,11,2.554499511790539
non-code-switch,PSU,5954,PSU_879, ,就 把 车 停 在 机场 。,3,,车,36.197109418053074,3.238657,NN,4,dep,3.380966 2.461162 3.238657 0.79588 0.0641175 2.88517 2.56082,2.198110357142857,,7.951802138003598,,1,1,0,0,2.461162,2,2,2,2,7,2.370312173167444
code-switch,PSU,882,PSU_6426,不 party 。,不 派对 。,2,party,派对,40.895667412353966,6.472453,NN,1,dobj,3.59865 6.472453 1.096669,3.722590666666667,8.183603752060922,12.012245148550017,5,2,1,0,0,3.59865,2,2,2,2,3,2.2139007800139026
non-code-switch,PSU,6426,PSU_882, ,打 乒乓 。,2,,乒乓,39.20321274668031,4.315737,NN,1,dobj,4.410243 4.315737 2.32943,3.6851366666666667,,12.012245148550017,,2,1,0,0,4.410243,2,2,2,2,3,1.9655455120593142
code-switch,PSU,892,PSU_7372,cable 是 免费 的 。,光纤 是 免费 的 。,1,cable,光纤,40.34120453326928,5.194147,NN,2,nsubj,5.194147 2.170633 3.921682 0.2638303 1.185512,2.54716086,9.614349875751646,11.319097967990071,5,2,1,0,,,1,2,1,1,5,1.8631269136914448
non-code-switch,PSU,7372,PSU_892, ,吸尘器 是 大 的 吗 ？,1,,吸尘器,43.39311178340879,7.042348,NN,2,nsubj,7.042348 1.558933 3.195987 1.941557 4.88243 0.08122981,3.117080801666667,,10.913632859881908,,3,1,0,,,1,2,1,1,6,1.8631269136914448
code-switch,PSU,894,PSU_123,apartment 是 四 室 两 卫 ， 在 第一 层 ， 不用 爬 楼梯 ， 距离 bus stop 只要 1-2 分钟 。,公寓 是 四 室 两 卫 ， 在 第一 层 ， 不用 爬 楼梯 ， 距离 公交 车站 只要 1-2 分钟 。,1,apartment,公寓,39.049879525011114,4.876083,NN,6,nsubj,4.876083 2.042038 3.139593 4.021232 3.230978 5.132017 1.075197 1.386202 2.709104 2.422281 1.440724 4.849035 5.865193 5.334437 0.9750454 3.123344 5.536885 4.135591 5.619841 10.51329 3.923638 0.9013593,3.738777622727272,7.630218513876136,7.358284798392494,9,2,5,0,,,1,1,1,1,22,1.8631269136914448
non-code-switch,PSU,123,PSU_894, ,卧室 为 两 室 一 厅 中 的 一 间 ， 面积 很 宽敞 ， 拎包 入住 ；,1,,卧室,40.2431744402093,6.527233,NN,2,nsubj,6.527233 2.744706 2.620665 4.124933 0.9280026 0.2688453 2.833734 3.051573 0.9431061 2.084732 1.717976 2.60892 6.463764 4.214673 0.7362553 10.51329 5.243498 2.617138,3.346835794444444,,7.1602148846304,,2,1,0,,,1,1,1,1,18,1.8631269136914448
code-switch,PSU,895,PSU_377,如果 有 想要 看看 apartment 的 可以 联系 我 。,如果 有 想要 看看 公寓 的 可以 联系 我 。,5,apartment,公寓,39.049879525011114,5.05502,NN,4,dobj,2.949325 1.728947 4.856436 3.220522 5.05502 1.186549 4.385878 4.148471 4.145011 2.131696,3.3807855000000004,7.630218513876136,7.358284798392494,9,2,1,0,0,3.220522,2,2,2,2,10,2.0107946461241024
non-code-switch,PSU,377,PSU_895, ,有 租房 意向 的 请 联系 李 老师 。,3,,意向,38.675261018425815,5.706023,NN,2,dobj,2.715695 7.186731 5.706023 1.175574 5.355767 3.59882 3.748042 2.914527 1.129342,3.7256134444444444,,10.625950787430126,,2,1,0,0,7.186731,2,2,2,2,9,1.9303002409723249
code-switch,PSU,911,PSU_2655,个人 联系 方式 pn-11 （ preferred ） 。,个人 联系 方式 814-777-7220 （ 首选 ） 。,6,preferred,首选,40.43961394223207,5.755764,VV,0,root,4.160723 4.051134 4.36721 10.51329 2.104872 5.755764 3.533383 0.863662,4.41875475,9.93280360687018,12.012245148550017,9,2,0,1,1,10.51329,3,2,3,2,8,1.3608977479724778
non-code-switch,PSU,2655,PSU_911, ,邮件 和 短信 优先 ， 谢谢 ！,6,,谢谢,38.69452264800934,5.339393,VV,0,root,5.445959 1.848295 4.676359 5.371351 1.275767 5.339393 1.941651,3.699825,,8.644949318563542,,2,0,1,1,5.371351,3,2,3,2,7,2.393571113265447
code-switch,PSU,912,PSU_5210,什么 size ?,什么 大小 ？,2,size,大小,36.69194028044125,4.991653,VA,0,root,5.114965 4.991653 4.582681,4.896433000000001,7.1602148846304,10.220485679321962,4,2,0,1,0,5.114965,2,2,2,2,3,0.9540626903904735
non-code-switch,PSU,5210,PSU_912, ,大家 好 ~,2,,好,33.99205262349187,2.369944,VA,0,root,4.683601 2.369944 5.564086,4.205877,,6.786498474836816,,1,0,1,0,4.683601,2,2,2,2,3,1.9773791909433502
