SentenceID,CodeSwitchedSentence, TranslatedSentence
1191,优先 一 年 的 yearly lease ， 特殊 情况 可以 考虑 半 年 租 的  。,优先 一 年 的 年租 ， 特殊 情况 可以 考虑 半 年 租 的  。
1192,html 请 联系 邮箱  ：  jingyu .,电联 l 请 联系 邮箱  ：  jingyu .
1193,在 s pacific 上 的 house  。,在 南大 西洋 上 的 房子  。
1194,出入 apartment 需要 专门 的 钥匙 ， 所以 非常 安全  。,出入 公寓 需要 专门 的 钥匙 ， 所以 非常 安全  。
1195,超大 living room 出租 ， 有 一 个 很 大 的 窗户 ， 通风 明亮 ， 对面 就是 教堂 ， 风景 和 采光 都 是 一流  。,超大 客厅 出租 ， 有 一 个 很 大 的 窗户 ， 通风 明亮 ， 对面 就是 教堂 ， 风景 和 采光 都 是 一流  。
1196,bathroom 淋浴 暖气 齐全  。,淋浴 间 淋浴 暖气 齐全  。
1197,欢迎 有 兴趣 的 同学 联系 和 留言 ， 请 留下 电话 和 email  。,欢迎 有 兴趣 的 同学 联系 和 留言 ， 请 留下 电话 和 邮件  。
1198,有 兴趣 的 同学 随时 email 或者 留言 ， 谢谢  。,有 兴趣 的 同学 随时 邮件 或者 留言 ， 谢谢  。
1199,up ~ up -- 房子 暑假 后 开始 available 了 ， 于是 edit 后 再 贴  。,帕克 分校 -- 房子 暑假 后 开始 闲置 了 ， 于是 编辑 后 再 贴  。
1200,email 联系 ， em@48 企鹅 .,邮件 联系 ， em@48 企鹅 .
1201,a  ：  由于 bed room 很大 ， 所以 两 个 share bedroom 刚刚 好  。,房主  ：  由于 房间 很 大 ， 所以 两 个 共 住 一 间 刚刚 好  。
1202,q  ：  两 个 人 share bedroom 隐私 啊 ， 噪音 啊 什么 的 怎么 办 ？,租客 ：  两 个 人 共享 房间 隐私 啊 ， 噪音 啊 什么 的 怎么 办 ？
1203,下面 有 floor plan 的 图 ， 我 家 正好 是 左右 反 一 反 ， 然后 bedroom 顶上 还 有 一 面 窗  。,下面 有 户型 图 的 图 ， 我 家 正好 是 左右 反 一 反 ， 然后 房间 顶上 还 有 一 面 窗  。
1204,from = page_100505&mod = tab#place 感兴趣 的 可以 给 我 发 邮件 或者 短信  ：  em@49,从 = page_100505&mod = tab#place 感兴趣 的 可以 给 我 发 邮件 或者 短信  ：  em@49
1205,house 里 有 washer dryer dishwasher  。,房子 里 有 洗衣机 ， 烘干机 ， 洗碗机  。
1206,房间 环境  ：  很 大 ， 现在 里面 放 了 一 个 queen bed 依旧 很 宽敞  。,房间 环境  ：  很 大 ， 现在 里面 放 了 一 个 较 大号 床 依旧 很 宽敞  。
1207,escort 属于 蓝 线 区域  。,护送 属于 蓝 线 区域  。
1208,如果 在 阳台 可以 看到 university center 旁边 的 操场  。,如果 在 阳台 可以 看到 大学 中心 旁边 的 操场  。
1209,出租 的 是 house 里面 的 几 个 卧室 ， 有 家具  。,出租 的 是 房子 里面 的 几 个 卧室 ， 有 家具  。
1210,基本 可以 算是 oakland 附近 价格 最 优惠 的 了  。,基本 可以 算是 奥克兰 附近 价格 最 优惠 的 了  。
1211,usp = sharing 联络 方式 主要 是 邮箱  ：  em@50,联系 方式 联络 方式 主要 是 邮箱  ：  em@50
1212,房子  ：  是 一 个 house  。,房子  ：  是 一 个 房子  。
1213,地下室 是 dryer washer ， 以及 储藏 空间  。,地下室 是 烘干机 ， 洗衣机 ， 以及 储藏 空间  。
1214,目前 有 两 间 卧室 可以 出租 ， yearly lease preferred  。,目前 有 两 间 卧室 可以 出租 ， 年 租 优先  。
1215,washer and dryer  (  free to use  )  ， 大量 储藏 空间  。,免费 使用 洗衣机 ， 烘干机 )  ， 大量 储藏 空间  。
1216,后院 是 deck .,后院 是 小楼 .
1217,房型  ：  是 一 个 house ， 里面 有 四 个 卧室  。,房型  ：  是 一 个 房子 ， 里面 有 四 个 卧室  。
1218,washer dryer 在 地下室 ， 免费 实用 ；,洗衣机 ， 烘干机 在 地下室 ， 免费 实用 ；
1219,要求  ：  no smoking ， no pets ， no noisy parties .,要求  ： 禁烟 ， 不 能 有 宠物 ， 不 能 有 嗨 趴
1220,也 可以 email 联系  。,也 可以 邮件 联系  。
1221,我 也 可以 pm 把 email 给 您  。,我 也 可以 下午 把 邮件 给 您  。
1223,好 的 ， 我 pm 把 email 给 你  。,我 也 可以 下午 把 邮件 给 您  。
1224,好的 ， 我 pm 把 email 给 你  。,我 也 可以 下午 把 邮件 给 您  。
1225,匹兹堡 独 栋 house 两 间 卧室 出租  。,匹兹堡 独 栋 房子 两 间 卧室 出租  。
1226,house 地处 squirrel hill ， 这个 区域 非常 安全  。,房子 地处 松鼠山 ， 这个 区域 非常 安全  。
1227,house 门口 免费 停车  。,房子 门口 免费 停车  。
1228,topic  :  出租 客厅 ！,招租  :  出租 客厅 ！
1229,房子 全 地毯 ， 客厅 有 暖气 ， 有 窗户 ， 有 大 closet ， 不 临街  。,房子 全 地毯 ， 客厅 有 暖气 ， 有 窗户 ， 有 大 衣橱 ， 不 临街  。
1230,因为 两 个 房间 离 客厅 都 很 远 ， 中间 隔 有 dining room ， kitchen 还有 bathroom 相隔 ， 所以 互相 干扰 不 大  。,因为 两 个 房间 离 客厅 都 很 远 ， 中间 隔 有 餐厅 ， 厨房 还有 淋浴 间 相隔 ， 所以 互相 干扰 不 大  。
1231,现 一 卧室 住 pitt 本科 女生 ， 另 一 卧室 住 pitt phd 男生  。,现 一 卧室 住 匹兹堡 本科 女生 ， 另 一 卧室 住 匹兹堡 在读 博士生 男生  。
1232,是 apartment building ， 有 很 好 的 管理 公司  。,是 公寓 ， 有 很 好 的 管理 公司  。
1233,路口 有 carnegie 图书馆 ， 学习 方便  。,路口 有 卡内基 图书馆 ， 学习 方便  。
1234,房间 不 大 但是 很 cozy with big closet  。,房间 不 大 但是 很 紧凑 ， 大衣橱
1235,， 是 一 栋 house ， 三 个 房间 加 一 个 阁楼 ， 两 个 bathroom  。,， 是 一 栋 房子 ， 三 个 房间 加 一 个 阁楼 ， 两 个 厕所  。
1236,已 租 up up available up !,已 租 空闲
1237,有 一 个 closet 是 完全 给 你 用 的  。,有 一 个 衣橱 是 完全 给 你 用 的  。
1238,o  (  ∩_∩  )  o 谢谢 ！,谢谢 ！
1239,而 college ave 上 没有 公交 经过 ， 所以 特别 安静  。,而 大学 街 上 没有 公交 经过 ， 所以 特别 安静  。
1240,联系 方式  :  email  :  em@51,联系 方式  :  邮件  :  em@51
1241,超大 living room 出租 ， 有 一 个 很 大 的 窗户 ， 通风 明亮 ， 对面 就是 教堂 ， 风景 和 采光 都 是 一流  。,超大 客厅 出租 ， 有 一 个 很 大 的 窗户 ， 通风 明亮 ， 对面 就是 教堂 ， 风景 和 采光 都 是 一流  。
1242,bathroom 淋浴 暖气 齐全  。,厕所 淋浴 暖气 齐全  。
1243,绝对 是 squirrel hill 最 好 的 house 了 ， 没有 之一 ！,绝对 是 松鼠山 最 好 的 房子 了 ， 没有 之一 ！
1244,暑假 要 来 pittsburgh 实习 ， 从 5 .,暑假 要 来 匹兹堡 实习 ， 从 5 .
1245,本人 是 cfa 的 研究生 ， 项目 为 一 年 半  。,本人 是 大学 名称 的 研究生 ， 项目 为 一 年 半  。
1246,有 dish washer ， oven .,有 洗碗机 ， 微波炉 .
1247,床 是 double size  。,床 是 双人床  。
1248,email 联系 em@52,邮件 联系 em@52
1249,交通 方便 ， 学校 shuttle 站 就 位于 公寓 门口 ， 步行 不 需 一 分钟 .,交通 方便 ， 学校 通勤 公交 站 就 位于 公寓 门口 ， 步行 不 需 一 分钟 .
1250,晚上 escort 直接 送到 公寓 门口 .,晚上 护送 直接 送到 公寓 门口 .
1251,步行 五 分钟 可 到 giant eagle ， 步行 十 分钟 可 到 target ， trader joe ' s .,步行 五 分钟 可 到 捷安特 鹰 ， 步行 十 分钟 可 到 塔吉特 ， 乔
1252,如果 有 兴趣 ， 请 用 以下 方式 与 我 联系  ：  email  :  em@53,如果 有 兴趣 ， 请 用 以下 方式 与 我 联系  ：  邮件  :  em@53
1253,三 个 closet ， 衣服 肯定 够 放  。,三 个 衣橱 ， 衣服 肯定 够 放  。
1254,地下室 有 洗衣机 dryer 免费 实用  。,地下室 有 洗衣机 烘干机 免费 实用  。
1255,你 是 一 个 同学 租 ， 还是 跟 几 个 同学 一起 把 house 租 下来 呢 ？,你 是 一 个 同学 租 ， 还是 跟 几 个 同学 一 起 把 房子 租 下来 呢 ？
1256,抱歉 是 no pets no smoking 的 policy .,抱歉 是 不要 宠物 禁言 的 政策 .
1257,html 不 是 病毒,短讯 不 是 病毒
1258,出门 就 是 cvs ， 很 方便  。,出门 就 是 西 维斯 ， 很 方便  。
1259,欢迎 联系 我  ：  电话 pn-14 ， email  ：  em@54,欢迎 联系 我  ：  电话 pn-14 ， 邮件  ：  em@54
1260,家 附近 还 有 giant eagle ， 走路 大概 五 分钟 ， 生活 购物 轻松 方便  。,家 附近 还有 捷安特 鹰 ， 走路 大概 五 分钟 ， 生活 购物 轻松 方便  。
1261,个人 认为 这 真的 应该 是 匹 村 性价比 最高 的 房子 了 ， 最 重要 的 是 ， 房东 超级 nice ！,个人 认为 这 真的 应该 是 匹 村 性价比 最高 的 房子 了 ， 最 重要 的 是 ， 房东 超级 好 ！
1262,注明  ：  租房 up up 一下,注明  ：  租房 支持 支持 一下
1263,html 如 有 兴趣 ， 请 phone  :  三一二-9二9-9五二6email  :  em@55,短讯 如 有 兴趣 ， 请 手机  :  三一二-9二9-9五二6email  :  em@55
1264,附近 有 一 个 playground ， 可以 打 篮球 ， 羽毛球 ， 网球 等等  。,附近 有 一 个 操场 ， 可以 打 篮球 ， 羽毛球 ， 网球 等等  。
1265,周围 环境  :  非常 安全 ， 安静 物业  :  meyers management  。,周围 环境  :  非常 安全 ， 安静 物业  :  麦耶斯 管理  。
1266,managing staff 热情 ， 问题 处理 快速  。,管理 人员 热情 ， 问题 处理 快速  。
1267,去 waterfront 特别 方便  。,去 前 水 特别 方便  。
1268,客厅 和 卧室 都 非常 大 ， nicely-furnished ， everything is included !,客厅 和 卧室 都 非常 大
1269,步行 2-3 分钟 可 到 giant eagle .,步行 2-3 分钟 可 到 捷安特 .
1270,本人 是 女生 ， 来 读 master ， 爱 干净 ， 求 一 室 一 厅 公寓 ， 离 学校 步行 范围 内 ， 如果 带 家具 最好  。,本人 是 女生 ， 来 读 硕士 ， 爱 干净 ， 求 一 室 一 厅 公寓 ， 离 学校 步行 范围 内 ， 如果 带 家具 最好  。
1271,其他 utility 按 人头 平分  。,其他 使用 按 人头 平分  。
1272,其他 另外 本人 去年 暑假 就 来 参加 了 acc ， 如果 是 参加 acc 的 同学 ， 我 这里 可以 无偿 提供 教材 和 资料  。,其他 另外 本人 去年 暑假 就 来 参加 了 会计 ， 如果 是 参加 会计 的 同学 ， 我 这里 可以 无偿 提供 教材 和 资料  。
1273,公寓 位 于 n neville st .,公寓 位于 被 内维尔 街 .
1274,所有 家具 用品 都 包 ， 包括 paper napkin ， paper towel ， 厨房 用具 ， 洗浴 永平 随便 用  。,所有 家具 用品 都 包 ， 包括 纸巾 ， 厨房 纸 ， 厨房 用具 ， 洗浴 永平 随便 用  。
1275,联系 方式  ：  email  ：  em@56,联系 方式  ：  邮件  ：  em@56
1276,g1dfa4c7c0_03 是 google drive 共享 ， 请 放心 浏览  。,g1dfa4c7c0_03 是 谷歌 硬盘 共享 ， 请 放心 浏览  。
1277,html 有意 请 短信 pn-15 ， 或者 邮件 联系 em@57,短讯 有意 请 短信 pn-15 ， 或者 邮件 联系 em@57
1278,主 卧室  (  bedroom  )  含 独立 卫生间  ：  5/15-6/30,主 卧室  (  卧室  )  含 独立 卫生间  ：  5/15-6/30
1279,floor plan 已 附  。,户型 图 已 附  。
1280,交通 便利 ， shuttle ， escort ， 公交 都 有 经过 ；,交通 便利 ， 公交 ， 护送 ， 公交 都 有 经过 ；
1281,managing staff 热情 ， 问题 处理 快速  。,管理 人员 热情 ， 问题 处理 快速  。
1282,客厅 里 有 沙发 和 桌子 ， 空间 很大 你 都 可以 开 party  。,客厅 里 有 沙发 和 桌子 ， 空间 很大 你 都 可以 开 聚会  。
1283,house 有 三 个 bedroom ， 出租 其中 一 个  。,房间 有 三 个 卧室 ， 出租 其中 一 个  。
1284,一共 有 两 个 可以 洗澡 的 bathroom  。,一共 有 两 个 可以 洗澡 的 厕所  。
1285,附近 还 有 一 个 特别 大 的 森林 公园 ， 叫 frick park ， 我 夏天 经常 到 那里 去 和 朋友 散步 ， 也 在 大 草坪 上 飞 遥控 飞机  。,附近 还 有 一 个 特别 大 的 森林 公园 ， 叫 弗莱克 公园 ， 我 夏天 经常 到 那里 去 和 朋友 散步 ， 也 在 大 草坪 上 飞 遥控 飞机  。
1286,房子 离 公交 车站 和 giant eagle 都 只要 几 分钟 距离  。,房子 离 公交 车站 和 捷安特 鹰 都 只要 几 分钟 距离  。
1287,房子 是 walnut capital 家 的 ， 服务 很 好 ， 冬天 暖气 很 足 ， 夏天 也 很 凉快  。,房子 是 坚果 中心 家 的 ， 服务 很 好 ， 冬天 暖气 很 足 ， 夏天 也 很 凉快  。
1288,吃饭 也 很 方便 ， 到 walnut street 和 craig street 只要 步行 ， 这 两 条 接 都 有 很 棒 的 餐厅 和 商店 还有 超市  。,吃饭 也 很 方便 ， 到 坚果 中心 和 克莱格 街 只要 步行 ， 这 两 条 接 都 有 很 棒 的 餐厅 和 商店 还有 超市  。
1289,cell  :  pn-16 谢谢 啦,电话  :  pn-16 谢谢 啦
1290,html 有意 请 短信 pn-15 ， 或者 邮件 联系 em@57,短讯 有意 请 短信 pn-15 ， 或者 邮件 联系 em@57
1291,客厅 面积 相当 大 ， 摆 完 桌子 书架 柜子 依然 绰绰有余 ， 适合 聚会 开 party  。,客厅 面积 相当 大 ， 摆 完 桌子 书架 柜子 依然 绰绰有余 ， 适合 聚会 开 聚会  。
1292,房子 采用 节能 设计 ， utilities 相比 很多 其他 房子 便宜  。,房子 采用 节能 设计 ， 配套 设施 相比 很多 其他 房子 便宜  。
1293,回家 除了 公交 外 可 选择 shuttle c route  。,回家 除了 公交 外 可 选择 c 线 公交 。
1294,虽然 离 繁华 的 murray 和 shady ave 比较 近 ， 但 darlington rd 车 很少 ， 外面 基本 没有 噪音  。,虽然 离 繁华 的 默里 和 阴影 街 比较 近 ， 但 大 灵 顿 路 车 很少 ， 外面 基本 没有 噪音  。
1295,apartmenttypeid=309 位置  :  aiken 和 center 的 交叉 路口 .,apartmenttypeid=309 位置  :  艾肯 和 中央 街 的 交叉 路口 .
1296,管理  :  mozart management 管理 .,管理  :  莫扎特 管理 管理 .
1297,家具  :  closet 一 间 基本 你 自己 一 个 人 使用 .,家具  :  衣橱 一 间 基本 你 自己 一 个 人 使用 .
1298,去 waterfront 特别 方便  。,去 前 水 特别 方便  。
1299,house 有 三 个 bedroom ， 出租 其中 一 个  。,房子 有 三 个 卧室 ， 出租 其中 一 个  。
1300,一共 有 两 个 可以 洗澡 的 bathroom  。,一共 有 两 个 可以 洗澡 的 淋浴 间  。
1301,附近 还 有 一 个 特别 大 的 森林 公园 ， 叫 frick park ， 我 夏天 经常 到 那里 去 和 朋友 散步 ， 也 在 大 草坪 上 飞 遥控 飞机  。,附近 还 有 一 个 特别 大 的 森林 公园 ， 叫 弗莱克 公园 ， 我 夏天 经常 到 那里 去 和 朋友 散步 ， 也 在 大 草坪 上 飞 遥控 飞机  。
1302,所有 家具 用品 都 包 ， 包括 paper napkin ， paper towel ， 厨房 用具 ， 洗浴 永平 随便 用  。,所有 家具 用品 都 包 ， 包括 纸巾 ， 厨房 纸 ， 厨房 用具 ， 洗浴 永平 随便 用  。
1303,:  我 没 研究 出来 咋 在 这里 付 图片 ， 想 看 房间 照片 的 欢迎 email 或者 短信 我 ！,:  我 没 研究 出来 咋 在 这里 付 图片 ， 想 看 房间 照片 的 欢迎 邮件 或者 短信 我 ！
1304,pdf 家具 齐全 ， 可 拎包 入住  。,文件 格式 家具 齐全 ， 可 拎包 入住  。
1305,apartmenttypeid=309 位置  :  aiken 和 center 的 交叉 路口 .,apartmenttypeid=309 位置  :  艾肯 和 中央 的 交叉 路口 .
1306,lease 结束 的 时候 可以 半 卖 半 送 所有 家具 ！,租契 结束 的 时候 可以 半 卖 半 送 所有 家具 ！
1307,隔 一 条 街 有 在 south craig 上 有 各 种 餐馆  。,隔 一 条 街 有 在 南克莱格 上 有 各 种 餐馆  。
1308,隔 一 条 街 有 在 south craig 上 有 各 种 餐馆  。,隔 一 条 街 有 在 南克莱格 上 有 各 种 餐馆  。
1309,离 餐馆 和 超市 很 近 ， 选择 也 很多  (  chinese ， korean ， indian ， american ， vietnamese .,离 餐馆 和 超市 很 近 ， 选择 也 很多  (  中餐 ， 韩餐 ， 印度 餐 ， 美餐 ， 越南 餐
1310,)  非常 适合 暑假 短暂 visit ， 或者 新生  。,)  非常 适合 暑假 短暂 游学 ， 或者 新生  。
1311,有 意 向 的 欢迎 联系 las em@58,有 意 向 的 欢迎 联系 人名
1312,恩 ， 情况 就是 这样 ， 如果 你 喜欢 吃 craig 上 的 饭店 很多 ， center 上 的 也 很 近 ， 如果 购物 ， cvs 和 giant eagle 应该 满足 你 的 要求 了  。,恩 ， 情况 就是 这样 ， 如果 你 喜欢 吃 克莱格 上 的 饭店 很多 ， 中央 上 的 也 很 近 ， 如果 购物 ， 西 维斯 和 捷安特 鹰 应该 满足 你 的 要求 了  。
1313,客厅 还 有 一 个 小 的 balcony  。,客厅 还 有 一 个 小 的 balcony  。
1314,如果 您 有 兴趣 请 直接 联系 我 ， email  ：  em@59,如果 您 有 兴趣 请 直接 联系 我 ， 邮件  ：  em@59
1315,plus  ：  因为 是 house ， 前门 的 porch 是 我们 ， feel free to use  。,备注  ：  因为 是 房子 ， 前门 的 门廊 是 我们 ， 随意 使用  。
1316,应该 再 怒 送 租房 的 人 一 个 offer,应该 再 怒 送 租房 的 人 一 个 offer
1317,pittsburgh 的 一 幢 house ， 地点 非常 好 ， 在 douglas st .,匹兹堡 的 一 幢 房子 ， 地点 非常 好 ， 在 道格拉斯
1318,和 murray ave .,和 默里
1319,隔 一 条 街 有 在 south craig 上 有 各 种 餐馆  。,隔 一 条 街 有 在 南克莱格 上 有 各 种 餐馆  。
1320,就读 pitt mse  。,就读 匹兹堡 mse 专业 。
1321,html 如有 需要 请 发送 邮件 em@60,短讯 如有 需要 请 发送 邮件 em@60
1322,plus  ：  因为 是 house ， 前门 的 porch 是 我们 ， feel free to use  。,备注  ：  因为 是 房子 ， 前门 的 门廊 是 我们 ， 随意 使用  。
1323,pdf 家具 齐全 ， 可 拎包 入住  。,小区 名字 家具 齐全 ， 可 拎包 入住  。
1324,apartmenttypeid=309 位置  :  aiken 和 center 的 交叉 路口 .,apartmenttypeid=309 位置  :  艾肯 和 中心 的 交叉 路口 .
1325,租约 也 和 这 家 公司 签 legal lease contract ， 不 是 和 我们 签 .,租约 也 和 这 家 公司 签 l合法 租约 ， 不 是 和 我们 签 .
1326,备注  :  这 间 apartment 住房 的 质量 不同 ， 有的 房间 暖气 什么 都 不 work ， 我们 房间 各 个 设施 都 可以 work .,备注  :  这 间 公寓 住房 的 质量 不同 ， 有的 房间 暖气 什么 都 不 好使 ， 我们 房间 各 个 设施 都 可以 使用 .
1327,包 水 和 gas ， 不 包 电 和 网络  。,包 水 和 燃气 ， 不 包 电 和 网络  。
1328,此外 附近 大型 超市 众多 giant eagle （ 0 .,此外 附近 大型 超市 众多 捷安特鹰 （ 0 .
1329,html 详情 请 联系  ：  em@61,短讯 详情 请 联系  ：  em@61
1330,cvs/超市 都 在 一 两 个 block 的 距离  。,cvs/超市 都 在 一 两 个 街区 的 距离  。
1331,可以 从 summer 或 fall 开始 ， 一直 租 到 明年  。,可以 从 夏天 或 秋天 开始 ， 一直 租 到 明年  。
1332,联系 方式 vivian em@62,联系 方式 薇薇 安 em@62
1333,房租 包 电 以外 的 所有 utility ， 房间 内 家具 齐全 （ 真皮 沙发 ， king size 大 床 ） ， 拎包 入住  。,房租 包 电 以外 的 所有 配套 设施 ， 房间 内 家具 齐全 （ 真皮 沙发 ， 特大号 床垫 大 床 ） ， 拎包 入住  。
1334,位置  ：  位于 squirrel hill 的 hobart st .,位置  ：  位于 松鼠山 的 霍波特街 .
1335,三 趟 公交 均 直达 waterfront 购物 中心 ， 非常 方便  。,三 趟 公交 均 直达 前 水 购物 中心 ， 非常 方便  。
1336,crew 等 ）  。,成员
1337,pdf 家具 齐全 ， 可 拎包 入住  。,小区 名字 家具 齐全 ， 可 拎包 入住  。
1338,更多 照片 可以 来 email 联系 提供  。,更多 照片 可以 来 邮件 联系 提供  。
1339,具体 请 google 之  。,具体 请 谷歌 之  。
1340,晚上 回来 可以 乘坐 yellow 或 red 的 escort ， 下车 即 到家  。,晚上 回来 可以 乘坐 黄 线 或 红线 的 通勤 线 ， 下车 即 到家  。
1341,包括 床 （ full size ） ， 桌子 ， 转椅 ， 柜子 ， 灯 等等  。,包括 床 （ 大号 床垫 ） ， 桌子 ， 转椅 ， 柜子 ， 灯 等等  。
1342,但是 在 email 里面 他 想 索要 我 的 地址 ， 想要 给 我 寄 支票  。,但是 在 邮件 里面 他 想 索要 我 的 地址 ， 想要 给 我 寄 支票  。
1343,于是 google 了 一下 ， 发现 是 个 骗子  。,于是 谷歌 了 一下 ， 发现 是 个 骗子  。
1344,房型 结构  ：  house 一共 三 层 ， 共 四 间 卧室 ， 一 层 是 客厅 和 厨房 ， 二  、  三 两 层 各 两 间 卧室 和 卫生间  。,房型 结构  ：  房子 一共 三 层 ， 共 四 间 卧室 ， 一 层 是 客厅 和 厨房 ， 二  、  三 两 层 各 两 间 卧室 和 卫生间  。
1345,basement 有 free laundry and dryer .,地下室 有 免费 洗衣 和 烘干 .
1346,晚上 回来 可以 乘坐 yellow 或 red 的 escort ， 下车 即 到家  。,晚上 回来 可以 乘坐 黄 线 或 红线 的 通勤 线 ， 下车 即 到家  。
1347,照片 可以 来 email 联系 提供  。,照片 可以 来 邮件 联系 提供  。
1348,包括 床 （ queen size ） ， 桌子 ， 转椅 ， 柜子 ， 灯 等等  。,包括 床 （ 较 大号 床垫 ） ， 桌子 ， 转椅 ， 柜子 ， 灯 等等  。
1349,抱歉 ， bed size 写 错 了 ， 床 是 full size 的  。,抱歉 ， 床 大小 写 错 了 ， 床 是 大号 床垫 的  。
1350,晚上 回来 可以 乘坐 yellow 或 red 的 escort ， 下车 即 到家  。,晚上 回来 可以 乘坐 黄 线 或 红线 的 通勤 线 ， 下车 即 到家  。
1351,9:28am  )  ， 下午 大概 四 班 shuttle 直接 带 你 回 公寓 （ 3:30-5:30 pm  )  .,9:28am  )  ， 下午 大概 四 班 公交 直接 带 你 回 公寓 （ 3:30-5:30 下午 )  .
1352,环境 舒适  ：  squirrel hill 是 pittsburgh 最 安全 的 一 个 区 ， 大部分 是 留学生 ， 晚上 非常 安静  。,环境 舒适  ：  松鼠山 匹兹堡 最 安全 的 一 个 区 ， 大部分 是 留学生 ， 晚上 非常 安静  。
1353,入住 期间 有 任何 关于 房子 的 问题 ， 可以 直接 联系 walnut capital ， 即 可 解决 ， 响应 速度 很 快  。,入住 期间 有 任何 关于 房子 的 问题 ， 可以 直接 联系 坚果 中心 ， 即 可 解决 ， 响应 速度 很 快  。
1354,html 联系 邮件  ：  em@63,短讯 联系 邮件  ：  em@63
1355,房子 是 meyers management 的 ， 口碑 大家 都 知道 ， 匹兹堡 最 好 的 公司 了 ， 服务 一流 ， 在 网 上 request 维修 服务 当天 就 可 完成  。,房子 是 迈耶 管理 的 ， 口碑 大家 都 知道 ， 匹兹堡 最 好 的 公司 了 ， 服务 一流 ， 在 网 上 请求 维修 服务 当天 就 可 完成  。
1356,我 在 n neville  。,我 在 南 内 伟业街 。
1357,devonshire apartment 一 厅 一 室  。,德文郡 公寓 一 厅 一 室  。
1358,在 giant eagle 附近 ， 购物 方便  。,在 捷安特 鹰 附近 ， 购物 方便  。
1359,家具  :  有 一些 家具 ， basement 里面 也 有 一些 之前 同学 留下 的  。,家具  :  有 一些 家具 ， 地下室 里面 也 有 一些 之前 同学 留下 的  。
1360,house 状况 非常 好 ， 地板 地毯 都 是 两 年 新 ， 干净 整齐 漂亮  。,房子 状况 非常 好 ， 地板 地毯 都 是 两 年 新 ， 干净 整齐 漂亮  。
1361,我 有意 租 house ， 联系 我 em@64,我 有意 租 房子 ， 联系 我 em@64
1362,门口 是 车站 和 学校 shuttle 车站  。,门口 是 车站 和 学校 公交 车站  。
1363,附近 有 walnut street 购物 吃饭  。,附近 有 坚果 街 购物 吃饭  。
1364,jpg/url ] still available~~~up up 顶 ！,jpg/url ] 仍然 ~~~顶 ！
1365,包 水 和 gas ， 不 包 电 和 网络  。,包 水 和 燃气 ， 不 包 电 和 网络  。
1366,原价  ：  房租 一 共 是 $1350  (  可以 给 你 看 我们 的 lease  )  ， 三 间 房 其中 一 间 大 的 是 $490 ， 其他 两 间 都 是 $430  。,原价  ：  房租 一 共 是 $1350  (  可以 给 你 看 我们 的 租约  )  ， 三 间 房 其中 一 间 大 的 是 $490 ， 其他 两 间 都 是 $430  。
1367,这个 价格 加上 补贴 之后 非常 划算 ， 在 sq hill 你 找 不 到 性价比 更 高 的 了 ！,这个 价格 加上 补贴 之后 非常 划算 ， 在 松鼠山 你 找 不 到 性价比 更 高 的 了 ！
1368,html 联系 方式  ：  pn-17 ，,短讯 联系 方式  ：  pn-17 ，
1369,房产 公司 为 rockwell realty ， 是 pittsburgh 一 家 较为 出名 的 房产 公司 ， 管理 完善 服务 到位  。,房产 公司 为真 岩石 ， 是 匹兹堡 一 家 较为 出名 的 房产 公司 ， 管理 完善 服务 到位  。
1370,房子 是 meyers management 的 ， 口碑 大家 都 知道 ， 匹兹堡 最 好 的 公司 了 ， 服务 一流 ， 家里 什么 东西 坏 了 ， 网上 request 一下 ， 当天 就 修好 了  。,房子 是 迈耶 管理 的 ， 口碑 大家 都 知道 ， 匹兹堡 最 好 的 公司 了 ， 服务 一流 ， 家里 什么 东西 坏 了 ， 网上 请求 一下 ， 当天 就 修好 了  。
1371,卫生间 以及 客厅 ， 厨房 和 另 一 个 中国 女生 share .,卫生间 以及 客厅 ， 厨房 和 另 一 个 中国 女生 共享 .
1372,meyers management 管理 ， 质量 有口皆碑  。,迈耶 管理 管理 ， 质量 有口皆碑  。
1373,公寓 带 garage ， laundry ， 电梯 ， 公寓 每 周 都 有 人 来 打扫 公共 区域 ， 屋子 里 家具 都 有 ， 可以 拎包 入住 ， 家具 全部 免费 赠送 ！,公寓 带 车库 ， 洗衣 ， 电梯 ， 公寓 每 周 都 有 人 来 打扫 公共 区域 ， 屋子 里 家具 都 有 ， 可以 拎包 入住 ， 家具 全部 免费 赠送 ！
1374,欢迎 联系 欢迎 联系 欢迎 联系 欢迎 联系 欢迎 联系 欢迎 联系 顶 欢迎 联系 bump,欢迎 联系 欢迎 联系 欢迎 联系 欢迎 联系 欢迎 联系 欢迎 联系 顶 欢迎 联系 人名
1375,楼 主 住 master room ， 有 独立 卫生间 ， 所以 房客 只 需 跟 小 房间 房客 share 卫生间  。,楼 主 住 主卧 ， 有 独立 卫生间 ， 所以 房客 只 需 跟 小 房间 房客 共享 卫生间  。
1376,客厅 还 有 一 个 小 的 balcony  。,客厅 还 有 一 个 小 的 阳台  。
1377,floor plan 见 附件  。,户型 图 见 附件  。
1378,由于 本人 年底 毕业 要 搬家 ， 现出 租 squirrel hill house 里 的 一 间 卧室  。,由于 本人 年底 毕业 要 搬家 ， 现出 松鼠山 房子 里 的 一 间 卧室  。
