SentenceID,CodeSwitchedSentence, TranslatedSentence
449,八月 初 入住 ， 一 年 lease .,八月 初 入住 ， 一 年 合同 .
450,oakland 的 好 房 您 不 能 错过 ！,奥克兰 的 好 房 您 不 能 错过 ！
451,如果 感 兴趣 ， 欢迎 联系 wet em@19,如果 感 兴趣 ， 欢迎 联系 wet em@19
452,oakland 有 一 栋 三 层 楼 六 个 卧室 ， 两 个 带 浴室 的 厕所 的 连 栋 房  。,奥克兰 有 一 栋 三 层 楼 六 个 卧室 ， 两 个 带 浴室 的 厕所 的 连 栋 房  。
453,小区 居民 是 学生 和 年轻 学者 ， 学校 的 shuttle 从 门前 经过 ， 而且 很多  。,小区 居民 是 学生 和 年轻 学者 ， 学校 的 摆渡 车 从 门前 经过 ， 而且 很多  。
454,八月 初 入住 ， 一 年 lease .,八月 初 入住 ， 一 年 合同 .
455,有意 请 email 至 em@10,有意 请 电子 邮件 至 em@10
456,月 租金 $450 ， 包 所有 utilities  。,月 租金 $450 ， 包 所有 水电气  。
457,lebanon ， 该 区 高中 在 滨州 公立 排名 第九  。,黎巴嫩 ， 该 区 高中 在 滨州 公立 排名 第九  。
458,每个 房间 都 有 closet ， 图 中 黄色 部分 是 closet .,每个 房间 都 有 衣橱 ， 图 中 黄色 部分 是 衣橱 .
459,oakland 的 好 房 您 不 能 错过 ！,奥克兰 的 好 房 您 不 能 错过 ！
460,oakland 的 干净 精致 好 房 您 不 能 错过 ！,奥克兰 的 干净 精致 好 房 您 不 能 错过 ！
461,地点  ：  north oakland/shadyside,地点  ： 北 奥克兰 / 沙迪
462,房型  ：  house,房型  ：  独 栋 住宅
463,欢迎 email 咨询,欢迎 电子 邮件 咨询
464,hello 大家 好,嘿 大家 好
465,联系 电话  ：  412-6518342 jane li,联系 电话  ：  412-6518342 jane li
466,如 感 兴趣 ， 请 发 邮件  :  yan em@18,如 感 兴趣 ， 请 发 邮件  :  yan em@18
467,位于 安全 的 西 oakland ！,位于 安全 的 西 奥克兰 ！
468,apartment 网站 如下  ：,公寓 网站 如下  ：
469,在 walnut 附近 ， 附近 有 很多 吃饭 逛街 的 地方,在 核桃 街 附近 ， 附近 有 很多 吃饭 逛街 的 地方
470,公共 家居 都 是 全 的 ， 房间 里 有 桌子 椅子 ， full size 的 床 ， 因为 我 之后 还 要 回来 住 ， 所以 柜子 ， 箱子 里面 的 东西 希望 你 不 要 动,公共 家居 都 是 全 的 ， 房间 里 有 桌子 椅子 ， 全尺寸 大小 的 床 ， 因为 我 之后 还 要 回来 住 ， 所以 柜子 ， 箱子 里面 的 东西 希望 你 不 要 动
471,已 降价 ， still available,已 降价 ， 依旧 有效
472,出租 的 这个 卧室 很 大 ， 阳光 充沛 ， 是 独 栋 三 层 大 house 四 个 卧室 中 的 一 个  。,出租 的 这个 卧室 很 大 ， 阳光 充沛 ， 是 独 栋 三 层 大 独 栋 住宅 四 个 卧室 中 的 一 个  。
473,出租 的 这个 卧室 位于 第二 层 ， 一 层 是 share 的 客厅 餐厅 和 厨房  。,出租 的 这个 卧室 位于 第二 层 ， 一 层 是 共享 的 客厅 餐厅 和 厨房  。
474,家具 齐全 ， 书架 ， 衣柜 ， full size 床 ， 书桌 ， 椅子 等 ；,家具 齐全 ， 书架 ， 衣柜 ， 全尺寸 大 小 床 ， 书桌 ， 椅子 等 ；
475,取暖 用 gas ， 暖气 很 足 ， 房东 付  。,取暖 用 气 ， 暖气 很 足 ， 房东 付  。
476,房子 的 大致 floor plan,房子 的 大致 平面图
477,二 楼 的 full bathroom,二 楼 的 完整 浴室
478,家具 齐全 ， 书架 ， 衣柜 ， queen size 床 ， 书桌 ， 椅子 等 ；,家具 齐全 ， 书架 ， 衣柜 ， 大号 尺寸 的 床 ， 书桌 ， 椅子 等 ；
479,走 五 分钟 过 一 个 街区 就 是 forbes 和 murray ave ， 各 种 餐馆 ， 超市 都 能 找到  。,走 五 分钟 过 一 个 街区 就 是 福布斯 和 默里 街 ， 各 种 餐馆 ， 超市 都 能 找到  。
480,公寓 有 免费 gym ， 门口 有 免费 停车场  。,公寓 有 免费 体育馆 ， 门口 有 免费 停车场  。
481,你 好 ， 可以 看看 我们 的 house ， 详见 我 的 帖子,你 好 ， 可以 看看 我们 的 独栋 住宅 ， 详见 我 的 帖子
482,east liberty 超大 公寓 出租 啦 ！,"    "" "" "" "" "" 东方 责任 "" "" "" ""  超大 公寓 出租 啦 ！ "" "" """
483,mozart 是 匹兹堡 的 大 物业 ， arlington 是 mozart 的 物业 总部 ， 物业 维修 都 很 方便  。,莫扎特 是 匹兹堡 的 大 物业 ， 艾灵顿 是 莫扎特 的 物业 总部 ， 物业 维修 都 很 方便  。
484,门口 有 cvs 很 方便  。,门口 有 cvs ( 超市名 )  很 方便  。
485,如 感 兴趣 ， 请 发 邮件  :  yan em@18,如 感 兴趣 ， 请 发 邮件  :  yan em@18
486,位于 安全 的 西 oakland ！,位于 安全 的 西 奥克兰 ！
487,房租 不 包括 utilities （ 水 / 电 / 气 ）  。,房租 不 包括 水电气 （ 水 / 电 / 气 ）  。
488,采光 充足 ， 物业 nice  。,采光 充足 ， 物业 好 。
489,整 租 可以 直接 跟 物业 签 lease 一 年  。,整 租 可以 直接 跟 物业 签 合同 一 年  。
490,独立 house 二 层 整 层 出租 ， 无需 准备 家具 ， 拎包 入住  。,独立 独 栋 住宅 二 层 整 层 出租 ， 无需 准备 家具 ， 拎包 入住  。
491,公寓 位 于 cvs 超市 旁 生活 十分 便利 ， 离 公交 车站 也 非常 近 十 分钟 可 到 giant eagle 等 大 超市  。,公寓 位 于 cvs ( 超市名 )  超市 旁 生活 十分 便利 ， 离 公交 车站 也 非常 近 十 分钟 可 到 大老鹰 等 大 超市  。
492,hello 大家 好,嘿 大家 好
493,拎包 入住 ～ 关于 公寓 信息 就 不 用 多 说 了 吧 ， 那 是 相当 popular ， 相当 好 的 ~~~,拎包 入住 ～ 关于 公寓 信息 就 不 用 多 说 了 吧 ， 那 是 相当 受 追捧 ， 相当 好 的 ~~~
494,preferred 地点  ：,比较 喜欢 的 地点  ：
495,最 多 两 人 share 一 个 卫生间,最 多 两 人 共享 一 个 卫生间
496,研究生 social work 入学 ， 过去 五 年 在 美国 中部 一 城市 学习 + 工作,研究生 社会 工作 入学 ， 过去 五 年 在 美国 中部 一 城市 学习 + 工作
497,如 感 兴趣 ， 请 发 邮件  :  yan em@18,如 感 兴趣 ， 请 发 邮件  :  yan em@18
498,公寓 house 皆 可  。,公寓 独栋 住宅 皆 可  。
499,距离 giant eagle 步行 十 分钟  。,距离 大老鹰 步行 十 分钟  。
500,utility  :  自理,水电气 :  自理
501,tel  ：  pn-11 （ 短信 优先 ）,电话 ：  pn-11 （ 短信 优先 ）
502,后院 有 鱼池 ， 有 阳台 ， 可以 barbecue ；,后院 有 鱼池 ， 有 阳台 ， 可以 烧烤 ；
503,在 murray ave 上 ， 步行 去 giant eagle 和 餐馆,在 默里 街 上 ， 步行 去 大 老鹰 和 餐馆
504,周围 有 饭店 超市 逛街 场所 walnut st  。,周围 有 饭店 超市 逛街 场所 核桃 街  。
505,是 house  。,是 独栋 住宅 。
506,available 时间 是 5 .,有效 时间 是 5 .
507,房型  ：  studio  (  efficiency  ),房型  ：  工作室 (  效率  )
508,走路 10-15 min 可 到 pitt&cmu ；,走路 10 - 15 分钟 可 到 匹大/卡耐基 梅隆 ；
509,house 一共 有 三 间 卧室 ， 另外 两 间 分别 住 了 一 个 匹 大 本科 美国 女生 ， 和 一 个 匹 大 博士后 中国 男生  。,独 栋 住宅 一 共 有 三 间 卧室 ， 另外 两 间 分别 住 了 一 个 匹 大 本科 美国 女生 ， 和 一 个 匹 大 博士后 中国 男生  。
510,房租  ：  $400 / 月 全 包 ， 已 包含 所有 utilities + 网 费 + management 申请 费$200 .,房租  ：  $400 / 月 全 包 ， 已 包含 所有 水电气 + 网 费 + 物业 申请 费$200 .
511,house 宽敞 整洁 ， 4b1 .,独 栋 住宅 宽敞 整洁 ， 4b1 .
512,不 开 party ！,不 开 聚会 ！
513,独立 house 二 层 整 层 出租 ， 无需 准备 家具 ， 拎包 入住  。,独立 住宅 二 层 整 层 出租 ， 无需 准备 家具 ， 拎包 入住  。
514,house 里面 的 一 个 客厅 ， 带 家具,独 栋 住宅 里面 的 一 个 客厅 ， 带 家具
515,本人 pitt master ， 暑期 要 去 别 州 ， 短期 出租 一 室 一 厅 的 apartment ， 公寓 环境 非常 好 ， 基本 都 是 pitt/cmu 的 学生 或 工作 人员  。,本人 匹兹堡 硕士 ， 暑期 要 去 别 州 ， 短期 出租 一 室 一 厅 的 公寓 ， 公寓 环境 非常 好 ， 基本 都 是 匹大/卡耐基 梅隆 的 学生 或 工作 人员  。
516,朋友 来 聚餐 ， 开 party 都 有 足够 空间  。,朋友 来 聚餐 ， 开 聚会 都 有 足够 空间  。
517,有 pet 可以 商量,有 宠物 可以 商量
518,房子 是 一 个 大 house 有 院子 ， 门口 就 可以 免费 停车 很 方便  。,房子 是 一 个 大 独 栋 住宅 有 院子 ， 门口 就 可以 免费 停车 很 方便  。
519,房子 是 一 个 大 house 有 院子 ， 门口 就 可以 免费 停车 很 方便  。,房子 是 一 个 大 独 栋 住宅 有 院子 ， 门口 就 可以 免费 停车 很 方便  。
520,联系 方式  ：  email  :  em@20,联系 方式  ：  电子 邮件  :  em@20
521,可以 share 大部分 家用 电器 ， 厨房 用品 ， 家具 等  。,可以 共享 大部分 家用 电器 ， 厨房 用品 ， 家具 等  。
522,utility  :  自理 （ 约 80-100 / 月 ）,水电气  :  自理 （ 约 80-100 / 月 ）
523,本人 pitt 研究生 ， 女生  。,本人 匹兹堡 大学 研究生 ， 女生  。
524,north oakland 好 房 暑期 出租 ！,北 奥克兰 好 房 暑期 出租 ！
525,附近 有 rite aid ， iga 超市 ， 满足 日常 需求  。,附近 有 rite aid ( 连锁 超市 名 )  ， iga ( 连锁 超市 名 )  超市 ， 满足 日常 需求  。
526,下面 是 自己 对 这个 apartment 的 一些 总结  。,下面 是 自己 对 这个 公寓 的 一些 总结  。
527,入住 需要 和 meyer 签 合约  。,入住 需要 和 迈耶斯 签 合约  。
528,没有 不良 嗜好 （ 最好 是 学生 ， 背景 简单 ） ， 不 会 在 家里 开 party  。,没有 不良 嗜好 （ 最好 是 学生 ， 背景 简单 ） ， 不 会 在 家里 开 聚会  。
529,离 target ， trader joe ’ s ~ 1 .,离 塔吉特 ， 缺德舅 ~ 1 .
530,有 兴趣 同学 可以 联系 mil em@21,有 兴趣 同学 可以 联系 mil em@21
531,有 车库 ， drive way parking 和 street parking  。,"    "" 有 车库 ，  "" "" "" "" 车道 停车 "" "" "" ""  和 路边 停车 。 "" "" """
532,周围 有 饭店 超市 逛街 场所 walnut st  。,周围 有 饭店 超市 逛街 场所 核桃 街  。
533,位 于 trees hall 附近 ， 步行 至 trees hall 仅 三 分钟,位于 大 树 厅 附近 ， 步行 至 大树厅 仅 三 分钟
534,地址 位 于 beacon st ， 是 独 栋 房屋 的 一 层  。,地址 位 于 烽火 街 ， 是 独 栋 房屋 的 一 层  。
535,后院 有 私家 车库 ， beacon st 两 侧 也 可 免费 趴 车  。,后院 有 私家 车库 ， 烽火 街 两 侧 也 可 免费 趴 车  。
536,紧邻 cvs ， 和 south craig street 上 众多 餐馆  。,紧邻 cvs ( 超市名 )  ， 和 南克列戈 街 上 众多 餐馆  。
537,卫生间 去年 年底 刚刚 装修 ， 简直 高大 上 ~~~ 物业 为 meyer management ， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到  。,卫生间 去年 年底 刚刚 装修 ， 简直 高大 上 ~~~ 物业 为 迈耶斯 物业 ， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到  。
538,三 个 大 卧室 ， 两 年 前 新 装修 厨房 面积 大 ， 采光 好 ， 有 花岗岩 台面 ， 新 橱柜 及 新 appliances .,三 个 大 卧室 ， 两 年 前 新 装修 厨房 面积 大 ， 采光 好 ， 有 花岗岩 台面 ， 新 橱柜 及 新 器具 .
539,如果 有 兴趣 可以 联系 我 email  :  em@22,如果 有 兴趣 可以 联系 我 电子 邮件  :  em@22
540,小区 环境 非常 幽静  ：  有 多 处 playground 和 公园 ， 很 适合 有 孩子 （ 和 老人 ） 的 家庭 在,小区 环境 非常 幽静  ：  有 多 处 操场 和 公园 ， 很 适合 有 孩子 （ 和 老人 ） 的 家庭 在
541,步行 可 达 whole fruit  (  大型 食品 超市  )  ， target  (  家居 卖场 ）  。,步行 可 达 全 果 (  大型 食品 超市  )  ， 塔吉特  (  家居 卖场 ）  。
542,距离 cvs 5-10 分钟 ；,距离 cvs ( 超市名 )  5-10 分钟 ；
543,still available 价格 可以 商议,依旧 有效 ; 价格 可以 商议
544,房型  ：  mozart 最大 一 套 ， 两 室 一 厅 ， 客厅 不 住 人 ， 出租 中央 卧室  。,房型  ：  莫扎特 最大 一 套 ， 两 室 一 厅 ， 客厅 不 住 人 ， 出租 中央 卧室  。
545,有 pet 可以 商量,有 宠物 可以 商量
546,距离 cvs 5-10 分钟 ；,距离 cvs ( 超市名 )  5-10 分钟 ；
547,utility  :  自理,水电气  :  自理
548,有 一 个 fireplace ， 中央 空调  。,有 一 个 壁炉 ， 中央 空调  。
549,如果 感 兴趣 ， 请 通过 email 联系 em@11,如果 感 兴趣 ， 请 通过 电子 邮件 联系 em@11
550,三 个 大 卧室 ， 两 年 前 新 装修 厨房 面积 大 ， 采光 好 ， 有 花岗岩 台面 ， 新 橱柜 及 新 appliances .,三 个 大 卧室 ， 两 年 前 新 装修 厨房 面积 大 ， 采光 好 ， 有 花岗岩 台面 ， 新 橱柜 及 新 器具 .
551,如果 有 兴趣 可以 联系 我 email  :  em@22,如果 有 兴趣 可以 联系 我 电子 邮件  :  em@22
552,apartment ， 两 室 一 厅 ， 出租 其中 一 间 卧室  。,公寓 ， 两 室 一 厅 ， 出租 其中 一 间 卧室  。
553,可以 share 大部分 家用 电器 ， 厨房 用品 ， 客厅 家具 等  。,可以 公寓 大部分 家用 电器 ， 厨房 用品 ， 客厅 家具 等  。
554,房租 不 包括 utilities （ 水 / 电 / 气 ）  。,房租 不 包括 水电气 （ 水 / 电 / 气 ）  。
555,房租 不 包括 utilities （ 水 / 电 / 气 ）  。,房租 不 包括 水电气 （ 水 / 电 / 气 ）  。
556,入住 需要 和 meyer 签 合约  。,入住 需要 和 迈耶斯 签 合约  。
557,没有 不良 嗜好 （ 最好 是 学生 ， 背景 简单 ） ， 不 会 在 家里 开 party  。,没有 不良 嗜好 （ 最好 是 学生 ， 背景 简单 ） ， 不 会 在 家里 开 聚会  。
558,apartment 是 一 房 一 厅 ， 一 厨房 ， 一 卫浴  。,公寓 是 一 房 一 厅 ， 一 厨房 ， 一 卫浴  。
559,meyer 管理 ， 绝对 安全  。,迈耶斯 管理 ， 绝对 安全  。
560,非常 适合 coupon 或者 一 个 人 ！,非常 适合 一 对儿 或者 一 个 人 ！
561,本人 是 pitt master 在 读 已经 在 这 住 一 年 了,本人 是 匹兹堡 大学 硕士 在 读 已经 在 这 住 一 年 了
562,现有 两 名 女生 居住 ， 一 名 匹 大 phd ， 另 一 名 匹 大 master ， 都 是 很 好 相处 的 女生  。,现有 两 名 女生 居住 ， 一 名 匹 大 博士 ， 另 一 名 匹 大 硕士 ， 都 是 很 好 相处 的 女生  。
563,物业 是 口碑 很 好 的 mayer ’ s management ， 上门 修 东西 十分 及时 且 免费  。,物业 是 口碑 很 好 的 迈耶斯 物业 ， 上门 修 东西 十分 及时 且 免费  。
564,apartment  :  一 室 一 厅  。,公寓 :  一 室 一 厅  。
565,roommate  ：  匹 大 硕士 第二 年 ， 温柔 安静 好 相处  。,室友  ：  匹 大 硕士 第二 年 ， 温柔 安静 好 相处  。
566,饭厅 有 两 张 书桌 ， 房间 有 一 张 king size bed  。,饭厅 有 两 张 书桌 ， 房间 有 一 张 超 大号 床 。
567,交通 极 便利 ， forbes 上 几乎 所有 最 主要 的 公交 线路 都 直接 从 门口 经过  。,交通 极 便利 ， 福布斯 上 几乎 所有 最 主要 的 公交 线路 都 直接 从 门口 经过  。
568,户型  ：  一 室 一 厅 ， 崭新 的 apartment room  。,户型  ：  一 室 一 厅 ， 崭新 的 公寓 间 。
569,现有 两 匹 大 男生 ， 一 master 一 phd ， 很 好 相处  。,现有 两 匹 大 男生 ， 一 硕士 一 博士 ， 很 好 相处  。
570,ps  ：  房子 的 位置 在 north oakland ， 周围 小区 华人 和 白人 比较 多 ， 所以 比较 安全 ， 晚上 回家 也 不用 特别 担心  。,附笔 ：  房子 的 位置 在 北奥克兰 ， 周围 小区 华人 和 白人 比较 多 ， 所以 比较 安全 ， 晚上 回家 也 不用 特别 担心  。
571,如果 有 兴趣 可以 联系 我 email  :,如果 有 兴趣 可以 联系 我 电子 邮件  :
572,如 感 兴趣 ， 请 发 邮件  :  yan em@18,如 感 兴趣 ， 请 发 邮件  :  yan em@18
573,附近 有 giant eagle ， 各 种 餐厅 ， 离 公园 frick park 走路 一 分钟  。,附近 有 大 老鹰 ， 各 种 餐厅 ， 离 公园 弗里克 公园 走路 一 分钟  。
574,如 感 兴趣 ， 请 发 邮件  :  yan em@18,如 感 兴趣 ， 请 发 邮件  :  yan em@18
575,美国 请 联系 王 哥 pn-12 （ 美国 电话 ） ， email  ：  em@23,美国 请 联系 王 哥 pn-12 （ 美国 电话 ） ， 电子 邮箱  ：  em@23
576,距离 川 霸王 ， 天天 见面 ， 府 河 人家 ， giant eagle 都 是 步 走 距离 ， 生活 便利 ；,距离 川 霸王 ， 天天 见面 ， 府 河 人家 ， 大老鹰 都 是 步 走 距离 ， 生活 便利 ；
577,卫生间 去年 年底 刚刚 装修 ， 简直 高大 上 ~~~ 物业 为 meyer management ， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到  。,卫生间 去年 年底 刚刚 装修 ， 简直 高大 上 ~~~ 物业 为 迈耶斯 物业 ， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到  。
578,附近 有 giant eagle ， 各 种 餐厅 ， 离 公园 frick park 走路 一 分钟  。,附近 有 大 老鹰 ， 各 种 餐厅 ， 离 公园 弗里克 公园 走路 一 分钟  。
579,暑假 在 匹 大 上 summer ， 实在 不 想 再 搬 一 次  。,暑假 在 匹 大 上 暑校 ， 实在 不 想 再 搬 一 次  。
580,hello 大家 好,嘿 大家 好
581,联系 方式  ：  email  :  em@24,联系 方式  ：  电子 邮件  :  em@24
582,管理 公司 是 匹兹堡 口碑 很 好 的 meyers management ， 维修 速度 非常 快 ， 且 没有 额外 费用,管理 公司 是 匹兹堡 口碑 很 好 的 迈耶斯 物业 ， 维修 速度 非常 快 ， 且 没有 额外 费用
583,联系 电话 or text  ：  412-6518342 jane,联系 电话 or text  ：  412-6518342 jane
584,物业 为 meyer management ， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到  。,物业 为 迈耶斯 物业 ， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到  。
585,有意 者 text or call pn-13 better to text first .,有 意 者 短信 或者 电话 pn-13 最 好 短信 优先 .
586,欢迎 email 联系 咨询  。,欢迎 电子 邮件 联系 咨询  。
587,pets 可以 商量  。,宠物 可以 商量  。
588,补充  ：  bathroom,补充  ：  浴室
589,这 是 one bedroom apartment .,这 是 单 卧室 公寓 .
590,联系 方式  ：  email  :  em@24,联系 方式  ：  电子 邮件  :  em@24
591,管理 公司 是 匹兹堡 口碑 很 好 的 meyers management ， 维修 速度 非常 快 ， 且 没有 额外 费用,管理 公司 是 匹兹堡 口碑 很 好 的 迈耶斯 物业 ， 维修 速度 非常 快 ， 且 没有 额外 费用
592,房子 结构  ：  三 层 楼 house,房子 结构  ：  三 层 楼 独 栋 住宅
593,周边  ：  附近 有 bar 和 餐厅 ， 还 有 小 超市  。,周边  ：  附近 有 酒吧 和 餐厅 ， 还 有 小 超市  。
594,邮箱 [ url = em@25,邮箱 [ 统一 资源 定位 符 = em@25
595,【  物业  】   ：  meyers management 公司 ， 物业 反应 迅速,【  物业  】   ：  迈耶斯 物业 公司 ， 物业 反应 迅速
596,【  物业  】   ：  meyers management 公司 ， 物业 反应 迅速,【  物业  】   ：  迈耶斯 物业 公司 ， 物业 反应 迅速
597,房租 在 400-500 usd / 月,房租 在 400-500 美 刀 / 月
598,并且 附近 有 cvs 和 印度  、  韩国 超市 ， 购物 也 方便  。,并且 附近 有 cvs ( 超市名 )  和 印度  、  韩国 超市 ， 购物 也 方便  。
599,north oakland 属于 学校 附近 相对 安静 和 治安 情况 较 好 的 区域 ， 居住 环境 好 ， 利于 学习 和 生活  。,北 奥克兰 属于 学校 附近 相对 安静 和 治安 情况 较 好 的 区域 ， 居住 环境 好 ， 利于 学习 和 生活  。
600,房租 在 400-500 usd / 月,房租 在 400-500 美 刀 / 月
601,） 即日 起 available ！,） 即日 起 有效 ！
602,） 即日 起 available ！,） 即日 起 有效 ！
603,［ 生活 环境 ］ 距 giant eagle ， walnut st 步行 约 五 分钟 ， 周边 有 许多 餐厅  。,［ 生活 环境 ］ 距 大 老鹰 ， 核桃 街 步行 约 五 分钟 ， 周边 有 许多 餐厅  。
604,sherwood 算是 匹兹堡 地区 最好 的 公寓 之一 了 ， 稍微 听说 过 的 同学 应该 都 知道  。,谢尔 伍德 算是 匹兹堡 地区 最好 的 公寓 之一 了 ， 稍微 听说 过 的 同学 应该 都 知道  。
605,有 床 （ queen size ） 和 桌子 椅子  。,有 床 （ 大号 尺寸 的 ） 和 桌子 椅子  。
606,三 层 house ， 带 地下室  。,三 层 独 栋 住宅 ， 带 地下室  。
607,［ 生活 环境 ］ 距 giant eagle ， walnut st 步行 约 五 分钟 ， 周边 有 许多 餐厅  。,［ 生活 环境 ］ 距 大 老鹰 ， 核桃 街 步行 约 五 分钟 ， 周边 有 许多 餐厅  。
608,地址  ：  chesterfield rd ，,地址  ： 切斯特菲尔德路 ，
609,并且 bus stop 的 位置 距离 公寓 只 需 四 分钟 的 时间  。,并且 公交 站的 位置 距离 公寓 只 需 四 分钟 的 时间  。
610,房租 交付 方式 为 check  。,房租 交付 方式 为 支票  。
611,maintenance request 发出 一 两 天 内 就 会 有 人 来 修  。,维修 申请 发出 一 两 天 内 就 会 有 人 来 修  。
612,pittsburgh oakland 地区 豪华 房 出租  ：,匹兹堡 奥克兰 地区 豪华 房 出租  ：
613,房子 是 独立 town house,房子 是 独立 联 排 楼
614,美国 请 联系 王 哥 pn-12 （ 美国 电话 ） ， email  ：  em@23,美国 请 联系 王 哥 pn-12 （ 美国 电话 ） ， 电子 邮箱 ：  em@23
615,本人 求 one bed room ， college garden .,本人 求 单 卧室 间 ， 学校 花园
616,south oakland ， house 一 个 卧室 出租  。,南 奥克兰 ， 独 栋 住宅 一 个 卧室 出租  。
617,house 里 还 有 客厅 ， 厨房 ， 地下室  。,独 栋 住宅 里 还 有 客厅 ， 厨房 ， 地下室  。
618,三 层 楼 house,三 层 楼 独 栋 住宅
619,周边  ：  生活 便利 ， 附近 有 bar 和 餐厅 ， 还 有 小 超市  。,周边  ：  生活 便利 ， 附近 有 酒吧 和 餐厅 ， 还 有 小 超市  。
620,house 里面 的 人 都 是 不 开 party 的 匹 大学生  。,独 栋 住宅 里面 的 人 都 是 不 开 聚会 的 匹 大学生  。
621,物业 为 meyer management ， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到  。,物业 为 迈耶斯 物业 ， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到  。
622,公寓 为 south windsor ， 只有 十四 户  。,公寓 为 南 温莎 ， 只有 十四 户  。
623,房子 是 独立 town house,房子 是 独立 联 排 楼
624,美国 请 联系 王 哥 pn-12 （ 美国 电话 ） ， email  ：  em@23,美国 请 联系 王 哥 pn-12 （ 美国 电话 ） ， 电子 邮件  ：  em@23
625,房子 是 独立 town house,房子 是 独立 联 排 楼
626,美国 请 联系 王 哥 pn-12 （ 美国 电话 ） ， email  ：  em@23,美国 请 联系 王 哥 pn-12 （ 美国 电话 ） ， 电子 邮件  ：  em@23
627,房东 美国 老头 ， 非常 nice .,房东 美国 老头 ， 非常 好
628,available from january ， 拎包 入住 ， 一月 房租 免除 ！,从 一月 起 有效 ， 拎包 入住 ， 一月 房租 免除 ！
629,walnut street 上面 的 小店 和 bar 也 不错 ；,核桃 街 上面 的 小店 和 酒吧 也 不错 ；
630,house 里面 的 一 层 （ 一 室 一 厅 ） ， 带 家具,独 栋 住宅 里面 的 一 层 （ 一 室 一 厅 ） ， 带 家具
631,附近 有 giant eagle  、  target 和 trader joe's  。,附近 有 大 老鹰  、  塔吉特 和 缺德舅  。
632,house 在 白人 养老 社区 ， 环境 十分 幽静 ， 治安 很 好  。,独 栋 住宅 在 白人 养老 社区 ， 环境 十分 幽静 ， 治安 很 好  。
633,房子 招租 租 ， 坐落 在 greenfield  。,房子 招租 租 ， 坐落 在 格林菲尔德  。
634,二 楼 有 一 个 卫生间 一 楼 还 有 一 个 的 卫生间 ， 为 half bathroom,二 楼 有 一 个 卫生间 一 楼 还 有 一 个 的 卫生间 ， 为 半 浴室
635,且 靠近 环境 优美 的 frick park 匹 村 美景 随时 享受,且 靠近 环境 优美 的 弗里克 公园 匹 村 美景 随时 享受
636,楼道 也 每 天 有 management 打扫 ， 维护 ~,楼道 也 每 天 有 物业 打扫 ， 维护 ~
637,大 卧室 住 的 是 pitt 女生 研究生 ， 安静 好 相处  。,大 卧室 住 的 是 匹兹堡 大学 女生 研究生 ， 安静 好 相处  。
638,apartment 里 有 很多 国人 留学生 ～,公寓 里 有 很多 国人 留学生 ～
639,坐标 highland park ， 公寓 风景 一流 匹 村 最 佳  。,坐标 高地 公园 ， 公寓 风景 一流 匹 村 最 佳  。
640,房租 加上 utility 费用 一共 每 月 $1086  。,房租 加上 水电气 费用 一共 每 月 $1086  。
641,门口 有 cvs 很 方便  。,门口 有 cvs ( 超市名 )  很 方便  。
642,卧室 在 house 二 楼  。,卧室 在 独 栋 住宅 二 楼  。
643,房子 是 村里 公认 的 好 地段 ， 更多 信息 google 可 得  。,房子 是 村里 公认 的 好 地段 ， 更多 信息 谷歌 可 得  。
644,house 里面 的 一 层 （ 一 室 一 厅 ） ， 带 家具,独 栋 住宅 里面 的 一 层 （ 一 室 一 厅 ） ， 带 家具
645,从 公寓 步行 五 分钟 就 可以 到 大型 超市 giant eagle ， whole foods  。,从 公寓 步行 五 分钟 就 可以 到 大型 超市 大 老鹰 ， 全食  。
646,有 床 （ queen size ） 和 桌子 椅子  。,有 床 （ 大号 尺寸 的 ） 和 桌子 椅子  。
647,房子 招租 租 ， 坐落 在 greenfield  。,房子 招租 租 ， 坐落 在 格林菲尔德 。
648,餐厅  ：  周围 有 很多 pizza 店,餐厅  ：  周围 有 很多 披萨 店
649,如果 有 兴趣 可以 联系 我 email  :,如果 有 兴趣 可以 联系 我 电子 邮箱  :
650,附近 是 little italy  。,附近 是 小 意大利  。
651,(  prefer 短信  ),(  比较 倾向于 短信  )
652,联系 方式  ：  email  ：  em@26,联系 方式  ：  电子 邮件  ：  em@26
653,view = public 邮箱  ：  em@27,可见 = 公共 邮箱  ：  em@27
654,干净 一 居室 的 apartment 出租 ，,干净 一 居室 的 apartment 出租 ，
655,管理 公司  ：  walnut capital ， 维修 十分 及时,管理 公司  ：  核桃 资产 ， 维修 十分 及时
656,房子 招租 租 ， 坐落 在 greenfield  。,房子 招租 租 ， 坐落 在 格林菲尔德  。
657,有意 请 email 至 em@10,有意 请 电子 邮件 至 em@10
658,house 里面 的 一 个 卧室 ， 现在 就 可 入住,独 栋 住宅 里面 的 一 个 卧室 ， 现在 就 可 入住
