NewSentenceID,CodeSwitchedSentence,TranslatedSentence,UntranslatedWord,IndicesOfCodeSwitchedWord,IndicesOfCodeSwitchedWordInTranslation,IndicesOfPunctuation,IndicesOfPunctuationInTranslation
1420,bus stop 也 就 在 家 门口  。,公交站 也 就 在 家 门口  。,[],[0_1],[0],[7],[6]
1421,和 我 去 过 的 其他 apartment 相比 ， webster hall 是 最 新 的 之一  。,和 我 去 过 的 其他 公寓 相比 ， 韦伯斯特 公寓 是 最 新 的 之一  。,[],[6_9_10],[6_9_10],[8_16],[8_16]
1422,具体 可以 再 google 地图 上 看到  。,具体 可以 再 谷歌 地图 上 看到  。,[],[3],[3],[7],[7]
1423,本人 匹 大 的 phd ， 女生  。,本人 匹 大 的 博士 ， 女生  。,[],[4_5],[4_5],[5_7],[5_7]
1424,bus stop 也 就 在 家 门口  。,公交站 也 就 在 家 门口  。,[],[0_1],[0],[7],[6]
1425,五 分钟 到 walnut 逛街 ；,五 分钟 到 坚果 逛街 ；,[],[3],[3],[5],[5]
1426,bus stop 也 就 在 家 门口  。,公交站 也 就 在 家 门口  。,[],[0_1],[0],[7],[6]
1428,上 ， 临近 centre ave .,上 ， 临近 中心 .,[],[3_4_5],[3_4],[1_5],[1_4]
1429,欢迎 email 联系 联系 方式  ：  em@93,欢迎 邮件 联系 联系 方式  ：  em@93,[],[1],[1],[5_6],[5_6]
1430,联系 方式  ：  email  :  em@94,联系 方式  ：  邮件  :  em@94,[],[3_4_5],[3_4_5],[2_4_5],[2_4_5]
1431,房间 内 有 air conditioner ， furniture 齐全 ， 可以 直接 拎包 入住  。,房间 内 有 空调 ， 家具 齐全 ， 可以 直接 拎包 入住  。,[],[3_4_5_6],[3_4_5],[5_8_13],[4_7_12]
1432,离 giant eagle （ market district ） 也 非常 地 近  。,离 捷安特 鹰 （ 购物区 ） 也 非常 地 近  。,[],[1_2_3_4_5_6],[1_2_3_4_5],[3_6_11],[3_5_10]
1434,上 ， 临近 centre ave .,上 ， 临近 中心,[],[3_4_5],[3],[1_5],[1]
1435,五 分钟 到 walnut 逛街 ；,五 分钟 到 坚果 逛街 ；,[],[3],[3],[5],[5]
1436,房屋 所 属 公司  ：  union real estate 之 coronado 公司 房屋 类型  ：,房屋 所 属 公司  ：  联合 地产 之 科罗拉多 公司 房屋 类型  ：,[],[5_6_7_9],[5_6_8],[4_13],[4_12]
1437,bus stop 也 就 在 家 门口  。,公交站 也 就 在 家 门口  。,[],[0_1],[0],[7],[6]
1438,walk  :  5-7-minto downtown （ 门口 就 是 车站 ）  :  71b/71 d direct bus .,步行  :  5-7 - 市中心 门口 就 是 车站 ）  :  71b/71 直达,[],[0_1_2_3_4_12_13_14_15],[0_1_2_3_4_12],[1_4_9_10_15],[1_2_3_9_10_11]
1439,巨大 宽敞 的 全 装修 living room ， 2 .,巨大 宽敞 的 全 装修 客厅 ， 2 .,[],[5_6_7_8_9],[5_6_7_8],[7_9],[6_8]
1440,目前 dining room 被 改装 成 一 个 小 living room ， 有 沙发 和 电视  。,目前 餐厅 被 改装 成 一 个 小 客厅 ， 有 沙发 和 电视  。,[],[1_2_9_10_11],[1_8_9],[11_16],[9_14]
1441,living room 很大 ， 可以 放 full size 的 大 床 和 各 种 家具  。,客厅 很 大 ， 可以 放大 号 床垫 的 大 床 和 各 种 家具  。,[],[0_1_6_7],[0_1_5_6_7],[3_15],[3_15]
1442,虽然 是 客厅 ， 但是 有 隐私 ， 因为 两 个 房间 离 客厅 都 很 远 ， 中间 隔 有 dining room ， kitchen 还有 bathroom 相隔 ， 所以 互相 干扰 不 大  。,虽然 是 客厅 ， 但是 有 隐私 ， 因为 两 个 房间 离 客厅 都 很 远 ， 中间 隔 有 餐厅 ， 厨房 还有 卧室 相隔 ， 所以 互相 干扰 不 大  。,[],[21_22_23_24_26],[21_22_23_25],[3_7_17_23_28_34],[3_7_17_22_27_33]
1443,是 apartment building ， 有 很 好 的 管理 公司  。,是 公寓 ， 有 很 好 的 管理 公司  。,[],[1_2_3],[1_2],[3_10],[2_9]
1444,一 来 pittsburgh 就 能 入住 ， 什么 事情 都 不用 烦恼 ， 而且 许多 家具 可以 送给 你 .,一 来 匹兹堡 就 能 入住 ， 什么 事情 都 不用 烦恼 ， 而且 许多 家具 可以 送给 你 .,[],[2],[2],[6_12_19],[6_12_19]
1446,我们 的 公寓 位 于 hobart street ， 出行 方便  。,我们 的 公寓 位于 霍波特街 ， 出行 方便  。,[],[5_6_7],[3_4_5],[7_10],[5_8]
1447,外出 吃饭 可 到 murray 上 ， 有 川 霸王 和 china star 以及 各 种 小 馆  。,外出 吃饭 可 到 穆勒 上 ， 有 川 霸王 和 中国 星 以及 各 种 小 馆  。,[],[4_11_12],[4_11_12],[6_18],[6_18]
1448,html 谢谢 ！,短讯 谢谢 ！,[],[0],[0],[2],[2]
1449,到 giant eagle 很 近  。,到 捷安特 鹰 很 近  。,[],[1_2],[1_2],[5],[5]
1450,去 中国 超市  、  匹 大  、  downtown 等 地 只 需 一 辆 公交  。,去 中国 超市  、  匹 大  、  市中心 等 地 只 需 一 辆 公交  。,[],[7],[7],[3_6_15],[3_6_15]
1451,适合 交流 学者 或者 summer 过来 读书 的 女生  。,适合 交流 学者 或者 夏季 过来 读书 的 女生  。,[],[4],[4],[9],[9]
1452,escort 及 shuttle 均 可 到达  。,通勤 及 公交 均 可 到达  。,[],[0_2],[0_2],[6],[6]
1453,bus stop 也 就 在 家 门口  。,公交站 也 就 在 家 门口  。,[],[0_1],[0],[7],[6]
1454,一 来 pittsburgh 就 能 入住 ， 什么 事情 都 不用 烦恼 ， 而且 许多 家具 可以 送给 你 .,一 来 匹兹堡 就 能 入住 ， 什么 事情 都 不用 烦恼 ， 而且 许多 家具 可以 送给 你 .,[],[2],[2],[6_12_19],[6_12_19]
1455,和 bayard st .,和 巴亚德街 .,[],[1_2_3],[1_2],[3],[2]
1456,公司 meyers management 所有 ， 因为 交通 方便 ， 价钱 合理 ， 所以 是 很 热门,公司 迈耶 管理 所有 ， 因为 交通 方便 ， 价钱 合理 ， 所以 是 很 热门,[],[1_2],[1_2],[4_8_11],[4_8_11]
1457,craig 上 有 两 间 中式 餐厅 ，,克莱格 上 有 两 间 中式 餐厅 ，,[],[0],[0],[7],[7]
1458,公寓 非常 安全 ， 服务 很 好 ， 每 天 白天 公寓 门口 都 有 非常 nice 的 门卫 大叔 负责 开门  、  收取 信件 包裹  。,公寓 非常 安全 ， 服务 很 好 ， 每 天 白天 公寓 门口 都 有 非常 nice 的 门卫 大叔 负责 开门  、  收取 信件 包裹  。,[nice],[16],[16],[3_7_22_26],[3_7_22_26]
1459,bus stop 也 就 在 家 门口  。,公交站 也 就 在 家 门口  。,[],[0_1],[0],[7],[6]
1460,人 都 很 nice  。,人 都 很 好  。,[],[3_4],[3_4],[4],[4]
1461,出租 的 是 house 的 客厅 ， 地方 敞亮 ， 与 其他 屋子 相隔 ， 虽然 是 客厅 也 是 能够 有 隐私 的  。,出租 的 是 房子 的 客厅 ， 地方 敞亮 ， 与 其他 屋子 相隔 ， 虽然 是 客厅 也 是 能够 有 隐私 的  。,[],[3],[3],[6_9_14_24],[6_9_14_24]
1462,可以 出 粗 全 套 或 只 租 living room （ 320/per month ）  。,可以 出 粗 全 套 或 只 租 客厅 （ 320/per 月 ）  。,[],[8_9_10_11_12_13_14],[8_9_10_11_12_13],[10_13_14],[9_10_12_13]
1464,上 ， 临近 centre ave .,上 ， 临近 中央 街 .,[],[3_4_5],[3_4_5],[1_5],[1_5]
1465,学校 escort 也 直接 到  。,学校 通勤 也 直接 到  。,[],[1],[1],[5],[5]
1466,这个 apartment 是 在 这个 地段 来 说 是 非常 便宜 的  。,这个 公寓 是 在 这个 地段 来 说 是 非常 便宜 的  。,[],[1],[1],[12],[12]
1467,房间 内 有 一 个 很 大 的 closet 和 一 个 bathroom  。,房间 内 有 一 个 很 大 的 衣橱 和 一 个 卧室  。,[],[8_12_13],[8_12_13],[13],[13]
1468,地下室 有 洗衣机 和 dryer ， 是 房东 提供 的 ， 免费  。,地下室 有 洗衣机 和 烘干机 ， 是 房东 提供 的 ， 免费  。,[],[4_5],[4_5],[5_10_12],[5_10_12]
1469,联系 email  :  em@95,联系 邮件  :  em@95,[],[1_2_3],[1_2_3],[2_3],[2_3]
1470,人 都 很 nice  。,人 都 很 好  。,[],[3_4],[3_4],[4],[4]
1471,我们 都 很 喜欢 这个 apt ， 生活 在 这里 很 方便  。,我们 都 很 喜欢 这个 公寓 ， 生活 在 这里 很 方便  。,[],[5_6],[5_6],[6_12],[6_12]
1472,房间 内 有 一 个 很 大 的 closet  。,房间 内 有 一 个 很 大 的 衣橱  。,[],[8_9],[8_9],[9],[9]
1473,即刻 就 可以 入住 ， 部分 家具 赠送 或者 on sale  。,即刻 就 可以 入住 ， 部分 家具 赠送 或者 甩卖  。,[],[9_10_11],[9_10],[4_11],[4_10]
1475,上 ， 临近 centre ave .,上 ， 临近 中央 街,[],[3_4_5],[3_4],[1_5],[1]
1476,management 人 非常 nice  。,管理人 非常 好  。,[],[0_3_4],[0_2_3],[4],[3]
1477,一  、  户型 布局 整 套 房子 有 两 间 bedroom ， 一 间 bathroom ， living room 及 dining room  。,一  、  户型 布局 整 套 房子 有 两 间 卧室 ， 一 间 卧室 ， 客厅 及 餐厅,[],[10_11_14_15_16_17_19_20_21],[10_11_14_15_16_18],[1_11_15_21],[1_11_15]
1478,周围 有 韩国 超市 ， 门口 bus 直达 giant eagle  。,周围 有 韩国 超市 ， 门口 公交 直达 捷安特 鹰  。,[],[6_8_9_10],[6_8_9_10],[4_10],[4_10]
1479,附近 有 星巴克 ， subway 和 许多 意大利 餐馆  。,附近 有 星巴克 ， 赛百 味 和 许多 意大利 餐馆  。,[],[4],[4_5],[3_9],[3_10]
1480,去 cvs ， giant eagle 和 中国 超市 都 很 方便  。,去 西 维斯 ， 捷安特 鹰 和 中国 超市 都 很 方便  。,[],[1_2_3_4],[1_2_3_4_5],[2_11],[3_12]
1482,上 ， 临近 centre ave .,上 ， 临近 中央 街 .,[],[3_4_5],[3_4_5],[1_5],[1_5]
1483,就 我 这个 apt 来说 ， 大 ， 整洁 ， 干净  。,就 我 这个 公寓 来说 ， 大 ， 整洁 ， 干净  。,[],[3],[3],[5_7_9_11],[5_7_9_11]
1484,我 的 bedroom 还 带 了 一 个 closet 和 一 个 厕所  。,我 的 卧室 还 带 了 一 个 衣橱 和 一 个 厕所  。,[],[2_8],[2_8],[13],[13]
1485,房租 便宜  ：  $450 全 包 ， 房租 ， 水电 ， wireless ， heating ， 全 都 包括  。,房租 便宜  ：  $450 全 包 ， 房租 ， 水电 ， 无 线网 ， 暖气 ， 全 都 包括  。,[],[11_12_13_14],[11_12_13_14_15],[2_6_8_10_12_14_18],[2_3_6_8_10_13_15_19]
1486,两 个 人 都 很 nice ， 不 喜欢 party  。,两 个 人 都 很 好 ， 不 喜欢 聚会  。,[],[5_6_9_10],[5_6_9_10],[6_10],[6_10]
1487,有意 请 email  :  cecilia .,有意 请 邮件  :  cecilia .,[cecilia],[2_3_4_5],[2_3_4_5],[3_5],[3_5]
1488,出租 地点  :  位于 north craig st .,出租 地点  :  位于 北 克莱格 街 .,[],[4_5_6_7],[4_5_6_7],[2_7],[2_7]
1489,和 bayard st .,和 巴叶德街 .,[],[1_2_3],[1_2],[3],[2]
1490,和 bayard st .,和 巴叶德街 .,[],[1_2_3],[1_2],[3],[2]
1491,房间 内 有 一 个 很 大 的 closet  。,房间 内 有 一 个 很 大 的 衣橱  。,[],[8_9],[8_9],[9],[9]
1492,房子 可以 不 签 lease ， 但 需要 付 一 个 月 的 押金  。,房子 可以 不 签 租约 ， 但 需要 付 一 个 月 的 押金  。,[],[4_5],[4_5],[5_14],[5_14]
1493,联系 email  :  wenzhou .,联系 邮件  :  wenzhou .,[],[1_2_3_4],[1_2_3_4],[2_4],[2_4]
1494,请 联系  ：  ying fei,请 联系  ：  人名,[],[3_4],[3],[2],[2]
1495,联系 方式  ：  email  :  kidd em@96,联系 方式  ：  邮件  :  kidd em@96,[kidd],[3_4_5_6],[3_4_5_6],[2_4_6],[2_4_6]
1496,有 合适 的 请 email  ：  em@97,有 合适 的 请 邮件  ：  em@97,[],[4_5_6],[4_5_6],[5_6],[5_6]
1497,3 - bedroom apartment ， 最好 不 是 house/townhouse2 .,3 - bedroom 公寓 ， 最好 是 房子 / 房子 .,[bedroom],[0_1_2_3_4],[0_1_2_3_4_7_8_9_10],[1_4_9],[1_4_8_10]
1498,house 在 north craig st .,房子 在 n北 克莱格 街 .,[],[0_2_3_4_5],[0_2_3_4_5],[5],[5]
1499,上 ， 临近 centre ave .,上 ， 临近 中央 街,[],[3_4_5],[3_4],[1_5],[1]
1500,apartment 情况  ：  在 fifth ave and neville st .,公寓 情况  ：  在 fifth ave and neville st .,[fifth_ave_and_neville_st],[0_4_5_6_7_8_9],[0_4_5_6_7_8_9],[2_9],[2_9]
1501,上 ， 紧邻 center ave  。,上 ， 紧邻 中央 街  。,[],[3_4_5],[3_4_5],[1_5],[1_5]
1502,一 间 大 的 bedroom ， 带 独立 卫生间  。,一 间 大 的 卧室 ， 带 独立 卫生间  。,[],[4_5],[4_5],[5_9],[5_9]
1503,一 间 中等 的 bedroom  。,一 间 中等 的 卧室  。,[],[4_5],[4_5],[5],[5]
1504,washer 和 dryer 在 地下室  。,洗碗机 和 烘干机 在 地下室  。,[],[0_2],[0_2],[5],[5]
1505,地下室 分 两 间 ， 两 边 都 有 自己 的 washer and dryer ， 一 楼 用 一边 ， 我们 二 楼 用 另外 一 边  。,地下室 分 两 间 ， 两 边 都 有 自己 的 洗衣烘 ， 一 楼 用 一边 ， 我们 二 楼 用 另外 一 边  。,[],[11_12_13_14],[11_12],[4_14_19_27],[4_12_17_25]
1506,house 在 north craig st .,房子 在 北克莱格 街 .,[],[0_2_3_4_5],[0_2_3_4],[5],[4]
1507,上 ， 临近 centre ave .,上 ， 临近 中央 街 .,[],[3_4_5],[3_4_5],[1_5],[1_5]
1508,上 ， 紧邻 center ave  。,上 ， 临近 中央 街 .,[],[3_4_5],[2_3_4_5],[1_5],[1_5]
1511,四 居室 的 house 需要 找 一 个 男性 roommate .,四 居室 的 房子 需要 找 一 个 男性 室友 .,[],[3_9_10],[3_9_10],[10],[10]
1512,客厅 或者 share bedroom 都 可以  。,客厅 或者 共享 都 可以  。,[],[2_3],[2],[6],[5]
1515,房子 的 lease 从 8 .,房子 的 租约 从 8 .,[],[2],[2_4_5],[5],[5]
1516,联系 方式  ：  pn-26 或 pn-24 email  :  em@98,联系 方式  ：  pn-26 或 pn-24 邮件  :  em@98,[],[6_7_8],[6_7_8],[2_3_5_7_8],[2_3_5_7_8]
1518,本人 男 ， me department ， graduate student  。,本人 男 ， 本人 公寓 ， 研究生,[],[3_4_5_6_7_8],[4_5_6],[2_5_8],[2_5]
1519,房子 是 mozart management 的 一 室 一 厅  。,房子 是 莫扎特 管理 的 一 室 一 厅  。,[],[2_3],[2_3],[9],[9]
1520,交通 也 很 方便 ， 离 center ave 很 近 ， 所以 方便 去 giant eagle .,交通 也 很 方便 ， 离 中央 街 很 近 ， 所以 方便 去 捷安特 鹰,[],[6_7_14_15_16],[6_7_14_15],[4_10_16],[4_10]
1521,旁边 就 有 escort 和 shuttle 的 站 ， 非常 方便  。,旁边 就 有 通勤 和 公交 的 站 ， 非常 方便  。,[],[3_5],[3_5],[8_11],[8_11]
1522,落脚 地方 真诚 请求 师兄 师姐 ， 如果 有 地板 空余 ， 恳请 短期 share 一 个 屋檐 救急 ， 可以 承担 短期 的 一些 租金  。,落脚 地方 真诚 请求 师兄 师姐 ， 如果 有 地板 空余 ， 恳请 短期 分享 一 个 屋檐 救急 ， 可以 承担 短期 的 一些 租金  。,[],[14],[14],[6_11_19_26],[6_11_19_26]
1523,联系 方式  ：  email  ：  em@99,联系 方式  ：  邮件  ：  em@99,[],[3_4_5],[3_4_5],[2_4_5],[2_4_5]
1524,有意 请 联系  ：  email  ：  qixia .,有意 请 联系  ：  邮件  ：  qixia .,[],[4_5_6_7],[4_5_6_7],[3_5_7],[3_5_7]
1525,两 个 人 住 一 个 apartment  。,两 个 人 住 一 个 公寓  。,[],[6_7],[6_7],[7],[7]
1526,晚上 可以 直接 从 学校 坐 shuttle 回家 ， 直接 到 门口 ， 很 给 力  。,晚上 可以 直接 从 学校 坐 公交 回家 ， 直接 到 门口 ， 很 给 力  。,[],[6],[6],[8_12_16],[8_12_16]
1527,有 一 个 很 大 的 living room ， 两 个 较 大 的 closet ， 一 个 kitchen  。,有 一 个 很 大 的 客厅 ， 两 个 较 大 的 衣橱 ， 一 个 厨房  。,[],[6_7_8_14_15_18_19],[6_7_13_14_17_18],[8_15_19],[7_14_18]
1528,平时 都 是 套 sheet 使用 ， 所以 很 干净  。,平时 都 是 套 床单 使用 ， 所以 很 干净  。,[],[4],[4],[6_10],[6_10]
1529,全新 的 baby safety mirror ， 可以 看到 坐在 rear face seat 上 小孩 的 情况 ， $5  。,全新 的 婴儿 安全 镜 ， 可以 看到 坐在 后座 上 小孩 的 情况 ， $5  。,[],[2_3_4_5_9_10_11],[2_3_4_5_9],[5_16_18],[5_14_15_16]
1531,pdf 有意 购买 请 发 邮件 至 em@100,pdf 文件 格式 有意 购买 请 发 邮件 至 em@100,[pdf],[0],[0_1_2],[7],[9]
1532,up up up ~ 更新 啦 ！,顶 ~ 更新 啦 ！,[],[0_1_2_3],[0_1],[3_6],[1_4]
1533,或者 email  ：  em@101,或者 邮件  ：  em@101,[],[1_2_3],[1_2_3],[2_3],[2_3]
1534,请 点击 google slides link 查看 详细 信息 ， 谢谢 ！,请 点击 谷歌 链接 查看 详细 信息 ， 谢谢 ！,[],[2_3_4],[2_3],[8_10],[7_9]
1536,主要 参数 如下  ：  screen size  :  34 .,主要 参数 如下  ：  屏幕 大小  :  34 .,[],[4_5_6_7_8],[4_5_6_7_8],[3_6_8],[3_6_8]
1537,全新 的 twin size foam mattress 出售 ！,全新 的 双人床 出售 ！,[],[2_3_4_5],[2],[7],[4]
1538,颜色 是 purple 的 ， 很 舒服 ， 非常 实用 ！,颜色 是 紫色 的 ， 很 舒服 ， 非常 实用 ！,[],[2],[2],[4_7_10],[4_7_10]
1539,前任 车主 都 是 学生 ， 车子 一直 都 在 dealer 定期 保养 ， 有 发票  。,前任 车主 都 是 学生 ， 车子 一直 都 在 卖 车 经销商 定期 保养 ， 有 发票  。,[],[10],[10_11_12],[5_13_16],[5_15_18]
1540,html 多 买 可 议价  。,短讯 多 买 可 议价  。,[],[0],[0],[5],[5]
1541,tx-instrument financial instrument  :  actuarial exam fm/mle  :  原价 84 .,金融  :  精算 考试 fm/mle  :  原价 84 .,[],[0_1_2_3_4_5_6_7],[0_1_2_3_4_5_7_8],[3_7_10],[1_4_5_8]
1542,suv 非常 适合 匹兹堡 ， 底盘 高 ， 性能 好  。,吉普 非常 适合 匹兹堡 ， 底盘 高 ， 性能 好  。,[],[0],[0],[4_7_10],[4_7_10]
1543,suv 非常 适合 匹兹堡 ， 底盘 高 ， 性能 好  。,吉普 非常 适合 匹兹堡 ， 底盘 高 ， 性能 好  。,[],[0],[0],[4_7_10],[4_7_10]
1544,步行 五 分钟 有 whole food  。,步行 五 分钟 有 全食 。,[],[4_5_6],[4_5],[6],[5]
1545,客服 很 nice ， 丢 单 必 补 ， 从不 赖账 ；,客服 很 好 ， 丢 单 必 补 ， 从不 赖账 ；,[],[2_3],[2_3],[3_8_11],[3_8_11]
1546,但是 garden 确实 需要 提交 车辆 注册 信息 ， 这 就 是 为什么 我 想 在 plaza 求 个 车位 的 原因  。,但是 花园 确实 需要 提交 车辆 注册 信息 ， 这 就 是 为什么 我 想 在 小区 名 求 个 车位 的 原因  。,[],[1_16],[1_16_17],[8_22],[8_23]
1547,当时 manager 就 会 给 发 一 张 停车 许可 的 sticker  。,当时 经理 就 会 给 发 一 张 停车 许可 的 贴纸  。,[],[1_11_12],[1_11_12],[12],[12]
1549,住 king edward ， 最好 提货 地点 近 一些 ， 8 .,住 皇 爱德华 ， 最好 提货 地点 近 一些 ， 8 .,[],[1_2_3],[1_2_3_10_11],[3_9_11],[3_9_11]
1550,写 paper 写 作业 必备  。,写 论文 写 作业 必备  。,[],[1],[1],[5],[5]
1551,坐标 sherwood ， 8 .,坐标 木区 ， 8 .,[],[1_2_3_4],[1_2_3_4],[2_4],[2_4]
1552,联系 电话  ：  pn-27 email  :  em@102,联系 电话  ：  pn-27 邮件  :  em@102,[],[4_5_6],[4_5_6],[2_3_5_6],[2_3_5_6]
1553,本人 是 第三 任 车主 ， 前 两 位 车主 及 本人 均 在 奥迪 dealer 店 定期 保养 ， 车况 好  。,本人 是 第三 任 车主 ， 前 两 位 车主 及 本人 均 在 奥迪 经销 商 店 定期 保养 ， 车况 好  。,[],[15],[15_16],[5_19_22],[5_20_23]
1554,utf8&psc=1 站 内 信 联系 ， 或者 email em@103,utf8&psc=1 站 内 信 联系 ， 或者 邮件 em@103,[],[0_7_8],[0_7_8],[5_8],[0_5_8]
1555,可 议价 ， 住 house 必备,可 议价 ， 住 房 子 必备,[],[4],[4_5],[2],[2]
1556,去年 换 过 刹车 ， 今天 做 的 inspection ， 刚 换 的 四 个 新 轮胎  。,去年 换 过 刹车 ， 今天 做 的 质检 ， 刚 换 的 四 个 新 轮胎  。,[],[8_9],[8_9],[4_9_17],[4_9_17]
1557,现 $4800 出售 ， clean title ，,现 $4800 出售 ， 无 事故 ，,[],[4_5_6],[4_5_6],[3_6],[1_3_6]
1559,从未 出 过 故障 ， 也 从未 去 过 body shop ， 没有 任何 维修  。,从未 出 过 故障 ， 也 从未 去 过 修车 厂 ， 没有 任何 维修  。,[],[9_10_11],[9_10_11],[4_11_15],[4_11_15]
1560,usp = sharing 联系 方式  ：  pn-28 （ prefer 短信 联系 ）  。,春季 共 享 联系 方式  ：  pn-28 （ 青睐 短信 联系 ）  。,[],[0_1_2_8],[0_1_2_8],[1_5_6_7_11_12],[5_6_7_11_12]
1561,包含  ：  电 吉他 ， 音箱 ， cable ， 输入 3 .,包含  ：  电 吉他 ， 音箱 ， 缆线 ， 输入 3 .,[],[7_8],[7_8_10_11],[1_4_6_8_11],[1_4_6_8_11]
1562,附近 house 的 地下室 或者 车库 都 是 可以 的  。,附近 房子 的 地下室 或者 车库 都 是 可以 的  。,[],[1],[1],[10],[10]
1563,amazon 全新 价格 $109 ， used from$85 .,亚马逊 全新 价格 $109 ， 二手 from$85 .,[],[0_5_6_7],[0_5_6_7],[4_7],[3_4_6_7]
1564,小区 环境 非常 幽静  ：  有 多 处 playground 和 公园 ， 很 适合 有 孩子 （ 和 老人 ） 的 家庭 在,小区 环境 非常 幽静  ：  有 多 处 娱乐 设施 和 公园 ， 很 适合 有 孩子 （ 和 老人 ） 的 家庭 在,[],[8],[8_9],[4_11_16_19],[4_12_17_20]
1565,补充 一下 ， 有 完好 的 cable ， 和 插头 ~ ~,补充 一下 ， 有 完好 的 缆线 ， 和 插头 ~ ~,[],[6_7],[6_7],[2_7_10_11],[2_7_10_11]
1566,因 本人 回国 ， t-mobile family plan 现 缺 一 人 ， 每 人 每 月 无线 通话 短信 2 .,因 本人 回国 ， t-mobil 家庭 套餐 现 缺 一 人 ， 每 人 每 月 无线 通话 短信 2 .,[],[5_6],[5_6_19_20],[3_11_20],[3_4_11_20]
1567,请 联系 jessie  ：  never em@104,请 联系 杰西  ：  从不 em@104,[],[2_3_4_5],[2_3_4_5],[3_5],[3_5]
1568,sp = sharing 请 联系 em@105,春季 共 享 请 联系 em@105,[],[0_1_2],[0_1_2],[1_5],[5]
1569,车况  ：  clean title  。,车况  ：  无 事故  。,[],[2_3_4],[2_3_4],[1_4],[1_4]
1570,系统 及 功能 就 不用 说 了 ， 用 mac 的 都 知道  。,系统 及 功能 就 不用 说 了 ， 用 苹果 电脑 的 都 知道  。,[],[9],[9_10],[7_13],[7_14]
1571,就 在 south oakland 随时 看 车 ， pn-29  。,就 在 南奥克兰 随时 看 车 ， pn-29  。,[],[2_3],[2],[7_8_9],[6_7_8]
1572,最后 半 天 sale 了 ~,最后 半 天 促销 了 ~,[],[3],[3],[5],[5]
1573,sp = sharing 书桌 已 出  。,春季 共 享 书桌 已 出  。,[],[0_1_2],[0_1_2],[1_6],[6]
1574,全新 洗衣 袋 共 六 只 （ 有 bra 专用 袋 ） 0 .,全新 洗衣 袋 共 六 只 （ 有 内衣 专用 袋 ） 0 .,[],[8],[8_12_13],[6_11_13],[6_11_13]
1577,如果 想要 圣诞树 的 ornaments and skirt 可以 商量 ！,如果 想要 圣诞树 的 装饰 和 短裙 可以 商量 ！,[],[4_5_6],[4_5_6],[9],[9]
1578,html 如果 感 兴趣 ， 请 text  ：  pn-30 ， 谢谢 关注 ！,短裙 如果 感 兴趣 ， 请 短信  ：  pn-30 ， 谢谢 关注 ！,[],[0_6_7_8_9],[0_6_7_8_9],[4_7_8_9_12],[4_7_8_9_12]
1579,现有 两 块 white board 出售 ， 28*18 inches .,现有 两 块 白板 出售 ， 28 * 18 英尺 .,[],[3_4_8_9],[3_6_7_8_9_10],[6_9],[5_7_10]
1580,发动机 强劲 smooth ， 驾驶 舒适 ， 视线 好 ， 跑 长途 毫无 问题  。,发动机 强劲 顺滑 ， 驾驶 舒适 ， 视线 好 ， 跑 长途 毫无 问题  。,[],[2_3],[2_3],[3_6_9_14],[3_6_9_14]
1581,html 联系 em@106,网址 联系 em@106,[],[0],[0],[2],[2]
1582,可以 提供 port forward ， mac 克隆 ， qos ip 分流 功能  。,可以 提供 左弦 ， 苹果 电脑 克隆 ， 弹性 带宽 分流 功能  。,[],[2_3_4_5_8_9],[2_3_4_5_8_9],[4_7_12],[3_7_12]
1583,短 茶几  (  coffee table  )   :  28''x 22'' x 15'',短 茶几  (  咖啡桌  )   :  28'' 乘 22'' 乘 15'',[],[3_4_5_6_7_8_9_10],[3_4_5_6_7_8_9_10],[2_5_6],[2_4_5_6_8_10]
1584,更新 ， 添加 了 list  。,更新 ， 添加 了 列表  。,[],[4_5],[4_5],[1_5],[1_5]
1585,ess+vacuum 现价 $ 15201-888 - six two nine zero 短信 或 电话 谢 ！,ess+vacuum 现价 $ 15201-888 - 数字 6290 短信 或 电话 谢 ！,[],[0_5_6_7_8],[0_5_6],[2_4_13],[0_2_3_4_11]
1586,sp = sharing 有意 请 直接 联系 em@107,春季 合租 有意 请 直接 联系 em@107,[],[0_1_2],[0_1],[1_7],[6]
1587,地址 在 frick park 附近  。,地址 在 弗莱克 公园 附近  。,[],[2_3],[2_3],[5],[5]
1588,sp = sharing 联系 方式  ：  em@108,春季 合租 联系 方式  ：  em@108,[],[0_1_2],[0_1],[1_5_6],[4_5]
1589,假如 能 保留 到 下 周一 ， 本人 已 到 pittsburgh ， 可以 再 联系 取  。,假如 能 保留 到 下 周一 ， 本人 已 到 匹兹堡 ， 可以 再 联系 取  。,[],[10_11],[10_11],[6_11_16],[6_11_16]
1590,联系 方式 email  ：  em@109,联系 方式 邮件  ：  em@109,[],[2_3_4],[2_3_4],[3_4],[3_4]
1592,我 已 在 匹兹堡 ， 家 在 royal garden ， 不 会 开车  。,我 已 在 匹兹堡 ， 家 在 皇家 园林 ， 不 会 开车  。,[],[7_8_9],[7_8_9],[4_9_13],[4_9_13]
1593,都 用 了 一 年 ， 而且 非常 爱惜 ， 所以 condition 很好  。,都 用 了 一 年 ， 而且 非常 爱惜 ， 所以 车况 很 好  。,[],[11],[11_12_13_14],[5_9_13],[5_9_14]
