"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-worker","UPDATE-worker","CURRENT-set_9","UPDATE-set_9","CURRENT-set_8","UPDATE-set_8","CURRENT-set_7","UPDATE-set_7","CURRENT-set_6","UPDATE-set_6","CURRENT-set_5","UPDATE-set_5","CURRENT-set_4","UPDATE-set_4","CURRENT-set_3","UPDATE-set_3","CURRENT-set_24","UPDATE-set_24","CURRENT-set_23","UPDATE-set_23","CURRENT-set_22","UPDATE-set_22","CURRENT-set_21","UPDATE-set_21","CURRENT-set_20","UPDATE-set_20","CURRENT-set_2","UPDATE-set_2","CURRENT-set_19","UPDATE-set_19","CURRENT-set_18","UPDATE-set_18","CURRENT-set_17","UPDATE-set_17","CURRENT-set_16","UPDATE-set_16","CURRENT-set_15","UPDATE-set_15","CURRENT-set_14","UPDATE-set_14","CURRENT-set_13","UPDATE-set_13","CURRENT-set_12","UPDATE-set_12","CURRENT-set_11","UPDATE-set_11","CURRENT-set_10","UPDATE-set_10","CURRENT-set_1","UPDATE-set_1","CURRENT-set_0","UPDATE-set_0","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A3RWDYQD1331VH","https://requester.mturk.com/workers/A3RWDYQD1331VH","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A3RZXYMT4ZCAS","https://requester.mturk.com/workers/A3RZXYMT4ZCAS","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3SCCV3WKZTB9N","https://requester.mturk.com/workers/A3SCCV3WKZTB9N","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3T00CY2PTYDAW","https://requester.mturk.com/workers/A3T00CY2PTYDAW","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A3TKUXUTDX6FBF","https://requester.mturk.com/workers/A3TKUXUTDX6FBF","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A3VMNOYU4TNDNS","https://requester.mturk.com/workers/A3VMNOYU4TNDNS","2","2","100.00%","2","2","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3VOMP0WOJTB4I","https://requester.mturk.com/workers/A3VOMP0WOJTB4I","3","3","100.00%","3","3","100.00%","2","2","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3VWU0WEB2VD48","https://requester.mturk.com/workers/A3VWU0WEB2VD48","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A41VIGPOYTFUH","https://requester.mturk.com/workers/A41VIGPOYTFUH","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A49MD40UT6ABO","https://requester.mturk.com/workers/A49MD40UT6ABO","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A4PFF3LK637YM","https://requester.mturk.com/workers/A4PFF3LK637YM","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A4V8G43TEWKER","https://requester.mturk.com/workers/A4V8G43TEWKER","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A4X9Z8DZIW3","https://requester.mturk.com/workers/A4X9Z8DZIW3","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A5KRHHB3IKU6M","https://requester.mturk.com/workers/A5KRHHB3IKU6M","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A5WAWW70PYRP","https://requester.mturk.com/workers/A5WAWW70PYRP","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A654E8ZVRD6GM","https://requester.mturk.com/workers/A654E8ZVRD6GM","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A746183X8258H","https://requester.mturk.com/workers/A746183X8258H","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A7J4Y6FOPZ8YV","https://requester.mturk.com/workers/A7J4Y6FOPZ8YV","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A9E9Y0LEAYO4V","https://requester.mturk.com/workers/A9E9Y0LEAYO4V","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A9WFXKAF1RF5Q","https://requester.mturk.com/workers/A9WFXKAF1RF5Q","2","1","50.00%","2","1","50.00%","2","1","50.00%","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AA0KBNOV3NW2U","https://requester.mturk.com/workers/AA0KBNOV3NW2U","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AACQ1P1IWRQXL","https://requester.mturk.com/workers/AACQ1P1IWRQXL","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"AAJ121M08S5KD","https://requester.mturk.com/workers/AAJ121M08S5KD","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"ABRU6XODRFXB5","https://requester.mturk.com/workers/ABRU6XODRFXB5","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"ACBK30I7R42NI","https://requester.mturk.com/workers/ACBK30I7R42NI","2","1","50.00%","2","1","50.00%","2","1","50.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ACJ8NDBQ6PHHR","https://requester.mturk.com/workers/ACJ8NDBQ6PHHR","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"ACKF1WBCKVLY3","https://requester.mturk.com/workers/ACKF1WBCKVLY3","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"ACZY7EMNLRDUX","https://requester.mturk.com/workers/ACZY7EMNLRDUX","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"ADF23DLE7JEY2","https://requester.mturk.com/workers/ADF23DLE7JEY2","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ADM83RXAAL9OP","https://requester.mturk.com/workers/ADM83RXAAL9OP","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ADVCIFLB5A9B","https://requester.mturk.com/workers/ADVCIFLB5A9B","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"AE7V5Q6DX17T","https://requester.mturk.com/workers/AE7V5Q6DX17T","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"AEKJO42PHS7RI","https://requester.mturk.com/workers/AEKJO42PHS7RI","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"AENNICX57FVPI","https://requester.mturk.com/workers/AENNICX57FVPI","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AESKW0ROSKQTX","https://requester.mturk.com/workers/AESKW0ROSKQTX","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AFUUPNBIKHRFZ","https://requester.mturk.com/workers/AFUUPNBIKHRFZ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AG7HIGV4SPMXP","https://requester.mturk.com/workers/AG7HIGV4SPMXP","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AGJTTK50503VZ","https://requester.mturk.com/workers/AGJTTK50503VZ","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"AGKQYSULBNIUV","https://requester.mturk.com/workers/AGKQYSULBNIUV","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AH3W6E7W1EU0D","https://requester.mturk.com/workers/AH3W6E7W1EU0D","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"AH9NHR1PJODG1","https://requester.mturk.com/workers/AH9NHR1PJODG1","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"AHFEDGGIOG8DK","https://requester.mturk.com/workers/AHFEDGGIOG8DK","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"AHFGWXN0A2PJM","https://requester.mturk.com/workers/AHFGWXN0A2PJM","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AHLS6AZ1VTNH7","https://requester.mturk.com/workers/AHLS6AZ1VTNH7","3","3","100.00%","3","3","100.00%","2","2","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AI6FQANOH41ZM","https://requester.mturk.com/workers/AI6FQANOH41ZM","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"AIHVLBHJROONN","https://requester.mturk.com/workers/AIHVLBHJROONN","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AIIHUC6DCPZAR","https://requester.mturk.com/workers/AIIHUC6DCPZAR","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"AJTHGXBMZJ3HE","https://requester.mturk.com/workers/AJTHGXBMZJ3HE","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"AK6QFFFGHAWE6","https://requester.mturk.com/workers/AK6QFFFGHAWE6","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"AKH3FBPEXXT51","https://requester.mturk.com/workers/AKH3FBPEXXT51","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"AKIKWHBBCL3P3","https://requester.mturk.com/workers/AKIKWHBBCL3P3","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ALJU932AER3OI","https://requester.mturk.com/workers/ALJU932AER3OI","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"AMEO4HBYM9LDY","https://requester.mturk.com/workers/AMEO4HBYM9LDY","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"AMI31VBU7ZX6Q","https://requester.mturk.com/workers/AMI31VBU7ZX6Q","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"AN2QB5RWEXV41","https://requester.mturk.com/workers/AN2QB5RWEXV41","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AN738HXJ1TH8N","https://requester.mturk.com/workers/AN738HXJ1TH8N","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"ANUG05IDFTWF","https://requester.mturk.com/workers/ANUG05IDFTWF","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AOBO2UBJ4M7ET","https://requester.mturk.com/workers/AOBO2UBJ4M7ET","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"AOG0PUCLMU0HH","https://requester.mturk.com/workers/AOG0PUCLMU0HH","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AOK5QT1QFHEOK","https://requester.mturk.com/workers/AOK5QT1QFHEOK","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"AOYQ6FLVQO6JJ","https://requester.mturk.com/workers/AOYQ6FLVQO6JJ","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"APF1EAZT104LQ","https://requester.mturk.com/workers/APF1EAZT104LQ","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"APKO12PP5J5LW","https://requester.mturk.com/workers/APKO12PP5J5LW","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"AQ4PB1PVI9U7V","https://requester.mturk.com/workers/AQ4PB1PVI9U7V","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AQ8J14431IR7Z","https://requester.mturk.com/workers/AQ8J14431IR7Z","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"AQFFLBXV8P2TC","https://requester.mturk.com/workers/AQFFLBXV8P2TC","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"AQG99KX4B74P4","https://requester.mturk.com/workers/AQG99KX4B74P4","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AQVUQXQ9YCNBJ","https://requester.mturk.com/workers/AQVUQXQ9YCNBJ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ARCNJKJ3GV2EG","https://requester.mturk.com/workers/ARCNJKJ3GV2EG","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AREN4CBY7BHUF","https://requester.mturk.com/workers/AREN4CBY7BHUF","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"ARGR4AJESGHHP","https://requester.mturk.com/workers/ARGR4AJESGHHP","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ASC0F4W1UMR3R","https://requester.mturk.com/workers/ASC0F4W1UMR3R","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"ASFBR18FCV8Z1","https://requester.mturk.com/workers/ASFBR18FCV8Z1","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AUFIJSWMX9MZI","https://requester.mturk.com/workers/AUFIJSWMX9MZI","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"AURO9GRVYMSD7","https://requester.mturk.com/workers/AURO9GRVYMSD7","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AV182SXSO370E","https://requester.mturk.com/workers/AV182SXSO370E","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AVJB18UOK0AWT","https://requester.mturk.com/workers/AVJB18UOK0AWT","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"AVLZVLVL2X60","https://requester.mturk.com/workers/AVLZVLVL2X60","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"AVP46QHD3WOT3","https://requester.mturk.com/workers/AVP46QHD3WOT3","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AWITQJV4D1QA4","https://requester.mturk.com/workers/AWITQJV4D1QA4","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AWIVX59AEP746","https://requester.mturk.com/workers/AWIVX59AEP746","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"AWMM4X1QC8IMO","https://requester.mturk.com/workers/AWMM4X1QC8IMO","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AWP3NEK6KILGW","https://requester.mturk.com/workers/AWP3NEK6KILGW","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"AX4U4ZJJQKKMS","https://requester.mturk.com/workers/AX4U4ZJJQKKMS","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"AXAXLC0TXQ0QW","https://requester.mturk.com/workers/AXAXLC0TXQ0QW","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"AZE7YSINS9UNZ","https://requester.mturk.com/workers/AZE7YSINS9UNZ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AZGOCZR5GZH09","https://requester.mturk.com/workers/AZGOCZR5GZH09","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AZPJUBGJZ3BT4","https://requester.mturk.com/workers/AZPJUBGJZ3BT4","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
